time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/value_loss,train/entropy_loss,rollout/ep_rew_mean,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/std,rollout/ep_len_mean,train/explained_variance,train/clip_range_vf,train/n_updates,train/loss,train/approx_kl,train/learning_rate
2215,1441792,650,11,1.7425578675232827,39.07825316488743,49.97828674316406,0.1,0.11526107788085938,-0.0010469443766851327,0.05073196440935135,936.25,-1.3672456741333008,0.2,100,2.212212324142456,0.002309923,1e-05
2193,1572864,717,12,1.0578315809834749,39.02936988770962,53.53205108642578,0.1,0.10769729614257813,-0.0012228829437390231,0.05082935467362404,1000.0,-3.040923595428467,0.2,110,1.448912501335144,0.00214508,1e-05
2180,1703936,781,13,1.476647475734353,38.98125109374523,53.517826080322266,0.1,0.11587600708007813,-0.0011443299320944788,0.05092857405543327,1000.0,-0.9385517835617065,0.2,120,1.7261956930160522,0.0022493335,1e-05
2158,1835008,850,14,0.8481344954110682,38.93497030436993,53.202266693115234,0.1,0.11352386474609374,-0.0015848440092213422,0.051016539335250854,990.87,-1.2555932998657227,0.2,130,1.2076081037521362,0.0021460878,1e-05
2155,1966080,912,15,1.6677470594644546,38.894210481643675,53.202266693115234,0.1,0.11132888793945313,-0.0011346533900905343,0.05109962075948715,990.87,-0.6835900545120239,0.2,140,2.066661834716797,0.0022659674,1e-05
2139,2097152,980,16,0.7909110017120838,38.85041275024414,53.11820983886719,0.1,0.10747909545898438,-0.0016002595767531601,0.051191382110118866,1000.0,-4.165954113006592,0.2,150,1.1399035453796387,0.0021699795,1e-05
2144,2228224,1038,17,1.6763250683434308,38.803774413466456,52.65093231201172,0.1,0.10571975708007812,-0.0011378437697658228,0.05129275470972061,991.94,-0.6375159025192261,0.2,160,1.9817845821380615,0.0021544506,1e-05
2141,2359296,1101,18,0.7129072632174939,38.75511724352837,53.53053283691406,0.1,0.1113189697265625,-0.0017001548238340547,0.051387038081884384,1000.0,-1.3806750774383545,0.2,170,1.0709962844848633,0.0022017942,1e-05
2146,2490368,1160,19,1.5444387344643473,38.70916078090668,53.53053283691406,0.1,0.11057662963867188,-0.0011109451845186414,0.051484499126672745,1000.0,-0.4321150779724121,0.2,180,1.8833643198013306,0.0022051036,1e-05
2143,2621440,1222,20,0.6866099121980369,38.66233818233013,53.008819580078125,0.1,0.10062484741210938,-0.0012738621154312567,0.051577623933553696,982.28,-2.1488654613494873,0.2,190,1.1408730745315552,0.0020678015,1e-05
2148,2752512,1281,21,1.9002284589223564,38.61558448970318,53.008819580078125,0.1,0.11112060546875,-0.0011057466005240713,0.05168135464191437,982.28,-0.744020938873291,0.2,200,2.300185441970825,0.0022262996,1e-05
2146,2883584,1343,22,0.45949223211500795,38.568124920129776,53.307254791259766,0.1,0.1116058349609375,-0.0017157243383735476,0.05177175998687744,990.77,-0.7041357755661011,0.2,210,0.8338361978530884,0.0021863976,1e-05
2148,3014656,1402,23,1.6479175212793051,38.522368201613425,51.994422912597656,0.1,0.12187957763671875,-0.0013268211416288978,0.05187300592660904,970.74,-0.4407463073730469,0.2,220,1.9696974754333496,0.002365849,1e-05
2147,3145728,1464,24,0.41811955433804543,38.47446566522122,49.3921012878418,0.1,0.113018798828125,-0.0025705918837502393,0.051969803869724274,927.5,0.22667992115020752,0.2,230,0.814642071723938,0.0022094822,1e-05
2150,3276800,1523,25,1.4959654418751598,38.42750450372696,49.483177185058594,0.1,0.12978057861328124,-0.0011708625510436833,0.0520697645843029,927.5,-0.11595022678375244,0.2,240,1.940621018409729,0.0023931218,1e-05
2149,3407872,1585,26,0.24046387671260164,38.379365670681,52.18836975097656,0.1,0.11470718383789062,-0.0016347318263797207,0.052167005836963654,955.0,-0.21514034271240234,0.2,250,0.6652035117149353,0.002200928,1e-05
2152,3538944,1644,27,1.370609378349036,38.33191589415073,52.170494079589844,0.1,0.1250701904296875,-0.0013856130119620502,0.05227088928222656,955.0,0.12759172916412354,0.2,260,1.728268027305603,0.0024697091,1e-05
2151,3670016,1705,28,0.2673244812176563,38.28646731376648,53.37464904785156,0.1,0.11480560302734374,-0.0015719362615072897,0.05235646292567253,990.84,-0.17919397354125977,0.2,270,0.6097149848937988,0.0021685152,1e-05
2153,3801088,1764,29,1.6994766699150206,38.236951145529744,53.30910110473633,0.1,0.13520736694335939,-0.0013641151475894731,0.05247652158141136,990.84,0.005487024784088135,0.2,280,1.820218801498413,0.002553568,1e-05
2150,3932160,1828,30,0.2928067026892677,38.18469676375389,54.879520416259766,0.1,0.1114288330078125,-0.0014796763080539676,0.05257628485560417,1000.0,-0.05327427387237549,0.2,290,0.6362719535827637,0.0021552602,1e-05
2152,4063232,1887,31,1.4728342204354703,38.13718857467175,55.08926773071289,0.1,0.11696014404296876,-0.0011059056495469123,0.05267815664410591,1000.0,0.2629844546318054,0.2,300,1.6649417877197266,0.0023336695,1e-05
2151,4194304,1949,32,0.2181668960605748,38.09001519978047,51.506282806396484,0.1,0.1108306884765625,-0.0015464212773622422,0.05277447775006294,955.41,-0.18933546543121338,0.2,310,0.6034847497940063,0.0021390659,1e-05
2153,4325376,2008,33,1.388834814215079,38.03896573185921,51.55140686035156,0.1,0.1131591796875,-0.0012764589499056455,0.052893172949552536,955.41,0.41692590713500977,0.2,320,2.025700807571411,0.0022881427,1e-05
2152,4456448,2070,34,0.28783427190501243,37.98601097166538,53.647403717041016,0.1,0.10813522338867188,-0.0013150788307939366,0.05299694091081619,1000.0,-0.20753538608551025,0.2,330,0.6430258750915527,0.002155403,1e-05
2154,4587520,2129,35,1.7568655973300338,37.933686810731885,53.63457107543945,0.1,0.12657089233398439,-0.0011947580930609548,0.05311755836009979,1000.0,0.19363123178482056,0.2,340,2.5153450965881348,0.0024721047,1e-05
2154,4718592,2190,36,0.23707587490789592,37.88313949406147,54.11894607543945,0.1,0.11383590698242188,-0.001716354315726676,0.053211938589811325,1000.0,0.1510460376739502,0.2,350,0.5483036637306213,0.0022726136,1e-05
2155,4849664,2250,37,1.6341917267069221,37.83017728030681,54.174930572509766,0.1,0.09985580444335937,-0.0010508933672099374,0.05334057658910751,1000.0,0.3459658622741699,0.2,360,2.1157259941101074,0.0021174955,1e-05
2155,4980736,2311,38,0.22702726804418488,37.777987813949586,52.405235290527344,0.1,0.10949249267578125,-0.0015300434994969692,0.053435344249010086,964.96,0.39804166555404663,0.2,370,0.6098664402961731,0.0021216632,1e-05
2155,5111808,2371,39,1.7588119216263294,37.72977294921875,52.28211975097656,0.1,0.11610031127929688,-0.0014954798533835857,0.05355063080787659,964.96,0.32982754707336426,0.2,380,2.1508378982543945,0.0022547944,1e-05
2155,5242880,2432,40,0.22997740914579481,37.679214268922806,49.86274719238281,0.1,0.11008987426757813,-0.0015960900781010422,0.053648483008146286,928.42,0.300045371055603,0.2,390,0.622504711151123,0.002202485,1e-05
2152,5373952,2496,41,1.9698305162601173,37.626126781105995,50.10471725463867,0.1,0.11048812866210937,-0.0013342038190785389,0.05377955362200737,928.42,0.2177823781967163,0.2,400,2.524838924407959,0.002246815,1e-05
2147,5505024,2563,42,0.1312687752128113,37.57221820652485,51.37412643432617,0.1,0.12457427978515626,-0.0014962029807065846,0.0538797527551651,947.95,0.29012417793273926,0.2,410,0.4961446523666382,0.002323361,1e-05
2142,5636096,2631,43,1.3480377107392996,37.51765933632851,54.37605285644531,0.1,0.15709075927734376,-0.0013655298721459985,0.054017387330532074,1000.0,0.16416490077972412,0.2,420,1.9126975536346436,0.00298581,1e-05
2143,5767168,2690,44,1.907099934387952,37.46030541658401,54.21664047241211,0.1,0.13298110961914061,-0.0008720227448065998,0.05412697419524193,1000.0,0.0415574312210083,0.2,430,2.288264274597168,0.0025233957,1e-05
2143,5898240,2751,45,0.4320612932788208,37.406087884306906,54.69621276855469,0.1,0.14273681640625,-0.0015408481905069492,0.05425281450152397,1000.0,0.41591811180114746,0.2,440,0.9013646245002747,0.0027490398,1e-05
2144,6029312,2810,46,2.0897042894735933,37.3534157961607,52.886409759521484,0.1,0.12636489868164064,-0.0009579293830938695,0.054356031119823456,964.57,-0.03672897815704346,0.2,450,2.1491565704345703,0.0024328283,1e-05
2144,6160384,2872,47,0.4702731455909088,37.29911977946758,54.60409164428711,0.1,0.153643798828125,-0.0019112752040655323,0.05449092760682106,1000.0,0.3340853452682495,0.2,460,0.7793159484863281,0.0028478564,1e-05
2145,6291456,2931,48,1.6314897340722383,37.242841345071795,51.64372634887695,0.1,0.1038177490234375,-0.001499915250678896,0.054599329829216,948.05,0.2854076623916626,0.2,470,1.9260201454162598,0.0021309413,1e-05
2146,6422528,2992,49,0.4744034783449024,37.18654527962208,54.17152404785156,0.1,0.1628875732421875,-0.0016346292925391026,0.05473482981324196,1000.0,0.28633469343185425,0.2,480,1.0257928371429443,0.0030170933,1e-05
2147,6553600,3051,50,1.7719897168688477,37.13006212711334,51.57573699951172,0.1,0.11339569091796875,-0.0015645064444470337,0.054850004613399506,955.04,0.34812623262405396,0.2,490,2.460937023162842,0.0022948273,1e-05
2147,6684672,3112,51,0.29341809096513316,37.07027715742588,54.33257293701172,0.1,0.15212249755859375,-0.002262308885076436,0.054993271827697754,1000.0,0.44760364294052124,0.2,500,0.6532644033432007,0.002784373,1e-05
2148,6815744,3171,52,2.0175862134434284,37.008334290981296,54.232208251953125,0.1,0.13504562377929688,-0.0011797975133504223,0.055121731013059616,1000.0,0.16174906492233276,0.2,510,2.2280478477478027,0.0025743018,1e-05
2148,6946816,3233,53,0.3202023814781569,36.95121608674526,52.669090270996094,0.1,0.1391387939453125,-0.001257618611862199,0.05524737015366554,972.65,0.20791757106781006,0.2,520,0.734412670135498,0.0026172735,1e-05
2150,7077888,3291,54,2.235007234942168,36.89338611364364,52.21848678588867,0.1,0.12660369873046876,-0.0011585632563310354,0.05537654086947441,964.16,0.10193955898284912,0.2,530,2.8271353244781494,0.0024871603,1e-05
2149,7208960,3353,55,0.18737492492509772,36.83670290112495,53.35150909423828,0.1,0.1641693115234375,-0.001475009294836127,0.055502768605947495,972.42,0.1603953242301941,0.2,540,0.6042923927307129,0.0028962821,1e-05
2151,7340032,3412,56,2.020332143176347,36.77789578437805,50.894508361816406,0.1,0.10778350830078125,-0.0016250440915428043,0.0556369349360466,933.67,0.22717714309692383,0.2,550,2.8085484504699707,0.0022065367,1e-05
2150,7471104,3474,57,0.1744280225771945,36.71820783019066,51.613136291503906,0.1,0.13012466430664063,-0.002074692480846352,0.05576514080166817,963.28,0.4082842469215393,0.2,560,0.5178378820419312,0.0024490326,1e-05
2152,7602176,3532,58,2.0570880469866095,36.65906247198582,51.106075286865234,0.1,0.11822586059570313,-0.0012025809383430896,0.05590038746595383,954.15,0.21153944730758667,0.2,570,2.4365930557250977,0.0023146046,1e-05
2151,7733248,3593,59,0.1425267643702682,36.601848375797275,52.782386779785156,0.1,0.12154541015625,-0.00193454132718216,0.056021470576524734,974.01,0.36612462997436523,0.2,580,0.4774852395057678,0.0023411685,1e-05
2152,7864320,3654,60,2.105019136890769,36.5487054169178,52.92559051513672,0.1,0.11056442260742187,-0.0012665651556744706,0.05613868311047554,974.01,0.18454670906066895,0.2,590,2.7710742950439453,0.0021938211,1e-05
2151,7995392,3716,61,0.1915627723094076,36.499504673480985,49.85966873168945,0.1,0.11840667724609374,-0.002062505409503501,0.05624321103096008,937.18,0.21503055095672607,0.2,600,0.478141725063324,0.0023214198,1e-05
2152,8126464,3774,62,2.254037654399872,36.44640685021877,49.563568115234375,0.1,0.1292633056640625,-0.001632220795363537,0.0563756562769413,930.49,0.13508105278015137,0.2,610,3.0424201488494873,0.002455928,1e-05
2152,8257536,3836,63,0.16417440415825696,36.39215409755707,52.59248352050781,0.1,0.11603546142578125,-0.0021158968788313358,0.05649198964238167,964.33,0.43768757581710815,0.2,620,0.5677114725112915,0.0022908929,1e-05
2153,8388608,3895,64,2.2674227518960834,36.33909129202366,52.779972076416016,0.1,0.12583541870117188,-0.0013196628105106357,0.056612707674503326,964.33,0.11811310052871704,0.2,630,2.751100540161133,0.002419276,1e-05
2153,8519680,3957,65,0.14521838425134775,36.28661704659462,53.042694091796875,0.1,0.12653350830078125,-0.0012840651098940726,0.05673246458172798,972.71,0.20122414827346802,0.2,640,0.46844232082366943,0.002330909,1e-05
2154,8650752,4015,66,2.230067708110437,36.23261200785637,52.98923873901367,0.1,0.12269973754882812,-0.001257653197308173,0.05685451626777649,972.71,0.17262989282608032,0.2,650,2.3157756328582764,0.0023285123,1e-05
