time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/value_loss,train/entropy_loss,rollout/ep_rew_mean,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/std,rollout/ep_len_mean,train/explained_variance,train/clip_range_vf,train/n_updates,train/loss,train/approx_kl,train/learning_rate
2151,8781824,4080,67,0.1569200971076498,36.183508798480034,52.57538986206055,0.1,0.11778717041015625,-0.0014047801691049245,0.056957244873046875,972.53,0.4271777272224426,0.2,660,0.576233446598053,0.0021875235,1e-05
2153,8912896,4139,68,2.1487826773896814,36.135576266050336,51.677398681640625,0.1,0.10603713989257812,-0.001513795098526316,0.0570746548473835,957.06,0.2462504506111145,0.2,670,2.5313825607299805,0.0021041175,1e-05
2152,9043968,4201,69,0.16029006660101003,36.08443657755852,52.977474212646484,0.1,0.11929168701171874,-0.00209901189627999,0.05718885362148285,973.64,0.4352110028266907,0.2,680,0.4415881931781769,0.00232135,1e-05
2153,9175040,4260,70,2.093052394129336,36.03487202227116,52.67616653442383,0.1,0.11191329956054688,-0.0013810520588776853,0.05730298534035683,969.73,0.26066386699676514,0.2,690,2.10518479347229,0.0022728252,1e-05
2153,9306112,4322,71,0.18790443375473842,35.986252781748775,53.227882385253906,0.1,0.11950759887695313,-0.0021229167233741465,0.057411521673202515,1000.0,0.2942712903022766,0.2,700,0.5135380029678345,0.0022870132,1e-05
2153,9437184,4381,72,2.016313544195145,35.931970056891444,53.17918395996094,0.1,0.09373931884765625,-0.0015842622177387965,0.05755094066262245,1000.0,0.3007175326347351,0.2,710,2.2104504108428955,0.0020058688,1e-05
2153,9568256,4442,73,0.15686465250619222,35.87352377176285,53.23125076293945,0.1,0.12410354614257812,-0.001622100714030239,0.05767977610230446,982.19,0.31539803743362427,0.2,720,0.6335842609405518,0.0023579865,1e-05
2154,9699328,4501,74,2.1752673886716365,35.8158423602581,53.151126861572266,0.1,0.09947586059570312,-0.0013762460707766877,0.05781687796115875,982.19,0.26070600748062134,0.2,730,2.0543007850646973,0.0020953808,1e-05
2154,9830400,4562,75,0.20754646021523512,35.76249426007271,53.69955062866211,0.1,0.11361465454101563,-0.0019983420554581244,0.05792541056871414,973.86,0.40867865085601807,0.2,740,0.5457268953323364,0.0022004712,1e-05
2155,9961472,4620,76,2.216622232925147,35.7138243407011,53.815555572509766,0.1,0.10993576049804688,-0.0015211691769764003,0.05804717540740967,973.86,0.22333121299743652,0.2,750,2.4524505138397217,0.0022658715,1e-05
2155,10092544,4682,77,0.20168721615336835,35.66342709064484,50.820247650146484,0.1,0.11795196533203126,-0.001627902602604081,0.05815736949443817,937.88,0.21052920818328857,0.2,760,0.5322286486625671,0.0023111398,1e-05
2156,10223616,4741,78,2.2376428306102754,35.61483456194401,51.535125732421875,0.1,0.11901931762695313,-0.0014494953730718406,0.05827435851097107,947.24,0.2379896640777588,0.2,770,2.3081254959106445,0.002355849,1e-05
2156,10354688,4802,79,0.17651074489112945,35.55994262099266,52.00922775268555,0.1,0.12493057250976562,-0.0015942839724630176,0.058411289006471634,963.49,0.2790026068687439,0.2,780,0.46758127212524414,0.0024123387,1e-05
2156,10485760,4861,80,2.106682524364442,35.50426025390625,52.000667572021484,0.1,0.11234130859375,-0.0014810485193265776,0.05853789672255516,963.49,0.3016597032546997,0.2,790,2.5679244995117188,0.0022827592,1e-05
2157,10616832,4921,81,0.16970128005486912,35.453366699814794,53.138004302978516,0.1,0.11800537109375,-0.0017359342411054969,0.05864870920777321,982.5,0.3396853804588318,0.2,800,0.5265417695045471,0.0022708932,1e-05
2157,10747904,4981,82,2.2385314209386706,35.394737428426744,53.238773345947266,0.1,0.12321395874023437,-0.0012512501165019784,0.05880911648273468,982.5,0.18697166442871094,0.2,810,2.832897663116455,0.0024205025,1e-05
2157,10878976,5042,83,0.18272508493391798,35.339400672912596,52.449371337890625,0.1,0.11653289794921876,-0.001672879075158562,0.0589127242565155,966.91,0.39394235610961914,0.2,820,0.571764349937439,0.0022564097,1e-05
2157,11010048,5103,84,1.8413407386280596,35.2918752938509,55.008304595947266,0.1,0.12949905395507813,-0.001458484010072425,0.059035733342170715,1000.0,0.21831095218658447,0.2,830,2.224367380142212,0.002486925,1e-05
2158,11141120,5162,85,1.390472800983116,35.239313524961474,53.5606575012207,0.1,0.12492599487304687,-0.001363582464728097,0.05915934219956398,973.5,0.010341227054595947,0.2,840,1.8020362854003906,0.0024825677,1e-05
2158,11272192,5222,86,1.0318660367047414,35.18298652768135,54.50795364379883,0.1,0.14908828735351562,-0.0014448759208789852,0.05930175632238388,1000.0,0.18455183506011963,0.2,850,1.755448579788208,0.0028253049,1e-05
2158,11403264,5281,87,1.4114753793925048,35.126279109716414,52.06534194946289,0.1,0.13349456787109376,-0.0011947337151013925,0.059429511427879333,954.91,-0.0020133256912231445,0.2,860,1.8764294385910034,0.0024427765,1e-05
2159,11534336,5342,88,0.9911743514705449,35.072466999292374,53.065467834472656,0.1,0.1422698974609375,-0.001869883402105188,0.059560466557741165,1000.0,0.23968613147735596,0.2,870,1.023844599723816,0.0027754346,1e-05
2159,11665408,5401,89,1.1453467265237123,35.01772167980671,53.644046783447266,0.1,0.13351974487304688,-0.0014517094723032642,0.05968816578388214,1000.0,0.2146517038345337,0.2,880,1.3689501285552979,0.0025300267,1e-05
2159,11796480,5462,90,0.9226038504159078,34.95956202149391,53.653411865234375,0.1,0.13684310913085937,-0.0017411033576536284,0.05983881652355194,990.79,0.20889383554458618,0.2,890,1.4800019264221191,0.0026908512,1e-05
2160,11927552,5521,91,1.4162788599729539,34.89911924302578,52.438087463378906,0.1,0.13359451293945312,-0.001797298281053372,0.05997425690293312,965.22,0.24509483575820923,0.2,900,1.6429736614227295,0.0026215422,1e-05
2160,12058624,5582,92,0.6189620208460838,34.83868001699447,54.82794952392578,0.1,0.149395751953125,-0.0019634249211776477,0.06012904644012451,1000.0,0.47035467624664307,0.2,910,1.0787427425384521,0.0027997622,1e-05
2160,12189696,5641,93,1.6106687520164997,34.777786234021185,53.12580490112305,0.1,0.11161041259765625,-0.0018238544047562756,0.060267891734838486,964.3,0.2737783193588257,0.2,920,2.0435433387756348,0.0022573331,1e-05
2160,12320768,5703,94,0.5845262860297226,34.71698234975338,54.11997604370117,0.1,0.1459991455078125,-0.0017808919152003,0.06042168661952019,1000.0,0.3607320785522461,0.2,930,1.036329984664917,0.0027453504,1e-05
2158,12451840,5768,95,1.6178948894143104,34.65899035930634,53.93914031982422,0.1,0.1055389404296875,-0.001859780576387493,0.060550712049007416,1000.0,0.255168080329895,0.2,940,1.9010673761367798,0.0022136364,1e-05
2158,12582912,5830,96,0.47292632128228435,34.60162351131439,53.22346496582031,0.1,0.14392013549804689,-0.00220800632105238,0.060696493834257126,1000.0,0.32685762643814087,0.2,950,1.0317288637161255,0.002790188,1e-05
2158,12713984,5889,97,1.824724989105016,34.5424230247736,53.63959503173828,0.1,0.1304229736328125,-0.001872832217713949,0.06083909049630165,1000.0,0.18598586320877075,0.2,960,2.306493043899536,0.0024902963,1e-05
2158,12845056,5950,98,0.3943983129225671,34.4863817602396,54.31462478637695,0.1,0.13892059326171874,-0.0017762740744728944,0.0609709694981575,1000.0,0.3578631281852722,0.2,970,0.6471062898635864,0.002652984,1e-05
2159,12976128,6008,99,2.0145600785501303,34.43283470571041,53.858360290527344,0.1,0.11611175537109375,-0.0017050614957952348,0.06109955161809921,992.18,0.16636914014816284,0.2,980,2.562906265258789,0.0023445177,1e-05
2159,13107200,6070,100,0.3052407649694942,34.37547673881054,52.13787078857422,0.1,0.13691024780273436,-0.001858725015881646,0.06125016137957573,963.21,0.30177992582321167,0.2,990,0.6406302452087402,0.0025246067,1e-05
2159,13238272,6129,101,1.8379219809547067,34.31735526919365,52.87929153442383,0.1,0.10582733154296875,-0.0018627614546403493,0.0613861083984375,974.95,0.29471760988235474,0.2,1000,2.1559572219848633,0.0021948782,1e-05
2159,13369344,6190,102,0.26846497009973974,34.261709263920785,54.86488342285156,0.1,0.13007583618164062,-0.0019231925545682316,0.061522431671619415,1000.0,0.4890652894973755,0.2,1010,0.6292597651481628,0.0025436045,1e-05
2160,13500416,6248,103,2.04074233006686,34.20178843736649,53.342254638671875,0.1,0.1243621826171875,-0.001711864991375478,0.06167706102132797,974.85,0.1911361813545227,0.2,1020,2.486001491546631,0.002450427,1e-05
2160,13631488,6309,104,0.26871257115271874,34.145045328140256,54.72685623168945,0.1,0.1271575927734375,-0.002271583239235042,0.061808567494153976,1000.0,0.40858274698257446,0.2,1030,0.5880370140075684,0.0024763742,1e-05
2161,13762560,6368,105,1.813515131548047,34.09001766145229,54.76615905761719,0.1,0.10923919677734376,-0.0015398341521176916,0.06194530427455902,1000.0,0.3126717209815979,0.2,1040,2.068537473678589,0.002253613,1e-05
2160,13893632,6431,106,0.23691902777063661,34.03361603319645,54.182430267333984,0.1,0.125982666015625,-0.0017424879131340276,0.06208884343504906,990.77,0.3213384747505188,0.2,1050,0.5925008058547974,0.0024093762,1e-05
2160,14024704,6490,107,2.0968835380859674,33.979067254066464,53.039703369140625,0.1,0.12046279907226562,-0.0015436083090662577,0.062215887010097504,974.82,0.15511280298233032,0.2,1060,3.060847759246826,0.0023440074,1e-05
2160,14155776,6551,108,0.21627366849861573,33.92718483507633,53.69742202758789,0.1,0.1311492919921875,-0.0020967634465705485,0.06234901025891304,1000.0,0.3606342673301697,0.2,1070,0.5427545309066772,0.0024914024,1e-05
2161,14286848,6609,109,2.1522108036093415,33.87299765348435,52.881439208984375,0.1,0.11540756225585938,-0.0015424314016399877,0.06248365342617035,982.17,0.10444378852844238,0.2,1080,2.704784631729126,0.0023391359,1e-05
2161,14417920,6670,110,0.20083937855088152,33.817970770597455,54.499656677246094,0.1,0.13338546752929686,-0.002230107139530446,0.06262657791376114,1000.0,0.3741064667701721,0.2,1090,0.6908788681030273,0.0025076354,1e-05
2162,14548992,6728,111,2.0505953383632005,33.76116990447044,54.5883903503418,0.1,0.11238021850585937,-0.0015615617373896384,0.06276483833789825,1000.0,0.18640637397766113,0.2,1100,1.984630823135376,0.0021976274,1e-05
2162,14680064,6789,112,0.21919055405887775,33.70511541962624,54.140872955322266,0.1,0.1210784912109375,-0.0018716255665822245,0.06290799379348755,1000.0,0.2591544985771179,0.2,1110,0.45325568318367004,0.0023071398,1e-05
2162,14811136,6848,113,2.086667609028518,33.646548193693164,53.72663879394531,0.1,0.11516952514648438,-0.0017186585070703587,0.06305927038192749,991.3,0.18170541524887085,0.2,1120,2.696737766265869,0.002246873,1e-05
2162,14942208,6909,114,0.19485062482999638,33.58973137736321,53.0405158996582,0.1,0.12311630249023438,-0.0021122990471667434,0.06319662928581238,973.5,0.3759000301361084,0.2,1130,0.6687716245651245,0.0023477755,1e-05
2163,15073280,6968,115,2.1116310989484193,33.53361321091652,53.0388069152832,0.1,0.11551055908203126,-0.0017902424239309767,0.06334076076745987,973.5,0.20553219318389893,0.2,1140,1.8730825185775757,0.0023026029,1e-05
2162,15204352,7030,116,0.21517610234441237,33.484204646945,54.280006408691406,0.1,0.11898880004882813,-0.00177210719816685,0.06345111131668091,990.86,0.34026598930358887,0.2,1150,0.6150929927825928,0.0022969935,1e-05
2163,15335424,7089,117,2.077540796529502,33.4345740377903,53.845462799072266,0.1,0.1136505126953125,-0.0015095019085492821,0.0635894164443016,982.32,0.22347098588943481,0.2,1160,2.497300863265991,0.0022608563,1e-05
2163,15466496,7149,118,0.18920844574749934,33.37951574325562,53.62491226196289,0.1,0.12295074462890625,-0.0019677801841680776,0.06373179703950882,982.03,0.3122643232345581,0.2,1170,0.5349282622337341,0.0023707685,1e-05
2163,15597568,7208,119,1.9580140674486757,33.32536179721355,53.59889221191406,0.1,0.12031097412109375,-0.0017959909319870348,0.06386686116456985,982.03,0.29568326473236084,0.2,1180,2.1606647968292236,0.0023552754,1e-05
2163,15728640,7270,120,0.19948521624901333,33.270997774600986,53.1281852722168,0.1,0.12101821899414063,-0.002460704777149658,0.06400980055332184,992.03,0.42321646213531494,0.2,1190,0.6041628122329712,0.0022516577,1e-05
2163,15859712,7329,121,2.165265888441354,33.21198934614658,53.3528938293457,0.1,0.11354293823242187,-0.0016823383978589845,0.064165398478508,992.03,0.19754475355148315,0.2,1200,2.3758656978607178,0.002315402,1e-05
2163,15990784,7390,122,0.19776759418891743,33.15770997405052,53.515655517578125,0.1,0.12265548706054688,-0.0020662372869992398,0.06429167836904526,983.52,0.2129122018814087,0.2,1210,0.4736504554748535,0.0023300245,1e-05
2164,16121856,7449,123,2.120002608560026,33.10592142343521,53.396244049072266,0.1,0.116436767578125,-0.0016623113028799708,0.06443183124065399,983.52,0.1996936798095703,0.2,1220,2.6040258407592773,0.0023937193,1e-05
2164,16252928,7509,124,0.177205994958058,33.05112146735191,54.790348052978516,0.1,0.1204315185546875,-0.002026700944861659,0.06457503139972687,1000.0,0.2769438624382019,0.2,1230,0.4921690821647644,0.002271222,1e-05
2164,16384000,7569,125,2.045975100249052,32.99798962771892,54.061729431152344,0.1,0.123455810546875,-0.0015284843284462113,0.06470657140016556,1000.0,0.1690758466720581,0.2,1240,2.2509255409240723,0.002404409,1e-05
2164,16515072,7628,126,1.158868906321004,32.94242684841156,53.86921691894531,0.1,0.124981689453125,-0.0012823901965020924,0.06486036628484726,992.3,0.034067630767822266,0.2,1250,1.506216287612915,0.0024616378,1e-05
2165,16646144,7688,127,1.1345210055820645,32.88112354874611,55.835205078125,0.1,0.13362350463867187,-0.0023327893831719846,0.06502516567707062,1000.0,0.17862755060195923,0.2,1260,1.722782015800476,0.002612147,1e-05
2165,16777216,7748,128,1.142281307745725,32.82622257471085,53.77996063232422,0.1,0.13299331665039063,-0.0017566299915415585,0.06514830887317657,990.84,0.1255442500114441,0.2,1270,1.0014638900756836,0.0025693732,1e-05
2165,16908288,7808,129,1.1656716847326607,32.771733951568606,53.29133605957031,0.1,0.13619918823242189,-0.0018460201730704285,0.0653068795800209,1000.0,0.2590407729148865,0.2,1280,1.0646957159042358,0.0025945136,1e-05
2165,17039360,7867,130,1.1654858180787415,32.714034193754195,53.75502395629883,0.1,0.12160873413085938,-0.0014886748959725082,0.0654514953494072,981.61,0.09634280204772949,0.2,1290,2.0285329818725586,0.0024392437,1e-05
2165,17170432,7928,131,1.065996619267389,32.6547634691,54.53997039794922,0.1,0.13542938232421875,-0.0020484115205363198,0.06561623513698578,1000.0,0.25741463899612427,0.2,1300,1.2278854846954346,0.0026694536,1e-05
2165,17301504,7988,132,1.15925598628819,32.592112281918524,54.68717956542969,0.1,0.13310165405273439,-0.0017009768704156158,0.0657787099480629,1000.0,0.17461329698562622,0.2,1310,1.3131566047668457,0.002559172,1e-05
2166,17432576,8048,133,0.9128494750475511,32.53183957338333,54.6727409362793,0.1,0.15208969116210938,-0.002065942666740739,0.06593751162290573,1000.0,0.20996522903442383,0.2,1320,1.241391658782959,0.0029451838,1e-05
2166,17563648,8107,134,1.6349247842095793,32.47280935049057,54.077457427978516,0.1,0.12628707885742188,-0.0015543027539933973,0.0660867914557457,982.15,0.1292712688446045,0.2,1330,1.9963303804397583,0.002523638,1e-05
2166,17694720,8167,135,0.6694741915445774,32.4142855912447,53.95631408691406,0.1,0.14270401000976562,-0.0019433992787071474,0.06625287979841232,981.6,0.32823145389556885,0.2,1340,1.0801055431365967,0.0026906445,1e-05
2166,17825792,8227,136,1.576331280078739,32.35729183554649,54.2341423034668,0.1,0.13182525634765624,-0.0018684821351598658,0.06638404726982117,990.83,0.2458288073539734,0.2,1350,2.2005786895751953,0.0025494131,1e-05
2166,17956864,8287,137,0.5969717112602666,32.30140135288239,54.947959899902344,0.1,0.14970474243164061,-0.002037031150484836,0.06654994189739227,1000.0,0.28624486923217773,0.2,1360,0.9561159610748291,0.002801043,1e-05
2166,18087936,8347,138,1.7282527840696276,32.23955288827419,54.6265983581543,0.1,0.12414779663085937,-0.0014693618286401033,0.06671092659235,1000.0,0.17412877082824707,0.2,1370,1.5862023830413818,0.0024075536,1e-05
2166,18219008,8407,139,0.5415935793891549,32.18257159888744,55.004310607910156,0.1,0.14725723266601562,-0.001956234187218797,0.06685834378004074,1000.0,0.16784358024597168,0.2,1380,0.8107394576072693,0.002727687,1e-05
2167,18350080,8466,140,1.5105333031155168,32.12828570008278,55.24625015258789,0.1,0.10878753662109375,-0.001898049090323184,0.06700082868337631,1000.0,0.33915406465530396,0.2,1390,2.124488592147827,0.0022357039,1e-05
2167,18481152,8527,141,0.4323515402735211,32.07234535813332,54.456302642822266,0.1,0.1373565673828125,-0.0019504159864027315,0.06715753674507141,1000.0,0.3884270191192627,0.2,1400,0.9035109281539917,0.0026426315,1e-05
2167,18612224,8586,142,1.573535394994542,32.014611496031286,54.347679138183594,0.1,0.12618484497070312,-0.0018451541243848623,0.06730836629867554,1000.0,0.38050973415374756,0.2,1410,2.075082778930664,0.002510613,1e-05
2167,18743296,8647,143,0.3180607399495784,31.962450768053532,54.011688232421875,0.1,0.134161376953125,-0.0022506893228637637,0.06744498014450073,1000.0,0.37165898084640503,0.2,1420,0.8790910243988037,0.0025317268,1e-05
2167,18874368,8705,144,1.7923927784897387,31.909662812948227,53.34562683105469,0.1,0.11199188232421875,-0.0019206343209589249,0.0675886794924736,982.37,0.32764601707458496,0.2,1430,2.049762010574341,0.0023527083,1e-05
2167,19005440,8767,145,0.38159067594679075,31.854528899490834,53.829166412353516,0.1,0.12272567749023437,-0.002273384412228552,0.06774324178695679,982.92,0.3492521047592163,0.2,1440,0.643677830696106,0.002336152,1e-05
2168,19136512,8826,146,1.9671990767121315,31.7973534733057,53.348628997802734,0.1,0.11858596801757812,-0.0017355900745315012,0.06789444386959076,973.72,0.2007507085800171,0.2,1450,2.111104726791382,0.0023172111,1e-05
2168,19267584,8886,147,0.3215673951082863,31.74347093105316,54.61118698120117,0.1,0.12483139038085937,-0.002164961741027582,0.06803987920284271,991.34,0.26485931873321533,0.2,1460,0.6046566963195801,0.0024142861,1e-05
2168,19398656,8945,148,1.9823433605022729,31.689627854526044,54.526763916015625,0.1,0.12050704956054688,-0.002047306826534623,0.06818698346614838,991.34,0.1880173683166504,0.2,1470,2.5421557426452637,0.0024068286,1e-05
2168,19529728,9006,149,0.30515223997063,31.63743823617697,54.47490310668945,0.1,0.12403335571289062,-0.0023630879775737414,0.06832797825336456,1000.0,0.4736825227737427,0.2,1480,0.5732152462005615,0.0024214922,1e-05
2168,19660800,9065,150,1.97215223191306,31.58456244021654,54.47551727294922,0.1,0.11374435424804688,-0.0015602665055212128,0.06847312301397324,1000.0,0.21446895599365234,0.2,1490,2.4101743698120117,0.0023075934,1e-05
2168,19791872,9125,151,0.2472649944364093,31.532398082315922,54.412567138671875,0.1,0.12948837280273437,-0.002128569268188585,0.06861487030982971,992.58,0.32839494943618774,0.2,1500,0.624576210975647,0.0025253773,1e-05
2169,19922944,9184,152,1.9831165386363865,31.476952213048936,54.214271545410156,0.1,0.11811904907226563,-0.0021606213603263314,0.06877323240041733,992.58,0.24972152709960938,0.2,1510,2.1822142601013184,0.0023521853,1e-05
2168,20054016,9246,153,0.247370335078449,31.421715860068797,54.31568908691406,0.1,0.12822265625,-0.002283231934416108,0.06892165541648865,990.87,0.3077194094657898,0.2,1520,0.5917190909385681,0.0023938667,1e-05
2169,20185088,9304,154,1.9255326790735126,31.37016891390085,54.25111389160156,0.1,0.1176483154296875,-0.002020425177306606,0.06905980408191681,990.87,0.2994125485420227,0.2,1530,2.1573166847229004,0.0023172358,1e-05
2169,20316160,9365,155,0.21721603757468982,31.31786838620901,55.522010803222656,0.1,0.1174102783203125,-0.0019242267366735178,0.06920739263296127,1000.0,0.345159113407135,0.2,1540,0.5067719221115112,0.002292827,1e-05
2169,20447232,9424,156,2.0722242003306746,31.263937233388425,55.39912033081055,0.1,0.107244873046875,-0.002113101133636519,0.06936174631118774,1000.0,0.2480362057685852,0.2,1550,1.8224655389785767,0.0022404366,1e-05
2169,20578304,9485,157,0.227425931149628,31.205399164557456,54.292598724365234,0.1,0.11402359008789062,-0.002385314982620912,0.06952570378780365,1000.0,0.29921454191207886,0.2,1560,0.6274062991142273,0.0022816672,1e-05
2169,20709376,9544,158,1.9618649853393435,31.148534828424452,53.800296783447266,0.1,0.10806121826171874,-0.001819956762392394,0.06967923790216446,991.64,0.2728182077407837,0.2,1570,2.410862684249878,0.002197979,1e-05
2169,20840448,9605,159,0.21987171877990477,31.095077411830424,55.236148834228516,0.1,0.11464157104492187,-0.0024977852966003413,0.06982452422380447,1000.0,0.43737030029296875,0.2,1580,0.43051958084106445,0.002289242,1e-05
2169,20971520,9664,160,2.146964325476438,31.04247310757637,55.10234069824219,0.1,0.10323028564453125,-0.0020495635113547904,0.06997483968734741,1000.0,0.21348118782043457,0.2,1590,2.0322928428649902,0.0021601042,1e-05
2169,21102592,9725,161,0.23082761715049854,30.991218665242194,54.37910079956055,0.1,0.11027603149414063,-0.002433872658639302,0.07011421024799347,1000.0,0.39609938859939575,0.2,1600,0.610029935836792,0.0021990035,1e-05
2170,21233664,9784,162,2.3199313673190773,30.93755446970463,54.63600158691406,0.1,0.1130096435546875,-0.0017936746823579597,0.07027003169059753,1000.0,0.12117767333984375,0.2,1610,3.104273557662964,0.0022637702,1e-05
2170,21364736,9845,163,0.19139638667402323,30.886787106096744,54.337615966796875,0.1,0.11592330932617187,-0.0019033775842672185,0.07040563225746155,1000.0,0.23302721977233887,0.2,1620,0.5316216945648193,0.0023016862,1e-05
2170,21495808,9904,164,2.0328818136826157,30.834046575427056,54.26008224487305,0.1,0.09087677001953125,-0.0018990684268374025,0.07056757062673569,1000.0,0.22566068172454834,0.2,1630,2.2698960304260254,0.002025521,1e-05
2170,21626880,9964,165,0.21027226784499362,30.780226559937,55.001529693603516,0.1,0.114447021484375,-0.0021396867574367206,0.07070667296648026,1000.0,0.2776111364364624,0.2,1640,0.5080413222312927,0.002241279,1e-05
2170,21757952,10023,166,2.072880087979138,30.730602262914182,55.19611740112305,0.1,0.12181777954101562,-0.001994137647216121,0.0708494633436203,1000.0,0.1941317319869995,0.2,1650,2.3729612827301025,0.0023808994,1e-05
2170,21889024,10084,167,0.2061689379333984,30.682231588661672,54.63002014160156,0.1,0.1136016845703125,-0.002151284819819921,0.07097956538200378,1000.0,0.46825432777404785,0.2,1660,0.5244646072387695,0.0022524574,1e-05
2170,22020096,10144,168,1.417259708745405,30.630179303884507,54.28902816772461,0.1,0.11274032592773438,-0.0018462141398686072,0.0711454451084137,1000.0,0.353911817073822,0.2,1670,1.756973147392273,0.002307692,1e-05
2170,22151168,10206,169,1.1628006563521922,30.57326311171055,53.724449157714844,0.1,0.12503814697265625,-0.001573627627658425,0.071302630007267,990.82,0.09041029214859009,0.2,1680,1.2984511852264404,0.002467452,1e-05
2170,22282240,10266,170,1.1287252298090606,30.516821750998496,54.2126350402832,0.1,0.13854446411132812,-0.0022153161014102805,0.07146900147199631,1000.0,0.34255313873291016,0.2,1690,1.2779451608657837,0.0026946883,1e-05
2170,22413312,10326,171,1.0551070227287709,30.459829565882682,54.71564483642578,0.1,0.12893524169921874,-0.0019495473955430497,0.07162856310606003,1000.0,0.259823739528656,0.2,1700,1.0000613927841187,0.002537374,1e-05
2170,22544384,10387,172,1.2164566898252815,30.401904986798762,54.41134262084961,0.1,0.13346328735351562,-0.0019385124680866284,0.07179990410804749,1000.0,0.25917506217956543,0.2,1710,1.389252781867981,0.0025432284,1e-05
2170,22675456,10446,173,1.0309638393577187,30.348121945559978,54.254669189453125,0.1,0.1091156005859375,-0.00198995272198772,0.07194270938634872,1000.0,0.2923848628997803,0.2,1720,1.52174973487854,0.002271178,1e-05
2170,22806528,10507,174,1.0114246304379777,30.293410849571227,54.77294921875,0.1,0.12841415405273438,-0.0020659517160765972,0.0721120536327362,1000.0,0.2858341336250305,0.2,1730,1.5491843223571777,0.0025882241,1e-05
2170,22937600,10566,175,1.605910490034148,30.234224538505078,54.600093841552734,0.1,0.11999664306640626,-0.0018203451074441546,0.07227985560894012,1000.0,0.11210477352142334,0.2,1740,1.804123878479004,0.002396556,1e-05
2170,23068672,10627,176,0.660517871263437,30.173111556470396,54.867034912109375,0.1,0.13232650756835937,-0.002417632875585696,0.07246752828359604,1000.0,0.2980249524116516,0.2,1750,1.047389268875122,0.0025104666,1e-05
2171,23199744,10686,177,1.5056000978220254,30.11159053146839,54.808204650878906,0.1,0.11109848022460937,-0.0019451310011845634,0.07263687998056412,1000.0,0.24736380577087402,0.2,1760,1.4758434295654297,0.0022498579,1e-05
2171,23330816,10746,178,0.6181272311485373,30.054476460814477,54.980674743652344,0.1,0.14314651489257812,-0.002604770283051039,0.07280151546001434,1000.0,0.3380105495452881,0.2,1770,1.0369373559951782,0.0026698755,1e-05
2171,23461888,10805,179,1.6426284176763146,29.99725446254015,54.79643249511719,0.1,0.1096954345703125,-0.0018012771978192176,0.07296682894229889,1000.0,0.22449207305908203,0.2,1780,1.7392383813858032,0.002299347,1e-05
2171,23592960,10865,180,0.549376473960001,29.939610421657562,54.080448150634766,0.1,0.13445510864257812,-0.0021661252816556954,0.07314114272594452,990.99,0.33237481117248535,0.2,1790,0.5670803785324097,0.0026128246,1e-05
2171,23724032,10924,181,1.6498125604819507,29.88388003408909,54.18354797363281,0.1,0.11446914672851563,-0.0019708568375335746,0.07328762859106064,990.99,0.3103296160697937,0.2,1800,1.6453176736831665,0.002243461,1e-05
2171,23855104,10985,182,0.49365120256552475,29.83281268328428,54.394004821777344,0.1,0.12622604370117188,-0.0023765211341014946,0.07344306260347366,990.9,0.3239327669143677,0.2,1810,0.6678411960601807,0.0024381124,1e-05
