rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/n_updates,train/clip_range_vf,train/entropy_loss,train/value_loss,train/std,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/explained_variance,train/policy_gradient_loss
6.3301897048950195,29,9027,157.31,3801088,421,280,0.2,32.696299275755884,0.5118950223783031,0.06218021363019943,1e-05,2.105785846710205,0.12024612426757812,0.1,0.003013654,0.7528835535049438,-0.0017131176538896398
6.3534345626831055,30,9026,163.69,3932160,435,290,0.2,32.50253153145313,0.5112494590925053,0.06268376111984253,1e-05,2.170178174972534,0.12089309692382813,0.1,0.00297227,0.758338212966919,-0.0017421486583771185
6.648154258728027,31,9024,169.44,4063232,450,300,0.2,32.3111889898777,0.5104674086440355,0.06318234652280807,1e-05,2.124586820602417,0.11487655639648438,0.1,0.0029047448,0.7585214376449585,-0.00154183606737206
6.5423054695129395,32,9018,170.36,4194304,465,310,0.2,32.118821719288825,0.5017846726346761,0.063693106174469,1e-05,2.1091372966766357,0.12134246826171875,0.1,0.0029291094,0.7619293332099915,-0.001916964217343775
6.714108943939209,33,9024,174.04,4325376,479,320,0.2,31.92905371338129,0.4829849136294797,0.06419460475444794,1e-05,2.0735127925872803,0.11595916748046875,0.1,0.0028500445,0.7687860727310181,-0.0015406698827064246
6.367755889892578,34,9027,164.47,4456448,493,330,0.2,31.737177224457263,0.49134899619966743,0.06471481174230576,1e-05,2.047506809234619,0.12187118530273437,0.1,0.0029670936,0.7635377645492554,-0.0018727980766925611
6.309200286865234,35,9029,166.92,4587520,508,340,0.2,31.54544652700424,0.48264040718786416,0.06523075699806213,1e-05,2.048140048980713,0.11927337646484375,0.1,0.0029242872,0.7683684825897217,-0.0019111006217826798
6.364024639129639,36,9032,165.66,4718592,522,350,0.2,31.354815843701363,0.4875801398186013,0.0657501071691513,1e-05,2.038900136947632,0.12199859619140625,0.1,0.002953944,0.7663981914520264,-0.001976290614948084
6.445079803466797,37,9035,160.97,4849664,536,360,0.2,31.162967048585415,0.4809650372248143,0.06628119200468063,1e-05,2.0398712158203125,0.12288284301757812,0.1,0.002986018,0.7677134275436401,-0.002113237761932396
6.717562675476074,38,9041,172.69,4980736,550,370,0.2,30.970296746492387,0.4760553070576862,0.06681506335735321,1e-05,2.0428361892700195,0.11826629638671875,0.1,0.0028970623,0.7739607691764832,-0.001928227822554618
6.2241530418396,39,9047,153.88,5111808,564,380,0.2,30.778387102484704,0.477566287224181,0.0673503577709198,1e-05,2.023681640625,0.11201934814453125,0.1,0.002850011,0.778398871421814,-0.0015960075473230972
6.105484485626221,40,9055,157.2,5242880,578,390,0.2,30.585929720103742,0.4759758995147422,0.06789419054985046,1e-05,2.008720636367798,0.1137603759765625,0.1,0.0028459677,0.7761126756668091,-0.001754996992622182
5.8580241203308105,41,9058,149.06,5373952,593,400,0.2,30.391636702418328,0.47566541666164996,0.06844925135374069,1e-05,1.9757862091064453,0.11633224487304687,0.1,0.002870462,0.7759295701980591,-0.0017946412350283935
6.156513690948486,42,9057,158.05,5505024,607,410,0.2,30.197473472356798,0.4490036248229444,0.06900252401828766,1e-05,1.9483082294464111,0.11462631225585937,0.1,0.0028684142,0.7904329895973206,-0.0020352521402855926
6.016453266143799,43,9056,156.11,5636096,622,420,0.2,30.00562092959881,0.455245300848037,0.06955309212207794,1e-05,1.933603286743164,0.11565017700195312,0.1,0.0028525551,0.7860268354415894,-0.0019010831896594028
6.28603982925415,44,9052,163.42,5767168,637,430,0.2,29.81283356398344,0.45355322388932107,0.07011808454990387,1e-05,1.9216816425323486,0.116558837890625,0.1,0.0028600423,0.7827922105789185,-0.001977426724442921
6.898631572723389,45,9049,180.63,5898240,651,440,0.2,29.62049276381731,0.4561848251381889,0.07067913562059402,1e-05,1.926362156867981,0.11382675170898438,0.1,0.002865633,0.7763960361480713,-0.001739495303172589
6.415054798126221,46,9051,167.66,6029312,666,450,0.2,29.42928373068571,0.4595596071332693,0.07124435901641846,1e-05,1.9295400381088257,0.11384201049804688,0.1,0.0028611207,0.780076801776886,-0.001917730874811241
6.043130874633789,47,9050,154.34,6160384,680,460,0.2,29.23726826161146,0.4602780988905579,0.07181748747825623,1e-05,1.888216257095337,0.11599349975585938,0.1,0.0028676402,0.7780804634094238,-0.0019171859086782206
6.462461948394775,48,9051,168.95,6291456,695,470,0.2,29.043075940012933,0.4665275079198182,0.07240544259548187,1e-05,1.8638739585876465,0.11347198486328125,0.1,0.0028845735,0.7849385738372803,-0.0018879821897826333
6.203082084655762,49,9053,159.03,6422528,709,480,0.2,28.847654132544996,0.44053471100050956,0.07299722731113434,1e-05,1.8446345329284668,0.11191787719726562,0.1,0.0028490764,0.7949373722076416,-0.0018798307332872355
6.29344367980957,50,9052,163.71,6553600,723,490,0.2,28.654027405381203,0.44922188299242405,0.0735853761434555,1e-05,1.8789076805114746,0.11329421997070313,0.1,0.0028797383,0.7889887094497681,-0.0018742271859082393
6.4900736808776855,51,9050,169.83,6684672,738,500,0.2,28.463564747571944,0.4404910014709458,0.07416652143001556,1e-05,1.8614864349365234,0.11192474365234376,0.1,0.0028036733,0.7941895723342896,-0.0018657844317203852
6.893569469451904,52,9048,179.6,6815744,753,510,0.2,28.273245243728162,0.44039783503394575,0.07476143538951874,1e-05,1.853818416595459,0.11121139526367188,0.1,0.0028060034,0.796473503112793,-0.0019341484013239096
6.492251396179199,53,9052,168.2,6946816,767,520,0.2,28.083499304950237,0.44580178493633865,0.07534962892532349,1e-05,1.835988163948059,0.109033203125,0.1,0.0027323565,0.7895045280456543,-0.001740063818579074
6.562408447265625,54,9050,170.54,7077888,782,530,0.2,27.894281765818597,0.4284636496566236,0.07594850659370422,1e-05,1.832319974899292,0.11328811645507812,0.1,0.0028112046,0.8009114861488342,-0.0019530322831087688
6.431728363037109,55,9048,170.31,7208960,796,540,0.2,27.70360599756241,0.42557202007155864,0.07655543088912964,1e-05,1.7901208400726318,0.11195755004882812,0.1,0.0027992525,0.798926055431366,-0.0020397087009769166
6.598614692687988,56,9045,163.4,7340032,811,550,0.2,27.511509031057358,0.4294292134232819,0.07717514038085938,1e-05,1.7897765636444092,0.11028976440429687,0.1,0.002812887,0.792754054069519,-0.0020414237309068993
6.255309581756592,57,9047,165.85,7471104,825,560,0.2,27.319133973121644,0.4354478219291195,0.0777907446026802,1e-05,1.8104195594787598,0.11076736450195312,0.1,0.0028194757,0.79296875,-0.0019939631652050593
6.338313102722168,58,9050,162.94,7602176,839,570,0.2,27.1296791985631,0.4333669757703319,0.0784054771065712,1e-05,1.776674509048462,0.10839385986328125,0.1,0.0027678506,0.7978742718696594,-0.0019177376834704774
6.151026725769043,59,9050,160.67,7733248,854,580,0.2,26.937258899211884,0.4303579215425998,0.07904423773288727,1e-05,1.774336814880371,0.10716934204101562,0.1,0.002801972,0.7981457114219666,-0.0019562506100555765
6.628154754638672,60,9049,171.08,7864320,868,590,0.2,26.742826180160044,0.4275826045544818,0.07968701422214508,1e-05,1.7565141916275024,0.1112762451171875,0.1,0.0028161048,0.8057980537414551,-0.0020169540714960023
6.171342372894287,61,9049,159.48,7995392,883,600,0.2,26.54895346313715,0.42768457068596033,0.0803329274058342,1e-05,1.7906322479248047,0.1079498291015625,0.1,0.0027917232,0.8008992075920105,-0.002009467527932429
6.5494489669799805,62,9049,169.61,8126464,897,610,0.2,26.35654685050249,0.4177069775061682,0.08097764849662781,1e-05,1.7331178188323975,0.10889358520507812,0.1,0.0027973684,0.801901638507843,-0.002174954509064264
6.488959312438965,63,9046,167.51,8257536,912,620,0.2,26.16094650179148,0.42630253825336695,0.08164575695991516,1e-05,1.7571423053741455,0.11154403686523437,0.1,0.002854925,0.8082149028778076,-0.00207135901955553
6.909313201904297,64,9050,185.91,8388608,926,630,0.2,25.96675333380699,0.421651935367845,0.08230356872081757,1e-05,1.6765551567077637,0.11060943603515624,0.1,0.0028000362,0.8036371469497681,-0.0022017993238478083
6.4392619132995605,65,9050,163.27,8519680,941,640,0.2,25.776047930121422,0.42055110475048424,0.08295489847660065,1e-05,1.665740966796875,0.10834121704101562,0.1,0.0027806351,0.8011869192123413,-0.0020503499477854347
6.401456356048584,66,9050,164.98,8650752,955,650,0.2,25.586576774716377,0.41903576399199666,0.0836133360862732,1e-05,1.6918444633483887,0.10727310180664062,0.1,0.002711898,0.8082758188247681,-0.0019605108443101925
5.976473331451416,67,9048,152.7,8781824,970,660,0.2,25.39387758076191,0.41321365125477316,0.08429476618766785,1e-05,1.6854503154754639,0.1106109619140625,0.1,0.0028102559,0.8114673495292664,-0.002216493470587011
6.162964344024658,68,9052,161.37,8912896,984,670,0.2,25.199647945165633,0.4021694155177101,0.08497785776853561,1e-05,1.600642442703247,0.10880508422851562,0.1,0.0027919072,0.8161656856536865,-0.0020633154887036652
6.351433753967285,69,9048,164.94,9043968,999,680,0.2,25.005895383656025,0.4159890236798674,0.08566778898239136,1e-05,1.6547030210494995,0.11046905517578125,0.1,0.0028609238,0.8065352439880371,-0.002236675779113284
6.489626407623291,70,9046,166.33,9175040,1014,690,0.2,24.813355511426927,0.40808745292015375,0.08635657280683517,1e-05,1.6262753009796143,0.10275650024414062,0.1,0.002713555,0.8068108558654785,-0.001856184614553058
6.244045257568359,71,9047,158.75,9306112,1028,700,0.2,24.621283257007597,0.4097514716908336,0.08704778552055359,1e-05,1.6014753580093384,0.10854339599609375,0.1,0.002759986,0.8084341883659363,-0.0021108712526256568
6.206362724304199,72,9051,158.66,9437184,1042,710,0.2,24.427060820162296,0.410612809448503,0.08776210248470306,1e-05,1.6120095252990723,0.10644989013671875,0.1,0.0027860368,0.8093612194061279,-0.0021230402880064504
6.333583354949951,73,9055,165.48,9568256,1056,720,0.2,24.23396695405245,0.41337987994775177,0.08846559375524521,1e-05,1.617488980293274,0.10743942260742187,0.1,0.0027702292,0.806023895740509,-0.002128268778051279
6.114692211151123,74,9056,158.09,9699328,1071,730,0.2,24.043169102072717,0.40012735945638267,0.08916735649108887,1e-05,1.5839638710021973,0.1080474853515625,0.1,0.0027542869,0.8172448873519897,-0.002107350833648525
