train/action_std_05,train/action_std_18,train/action_std_03,rollout/recovery_left,train/action_std_08,rollout/force_direction_mean,train/action_std_16,train/action_std_04,rollout/recovery_back,train/action_std_02,train/action_std_17,rollout/recovery_fwd,train/action_std_01,train/std_min,train/action_std_13,rollout/episodes_down,train/action_std_24,rollout/ep_len_mean,time/iterations,rollout/action_saturation_fraction,train/action_std_21,train/action_std_23,train/action_std_22,train/action_std_12,rollout/episodes_left,train/action_std_06,rollout/ep_rew_mean,rollout/recovery_up,train/action_std_07,rollout/force_requested_impulse_mean,time/time_elapsed,train/action_std_09,train/action_std_15,rollout/recovery_right,rollout/episodes_fwd,rollout/episodes_back,rollout/episodes_right,rollout/force_onset_mean,train/action_std_10,rollout/episodes_up,train/std_max,train/action_std_20,train/action_std_11,train/action_std_19,time/fps,rollout/recovery_down,time/total_timesteps,train/action_std_00,train/action_std_14,rollout/is_timeout_mean,rollout/is_fall_mean,train/clip_range,rollout/episodes_noforce,train/explained_variance,train/value_loss,train/loss,rollout/timeout_without_onset_fraction,train/entropy_loss,rollout/recovery_noforce,train/policy_gradient_loss,train/approx_kl,train/std,train/clip_range_vf,train/n_updates,train/clip_fraction,train/learning_rate,rollout/timeouts
0.09079231321811676,0.08994382619857788,0.09300103038549423,0.03773584905660377,0.09172932803630829,2.3452768729641695,0.09202757477760315,0.08983267843723297,0.08695652173913043,0.0905105248093605,0.0937926322221756,0.08695652173913043,0.09359636902809143,0.08836531639099121,0.08836531639099121,39,0.09327913820743561,433.96,11,0.0,0.09107982367277145,0.09181951731443405,0.09144105017185211,0.09341095387935638,53,0.09231478720903397,283.6498718261719,0.0,0.09020629525184631,3.436091119135464,294,0.09302917122840881,0.09230305254459381,0.10144927536231885,46,46,69,1.4228078175895778,0.08998482674360275,44,0.0937926322221756,0.09164855629205704,0.09341848641633987,0.09280358254909515,4899,0.05128205128205128,1441792,0.08983023464679718,0.09007170051336288,0.08794788273615635,0.9120521172638436,0.1,10,0.7856483459472656,1.1183376688044517,1.2770111560821533,0.0,24.30872575342655,0.8,-0.0033867281235870905,0.0021838401,0.09160930663347244,0.2,2860,0.10352935791015624,1e-05,27
0.09101107716560364,0.09022549539804459,0.0932406336069107,0.041666666666666664,0.09194570034742355,2.294915254237288,0.09227944165468216,0.08995499461889267,0.04838709677419355,0.09063445776700974,0.09397683292627335,0.02564102564102564,0.09371044486761093,0.08853612840175629,0.08853612840175629,35,0.0934407114982605,433.45,12,0.0,0.09126106649637222,0.09203145653009415,0.09157607704401016,0.0936366394162178,48,0.09246042370796204,283.3553466796875,0.0851063829787234,0.0903155729174614,3.477269427619162,321,0.093132384121418,0.09242154657840729,0.07272727272727272,39,62,55,1.4245423728813569,0.09015434980392456,47,0.09397683292627335,0.0918888971209526,0.09357405453920364,0.09297440201044083,4890,0.05714285714285714,1572864,0.09009814262390137,0.09028007090091705,0.07796610169491526,0.9220338983050848,0.1,9,0.7899433374404907,1.094788557710126,1.159570574760437,0.0,24.2580889120698,0.7777777777777778,-0.003196823050893727,0.0020896567,0.09179043769836426,0.2,2870,0.09570541381835937,1e-05,23
0.09104087948799133,0.09042252600193024,0.09332392364740372,0.05454545454545454,0.09216541796922684,2.2467105263157894,0.09244272857904434,0.0901406854391098,0.07142857142857142,0.09086628258228302,0.09408123046159744,0.0,0.09387393295764923,0.08866232633590698,0.08866232633590698,46,0.09358605742454529,437.72,13,0.0,0.0915091410279274,0.09223252534866333,0.09170830994844437,0.09390831738710403,55,0.09263397008180618,287.0794982910156,0.041666666666666664,0.09051207453012466,3.573619869465504,349,0.0933774933218956,0.09245648235082626,0.02857142857142857,54,56,35,1.4241315789473694,0.09035970270633698,48,0.09408123046159744,0.09207146614789963,0.09367195516824722,0.09307809174060822,4881,0.043478260869565216,1703936,0.09035766124725342,0.09044826775789261,0.06907894736842106,0.930921052631579,0.1,10,0.8041803240776062,0.9809141310863196,1.2765629291534424,0.0,24.210469618439674,0.9,-0.003294946171627089,0.0021577245,0.09195726364850998,0.2,2880,0.10054779052734375,1e-05,21
0.0912754014134407,0.09064013510942459,0.09342082589864731,0.05084745762711865,0.09226518869400024,2.369281045751634,0.09261245280504227,0.0904221162199974,0.0,0.09108246862888336,0.09432807564735413,0.08888888888888889,0.09410528838634491,0.08881688117980957,0.08881688117980957,52,0.09370099008083344,414.82,14,0.0,0.0917501449584961,0.0923459604382515,0.09203167259693146,0.0942067950963974,59,0.0928395688533783,274.8336181640625,0.11627906976744186,0.0906539186835289,3.644091448679074,376,0.09351002424955368,0.09267053008079529,0.023255813953488372,45,55,43,1.4057712418300663,0.09061811864376068,43,0.09432807564735413,0.09219124168157578,0.09390366077423096,0.09334376454353333,4873,0.07692307692307693,1835008,0.09053180366754532,0.09066043049097061,0.06862745098039216,0.9313725490196079,0.1,9,0.7929796576499939,1.0107195148710162,1.099570631980896,0.0,24.160322366654874,0.4444444444444444,-0.003184527296161832,0.0021159477,0.09215709567070007,0.2,2890,0.1006500244140625,1e-05,21
0.09142794460058212,0.09073667973279953,0.09362995624542236,0.07272727272727272,0.09234324842691422,2.360606060606061,0.09274386614561081,0.09051883220672607,0.043478260869565216,0.09116976708173752,0.09462221711874008,0.1111111111111111,0.09420832991600037,0.08900205790996552,0.08900205790996552,49,0.0940045490860939,457.29,15,0.0,0.0919795110821724,0.0925697386264801,0.0921485647559166,0.09445659071207047,55,0.09304449707269669,302.3915100097656,0.0851063829787234,0.09076499938964844,3.7193168318321512,404,0.09365777671337128,0.09288901090621948,0.0,45,69,58,1.4133757575757586,0.09076820313930511,47,0.09462221711874008,0.09241059422492981,0.09418202936649323,0.09359444677829742,4865,0.08163265306122448,1966080,0.09073522686958313,0.09080392122268677,0.07878787878787878,0.9212121212121213,0.1,7,0.8019410967826843,0.9794992775190622,1.1921467781066895,0.0,24.109310486912726,0.8571428571428571,-0.003188537761980115,0.0021883394,0.0923364982008934,0.2,2900,0.10386886596679687,1e-05,26
0.09154261648654938,0.09092670679092407,0.09375118464231491,0.05263157894736842,0.09259556978940964,2.240625,0.09298353642225266,0.09069303423166275,0.014492753623188406,0.09138821810483932,0.09475164115428925,0.03773584905660377,0.09439029544591904,0.08934605866670609,0.08934605866670609,45,0.09427505731582642,429.22,16,0.0,0.0920485258102417,0.09271872788667679,0.09239017963409424,0.09472046792507172,57,0.09324365109205246,282.9833984375,0.061224489795918366,0.09099271893501282,3.7396332159687247,431,0.09387082606554031,0.09302069991827011,0.05,53,69,40,1.4259562500000011,0.090898796916008,49,0.09475164115428925,0.09265941381454468,0.09441541880369186,0.09382130205631256,4858,0.022222222222222223,2097152,0.09098774939775467,0.09097899496555328,0.059375,0.940625,0.1,7,0.7764847874641418,1.0786978984251618,1.2265896797180176,0.0,24.05749082118273,1.0,-0.0032405582373030485,0.0021227712,0.09253645688295364,0.2,2910,0.10018768310546874,1e-05,19
0.09168881177902222,0.09116668254137039,0.09389247000217438,0.016129032258064516,0.09264522790908813,2.2044025157232703,0.09316940605640411,0.09084020555019379,0.029411764705882353,0.09164369851350784,0.09485730528831482,0.022222222222222223,0.09452386200428009,0.08957821130752563,0.08957821130752563,36,0.09451597183942795,415.94,17,0.0,0.09231419116258621,0.0927867665886879,0.09259073436260223,0.09499677270650864,62,0.09345454722642899,270.4281311035156,0.11363636363636363,0.09103000164031982,3.5296416328133593,459,0.09413721412420273,0.09315741807222366,0.037037037037037035,45,68,54,1.4093647798742148,0.09103304147720337,44,0.09499677270650864,0.09286598116159439,0.09472661465406418,0.09405272454023361,4853,0.027777777777777776,2228224,0.0912153571844101,0.09111572802066803,0.05345911949685535,0.9465408805031447,0.1,9,0.7957103848457336,0.990099060581997,1.3259397745132446,0.0,24.006268225610256,0.5555555555555556,-0.0032521601596272377,0.00213938,0.09271994978189468,0.2,2920,0.097503662109375,1e-05,17
0.09174878895282745,0.09137499332427979,0.09405774623155594,0.09375,0.09281427413225174,2.3411371237458196,0.09335273504257202,0.09096376597881317,0.0,0.09181420505046844,0.0950198546051979,0.08,0.09466671198606491,0.0896994099020958,0.0896994099020958,47,0.0947524756193161,450.72,18,0.0,0.09259415417909622,0.09295334666967392,0.09278560429811478,0.0951591432094574,32,0.09372344613075256,295.59356689453125,0.04081632653061224,0.09123147279024124,3.6693640082578587,486,0.0943804606795311,0.09337339550256729,0.04,50,63,50,1.4154715719063555,0.09116280823945999,49,0.0951591432094574,0.09308996051549911,0.09475186467170715,0.09439627826213837,4848,0.06382978723404255,2359296,0.09143097698688507,0.09120237827301025,0.07023411371237458,0.9297658862876255,0.1,8,0.8011220097541809,0.9308949399273843,1.2120939493179321,0.0,23.957251170277594,0.875,-0.0034060223817505174,0.002096869,0.09290000796318054,0.2,2930,0.09676971435546874,1e-05,21
0.09196306765079498,0.09163594245910645,0.09425098448991776,0.02040816326530612,0.09301070123910904,2.283828382838284,0.0934922993183136,0.0910114198923111,0.017241379310344827,0.09200532734394073,0.09526286274194717,0.02040816326530612,0.09494252502918243,0.0898028314113617,0.0898028314113617,39,0.09498804807662964,466.41,19,0.0,0.09283419698476791,0.09320659935474396,0.09301309287548065,0.09529643505811691,49,0.09394699335098267,307.3673095703125,0.1111111111111111,0.09134848415851593,3.612972604310673,514,0.09451710432767868,0.09347919374704361,0.08928571428571429,49,58,56,1.4164554455445555,0.09133962541818619,45,0.09529643505811691,0.0932944193482399,0.09494602680206299,0.09454669803380966,4843,0.0,2490368,0.09159627556800842,0.0914452001452446,0.066006600660066,0.933993399339934,0.1,7,0.809209942817688,0.8726149030029774,1.1035493612289429,0.0,23.907525020837785,1.0,-0.0034244505239257707,0.0021801656,0.09308705478906631,0.2,2940,0.10027847290039063,1e-05,20
0.09204474836587906,0.09177793562412262,0.09455002844333649,0.03278688524590164,0.09324418008327484,2.267080745341615,0.09360922127962112,0.09121687710285187,0.043478260869565216,0.09215664863586426,0.09534668922424316,0.11320754716981132,0.0951501652598381,0.09000789374113083,0.09000789374113083,42,0.09519624710083008,407.48,20,0.0,0.09313181042671204,0.09340240061283112,0.09321402758359909,0.0954638123512268,61,0.09426318854093552,266.2756042480469,0.05555555555555555,0.09143891930580139,3.694290142063685,541,0.09470949321985245,0.09362335503101349,0.10256410256410256,53,69,39,1.4175155279503113,0.09164851158857346,54,0.0954638123512268,0.09339635074138641,0.09517815709114075,0.09476732462644577,4838,0.047619047619047616,2621440,0.09173192828893661,0.0916006937623024,0.07142857142857142,0.9285714285714286,0.1,4,0.7967523336410522,0.8859138562809676,1.1312731504440308,0.0,23.857513464987278,0.75,-0.0035192718234611673,0.002164479,0.09327481687068939,0.2,2950,0.10340042114257812,1e-05,23
0.0922817587852478,0.0920756608247757,0.09461071342229843,0.030303030303030304,0.09347257763147354,2.325,0.09388561546802521,0.09133315831422806,0.0392156862745098,0.09236658364534378,0.09553958475589752,0.057692307692307696,0.09532780200242996,0.09008941799402237,0.09008941799402237,44,0.09534582495689392,392.85,21,0.0,0.09334107488393784,0.09355738759040833,0.09348604083061218,0.09568502008914948,66,0.09443988651037216,255.2260284423828,0.022727272727272728,0.09154994785785675,3.5183144672912703,569,0.09484396874904633,0.09383848309516907,0.05263157894736842,52,51,57,1.412018750000001,0.0918230414390564,44,0.09568502008914948,0.0936160534620285,0.0954192504286766,0.09500646591186523,4834,0.06818181818181818,2752512,0.09182856231927872,0.0918847993016243,0.05625,0.94375,0.1,6,0.8115477561950684,0.8954124687705189,1.13921058177948,0.0,23.80645169913769,0.6666666666666666,-0.00343693723434626,0.0021546828,0.09346594661474228,0.2,2960,0.099542236328125,1e-05,18
0.09229902923107147,0.09219537675380707,0.09479174762964249,0.022727272727272728,0.09367028623819351,2.4,0.09406810998916626,0.09143473207950592,0.014925373134328358,0.09255456179380417,0.09564807265996933,0.038461538461538464,0.09552700817584991,0.09022004157304764,0.09022004157304764,57,0.09556038677692413,411.27,22,0.0,0.09347248822450638,0.09377209097146988,0.09371848404407501,0.09589230269193649,44,0.09468980878591537,265.4291687011719,0.06666666666666667,0.09168319404125214,3.797624132121445,596,0.09506365656852722,0.09395073354244232,0.10909090909090909,52,67,55,1.4189969230769242,0.09198161959648132,45,0.09589230269193649,0.09376495331525803,0.09557236731052399,0.09514814615249634,4830,0.017543859649122806,2883584,0.09198597818613052,0.0920695811510086,0.052307692307692305,0.9476923076923077,0.1,5,0.7932629585266113,0.9102678191382438,1.0746461153030396,0.0,23.75932572633028,0.6,-0.0032817126886584445,0.002171638,0.093629390001297,0.2,2970,0.10064544677734374,1e-05,17
0.09257493168115616,0.09239011257886887,0.09505250304937363,0.0625,0.09385321289300919,2.4415584415584415,0.09426705539226532,0.09164651483297348,0.0625,0.09271541237831116,0.09592808037996292,0.07317073170731707,0.09562686085700989,0.09041896462440491,0.09041896462440491,55,0.0957503393292427,407.46,23,0.0,0.09374595433473587,0.09404797106981277,0.09394896775484085,0.09596800059080124,48,0.09482323378324509,265.7314147949219,0.04878048780487805,0.09181848913431168,3.7303225402776983,624,0.09527835249900818,0.0940144807100296,0.07547169811320754,41,64,53,1.4210454545454556,0.09218546003103256,41,0.09596800059080124,0.09388823807239532,0.09572239220142365,0.09529516845941544,4827,0.05454545454545454,3014656,0.09213441610336304,0.09229658544063568,0.07792207792207792,0.922077922077922,0.1,6,0.790626585483551,0.9077918385155499,1.1147639751434326,0.0,23.712831598520278,0.8333333333333334,-0.0034213290610750845,0.0021858462,0.09381566941738129,0.2,2980,0.09982147216796874,1e-05,24
0.09270057827234268,0.09261051565408707,0.09522266685962677,0.03333333333333333,0.09406257420778275,2.375366568914956,0.09429245442152023,0.09174321591854095,0.04225352112676056,0.09292255342006683,0.09619015455245972,0.07547169811320754,0.09581480175256729,0.09063351899385452,0.09063351899385452,55,0.09587719291448593,388.39,24,0.0,0.09388288855552673,0.09426844865083694,0.09411606937646866,0.09610103815793991,60,0.09504538774490356,254.3089599609375,0.05555555555555555,0.09195076674222946,3.7464373232333914,652,0.09550731629133224,0.09414361417293549,0.06818181818181818,53,71,44,1.4193958944281535,0.09237535297870636,54,0.09619015455245972,0.09414201974868774,0.0958772748708725,0.09557963907718658,4824,0.05454545454545454,3145728,0.09231198579072952,0.09253920614719391,0.06158357771260997,0.9384164222873901,0.1,4,0.7855173349380493,0.9006927811075002,1.0338605642318726,0.0,23.663676692545415,0.75,-0.00327680253494691,0.0021508252,0.09399644285440445,0.2,2990,0.1022125244140625,1e-05,21
0.09298142790794373,0.09289421886205673,0.09546194225549698,0.05454545454545454,0.0942501500248909,2.183098591549296,0.09442037343978882,0.09196025878190994,0.016666666666666666,0.09292591363191605,0.09642254561185837,0.06,0.09602178633213043,0.09082578867673874,0.09082578867673874,32,0.09601904451847076,458.61,25,0.0,0.09415221214294434,0.09449367225170135,0.09432791918516159,0.09630518406629562,55,0.09522198885679245,300.9453430175781,0.044444444444444446,0.09216339886188507,3.6704022209485383,679,0.09574682265520096,0.09458820521831512,0.02631578947368421,50,60,38,1.4192042253521138,0.09250108897686005,45,0.09642254561185837,0.09443642199039459,0.0959303006529808,0.09580187499523163,4823,0.0,3276800,0.0924355611205101,0.09274110198020935,0.04929577464788732,0.9507042253521126,0.1,4,0.8047103881835938,0.8813867036718875,0.9970910549163818,0.0,23.612125080823898,1.0,-0.003488514100354223,0.0022076538,0.09420116990804672,0.2,3000,0.10587539672851562,1e-05,14
0.09318169206380844,0.09302917122840881,0.09544796496629715,0.05555555555555555,0.09443751722574234,2.372670807453416,0.09465161710977554,0.09205736964941025,0.11940298507462686,0.09306318312883377,0.09653934836387634,0.021739130434782608,0.09625215828418732,0.09101717919111252,0.09101717919111252,44,0.09617236256599426,386.14,26,0.0,0.0942898839712143,0.09469211101531982,0.09451651573181152,0.09649912267923355,54,0.09536228328943253,250.95262145996094,0.07142857142857142,0.09231971204280853,3.6986957476202127,706,0.09601490199565887,0.09473694115877151,0.06,46,67,50,1.4160310559006222,0.09269600361585617,56,0.09653934836387634,0.09458135068416595,0.09610235691070557,0.09593497216701508,4820,0.0,3407872,0.09265647828578949,0.09287040680646896,0.07142857142857142,0.9285714285714286,0.1,5,0.7966997027397156,0.8297003415413201,1.055203914642334,0.0,23.563744078576565,0.8,-0.0031839966595725855,0.0021211621,0.09436491131782532,0.2,3010,0.0991546630859375,1e-05,23
0.09333071112632751,0.09331917762756348,0.09561467170715332,0.07407407407407407,0.09456344693899155,2.315151515151515,0.09485214948654175,0.09214337915182114,0.046153846153846156,0.09333798289299011,0.09673016518354416,0.0392156862745098,0.09638292342424393,0.09118478745222092,0.09118478745222092,48,0.09635096043348312,443.83,27,0.0,0.09452801197767258,0.09501774609088898,0.09475528448820114,0.09682483226060867,54,0.09546510130167007,291.2471008300781,0.14893617021276595,0.09265084564685822,3.6070123811130226,734,0.09615161269903183,0.0949692353606224,0.03508771929824561,51,65,57,1.4132181818181828,0.09289096295833588,47,0.09682483226060867,0.0948576033115387,0.09632863104343414,0.09618077427148819,4817,0.0625,3538944,0.09275700151920319,0.09318194538354874,0.08484848484848485,0.9151515151515152,0.1,8,0.7985298037528992,0.8865177399478853,1.0630214214324951,0.0,23.513660027086736,0.875,-0.002994876733646379,0.002070237,0.09457479417324066,0.2,3020,0.09544143676757813,1e-05,28
