rollout/force_direction_mean,train/action_std_21,train/action_std_01,train/std_max,train/action_std_17,rollout/recovery_noforce,train/action_std_00,train/action_std_15,rollout/ep_len_mean,rollout/action_saturation_fraction,time/time_elapsed,train/action_std_02,time/iterations,train/action_std_05,train/action_std_07,train/action_std_10,train/action_std_20,train/action_std_24,time/fps,train/action_std_06,rollout/is_timeout_mean,train/action_std_12,rollout/is_fall_mean,train/std_min,train/action_std_04,time/total_timesteps,train/action_std_09,rollout/force_requested_impulse_mean,rollout/episodes_noforce,train/action_std_19,rollout/ep_rew_mean,train/action_std_11,train/action_std_08,train/action_std_22,train/action_std_16,train/action_std_18,train/action_std_23,rollout/force_onset_mean,train/action_std_03,train/action_std_13,train/action_std_14,train/n_updates,rollout/timeouts,train/value_loss,train/loss,train/clip_range,train/explained_variance,train/approx_kl,rollout/timeout_without_onset_fraction,train/entropy_loss,train/std,train/clip_fraction,train/clip_range_vf,train/policy_gradient_loss,train/learning_rate
-1.0,0.05821608379483223,0.05807416886091232,0.059082768857479095,0.05825682356953621,0.48344370860927155,0.05796234682202339,0.058257196098566055,775.85,0.0,651,0.0582522377371788,11,0.059082768857479095,0.058589059859514236,0.05841527879238129,0.05815569683909416,0.0585235133767128,2213,0.05839237570762634,0.48344370860927155,0.058093778789043427,0.5165562913907285,0.05793841555714607,0.05888114497065544,1441792,0.05854853615164757,0.0,151,0.05889931321144104,504.1256103515625,0.05853445082902908,0.05815378203988075,0.05793841555714607,0.05857185274362564,0.05883773788809776,0.058687157928943634,1.388357615894041,0.05884454399347305,0.05834449082612991,0.05835255607962608,870,73,0.45215601425152274,0.810409665107727,0.1,0.8999240398406982,0.0012751524,0.0,35.52589521408081,0.058434609323740005,0.028693389892578126,0.2,-0.0023516814542745125,1e-06
-1.0,0.05823472887277603,0.05808249115943909,0.05910686403512955,0.05827686935663223,0.5759493670886076,0.057983383536338806,0.058263782411813736,856.75,0.0,712,0.05826933681964874,12,0.05910686403512955,0.05860643833875656,0.058432552963495255,0.05817778781056404,0.05853768810629845,2207,0.058403220027685165,0.5759493670886076,0.0581045001745224,0.4240506329113924,0.05795814469456673,0.058890197426080704,1572864,0.05855349078774452,0.0,158,0.0589059554040432,557.7733764648438,0.05853983759880066,0.05816686153411865,0.05795814469456673,0.05858210101723671,0.058858126401901245,0.05870363116264343,1.4092405063291151,0.05885825306177139,0.0583619624376297,0.058370091021060944,880,91,0.4998556508915499,0.8177011013031006,0.1,0.8948361277580261,0.0013295203,0.0,35.519935882091524,0.05844913050532341,0.031826019287109375,0.2,-0.0024464156792873837,1e-06
-1.0,0.058250948786735535,0.05808922275900841,0.05911402031779289,0.058298129588365555,0.5502958579881657,0.05799984931945801,0.058272019028663635,817.28,0.0,773,0.05828557908535004,13,0.05911402031779289,0.05861848220229149,0.0584440603852272,0.058196574449539185,0.05855878069996834,2203,0.058409638702869415,0.5502958579881657,0.05812223628163338,0.44970414201183434,0.057963453233242035,0.05891190841794014,1703936,0.05856267735362053,0.0,169,0.05892012640833855,533.4011840820312,0.058560263365507126,0.058190565556287766,0.057963453233242035,0.058603670448064804,0.05886070802807808,0.05872265249490738,1.4096331360946757,0.0588747002184391,0.05837731435894966,0.05837497487664223,890,93,0.42198031083680687,0.7678033113479614,0.1,0.8945407867431641,0.0013196684,0.0,35.51379381418228,0.05846330150961876,0.031024932861328125,0.2,-0.002391965022115983,1e-06
-1.0,0.058263737708330154,0.05810030177235603,0.05912935733795166,0.05830937623977661,0.5266666666666666,0.058018770068883896,0.05829129368066788,807.57,0.0,834,0.05830004811286926,14,0.05912935733795166,0.05863715708255768,0.058454304933547974,0.05820735543966293,0.058572955429553986,2198,0.058424290269613266,0.5266666666666666,0.05812500789761543,0.47333333333333333,0.05797472968697548,0.05891910195350647,1835008,0.058580636978149414,0.0,150,0.05893555283546448,523.4398193359375,0.058578163385391235,0.05821215733885765,0.05797472968697548,0.05861135572195053,0.058883585035800934,0.05874526873230934,1.3985333333333345,0.05889486148953438,0.058391425758600235,0.05839678645133972,900,79,0.48855517187621444,0.8363349437713623,0.1,0.8795369863510132,0.0013224575,0.0,35.50754668116569,0.05847829952836037,0.030109405517578125,0.2,-0.002281407522059453,1e-06
-1.0,0.05827904865145683,0.058121003210544586,0.05914606526494026,0.05832738056778908,0.6329113924050633,0.05803506821393967,0.05830778926610947,856.72,0.0,895,0.05830716714262962,15,0.05914606526494026,0.05863913148641586,0.058482058346271515,0.058219414204359055,0.0585876889526844,2196,0.05844080075621605,0.6329113924050633,0.05814226344227791,0.3670886075949367,0.05799904838204384,0.058936648070812225,1966080,0.05859670042991638,0.0,158,0.05895305052399635,553.2861328125,0.05859432369470596,0.058230187743902206,0.05799904838204384,0.058626171201467514,0.05889882147312164,0.058759331703186035,1.400620253164558,0.058904606848955154,0.058406759053468704,0.05841181427240372,910,100,0.4893346086144447,0.7841755151748657,0.1,0.8822116851806641,0.0013544053,0.0,35.50097266435623,0.058494094759225845,0.0334503173828125,0.2,-0.0025793553513722145,1e-06
-1.0,0.05828506499528885,0.05812518671154976,0.059161849319934845,0.05834035947918892,0.5370370370370371,0.058040425181388855,0.058319468051195145,791.35,0.0,956,0.05832549184560776,16,0.059161849319934845,0.058657824993133545,0.0584864504635334,0.05823332443833351,0.058609191328287125,2191,0.058458276093006134,0.5370370370370371,0.058162517845630646,0.46296296296296297,0.05801579728722572,0.05895330384373665,2097152,0.058601826429367065,0.0,162,0.05897890403866768,510.1545715332031,0.05861479416489601,0.05824809893965721,0.05801579728722572,0.05863408371806145,0.058910153806209564,0.0587741993367672,1.4161481481481493,0.0589144229888916,0.058426689356565475,0.0584276057779789,920,87,0.4491148485103622,0.7927652597427368,0.1,0.8830814361572266,0.0012694127,0.0,35.49456533491612,0.058508213609457016,0.028228759765625,0.2,-0.0023210598079913326,1e-06
-1.0,0.05830090865492821,0.058142539113759995,0.059178706258535385,0.05835983529686928,0.5146198830409356,0.0580633282661438,0.05833087116479874,822.24,0.0,1018,0.058334920555353165,17,0.059178706258535385,0.05868641659617424,0.05850154161453247,0.05825086310505867,0.05862923339009285,2188,0.05847648158669472,0.5146198830409356,0.05817803740501404,0.4853801169590643,0.058027252554893494,0.05896661430597305,2228224,0.05861195921897888,0.0,171,0.05899117887020111,537.2896118164062,0.058632951229810715,0.05826903134584427,0.058027252554893494,0.05864930897951126,0.05893045291304588,0.05879119783639908,1.387532163742691,0.05893688648939133,0.058443836867809296,0.058433666825294495,930,88,0.4746997913811356,0.8038021922111511,0.1,0.8879412412643433,0.0013416279,0.0,35.4880392074585,0.0585247240960598,0.03282012939453125,0.2,-0.0024615518020709715,1e-06
-1.0,0.05830944702029228,0.058159247040748596,0.0592009611427784,0.058386191725730896,0.5157232704402516,0.058077964931726456,0.058345671743154526,776.3,0.0,1079,0.058350734412670135,18,0.0592009611427784,0.05870794132351875,0.05852258950471878,0.05827079713344574,0.05863894894719124,2185,0.05849440023303032,0.5157232704402516,0.05818586051464081,0.48427672955974843,0.05803915113210678,0.05898323282599449,2359296,0.05863574519753456,0.0,159,0.05901574343442917,501.61175537109375,0.05865681916475296,0.05828738585114479,0.05803915113210678,0.05866627395153046,0.05895638093352318,0.05880500748753548,1.406553459119498,0.05893426015973091,0.05846380814909935,0.05845201760530472,940,82,0.48994921625126153,0.9029052257537842,0.1,0.8991073966026306,0.0012970676,0.0,35.480859237909314,0.058541860431432724,0.0294769287109375,0.2,-0.002424536426042323,1e-06
-1.0,0.05833660066127777,0.05818024277687073,0.059219636023044586,0.05839543789625168,0.5602409638554217,0.05810285359621048,0.058356620371341705,864.12,0.0,1141,0.058361783623695374,19,0.059219636023044586,0.0587194599211216,0.05853810906410217,0.05829286202788353,0.05865217372775078,2182,0.0585164800286293,0.5602409638554217,0.05819052457809448,0.4397590361445783,0.05805946886539459,0.059002574533224106,2490368,0.05865350365638733,0.0,166,0.059030111879110336,562.114501953125,0.05866174027323723,0.0582992285490036,0.05805946886539459,0.05868184193968773,0.058970242738723755,0.05881623923778534,1.405614457831326,0.05895185470581055,0.05847376212477684,0.05846640095114708,950,93,0.47533055720850825,0.8768357634544373,0.1,0.8980217576026917,0.001319011,0.0,35.473895761370656,0.05855719745159149,0.03169174194335937,0.2,-0.0024888020572689127,1e-06
-1.0,0.05834528058767319,0.05818687379360199,0.059237655252218246,0.05839768052101135,0.4601226993865031,0.058117855340242386,0.05837692320346832,803.54,0.0,1202,0.05838044360280037,20,0.059237655252218246,0.05873151868581772,0.058549024164676666,0.05830859765410423,0.05866618826985359,2180,0.05852971971035004,0.4601226993865031,0.05819353461265564,0.5398773006134969,0.05807870998978615,0.05901487171649933,2621440,0.058669447898864746,0.0,163,0.05904288962483406,522.0773315429688,0.05867806449532509,0.05831374228000641,0.05807870998978615,0.05869483947753906,0.058985233306884766,0.05883873626589775,1.3982699386503077,0.05895688757300377,0.05849532037973404,0.05847638472914696,960,75,0.4830917381448671,0.7957437634468079,0.1,0.893904447555542,0.0012963739,0.0,35.46774744093418,0.058570656925439835,0.0284271240234375,0.2,-0.0022651808174259714,1e-06
-1.0,0.058349400758743286,0.05819833651185036,0.05925214663147926,0.05841059982776642,0.5059523809523809,0.058119047433137894,0.058380987495183945,784.71,0.0,1263,0.05840171501040459,21,0.05925214663147926,0.058746811002492905,0.05855541676282883,0.058320291340351105,0.0586964376270771,2178,0.058543525636196136,0.5059523809523809,0.05821136385202408,0.49404761904761907,0.058092035353183746,0.05902666226029396,2752512,0.05868680775165558,0.0,168,0.05905482918024063,510.6460266113281,0.058697640895843506,0.0583171471953392,0.058092035353183746,0.05871211364865303,0.05900489538908005,0.05885976552963257,1.3798690476190487,0.05897049605846405,0.05852318927645683,0.05848795548081398,970,85,0.49286811682395637,0.7354810237884521,0.1,0.9014767408370972,0.0012751822,0.0,35.46190112233162,0.058584779500961304,0.02846221923828125,0.2,-0.002313445520121604,1e-06
-1.0,0.05835653841495514,0.05821904167532921,0.05925298109650612,0.05841915309429169,0.6037735849056604,0.05812418833374977,0.058398082852363586,802.74,0.0,1324,0.058419473469257355,22,0.05925298109650612,0.05877070873975754,0.05856643244624138,0.05834385007619858,0.058711595833301544,2176,0.058556172996759415,0.6037735849056604,0.05823158845305443,0.39622641509433965,0.05810130015015602,0.059042032808065414,2883584,0.05870673805475235,0.0,159,0.05906747281551361,520.4442749023438,0.058702874928712845,0.05834459885954857,0.05810130015015602,0.058725956827402115,0.05901826173067093,0.05888059735298157,1.3686163522012587,0.05899423360824585,0.058537133038043976,0.05850749462842941,980,96,0.45819907446857544,0.7941834926605225,0.1,0.9016955494880676,0.001306131,0.0,35.455654355883595,0.05859993398189545,0.03079376220703125,0.2,-0.0023747672617218996,1e-06
-1.0,0.0583641491830349,0.05823564529418945,0.05925871804356575,0.05843046307563782,0.5789473684210527,0.05813358724117279,0.05842026695609093,821.95,0.0,1385,0.05844360217452049,23,0.05925871804356575,0.05879203975200653,0.05858062207698822,0.05835304409265518,0.058726321905851364,2175,0.05857020244002342,0.5789473684210527,0.05824912711977959,0.42105263157894735,0.05811906233429909,0.05906267091631889,3014656,0.05872966721653938,0.0,152,0.05907740443944931,535.8680419921875,0.05872667208313942,0.05836451053619385,0.05811906233429909,0.05874423310160637,0.059038300067186356,0.058897219598293304,1.3929078947368432,0.05901569873094559,0.05855321139097214,0.05851765349507332,990,88,0.45706609189510344,0.7635111212730408,0.1,0.8907239437103271,0.0013092641,0.0,35.44896213710308,0.058616165071725845,0.029508209228515624,0.2,-0.00221911902976899,1e-06
-1.0,0.05837244167923927,0.05825921148061752,0.05927438661456108,0.05843975394964218,0.5833333333333334,0.05814151465892792,0.05842769145965576,841.22,0.0,1447,0.0584561713039875,24,0.05927438661456108,0.05880725011229515,0.05859724432229996,0.05836828052997589,0.058744847774505615,2173,0.05858447775244713,0.5833333333333334,0.05826159939169884,0.4166666666666667,0.058124009519815445,0.059081148356199265,3145728,0.05874336510896683,0.0,168,0.05909359082579613,541.6632690429688,0.058750323951244354,0.058391816914081573,0.058124009519815445,0.05875668674707413,0.05905307084321976,0.058916445821523666,1.371404761904763,0.059035543352365494,0.05856651812791824,0.058539364486932755,1000,98,0.44574498403817414,0.7867004871368408,0.1,0.8822603225708008,0.0012979372,0.0,35.442212611436844,0.058631472289562225,0.03030548095703125,0.2,-0.0023862899657615343,1e-06
-1.0,0.058385539799928665,0.0582711286842823,0.059292394667863846,0.05845111235976219,0.60431654676259,0.05816573649644852,0.05843847244977951,848.95,0.0,1508,0.05847182497382164,25,0.059292394667863846,0.05882732942700386,0.05859912931919098,0.058390580117702484,0.0587637722492218,2171,0.058599717915058136,0.60431654676259,0.05826343223452568,0.39568345323741005,0.0581478625535965,0.05910501629114151,3276800,0.05876048281788826,0.0,139,0.05910163372755051,552.948486328125,0.05876294896006584,0.05839678645133972,0.0581478625535965,0.058771368116140366,0.05906813591718674,0.05892793834209442,1.4041294964028785,0.059052787721157074,0.05858095735311508,0.05854639783501625,1010,84,0.4496721216477454,0.818515419960022,0.1,0.8977916240692139,0.0012715331,0.0,35.43590527176857,0.05864569544792175,0.02967529296875,0.2,-0.0024154819662726367,1e-06
-1.0,0.05839152634143829,0.05829191580414772,0.0593106634914875,0.0584709607064724,0.6529411764705882,0.058165278285741806,0.058448951691389084,875.75,0.0,1570,0.05848737061023712,26,0.0593106634914875,0.05884452909231186,0.058608490973711014,0.05840267613530159,0.05877907574176788,2170,0.05861515924334526,0.6529411764705882,0.05827696621417999,0.34705882352941175,0.058159567415714264,0.0591227188706398,3407872,0.05877338722348213,0.0,170,0.05912049114704132,571.9805908203125,0.05878692492842674,0.05841447412967682,0.058159567415714264,0.05878964439034462,0.05908694118261337,0.05893851816654205,1.403564705882354,0.059068191796541214,0.05860253795981407,0.058563780039548874,1020,111,0.4554667542921379,0.7283821105957031,0.1,0.878476083278656,0.0013491409,0.0,35.429672819375995,0.058660827577114105,0.033022308349609376,0.2,-0.0025703574423914686,1e-06
-1.0,0.058403901755809784,0.058314114809036255,0.059320248663425446,0.05847968906164169,0.4838709677419355,0.05818255990743637,0.058472730219364166,763.57,0.0,1631,0.05849799886345863,27,0.059320248663425446,0.058859698474407196,0.05862005054950714,0.05841774493455887,0.058785270899534225,2168,0.058628421276807785,0.4838709677419355,0.05828903988003731,0.5161290322580645,0.058174919337034225,0.05913805589079857,3538944,0.05878474935889244,0.0,155,0.0591406375169754,495.2823486328125,0.058814022690057755,0.05842253565788269,0.058174919337034225,0.05880725011229515,0.059110768139362335,0.05895945802330971,1.3989548387096784,0.059084080159664154,0.05861997976899147,0.058575160801410675,1030,75,0.43051196832675487,0.7657833695411682,0.1,0.8816672563552856,0.0012916811,0.0,35.42319682836533,0.05867612734436989,0.030092620849609376,0.2,-0.002291632302558355,1e-06
-1.0,0.05841097608208656,0.058328937739133835,0.059326231479644775,0.05850094184279442,0.5900621118012422,0.05820310860872269,0.058490242809057236,864.39,0.0,1693,0.05851246044039726,28,0.059326231479644775,0.058868005871772766,0.05862810090184212,0.05842863768339157,0.0587991327047348,2167,0.05863812193274498,0.5900621118012422,0.05829828232526779,0.40993788819875776,0.05819292366504669,0.05916641652584076,3670016,0.05879984796047211,0.0,161,0.05916409194469452,562.593994140625,0.05883551016449928,0.058437567204236984,0.05819292366504669,0.058834344148635864,0.059111908078193665,0.05897175893187523,1.3866459627329204,0.059092674404382706,0.05864756181836128,0.058592215180397034,1040,95,0.501933987531811,0.8785173892974854,0.1,0.8892437219619751,0.0013094647,0.0,35.41670887172222,0.058691199868917465,0.030466461181640626,0.2,-0.002252126371513441,1e-06
-1.0,0.05843637138605118,0.058343905955553055,0.0593407042324543,0.05851244926452637,0.5949367088607594,0.05820946395397186,0.05850887671113014,826.02,0.0,1754,0.058541808277368546,29,0.0593407042324543,0.05888120085000992,0.0586395338177681,0.058444827795028687,0.058813728392124176,2166,0.05865298584103584,0.5949367088607594,0.05831083655357361,0.4050632911392405,0.05820946395397186,0.05919061601161957,3801088,0.058820825070142746,0.0,158,0.05918456241488457,536.92041015625,0.058855023235082626,0.05845063924789429,0.0582171268761158,0.05884569510817528,0.05913505330681801,0.058982670307159424,1.396506329113925,0.05910593271255493,0.05866820365190506,0.0586061030626297,1050,94,0.40321536650881173,0.7569340467453003,0.1,0.8894886374473572,0.0013811996,0.0,35.40995583832264,0.05870796740055084,0.035184478759765624,0.2,-0.0024648448162224667,1e-06
-1.0,0.058450695127248764,0.05835382267832756,0.0593559704720974,0.05852609500288963,0.6040268456375839,0.05822019279003143,0.058511555194854736,813.5,0.0,1815,0.05856620892882347,30,0.0593559704720974,0.058895885944366455,0.05865684524178505,0.05846263840794563,0.058829210698604584,2165,0.05866529420018196,0.6040268456375839,0.058321498334407806,0.3959731543624161,0.05822019279003143,0.059206523001194,3932160,0.05885053426027298,0.0,149,0.05920252576470375,532.190185546875,0.05886298045516014,0.058461982756853104,0.058232493698596954,0.05887509509921074,0.05915564298629761,0.058982983231544495,1.4006040268456388,0.05913333222270012,0.05868672579526901,0.05862371250987053,1060,90,0.4154593638377264,0.7763205766677856,0.1,0.8999954462051392,0.0013302765,0.0,35.40307852327824,0.05872361734509468,0.03200607299804688,0.2,-0.00245312950673906,1e-06
-1.0,0.05846245586872101,0.05836816877126694,0.05937616899609566,0.058538611978292465,0.6060606060606061,0.0582365058362484,0.05852894112467766,858.4,0.0,1876,0.05858676880598068,31,0.05937616899609566,0.058913033455610275,0.05867333710193634,0.05848534777760506,0.058852121233940125,2165,0.058683451265096664,0.6060606060606061,0.05834023281931877,0.3939393939393939,0.05823236703872681,0.05921250581741333,4063232,0.058863162994384766,0.0,165,0.05922096595168114,560.5228271484375,0.05889196693897247,0.05848289281129837,0.05823236703872681,0.05889192596077919,0.05917847901582718,0.05900237709283829,1.3889212121212131,0.05915294960141182,0.05870680510997772,0.058644890785217285,1070,100,0.4237335711484775,0.8303983211517334,0.1,0.8878164291381836,0.0013040749,0.0,35.39599501490593,0.05874105542898178,0.030155181884765625,0.2,-0.002335663746885075,1e-06
-1.0,0.05847776308655739,0.05838784947991371,0.0593874529004097,0.05854370445013046,0.577922077922078,0.058256931602954865,0.05854952707886696,801.2,0.0,1937,0.05860422924160957,32,0.0593874529004097,0.058936312794685364,0.05869204178452492,0.058501217514276505,0.05885807052254677,2164,0.05869138613343239,0.577922077922078,0.058358319103717804,0.42207792207792205,0.058250751346349716,0.05923350527882576,4194304,0.05888020247220993,0.0,154,0.059240564703941345,517.4002075195312,0.0589066706597805,0.05849665775895119,0.058250751346349716,0.05889549106359482,0.059198278933763504,0.05901964008808136,1.3946233766233778,0.05916095897555351,0.058703575283288956,0.05866542086005211,1080,89,0.45954386158846317,0.7943720817565918,0.1,0.8824352025985718,0.0013299654,0.0,35.38914300203324,0.05875585973262787,0.0312347412109375,0.2,-0.0024222682068739234,1e-06
