time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/approx_kl,train/policy_gradient_loss,train/clip_range_vf,train/value_loss,train/explained_variance,train/n_updates,train/std,train/clip_fraction,train/learning_rate,train/clip_range,train/entropy_loss,train/loss
32,384,10909,592.18,4194304,23.4903507232666,0.0026428238,-0.0022578750244065305,0.2,0.6505007080733776,0.8533668518066406,1840,0.22158591449260712,0.08865585327148437,1e-05,0.1,2.199356446042657,0.6961143612861633
33,396,10907,610.44,4325376,24.132116317749023,0.002596642,-0.002183065105418791,0.2,0.6181040334049612,0.8693357110023499,1850,0.22334830462932587,0.0879791259765625,1e-05,0.1,2.009600952733308,0.7585010528564453
34,408,10908,614.64,4456448,24.35516929626465,0.0026116017,-0.0022331657997710862,0.2,0.6384612278547138,0.8690592646598816,1860,0.22512458264827728,0.08664932250976562,1e-05,0.1,1.8193791842088103,0.7994974255561829
35,420,10909,584.92,4587520,23.069936752319336,0.0027022678,-0.002587428263905167,0.2,0.5710949982050806,0.880727231502533,1870,0.22691890597343445,0.09098358154296875,1e-05,0.1,1.6282947361469269,0.6160783767700195
36,432,10913,646.78,4718592,25.59734535217285,0.0026389442,-0.0022782624309911625,0.2,0.6305742665892466,0.8633615374565125,1880,0.22874461114406586,0.08878707885742188,1e-05,0.1,1.4375314800068737,0.636328399181366
37,444,10917,643.7,4849664,25.588855743408203,0.0025997052,-0.0021979772767735995,0.2,0.6046634540660307,0.8647521138191223,1890,0.230583056807518,0.0857574462890625,1e-05,0.1,1.245480718370527,0.7523241639137268
38,456,10917,633.5,4980736,25.14983558654785,0.0026429314,-0.002292326686438173,0.2,0.5933930997271091,0.8747674822807312,1900,0.23242704570293427,0.08914260864257813,1e-05,0.1,1.0540604377165437,0.5920754075050354
39,468,10920,602.05,5111808,23.838411331176758,0.0026310943,-0.0023228065645525932,0.2,0.6162727509858087,0.8655547499656677,1910,0.2342638224363327,0.08936767578125,1e-05,0.1,0.863894909620285,0.6515784859657288
40,479,10927,623.31,5242880,24.673044204711914,0.0026705444,-0.00249416337137518,0.2,0.6151155363069847,0.8723918199539185,1920,0.2361803948879242,0.09143600463867188,1e-05,0.1,0.6712787983939051,0.5540075898170471
41,491,10934,599.94,5373952,23.716041564941406,0.0026781703,-0.0024498057613527636,0.2,0.5909127839142456,0.8695980310440063,1930,0.2380785197019577,0.0891754150390625,1e-05,0.1,0.47786121452227237,0.5215663313865662
42,503,10941,654.06,5505024,25.946849822998047,0.0026852856,-0.0023928132777655264,0.2,0.6431698184926062,0.861696720123291,1940,0.2400021255016327,0.09106826782226562,1e-05,0.1,0.2853184611536562,0.6051242351531982
43,514,10947,614.26,5636096,23.91352081298828,0.0027039791,-0.0024668817294696056,0.2,0.5987920565763488,0.8712719678878784,1950,0.24195878207683563,0.09085540771484375,1e-05,0.1,0.09155050730332732,0.5680713653564453
44,526,10952,579.38,5767168,22.760366439819336,0.0025968663,-0.002470229522623413,0.2,0.593916343851015,0.8815096616744995,1960,0.24387292563915253,0.0869842529296875,1e-05,0.1,-0.09989199144765734,0.5714176893234253
45,538,10956,609.83,5898240,23.934307098388672,0.0026605302,-0.0024578940025094197,0.2,0.5978784203995019,0.8795222640037537,1970,0.24586403369903564,0.09041671752929688,1e-05,0.1,-0.2926748156547546,0.4997269809246063
46,549,10962,589.86,6029312,23.143688201904297,0.0026647025,-0.0024986503014588378,0.2,0.6106311235344037,0.8775867819786072,1980,0.24783679842948914,0.08968887329101563,1e-05,0.1,-0.4858163043856621,0.5724253058433533
47,561,10967,574.38,6160384,22.40325355529785,0.0026793145,-0.002456149812132935,0.2,0.5905146565521135,0.8677090406417847,1990,0.24990420043468475,0.08976898193359376,1e-05,0.1,-0.6822826674208045,0.5579233169555664
48,573,10965,576.46,6291456,22.638965606689453,0.0026173494,-0.002333905857085483,0.2,0.6152944293571636,0.8721552491188049,2000,0.25189489126205444,0.0850311279296875,1e-05,0.1,-0.8759917574003339,0.5530053377151489
49,585,10966,606.81,6422528,23.742040634155273,0.0026261867,-0.0023686656094469073,0.2,0.6039673361461609,0.8735275268554688,2010,0.25391685962677,0.08609237670898437,1e-05,0.1,-1.067085147742182,0.5534533858299255
50,597,10968,575.98,6553600,22.624521255493164,0.0026704753,-0.0025458524544774265,0.2,0.6122820280026644,0.8708080053329468,2020,0.2559705972671509,0.08989334106445312,1e-05,0.1,-1.2599299240857362,0.5467251539230347
51,609,10971,574.93,6684672,22.463090896606445,0.0026159482,-0.0022651877646239884,0.2,0.6096962445881218,0.8728787899017334,2030,0.2580571174621582,0.08606948852539062,1e-05,0.1,-1.4541040865704418,0.531371533870697
52,621,10973,584.31,6815744,22.98174476623535,0.0026135622,-0.0023876965818999452,0.2,0.6128312977496535,0.8695623278617859,2040,0.26008182764053345,0.08855133056640625,1e-05,0.1,-1.6445435714907943,0.5057242512702942
53,633,10973,566.7,6946816,22.57181167602539,0.002651915,-0.002527338267645973,0.2,0.5950335410190746,0.8771608471870422,2050,0.2621490955352783,0.0888427734375,1e-05,0.1,-1.8335150506347417,0.5031556487083435
54,644,10973,547.55,7077888,21.3699951171875,0.0025964724,-0.002202958901398233,0.2,0.6459001580718905,0.8621208667755127,2060,0.2642481327056885,0.08553466796875,1e-05,0.1,-2.0239711332134904,0.6011219024658203
55,656,10974,571.81,7208960,22.218177795410156,0.0026235967,-0.0024512868034435088,0.2,0.6145840796642006,0.8770036697387695,2070,0.2663825750350952,0.08592300415039063,1e-05,0.1,-2.2165075790137054,0.6085932850837708
56,668,10975,564.28,7340032,22.327556610107422,0.002650044,-0.002651716944092186,0.2,0.6049441711511463,0.8750949501991272,2080,0.26853179931640625,0.08909378051757813,1e-05,0.1,-2.4093120330944657,0.5246931314468384
57,680,10975,598.51,7471104,23.753156661987305,0.0026916044,-0.0025887466536005377,0.2,0.6430870573502034,0.8634166717529297,2090,0.2707231938838959,0.0896392822265625,1e-05,0.1,-2.6035254362970592,0.46663492918014526
58,692,10978,578.97,7602176,22.724565505981445,0.0026170285,-0.002308554047431244,0.2,0.6254596137441695,0.8611888885498047,2100,0.2729060649871826,0.08645553588867187,1e-05,0.1,-2.796768258884549,0.48115742206573486
59,704,10980,558.87,7733248,21.976163864135742,0.0025985825,-0.002496544122277555,0.2,0.6311779210343957,0.8699924945831299,2110,0.27506786584854126,0.08828506469726563,1e-05,0.1,-2.9873703395947815,0.47373533248901367
60,716,10983,560.89,7864320,22.051618576049805,0.0026617544,-0.0026570505422569115,0.2,0.6275870729470625,0.8735411763191223,2120,0.2772814631462097,0.08842544555664063,1e-05,0.1,-3.178633452579379,0.5558421611785889
61,727,10984,564.89,7995392,22.282997131347656,0.0026373176,-0.0025488336443231672,0.2,0.6123732006177306,0.8690515160560608,2130,0.27945882081985474,0.08914260864257813,1e-05,0.1,-3.3682589745149016,0.4548301100730896
62,739,10984,543.04,8126464,21.33557891845703,0.0026776036,-0.0025137307873592364,0.2,0.6760753991547972,0.8654806613922119,2140,0.28174543380737305,0.08947601318359374,1e-05,0.1,-3.560537709109485,0.4193776547908783
63,751,10983,581.83,8257536,22.731595993041992,0.0026167203,-0.002283060043282603,0.2,0.6361763131106273,0.8588510155677795,2150,0.2840367257595062,0.08500823974609376,1e-05,0.1,-3.7543952060863375,0.4200693368911743
64,763,10987,583.07,8388608,22.981000900268555,0.0026435335,-0.002558362783565826,0.2,0.6352777667576447,0.8674944639205933,2160,0.28630802035331726,0.08962249755859375,1e-05,0.1,-3.947267147526145,0.3791847229003906
65,775,10988,557.11,8519680,21.992639541625977,0.0026158963,-0.002516206754535233,0.2,0.6116128997178748,0.8663812875747681,2170,0.2885740399360657,0.08696746826171875,1e-05,0.1,-4.136938547715545,0.35913267731666565
66,787,10986,558.27,8650752,21.9793643951416,0.0025945045,-0.0023853489472458024,0.2,0.6384344819467515,0.8627991080284119,2180,0.290923148393631,0.08590164184570312,1e-05,0.1,-4.328961976245045,0.515512228012085
67,799,10986,569.62,8781824,22.248367309570312,0.0025861461,-0.0022994182011643717,0.2,0.6422146481927484,0.868118166923523,2190,0.2932398319244385,0.08355331420898438,1e-05,0.1,-4.520757704973221,0.3446924090385437
68,811,10986,550.77,8912896,21.375961303710938,0.002608731,-0.0024536180550057906,0.2,0.5977442030329257,0.8711678385734558,2200,0.29560646414756775,0.0864044189453125,1e-05,0.1,-4.712688803300262,0.37509191036224365
69,823,10987,555.81,9043968,21.586769104003906,0.0026278184,-0.0025225694364962694,0.2,0.622174171404913,0.8741855621337891,2210,0.2979821562767029,0.0853118896484375,1e-05,0.1,-4.90513211786747,0.31483790278434753
70,835,10985,574.17,9175040,22.147113800048828,0.0026581632,-0.0025665275456958625,0.2,0.5954159173183143,0.8783700466156006,2220,0.3003825545310974,0.0881439208984375,1e-05,0.1,-5.097535287588835,0.2691701054573059
71,847,10986,577.75,9306112,22.429166793823242,0.0026276857,-0.0025334961334010585,0.2,0.5819387997034937,0.8798998594284058,2230,0.3028274178504944,0.085089111328125,1e-05,0.1,-5.290853312984109,0.30351701378822327
72,859,10984,535.34,9437184,20.76651382446289,0.0025345318,-0.002464986024006066,0.2,0.6360030538402498,0.8707551956176758,2240,0.3052040636539459,0.08480224609375,1e-05,0.1,-5.481180717051029,0.3569083511829376
73,871,10982,552.89,9568256,21.401042938232422,0.0026577562,-0.002463699071722658,0.2,0.627707234933041,0.8709306120872498,2250,0.30769872665405273,0.08594284057617188,1e-05,0.1,-5.673184855282306,0.33118394017219543
74,883,10979,555.09,9699328,21.454008102416992,0.002648017,-0.0027422517439845253,0.2,0.6315906841307879,0.874512255191803,2260,0.3101370334625244,0.09121475219726563,1e-05,0.1,-5.865103500708938,0.2767995595932007
75,895,10981,547.33,9830400,21.290367126464844,0.0026700723,-0.0025788477952119137,0.2,0.6173667954979465,0.8734609484672546,2270,0.3126489818096161,0.08744430541992188,1e-05,0.1,-6.057211234793067,0.2614036500453949
76,908,10967,506.88,9961472,19.528926849365234,0.0026347712,-0.0026443521624969434,0.2,0.614178926171735,0.8741393685340881,2280,0.31515488028526306,0.0873199462890625,1e-05,0.1,-6.249101315438748,0.3159334361553192
77,920,10966,554.6,10092544,21.644399642944336,0.0026011483,-0.0024442813624773406,0.2,0.6101946744136513,0.8715065121650696,2290,0.3176652789115906,0.08734893798828125,1e-05,0.1,-6.439482609555125,0.251196026802063
78,932,10964,514.92,10223616,19.910062789916992,0.0026236314,-0.0024011085663914857,0.2,0.6178919520694762,0.8723882436752319,2300,0.3203005790710449,0.08532485961914063,1e-05,0.1,-6.634430161491037,0.21882903575897217
79,1616,6406,521.1,10354688,20.00252342224121,0.002563791,-0.0024490870977388114,0.2,0.6351340903202072,0.8741536140441895,2310,0.32280629873275757,0.08508453369140626,1e-05,0.1,-6.826059326156974,0.2644024193286896
80,1629,6433,553.52,10485760,21.078493118286133,0.002565028,-0.002418271762144286,0.2,0.6076681428356097,0.8780623078346252,2320,0.3253536522388458,0.08348541259765625,1e-05,0.1,-7.0136943478137255,0.25275418162345886
81,1642,6464,544.16,10616832,20.72344970703125,0.0025883485,-0.002477022947277874,0.2,0.6135389883536846,0.8787723779678345,2330,0.3279562294483185,0.0831451416015625,1e-05,0.1,-7.203795488551259,0.24640634655952454
82,1654,6495,519.05,10747904,20.132675170898438,0.002574633,-0.0023257535835000454,0.2,0.6043191784294322,0.8748730421066284,2340,0.3305616080760956,0.08281631469726562,1e-05,0.1,-7.3940976601094,0.18411624431610107
83,1667,6525,547.32,10878976,21.269376754760742,0.0026672904,-0.00241418320356388,0.2,0.6565190580207855,0.8554015755653381,2350,0.33328691124916077,0.08727188110351562,1e-05,0.1,-7.587935644760728,0.27790945768356323
84,1680,6551,497.99,11010048,19.181663513183594,0.0025642365,-0.0025252436520531774,0.2,0.6215063778217882,0.868679404258728,2360,0.335938423871994,0.08423919677734375,1e-05,0.1,-7.780720459297299,0.23180201649665833
85,1693,6578,542.84,11141120,20.979272842407227,0.0026389833,-0.0025467708697760826,0.2,0.6480657775420695,0.8610798120498657,2370,0.33865100145339966,0.08668060302734375,1e-05,0.1,-7.9720972422510386,0.2162044644355774
86,1706,6604,527.33,11272192,20.514724731445312,0.0026221676,-0.002581343067049602,0.2,0.6063868903089314,0.8651221990585327,2380,0.3414127826690674,0.08544464111328125,1e-05,0.1,-8.166093405336142,0.20270231366157532
87,1719,6631,533.64,11403264,20.699861526489258,0.0026928717,-0.002735855726768932,0.2,0.6268918497720734,0.865402102470398,2390,0.34422358870506287,0.08927841186523437,1e-05,0.1,-8.362114074081182,0.13508763909339905
88,1732,6656,540.72,11534336,20.842636108398438,0.0026901416,-0.0026604124783261795,0.2,0.6249488928820938,0.8696838617324829,2400,0.3470765948295593,0.0878814697265625,1e-05,0.1,-8.559196691960096,0.16217932105064392
89,1745,6684,536.54,11665408,20.635469436645508,0.0026071072,-0.0025723588392793316,0.2,0.6213677014224231,0.866041898727417,2410,0.34978485107421875,0.08740463256835937,1e-05,0.1,-8.750240229815244,0.20189866423606873
90,1757,6711,544.1,11796480,20.927291870117188,0.00263773,-0.0024755945405559032,0.2,0.6384832032490522,0.8629991412162781,2420,0.35260912775993347,0.08336334228515625,1e-05,0.1,-8.940508867055177,0.2625572979450226
91,1770,6737,477.53,11927552,18.37894630432129,0.0026240144,-0.002463486880878918,0.2,0.62229288588278,0.870643675327301,2430,0.35545074939727783,0.08377151489257813,1e-05,0.1,-9.133027038723231,0.11932936310768127
92,1782,6765,544.71,12058624,21.12729263305664,0.0025932752,-0.002566756974647433,0.2,0.6017710306681693,0.872817873954773,2440,0.3582913875579834,0.08523406982421874,1e-05,0.1,-9.324590572714806,0.12959888577461243
93,1794,6793,506.89,12189696,19.394058227539062,0.0026071235,-0.0024762875457781776,0.2,0.6142634588526562,0.8670605421066284,2450,0.36122775077819824,0.08383331298828126,1e-05,0.1,-9.518026946485042,0.0552656352519989
94,1806,6820,536.57,12320768,20.39641571044922,0.0025955127,-0.002395703693127871,0.2,0.6018096189945936,0.8689879179000854,2460,0.36407631635665894,0.08314208984375,1e-05,0.1,-9.708907867223024,0.09701132774353027
95,1818,6846,515.1,12451840,19.45214080810547,0.002577198,-0.0024964691445347855,0.2,0.6097575754625723,0.8733137249946594,2470,0.3670002222061157,0.08298721313476562,1e-05,0.1,-9.899709057062864,0.03016495704650879
96,1830,6872,483.62,12582912,18.369901657104492,0.002586918,-0.002506691587223031,0.2,0.6296472875168547,0.8689680099487305,2480,0.36987385153770447,0.08535842895507813,1e-05,0.1,-10.088748006522655,0.117134690284729
97,1843,6898,478.84,12713984,18.044462203979492,0.0025731656,-0.0024396645405431626,0.2,0.6388637695927173,0.8613855838775635,2490,0.37278687953948975,0.08216781616210937,1e-05,0.1,-10.276458863168955,0.08105206489562988
98,1855,6923,512.4,12845056,19.28937530517578,0.0025700268,-0.002337135926245537,0.2,0.639300514664501,0.8664233684539795,2500,0.3757721781730652,0.081744384765625,1e-05,0.1,-10.465871864557267,-0.01200801134109497
99,1867,6948,493.69,12976128,18.7673282623291,0.0025701902,-0.002327220914867212,0.2,0.6255582128185779,0.869890034198761,2510,0.37873953580856323,0.07963485717773437,1e-05,0.1,-10.655459263920784,0.14816385507583618
100,1879,6972,498.32,13107200,18.99464225769043,0.0026565627,-0.0026327355964895103,0.2,0.6251622278243303,0.8672123551368713,2520,0.3818117380142212,0.0861053466796875,1e-05,0.1,-10.846948859840632,0.08315026760101318
101,1891,6997,527.27,13238272,19.835962295532227,0.002572083,-0.0024459287958961797,0.2,0.6259910470806063,0.8607755303382874,2530,0.38486212491989136,0.08290939331054688,1e-05,0.1,-11.039164589345456,0.04121279716491699
102,1904,7021,511.46,13369344,19.363536834716797,0.0025731935,-0.0025326562829832257,0.2,0.5975284720305354,0.8733767867088318,2540,0.38790297508239746,0.08181228637695312,1e-05,0.1,-11.228975155204534,-0.001767277717590332
103,1916,7045,509.43,13500416,19.43466567993164,0.0025977974,-0.0025013694599692825,0.2,0.6157283594598993,0.8692606091499329,2550,0.3909774720668793,0.08266677856445312,1e-05,0.1,-11.417604423314334,-0.01815396547317505
104,1928,7069,488.98,13631488,18.829425811767578,0.0025443751,-0.002435114565105323,0.2,0.5694329828489572,0.8746277689933777,2560,0.3940904140472412,0.07873687744140626,1e-05,0.1,-11.606722735613584,-0.010273575782775879
105,1940,7093,544.85,13762560,20.7081298828125,0.0025753004,-0.002326323467787006,0.2,0.6098647558828816,0.8592886328697205,2570,0.39724987745285034,0.08092422485351562,1e-05,0.1,-11.797447288036347,-0.07330828905105591
106,1952,7116,497.12,13893632,19.01226043701172,0.002604377,-0.0026139535491893186,0.2,0.5959704470122233,0.8640981912612915,2580,0.4004341959953308,0.08481979370117188,1e-05,0.1,-11.989078139513731,-0.06782573461532593
107,1964,7140,516.53,14024704,19.424060821533203,0.002546183,-0.0023524693582658075,0.2,0.6177807779517025,0.8682701587677002,2590,0.4035859704017639,0.08000259399414063,1e-05,0.1,-12.178420481085777,0.028118252754211426
108,1976,7163,480.19,14155776,18.004478454589844,0.0025895154,-0.002623307867634139,0.2,0.5908272282220424,0.8703777194023132,2600,0.40674805641174316,0.08291473388671874,1e-05,0.1,-12.36592514887452,-0.07704955339431763
109,1988,7185,483.58,14286848,18.30974769592285,0.0025888942,-0.0025465189457463564,0.2,0.6335895543918013,0.8598237633705139,2610,0.4100031554698944,0.08247756958007812,1e-05,0.1,-12.554843252897262,0.017703533172607422
110,2000,7208,509.52,14417920,19.195762634277344,0.0026534984,-0.002535427980365057,0.2,0.6063211862463505,0.8700059056282043,2620,0.4133841395378113,0.08326950073242187,1e-05,0.1,-12.749329603463412,-0.01143735647201538
111,2012,7230,454.1,14548992,17.051725387573242,0.0025692992,-0.0026039805042273657,0.2,0.6164240775629878,0.8724581599235535,2630,0.4166635274887085,0.08398666381835937,1e-05,0.1,-12.941450668871402,-0.03687542676925659
112,2024,7252,496.31,14680064,18.817916870117188,0.0026459135,-0.002738992264676199,0.2,0.613569668517448,0.8722748756408691,2640,0.4200460910797119,0.08741073608398438,1e-05,0.1,-13.133696755766868,-0.04769766330718994
113,2036,7273,527.39,14811136,19.713302612304688,0.0025599967,-0.0024712494867344505,0.2,0.5659960638964548,0.8748143911361694,2650,0.4233867824077606,0.08082275390625,1e-05,0.1,-13.325033356249332,-0.10936278104782104
114,2048,7294,505.61,14942208,18.944787979125977,0.0026249625,-0.0026807877575265593,0.2,0.5818543183617294,0.8718685507774353,2660,0.4268316626548767,0.0846038818359375,1e-05,0.1,-13.51739310771227,-0.04095679521560669
115,2060,7315,454.44,15073280,16.9943904876709,0.0025705125,-0.0025341980924167727,0.2,0.5979662385769189,0.872117817401886,2670,0.4302465319633484,0.08209762573242188,1e-05,0.1,-13.709608525037766,-0.05630218982696533
116,2072,7335,471.32,15204352,17.154979705810547,0.0025668729,-0.002479720225892379,0.2,0.5983245638431981,0.872826099395752,2680,0.43370816111564636,0.08132171630859375,1e-05,0.1,-13.90106094032526,-0.08624446392059326
117,2085,7354,437.99,15335424,16.217113494873047,0.0025836243,-0.002482279879586713,0.2,0.6083638027310372,0.8787631988525391,2690,0.43715858459472656,0.08091506958007813,1e-05,0.1,-14.091633164137601,-0.13698887825012207
118,2097,7374,471.82,15466496,17.20611000061035,0.0025462178,-0.002501936276530614,0.2,0.6005173250334337,0.8711892366409302,2700,0.4406229853630066,0.08119659423828125,1e-05,0.1,-14.281282435357571,-0.09506499767303467
119,2109,7394,487.38,15597568,17.861072540283203,0.0025680098,-0.002554236021660472,0.2,0.5590050532715395,0.8839138746261597,2710,0.4442095458507538,0.08093795776367188,1e-05,0.1,-14.47350079640746,-0.20001637935638428
120,2121,7413,457.41,15728640,16.745935440063477,0.0025665509,-0.0026701092479925136,0.2,0.5641711538890377,0.8813657760620117,2720,0.4477601945400238,0.08160324096679687,1e-05,0.1,-14.665131398290395,-0.137518048286438
121,2133,7433,450.15,15859712,16.476110458374023,0.0026010224,-0.0025876073761537553,0.2,0.5668267270317301,0.8834519982337952,2730,0.45131945610046387,0.08130645751953125,1e-05,0.1,-14.855401621758938,-0.20786726474761963
122,2145,7452,497.12,15990784,18.553991317749023,0.0025878842,-0.0027211645337956725,0.2,0.579374034400098,0.8820047974586487,2740,0.454872190952301,0.08449020385742187,1e-05,0.1,-15.044197937846183,-0.20179712772369385
123,2158,7469,461.92,16121856,17.1536865234375,0.002615361,-0.002629407569838804,0.2,0.5429794078925625,0.8781571984291077,2750,0.4585844874382019,0.081890869140625,1e-05,0.1,-15.236093416810036,-0.22781097888946533
124,2170,7487,448.73,16252928,16.629924774169922,0.0025929534,-0.0025967500582737557,0.2,0.5805071834241972,0.8737657070159912,2760,0.46232232451438904,0.08330917358398438,1e-05,0.1,-15.430284759402275,-0.2509349584579468
