rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range_vf,train/std,train/clip_range,train/clip_fraction,train/value_loss,train/loss
616.14,16515072,22.149024963378906,11904,1387,126,1e-08,-1.2893443999928422e-05,1.4549414e-07,5930,0.8724920153617859,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5482224858133122,0.6670020818710327
676.41,16646144,25.704240798950195,11905,1398,127,1e-08,-1.3009648591832957e-05,1.403605e-07,5940,0.8729751110076904,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5472153914393857,0.7041381597518921
648.2,16777216,24.543472290039062,11904,1409,128,1e-08,-1.2036914540658472e-05,1.2692317e-07,5950,0.8448762893676758,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6172256536548957,0.7717081308364868
630.39,16908288,23.812475204467773,11906,1420,129,1e-08,-1.2267418060218916e-05,1.2213377e-07,5960,0.8605844974517822,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5871799083426594,0.9178181886672974
632.79,17039360,23.551069259643555,11905,1431,130,1e-08,-1.2116597645217553e-05,1.0369149e-07,5970,0.8565655946731567,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5532985310303047,0.693149745464325
652.8,17170432,24.52175521850586,11906,1442,131,1e-08,-1.1575697317312007e-05,1.2035889e-07,5980,0.8580510020256042,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.621144826267846,0.9498105049133301
659.59,17301504,25.434432983398438,11907,1452,132,1e-08,-1.2259904178790747e-05,1.3508816e-07,5990,0.8657600283622742,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5373340226709843,0.634472131729126
617.29,17432576,23.062978744506836,11908,1463,133,1e-08,-1.0358181589253945e-05,1.00091256e-07,6000,0.8354527354240417,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6279521390562877,0.7164567112922668
623.62,17563648,23.721548080444336,11909,1474,134,1e-08,-1.3487727210304002e-05,1.7874618e-07,6010,0.8516724705696106,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.609569359687157,0.755379319190979
716.41,17694720,27.550615310668945,11909,1485,135,1e-08,-1.0695768833102192e-05,1.1691873e-07,6020,0.8659564852714539,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5546892044367269,0.6864471435546875
652.86,17825792,24.80856704711914,11910,1496,136,1e-08,-1.3487661180988653e-05,1.6305603e-07,6030,0.8481125831604004,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6033434832468629,0.6827914118766785
717.43,17956864,27.8790283203125,11910,1507,137,1e-08,-1.0569080041022972e-05,1.0093345e-07,6040,0.8667739629745483,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5729120420059189,0.8135387301445007
733.51,18087936,28.636293411254883,11910,1518,138,1e-08,-1.0340276367060141e-05,1.0191343e-07,6050,0.8271501064300537,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6089429805288091,0.6494207382202148
663.28,18219008,25.1827392578125,11911,1529,139,1e-08,-1.249214074050542e-05,1.442877e-07,6060,0.8418055772781372,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5994102058699354,0.8382006883621216
595.1,18350080,21.86050033569336,11910,1540,140,1e-08,-1.0453689083078643e-05,1.0607437e-07,6070,0.8485998511314392,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6259787943447008,0.8194441199302673
613.62,18481152,22.331275939941406,11909,1551,141,1e-08,-1.1572489347599912e-05,1.1677275e-07,6080,0.8609558343887329,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5865839610807597,0.6531321406364441
640.41,18612224,23.322851181030273,11909,1562,142,1e-08,-1.3141920862835833e-05,1.5071873e-07,6090,0.8689338564872742,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5903178218286484,0.7602622509002686
584.05,18743296,21.615795135498047,11910,1573,143,1e-08,-1.134303765866207e-05,1.0699296e-07,6100,0.8798909187316895,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.49692318025045096,0.5888237357139587
651.53,18874368,24.892841339111328,11908,1585,144,1e-08,-1.2436455017450499e-05,1.5423802e-07,6110,0.8400387763977051,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6322778448229656,0.8858915567398071
653.35,19005440,25.38376235961914,11909,1595,145,1e-08,-1.0478765125299105e-05,9.299265e-08,6120,0.8641449809074402,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6004456384340301,0.952020525932312
686.05,19136512,26.636882781982422,11908,1606,146,1e-08,-1.2015642550977645e-05,1.226258e-07,6130,0.8335155844688416,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5589274452999234,0.7443679571151733
635.1,19267584,24.306293487548828,11910,1617,147,1e-08,-1.270730435862788e-05,1.7176808e-07,6140,0.832284152507782,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6689325020182878,0.855777382850647
692.78,19398656,26.263765335083008,11910,1628,148,1e-08,-1.1307214208500227e-05,1.1189604e-07,6150,0.8588546514511108,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5534940069075673,0.7276509404182434
630.37,19529728,23.069822311401367,11911,1639,149,1e-08,-1.282157227251446e-05,1.3942781e-07,6160,0.8496450781822205,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.6391852389322594,0.9122012853622437
626.53,19660800,23.013154983520508,11912,1650,150,1e-08,-1.0979467879224103e-05,1.0983558e-07,6170,0.8728757500648499,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5556804393185303,0.6754284501075745
551.05,19791872,19.71169662475586,11911,1661,151,1e-08,-1.0208597905148053e-05,9.9553745e-08,6180,0.8686777353286743,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5752967833774164,0.7031726241111755
648.44,19922944,23.663921356201172,11911,1672,152,1e-08,-9.529486760584405e-06,8.263032e-08,6190,0.8753917217254639,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5418692384613678,0.7309859395027161
590.31,20054016,21.733304977416992,11913,1683,153,1e-08,-1.3052247686573537e-05,1.3890485e-07,6200,0.8738545179367065,3.602034091949463,0.2,0.2082720696926117,0.1,0.0,0.5795977536821738,0.8976761102676392
