rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/clip_range_vf,train/clip_fraction,train/n_updates,train/value_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_range,train/std,train/entropy_loss,train/explained_variance
219.21,6.670655727386475,1,10,12619,131072,,,,,,,,,,,,
226.69,6.840029239654541,2,23,11051,262144,0.2,0.08222198486328125,6220,0.5042835578555241,1e-05,0.002357151,-0.002367128421974485,0.6227943301200867,0.1,0.2097705602645874,3.510133895650506,0.7999470829963684
235.98,7.3534626960754395,3,37,10560,393216,0.2,0.09017333984375,6230,0.44779648166149855,1e-05,0.002565871,-0.0024646530046993575,0.6537119150161743,0.1,0.21138499677181244,3.329259279742837,0.8232578039169312
213.57,6.25904655456543,4,50,10387,524288,0.2,0.09357757568359375,6240,0.4367696184664965,1e-05,0.0026301765,-0.00256199888062838,0.5916263461112976,0.1,0.2130533903837204,3.1412398889660835,0.828076958656311
248.95,7.362575531005859,5,63,10316,655360,0.2,0.09273910522460938,6250,0.42106684267055244,1e-05,0.0026142616,-0.002425075591872883,0.5460931062698364,0.1,0.2147180736064911,2.9536463517695664,0.8306273221969604
243.65,7.395559310913086,6,77,10188,786432,0.2,0.09153976440429687,6260,0.3945135015528649,1e-05,0.0026106196,-0.0023806858406715038,0.500155508518219,0.1,0.2164355218410492,2.7639249231666327,0.8413974642753601
