time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/loss,train/entropy_loss,train/clip_range,train/n_updates,train/learning_rate,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/std,train/clip_range_vf,train/approx_kl,train/clip_fraction
11076,16384000,597.19,1479,24.207502365112305,125,1.2985889911651611,13.864108162373304,0.1,1240,1e-05,0.5748749486869201,0.8928954005241394,-0.0021781860350529314,0.13628846406936646,0.2,0.0027744425,0.0977294921875
11078,16515072,590.84,1490,23.663188934326172,126,1.1619799137115479,13.670258059352637,0.1,1250,1e-05,0.545221795910038,0.8935379981994629,-0.002054812135065731,0.13738897442817688,0.2,0.0026168874,0.09143524169921875
11078,16646144,551.15,1502,22.276262283325195,127,1.2892491817474365,13.477412569522858,0.1,1260,1e-05,0.5869977936614305,0.8859905004501343,-0.0021297252576914618,0.1384994387626648,0.2,0.0027114816,0.0952972412109375
11079,16777216,604.88,1514,24.713340759277344,128,1.1752402782440186,13.283226265758277,0.1,1270,1e-05,0.5500393344787881,0.89322829246521,-0.002150436066676775,0.1396251916885376,0.2,0.0026901904,0.09449615478515624
11080,16908288,621.74,1525,25.467763900756836,129,1.1588104963302612,13.090925519913435,0.1,1280,1e-05,0.5881640188861639,0.8862572908401489,-0.002242781957374973,0.1407400369644165,0.2,0.0027401838,0.09692230224609374
11081,17039360,573.85,1537,23.38652992248535,130,1.182018518447876,12.897946529835462,0.1,1290,1e-05,0.5499938188819214,0.888374924659729,-0.002163779560760304,0.1418895274400711,0.2,0.0026893904,0.096685791015625
11082,17170432,592.25,1549,24.084239959716797,131,1.2163395881652832,12.701388642936944,0.1,1300,1e-05,0.601305915042758,0.8836336731910706,-0.002305026756857842,0.14306116104125977,0.2,0.0027528931,0.0944671630859375
11083,17301504,592.85,1561,24.319791793823242,132,1.0984749794006348,12.505072771012783,0.1,1310,1e-05,0.5489614424062893,0.8937564492225647,-0.002293906320937822,0.14423269033432007,0.2,0.0027315395,0.09366073608398437
11084,17432576,595.78,1572,24.085254669189453,133,1.190596580505371,12.309514228999614,0.1,1320,1e-05,0.6078499981202186,0.8785281777381897,-0.0023788362175764634,0.14541250467300415,0.2,0.002749465,0.09809341430664062
11085,17563648,617.6,1584,25.083662033081055,134,1.1424980163574219,12.116609154641628,0.1,1330,1e-05,0.5423237334471196,0.8872556686401367,-0.002371121719079383,0.14657042920589447,0.2,0.0026966096,0.09590835571289062
11086,17694720,595.15,1596,24.17953872680664,135,1.1842478513717651,11.92394225001335,0.1,1340,1e-05,0.6055510088335723,0.8784059882164001,-0.00223987098033831,0.14776264131069183,0.2,0.0026948643,0.09602432250976563
11085,17825792,578.86,1608,23.571243286132812,136,1.2226521968841553,11.72974198460579,0.1,1350,1e-05,0.5813032570527866,0.8772327303886414,-0.002296670940177137,0.14896470308303833,0.2,0.0027138572,0.0949951171875
11083,17956864,645.62,1620,26.29117202758789,137,1.2505908012390137,11.535568378120661,0.1,1360,1e-05,0.6064202429028228,0.8737391233444214,-0.0018480695297512285,0.15017664432525635,0.2,0.0026301274,0.089764404296875
11082,18087936,621.49,1632,25.381393432617188,138,1.158158779144287,11.341298192739487,0.1,1370,1e-05,0.6073316482361406,0.8711923360824585,-0.0023419791958986026,0.15139085054397583,0.2,0.0027291668,0.0963348388671875
11080,18219008,630.39,1644,25.74423599243164,139,1.1647387742996216,11.147345167398452,0.1,1380,1e-05,0.5861503965454176,0.8829406499862671,-0.002083311310980207,0.15262651443481445,0.2,0.0026788265,0.09232177734375
11080,18350080,590.61,1655,24.141786575317383,140,1.1068285703659058,10.952438694238662,0.1,1390,1e-05,0.5753961062291637,0.8857523798942566,-0.002349567489909532,0.15386947989463806,0.2,0.002703842,0.09474105834960937
11080,18481152,636.39,1667,26.01665687561035,141,1.0783456563949585,10.760111054778099,0.1,1400,1e-05,0.5673367524752393,0.8861948251724243,-0.002350165225107048,0.15509484708309174,0.2,0.0027056779,0.09638519287109375
11080,18612224,585.5,1679,23.85198974609375,142,1.1467050313949585,10.566382720321418,0.1,1410,1e-05,0.5911767770303413,0.8834152221679688,-0.002229793600690755,0.15636780858039856,0.2,0.0026826323,0.09200515747070312
11079,18743296,615.63,1691,24.919113159179688,143,1.027181625366211,10.370903421193361,0.1,1420,1e-05,0.5782173775136471,0.8782206773757935,-0.002480420952269924,0.15764382481575012,0.2,0.0027585765,0.09676895141601563
11079,18874368,625.42,1703,25.249723434448242,144,1.0734632015228271,10.174259027838707,0.1,1430,1e-05,0.5971619770629332,0.8822070956230164,-0.002346315908107499,0.15894943475723267,0.2,0.0027152775,0.09517440795898438
11079,19005440,627.61,1715,25.47408676147461,145,1.1100406646728516,9.980549248307943,0.1,1440,1e-05,0.5992415611864998,0.8834062814712524,-0.0021410285390629723,0.16022096574306488,0.2,0.0026092413,0.0903533935546875
11079,19136512,590.88,1727,23.969423294067383,146,1.0574737787246704,9.78820874914527,0.1,1450,1e-05,0.5825278332689777,0.8841031789779663,-0.0021570562759734456,0.16151249408721924,0.2,0.0026484933,0.09137039184570313
11079,19267584,583.01,1738,23.500638961791992,147,1.0310444831848145,9.595749203115702,0.1,1460,1e-05,0.5873726127669215,0.8870832324028015,-0.0021378767230999076,0.16281002759933472,0.2,0.002628914,0.09188690185546874
11078,19398656,628.99,1750,25.422365188598633,148,1.0126357078552246,9.401061092317104,0.1,1470,1e-05,0.5764523403486237,0.8832148313522339,-0.002394899375121895,0.1641480177640915,0.2,0.0027477923,0.0982147216796875
11079,19529728,575.69,1762,23.55341148376465,149,1.0036139488220215,9.207057049125433,0.1,1480,1e-05,0.6067521190969274,0.8827763795852661,-0.002257124455354642,0.16546733677387238,0.2,0.0027366576,0.09695968627929688
11080,19660800,610.01,1774,24.774215698242188,150,1.0536075830459595,9.011977280676366,0.1,1490,1e-05,0.6023586173076183,0.8814732432365417,-0.0022851064579299417,0.16683714091777802,0.2,0.0027335137,0.0940582275390625
11081,19791872,595.36,1786,24.168771743774414,151,1.0182137489318848,8.815570090711116,0.1,1500,1e-05,0.5830023118760437,0.8856038451194763,-0.002351839065704553,0.1681986302137375,0.2,0.0027180575,0.09543533325195312
11081,19922944,584.68,1797,23.57366371154785,152,0.9782577157020569,8.620804267376661,0.1,1510,1e-05,0.6167567292461171,0.8849067091941833,-0.002353650354052661,0.16957032680511475,0.2,0.002737445,0.09479293823242188
11082,20054016,556.61,1809,22.42835235595703,153,1.027011752128601,8.426687311381102,0.1,1520,1e-05,0.6273920999374241,0.8821146488189697,-0.002347756516883237,0.17094606161117554,0.2,0.0026888743,0.09417648315429687
