time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/loss,train/entropy_loss,train/clip_range,train/n_updates,train/learning_rate,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/std,train/clip_range_vf,train/approx_kl,train/clip_fraction
11056,10092544,586.78,912,23.66848373413086,77,1.7322406768798828,23.20423317849636,0.1,760,1e-05,0.5246899230638519,0.8914203643798828,-0.0021685298379452433,0.0923532173037529,0.2,0.0028801668,0.1079925537109375
11057,10223616,574.46,924,23.379423141479492,78,1.695683479309082,23.01056367456913,0.1,770,1e-05,0.527877720980905,0.8991979956626892,-0.0022635668525254004,0.09309487789869308,0.2,0.002873273,0.10977935791015625
11059,10354688,565.08,936,23.00225257873535,79,1.5948820114135742,22.816340097784995,0.1,780,1e-05,0.5303261948050931,0.8983643651008606,-0.002367095146837528,0.09385573118925095,0.2,0.0029022929,0.10635757446289062
11059,10485760,556.81,948,22.680917739868164,80,1.600648045539856,22.62202255129814,0.1,790,1e-05,0.5154642855515703,0.8988168835639954,-0.002216196341214527,0.09461631625890732,0.2,0.0028772652,0.10811614990234375
11059,10616832,554.21,959,22.76504898071289,81,1.560037612915039,22.427187052369117,0.1,800,1e-05,0.5164083139970899,0.9052733778953552,-0.00237609201876694,0.0953911542892456,0.2,0.0028413069,0.106573486328125
11059,10747904,530.39,971,21.845121383666992,82,1.6650309562683105,22.23135549277067,0.1,810,1e-05,0.5222450895467773,0.90154629945755,-0.0021637684592860753,0.0961710512638092,0.2,0.0028453704,0.10668563842773438
11057,10878976,566.61,983,23.232534408569336,83,1.6529197692871094,22.03904333561659,0.1,820,1e-05,0.5517867049435153,0.8992254734039307,-0.00214509188822376,0.09693604707717896,0.2,0.0028290923,0.10686874389648438
11058,11010048,606.45,995,24.837553024291992,84,1.569560170173645,21.846392668783665,0.1,830,1e-05,0.5127466153586283,0.9021821618080139,-0.002236315406025824,0.09772699326276779,0.2,0.0028611508,0.10806503295898437
11057,11141120,572.7,1007,23.549236297607422,85,1.540859580039978,21.65251121819019,0.1,840,1e-05,0.5165750477463007,0.8946171402931213,-0.0021829836755387078,0.09851627051830292,0.2,0.0027907677,0.10427093505859375
11058,11272192,599.91,1019,24.62505531311035,86,1.6454358100891113,21.45947039872408,0.1,850,1e-05,0.5198250862769782,0.8973039388656616,-0.002260695255790779,0.09931302070617676,0.2,0.002827249,0.10637130737304687
11060,11403264,599.29,1031,24.608232498168945,87,1.5781896114349365,21.267074851691724,0.1,860,1e-05,0.5239056732738391,0.8970654606819153,-0.0022959521922530255,0.10010736435651779,0.2,0.0028258697,0.1054046630859375
11061,11534336,561.04,1042,22.984878540039062,88,1.5508313179016113,21.073451060056687,0.1,870,1e-05,0.5372679059393703,0.8908650279045105,-0.002138321539496246,0.10092739760875702,0.2,0.0028029839,0.1015380859375
11060,11665408,530.22,1054,21.701520919799805,89,1.5773025751113892,20.876654917001723,0.1,880,1e-05,0.5255192702868954,0.8933666348457336,-0.00235322276412262,0.10175895690917969,0.2,0.0028961753,0.1064422607421875
11060,11796480,564.84,1066,23.370882034301758,90,1.5255489349365234,20.682813407480715,0.1,890,1e-05,0.5043488551164046,0.902332067489624,-0.0022199009413270687,0.10257794708013535,0.2,0.002801039,0.10210418701171875
11059,11927552,541.09,1078,22.132291793823242,91,1.4952818155288696,20.489617121219634,0.1,900,1e-05,0.5205013427883387,0.894148051738739,-0.0020086215174160314,0.10340674966573715,0.2,0.0028030595,0.1012664794921875
11059,12058624,549.62,1090,22.78427505493164,92,1.5357856750488281,20.294904285669325,0.1,910,1e-05,0.538545037433505,0.8955693244934082,-0.0022055613044358324,0.10425214469432831,0.2,0.0028497113,0.10442047119140625
11060,12189696,541.87,1102,22.065414428710938,93,1.5210870504379272,20.097915636003016,0.1,920,1e-05,0.5423271535430103,0.8931259512901306,-0.0021938175794275596,0.10512068122625351,0.2,0.0028132964,0.10356216430664063
11060,12320768,531.87,1113,21.56519317626953,94,1.5761568546295166,19.902882105112077,0.1,930,1e-05,0.5734645440708845,0.8919253945350647,-0.0022193025683918677,0.10596679151058197,0.2,0.0027701964,0.10096435546875
11060,12451840,565.67,1125,23.039369583129883,95,1.50743567943573,19.708225248754026,0.1,940,1e-05,0.5554187720641494,0.8930320143699646,-0.0019792788201357324,0.10683514922857285,0.2,0.0027693934,0.09822998046875
11060,12582912,565.83,1137,23.398635864257812,96,1.468134880065918,19.512239244580268,0.1,950,1e-05,0.5649011322762817,0.8895126581192017,-0.002233132306173502,0.10770782083272934,0.2,0.0027952432,0.102923583984375
11059,12713984,563.0,1149,23.062541961669922,97,1.4823694229125977,19.31660827845335,0.1,960,1e-05,0.5300661756889895,0.895428478717804,-0.0022598294362069283,0.10859218239784241,0.2,0.0027852033,0.10092010498046874
11060,12845056,514.66,1161,21.12143325805664,98,1.5011348724365234,19.122856090962888,0.1,970,1e-05,0.5586730263195931,0.8937090039253235,-0.0022609707009905835,0.1094646081328392,0.2,0.002777962,0.10105133056640625
11061,12976128,541.44,1173,22.169906616210938,99,1.5276777744293213,18.926797464489937,0.1,980,1e-05,0.5531048485310748,0.890171468257904,-0.002120414148339478,0.11037342250347137,0.2,0.002809612,0.10215606689453124
11061,13107200,566.54,1184,23.236421585083008,100,1.5055863857269287,18.728086639940738,0.1,990,1e-05,0.5603223305894062,0.8882522583007812,-0.0025585354951545014,0.11129244416952133,0.2,0.0028723676,0.10503082275390625
11062,13238272,611.94,1196,24.9111385345459,101,1.4580943584442139,18.531318132579326,0.1,1000,1e-05,0.5512094222009182,0.8865914344787598,-0.002228833070694236,0.11220449209213257,0.2,0.0027880722,0.10203323364257813
11061,13369344,591.44,1208,24.201013565063477,102,1.4768261909484863,18.3394920989871,0.1,1010,1e-05,0.5673494464717805,0.8877764940261841,-0.002231687325729581,0.11309194564819336,0.2,0.0027701554,0.10286102294921876
11063,13500416,586.59,1220,24.218900680541992,103,1.4670064449310303,18.146055854856968,0.1,1020,1e-05,0.5392831658478826,0.8858509659767151,-0.0020590558799995053,0.11402086913585663,0.2,0.002805735,0.09883575439453125
11064,13631488,588.36,1231,24.3651123046875,104,1.4237985610961914,17.948796005547045,0.1,1030,1e-05,0.5510383360553532,0.8873171210289001,-0.002205525460976787,0.11496450006961823,0.2,0.002800689,0.10148849487304687
11065,13762560,608.94,1243,24.80658531188965,105,1.403092622756958,17.754192720353604,0.1,1040,1e-05,0.5340029826154933,0.8902221918106079,-0.002442053709455649,0.11588972806930542,0.2,0.0027806675,0.1023590087890625
11067,13893632,635.18,1255,26.179426193237305,106,1.3984954357147217,17.562033160030843,0.1,1050,1e-05,0.5392061419086531,0.8884124159812927,-0.0022161616020639485,0.11682198941707611,0.2,0.0027446516,0.10173873901367188
11068,14024704,611.74,1267,24.764694213867188,107,1.3917937278747559,17.365839003026487,0.1,1060,1e-05,0.5617034696508199,0.8694064021110535,-0.002081010088113544,0.11778833717107773,0.2,0.0028411709,0.10259475708007812
11070,14155776,601.84,1278,24.64971160888672,108,1.4024698734283447,17.169725880026817,0.1,1070,1e-05,0.5551687381928787,0.8893178701400757,-0.0023761696339533954,0.11875514686107635,0.2,0.0027814386,0.1016632080078125
11071,14286848,578.57,1290,23.878639221191406,109,1.36265230178833,16.976131111383438,0.1,1080,1e-05,0.5609846742125228,0.8825278282165527,-0.0020463849446969106,0.1197078675031662,0.2,0.0027376341,0.09635086059570312
11073,14417920,602.75,1302,24.875940322875977,110,1.3994234800338745,16.780732031166554,0.1,1090,1e-05,0.6146480838768185,0.8675510883331299,-0.001964136113110726,0.12069737911224365,0.2,0.0027585612,0.098956298828125
11073,14548992,644.14,1313,26.48324966430664,111,1.2990305423736572,16.588101176917554,0.1,1100,1e-05,0.5521723861340433,0.8850983381271362,-0.002133051825694565,0.12165343761444092,0.2,0.002706165,0.09762802124023437
11074,14680064,593.55,1325,24.768224716186523,112,1.3455368280410767,16.39369814544916,0.1,1110,1e-05,0.5771382097154856,0.8824174404144287,-0.0020423104361725563,0.12266013026237488,0.2,0.0027411259,0.096173095703125
11075,14811136,592.54,1337,24.408151626586914,113,1.3581734895706177,16.196523536741733,0.1,1120,1e-05,0.5810991379898042,0.8787052035331726,-0.0023788501616763824,0.12366928905248642,0.2,0.002852079,0.1036834716796875
11076,14942208,614.76,1349,25.325824737548828,114,1.3825244903564453,15.999726543575525,0.1,1130,1e-05,0.5784165986347943,0.8824913501739502,-0.002265532935507508,0.12468823045492172,0.2,0.0027680935,0.09679794311523438
11075,15073280,583.56,1361,23.818979263305664,115,1.3511927127838135,15.805981156229972,0.1,1140,1e-05,0.5645500915590673,0.8828123211860657,-0.0020053406270562845,0.12568867206573486,0.2,0.0026597204,0.095513916015625
11074,15204352,588.67,1372,24.210824966430664,116,1.246746301651001,15.609547308087349,0.1,1150,1e-05,0.5470706171588973,0.8878832459449768,-0.002198863326339051,0.12673838436603546,0.2,0.0027993433,0.09791946411132812
11074,15335424,634.16,1384,25.59711456298828,117,1.4012774229049683,15.413923235237599,0.1,1160,1e-05,0.5827565807150676,0.8800452947616577,-0.0021239703698483934,0.12776193022727966,0.2,0.0027463431,0.09682159423828125
11074,15466496,579.61,1396,23.247419357299805,118,1.3236769437789917,15.22139628380537,0.1,1170,1e-05,0.5967857538256794,0.8844836354255676,-0.0019349449271430785,0.12879034876823425,0.2,0.0026627297,0.09403076171875
11074,15597568,594.63,1408,24.215097427368164,119,1.2948803901672363,15.025870290398597,0.1,1180,1e-05,0.5696892936946825,0.8958654999732971,-0.002246124294833862,0.12985005974769592,0.2,0.0027555951,0.09636611938476562
11073,15728640,622.52,1420,25.14630126953125,120,1.3221274614334106,14.834430380165577,0.1,1190,1e-05,0.5518366820178926,0.8921343088150024,-0.00220634953411718,0.13087590038776398,0.2,0.002682927,0.097064208984375
11074,15859712,578.05,1432,23.819242477416992,121,1.256847620010376,14.642622659355402,0.1,1200,1e-05,0.562953429040499,0.8942154049873352,-0.002325855208437133,0.13193318247795105,0.2,0.002743437,0.09828414916992187
11074,15990784,590.72,1443,24.073518753051758,122,1.3043906688690186,14.450349743664265,0.1,1210,1e-05,0.5740287591470405,0.8934707045555115,-0.002212993925422779,0.13299402594566345,0.2,0.0027306138,0.09854354858398437
11075,16121856,569.76,1455,23.06879234313965,123,1.3013346195220947,14.256311631947757,0.1,1220,1e-05,0.5462135596899316,0.8957332968711853,-0.0021132038574251054,0.13407886028289795,0.2,0.0026898775,0.09396514892578126
11075,16252928,571.81,1467,23.153100967407227,124,1.29068922996521,14.060287005454303,0.1,1230,1e-05,0.5668434222228825,0.8878677487373352,-0.0023242268383910415,0.13518527150154114,0.2,0.0027612755,0.09698257446289063
