rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/clip_range,train/approx_kl,train/adaptive_lr,train/value_loss,train/clip_range_vf,train/n_updates,train/std,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss
14.594115257263184,366.21,27525120,210,1893,14537,0.2389739990234375,0.1,0.0044783,5e-05,0.73618194446899,0.2,5150,0.19598661363124847,0.8035803437232971,5.305245621874929,5e-05,0.8532296419143677,-0.0018544439475135731
14.08659553527832,355.57,27656192,211,1893,14606,0.23615875244140624,0.1,0.00445303,5e-05,0.713863026839681,0.2,5160,0.19672363996505737,0.7097738981246948,5.217397068068385,5e-05,0.8636418581008911,-0.001501818195447413
14.750962257385254,374.53,27787264,212,1893,14675,0.23776092529296874,0.1,0.004440986,5e-05,0.721124722994864,0.2,5170,0.19742685556411743,0.7762678861618042,5.125540141016245,5e-05,0.8648985624313354,-0.0016639855833091132
14.544325828552246,368.64,27918336,213,1893,14744,0.22710494995117186,0.1,0.0042736814,5e-05,0.7633695262018592,0.2,5180,0.19803647696971893,0.7885738015174866,5.046585056185722,5e-05,0.8538163304328918,-0.001491184735823481
14.543082237243652,362.15,28049408,214,1893,14814,0.231658935546875,0.1,0.004225158,5e-05,0.7605776562355459,0.2,5190,0.19862830638885498,0.7221770882606506,4.972670624777675,5e-05,0.856690526008606,-0.001516588438880717
14.093173027038574,357.63,28180480,215,1893,14883,0.22955474853515626,0.1,0.004424396,5e-05,0.714874499803409,0.2,5200,0.19932550191879272,0.7270891070365906,4.884947027266025,5e-05,0.8647812604904175,-0.001525691458982692
14.388911247253418,366.49,28311552,216,1893,14952,0.22923431396484376,0.1,0.0044047465,5e-05,0.707512721652165,0.2,5210,0.19993020594120026,0.7300435304641724,4.80611854083836,5e-05,0.8654147982597351,-0.0016523159619964644
14.411498069763184,362.3,28442624,217,1893,15022,0.22699203491210937,0.1,0.0042707156,5e-05,0.6966620185179636,0.2,5220,0.20058031380176544,0.7183183431625366,4.7282179415225984,5e-05,0.8608905673027039,-0.0016278196335406392
14.317483901977539,360.39,28573696,218,1893,15092,0.2342498779296875,0.1,0.0044379914,5e-05,0.7072155536618083,0.2,5230,0.20120933651924133,0.6705935001373291,4.649070503935218,5e-05,0.8619984984397888,-0.0020115262367653487
14.682663917541504,368.95,28704768,219,1893,15161,0.23020248413085936,0.1,0.0044057323,5e-05,0.7379472146742045,0.2,5240,0.20186899602413177,0.6971780061721802,4.568544633314014,5e-05,0.8572900295257568,-0.0017286297491864388
14.543354034423828,365.11,28835840,220,1893,15230,0.233782958984375,0.1,0.004304912,5e-05,0.7262929044198245,0.2,5250,0.20259231328964233,0.6832530498504639,4.4808227576315405,5e-05,0.8498746156692505,-0.0018070520152832614
14.720942497253418,369.64,28966912,221,1893,15300,0.2270416259765625,0.1,0.0043172156,5e-05,0.7641737627796829,0.2,5260,0.2032250165939331,0.8473972678184509,4.400657678022981,5e-05,0.8416330814361572,-0.0016434712158115872
14.875732421875,374.89,29097984,222,1893,15367,0.22901229858398436,0.1,0.004328969,5e-05,0.7491696843411774,0.2,5270,0.20389625430107117,0.7991449236869812,4.319318668171763,5e-05,0.8461818099021912,-0.0016127052348565486
15.033661842346191,373.33,29229056,223,1893,15434,0.23435516357421876,0.1,0.0043628262,5e-05,0.7990778718143702,0.2,5280,0.20469534397125244,0.7483289837837219,4.225196500867606,5e-05,0.8316487073898315,-0.0015361760494670307
14.714041709899902,366.39,29360128,224,1894,15501,0.23006744384765626,0.1,0.004226246,5e-05,0.8009533291682601,0.2,5290,0.2054082453250885,0.8291828632354736,4.136263642460108,5e-05,0.8331434726715088,-0.00138786995821647
14.449005126953125,359.1,29491200,225,1894,15567,0.22845001220703126,0.1,0.0042520436,5e-05,0.7802227385807783,0.2,5300,0.20615115761756897,0.7706383466720581,4.047758030891418,5e-05,0.8385623097419739,-0.0015784092519425031
14.752019882202148,367.21,29622272,226,1894,15634,0.23011856079101561,0.1,0.0042396416,5e-05,0.8198951629456133,0.2,5310,0.2067621350288391,0.8174598217010498,3.9698415510356426,5e-05,0.8246191740036011,-0.0016529513304249122
14.525516510009766,371.88,29753344,227,1894,15702,0.23233261108398437,0.1,0.0043109227,5e-05,0.7746578118763864,0.2,5320,0.20751367509365082,0.8685914278030396,3.882366839982569,5e-05,0.8410367965698242,-0.001711794384800669
