time/time_elapsed,rollout/ep_len_mean,train/action_std_19,time/iterations,train/action_std_16,train/action_std_22,rollout/episodes_right,train/action_std_00,train/action_std_07,rollout/action_saturation_fraction,time/total_timesteps,rollout/episodes_up,rollout/episodes_left,rollout/episodes_fwd,train/action_std_08,rollout/recovery_back,train/action_std_01,train/action_std_10,train/action_std_15,train/action_std_13,train/action_std_23,train/action_std_02,rollout/force_onset_mean,train/action_std_14,train/std_max,train/action_std_21,rollout/force_requested_impulse_mean,rollout/recovery_up,time/fps,train/action_std_04,rollout/force_direction_mean,rollout/recovery_left,train/action_std_17,rollout/recovery_fwd,train/std_min,train/action_std_24,train/action_std_09,rollout/is_timeout_mean,train/action_std_03,train/action_std_06,train/action_std_12,rollout/episodes_back,rollout/recovery_right,train/action_std_18,train/action_std_05,train/action_std_11,rollout/ep_rew_mean,train/action_std_20,rollout/is_fall_mean,train/learning_rate,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,rollout/recovery_down,train/clip_range,train/approx_kl,rollout/timeout_without_onset_fraction,rollout/episodes_down,train/clip_range_vf,train/value_loss,train/std,rollout/episodes_noforce,train/explained_variance,train/n_updates,rollout/timeouts,rollout/recovery_noforce
737,959.6,0.05273611471056938,28,0.05265868082642555,0.05239155516028404,18,0.05262191966176033,0.052362386137247086,0.0,3670016,14,15,23,0.0524880588054657,0.6666666666666666,0.05256439372897148,0.05239097774028778,0.05261621251702309,0.052423618733882904,0.05283184349536896,0.05246696621179581,1.3990958904109598,0.05238134041428566,0.05302608013153076,0.05236079543828964,0.9650187785952116,0.9285714285714286,4973,0.052562374621629715,1.5890410958904109,1.0,0.052338141947984695,0.6956521739130435,0.052338141947984695,0.0525486022233963,0.05302608013153076,0.8835616438356164,0.05294153094291687,0.05263384059071541,0.052597299218177795,18,0.8333333333333334,0.05263972654938698,0.05257786437869072,0.052566997706890106,692.15478515625,0.05267778038978577,0.11643835616438356,1e-05,0.6444731950759888,38.18449257314205,-0.0028922418930960704,0.11250991821289062,1.0,0.1,0.0022192975,0.0,22,0.2,0.27961250219959766,0.052576206624507904,36,0.48050594329833984,270,129,1.0
764,933.8,0.052789777517318726,29,0.052685074508190155,0.05250114947557449,22,0.052787989377975464,0.052474260330200195,0.0,3801088,14,15,18,0.05255550518631935,0.72,0.052672792226076126,0.052428264170885086,0.05271158739924431,0.05254213511943817,0.052939195185899734,0.052533820271492004,1.3941654135338357,0.052470121532678604,0.053097911179065704,0.05244709551334381,1.017129668053075,0.9285714285714286,4972,0.05263032764196396,1.849624060150376,0.9333333333333333,0.05252841114997864,0.6666666666666666,0.052428264170885086,0.05261944606900215,0.053097911179065704,0.8345864661654135,0.05309748277068138,0.05271387845277786,0.05271924287080765,25,0.7272727272727273,0.052766863256692886,0.05269099399447441,0.052637454122304916,674.3473510742188,0.05278651788830757,0.16541353383458646,1e-05,0.6209036111831665,38.138136157393454,-0.0027047582486375175,0.11378860473632812,0.9444444444444444,0.1,0.0022951742,0.0,18,0.2,0.2638624788960442,0.0526730902493,21,0.5665823817253113,280,111,1.0
791,958.01,0.05285118147730827,30,0.052822988480329514,0.052574943751096725,25,0.052922073751688004,0.05260428413748741,0.0,3932160,14,20,19,0.05263392627239227,0.8260869565217391,0.05276098847389221,0.05248066782951355,0.05283838137984276,0.05264054238796234,0.052994903177022934,0.05264269933104515,1.3911733333333345,0.05251319333910942,0.05324786901473999,0.0526273250579834,1.0515643608534924,1.0,4970,0.05267200618982315,1.7666666666666666,0.85,0.05261621251702309,0.7894736842105263,0.05248066782951355,0.052746910601854324,0.05324786901473999,0.88,0.05316844582557678,0.05282299965620041,0.052864037454128265,23,0.76,0.05293085426092148,0.0527283176779747,0.052754323929548264,693.6920166015625,0.05286429077386856,0.12,1e-05,0.6399950981140137,38.09140447378159,-0.002871486793264921,0.11603546142578125,1.0,0.1,0.0022883122,0.0,20,0.2,0.2919966441346332,0.052772969007492065,29,0.5253301858901978,290,132,0.9655172413793104
817,980.21,0.053004439920186996,31,0.0529559887945652,0.0526723675429821,13,0.05305333063006401,0.05268925800919533,0.0,4063232,14,21,12,0.05266346037387848,0.9230769230769231,0.052881963551044464,0.05256803706288338,0.05292156711220741,0.05270833149552345,0.05314250662922859,0.052734918892383575,1.399296000000001,0.05266999453306198,0.05331334471702576,0.05264666676521301,0.9809223627781453,1.0,4968,0.05272983759641647,2.08,0.9047619047619048,0.052734073251485825,0.8333333333333334,0.05256803706288338,0.05289094150066376,0.05331334471702576,0.912,0.05326469615101814,0.05296368896961212,0.05300910398364067,13,0.6153846153846154,0.05298930034041405,0.052822940051555634,0.05287163704633713,713.1690063476562,0.0529806986451149,0.088,1e-05,0.5388463735580444,38.043577653169635,-0.002953813086151058,0.11229934692382812,0.9629629629629629,0.1,0.0022636838,0.0,27,0.2,0.21031993980286642,0.052875325083732605,25,0.5907333493232727,300,114,1.0
844,941.07,0.05310749635100365,32,0.05308765918016434,0.05269325524568558,26,0.05315270274877548,0.05278767645359039,0.0,4194304,21,22,19,0.05278869718313217,0.8181818181818182,0.05291337892413139,0.0526580885052681,0.05300666391849518,0.05275069922208786,0.05323189124464989,0.052873969078063965,1.401160000000001,0.052747439593076706,0.053398650139570236,0.0527615025639534,0.9646610851307483,1.0,4966,0.05286174267530441,1.8533333333333333,0.9545454545454546,0.05287545546889305,0.7368421052631579,0.0526580885052681,0.05296896770596504,0.05332699790596962,0.8933333333333333,0.053398650139570236,0.05311933532357216,0.053121261298656464,22,0.7692307692307693,0.05309611186385155,0.052891846746206284,0.05301375687122345,684.881591796875,0.053066276013851166,0.10666666666666667,1e-05,0.5605415105819702,37.99712747037411,-0.00278125235108746,0.1132659912109375,1.0,0.1,0.0022311443,0.0,15,0.2,0.21263909749686719,0.052972059696912766,25,0.5784528255462646,310,134,1.0
871,967.2,0.053213492035865784,33,0.05323611572384834,0.052801016718149185,15,0.053186845034360886,0.05288718268275261,0.0,4325376,16,18,20,0.05289462208747864,0.7857142857142857,0.05300450325012207,0.05278291553258896,0.053104888647794724,0.052858125418424606,0.053345877677202225,0.05299149826169014,1.3962184873949588,0.05286935716867447,0.053502194583415985,0.052807148545980453,1.0309411564220263,1.0,4965,0.052964948117733,1.9411764705882353,0.8888888888888888,0.052943259477615356,0.85,0.05278291553258896,0.05312221124768257,0.05344376340508461,0.9243697478991597,0.053502194583415985,0.05323469266295433,0.05323482304811478,14,0.9333333333333333,0.05319250747561455,0.05297447368502617,0.05314065143465996,699.0557861328125,0.053166620433330536,0.07563025210084033,1e-05,0.5713061094284058,37.94925419986248,-0.0025758556821529055,0.11751480102539062,1.0,0.1,0.002281502,0.0,18,0.2,0.22749450380215422,0.05307614803314209,18,0.5987681150436401,320,110,1.0
897,971.49,0.05331334471702576,34,0.053303416818380356,0.05291856452822685,18,0.05330393463373184,0.05297302082180977,0.0,4456448,14,19,29,0.05302836745977402,0.9130434782608695,0.05309583619236946,0.05288549140095711,0.053118981420993805,0.05293838679790497,0.05347666144371033,0.05312216281890869,1.3878255033557059,0.05296535789966583,0.05361684039235115,0.0528702512383461,1.1029587359640765,1.0,4963,0.05308038368821144,1.8456375838926173,0.9473684210526315,0.053082533180713654,1.0,0.0528702512383461,0.05323157459497452,0.053546346724033356,0.9530201342281879,0.05361684039235115,0.05332845821976662,0.05336594209074974,23,0.8888888888888888,0.05335377901792526,0.053125783801078796,0.053214240819215775,701.434814453125,0.05323247238993645,0.04697986577181208,1e-05,0.5753145217895508,37.90031571090221,-0.0027068905147643817,0.11814422607421875,0.96,0.1,0.0023051763,0.0,25,0.2,0.18150953691219912,0.05317968130111694,21,0.5886121988296509,330,142,0.9523809523809523
924,972.08,0.053451500833034515,35,0.05339420586824417,0.053070805966854095,15,0.05338098108768463,0.053114257752895355,0.0,4587520,19,14,23,0.0531029999256134,0.7058823529411765,0.053199995309114456,0.05293003097176552,0.053248416632413864,0.05306340381503105,0.0535007119178772,0.05313019081950188,1.3968548387096784,0.05303380638360977,0.05371687188744545,0.052960194647312164,1.052231758969591,1.0,4962,0.05321456864476204,1.6290322580645162,0.9285714285714286,0.05315617844462395,0.8260869565217391,0.05293003097176552,0.0533280111849308,0.0536644384264946,0.9032258064516129,0.05371687188744545,0.05341662839055061,0.053432539105415344,17,0.8666666666666667,0.053498852998018265,0.053176864981651306,0.05331132188439369,701.292236328125,0.053293149918317795,0.0967741935483871,1e-05,0.5537356734275818,37.85455990731716,-0.0028139563672993973,0.11626968383789063,1.0,0.1,0.0023163296,0.0,12,0.2,0.15846629346488045,0.05327163636684418,24,0.5995463132858276,340,112,1.0
951,973.99,0.05351817607879639,36,0.053487662225961685,0.05319298058748245,13,0.0535043366253376,0.053239379078149796,0.0,4718592,24,24,20,0.05323479324579239,0.9444444444444444,0.05332554876804352,0.05298791453242302,0.05335495248436928,0.05317053943872452,0.05363262817263603,0.053280699998140335,1.3895664335664346,0.05315922945737839,0.05380302667617798,0.0531093068420887,0.9642487002351833,1.0,4961,0.05335487052798271,1.7272727272727273,0.9583333333333334,0.05323847755789757,0.9,0.05298791453242302,0.0534663088619709,0.05377039313316345,0.9440559440559441,0.05380302667617798,0.053483981639146805,0.05352259427309036,18,0.6923076923076923,0.053592707961797714,0.053317029029130936,0.05340566486120224,707.0918579101562,0.0534212701022625,0.055944055944055944,1e-05,0.5329908728599548,37.80693780183792,-0.0028801216580177425,0.1216400146484375,1.0,0.1,0.0023480502,0.0,15,0.2,0.18275187462568282,0.05338297784328461,29,0.6140749454498291,350,135,1.0
977,953.64,0.053705766797065735,37,0.05363652855157852,0.053267959505319595,27,0.053531769663095474,0.05339931324124336,0.0,4849664,8,17,25,0.05334285646677017,0.8125,0.053397733718156815,0.05308424308896065,0.0534561388194561,0.05337708815932274,0.053734034299850464,0.05347219854593277,1.3820458015267185,0.05328656733036041,0.05392497777938843,0.053211361169815063,1.0853734030327353,1.0,4960,0.05340401083230972,1.6870229007633588,0.9411764705882353,0.053385067731142044,0.92,0.05308424308896065,0.05361258238554001,0.053903140127658844,0.9007633587786259,0.05392497777938843,0.05364224314689636,0.053638409823179245,16,0.7777777777777778,0.05366625636816025,0.05338112264871597,0.05346183851361275,689.9281005859375,0.05344877019524574,0.09923664122137404,1e-05,0.5331805944442749,37.754439148306844,-0.002637449718895368,0.11937103271484376,0.9375,0.1,0.002318204,0.0,16,0.2,0.1443162088340614,0.053494878113269806,22,0.5817519426345825,360,118,1.0
1004,919.86,0.05381924659013748,38,0.05375814065337181,0.05338240787386894,22,0.05365598201751709,0.053480688482522964,0.0,4980736,20,28,22,0.05346076190471649,0.7368421052631579,0.053521521389484406,0.05316836014389992,0.053599175065755844,0.05343875661492348,0.05386264622211456,0.05354766547679901,1.3871836734693888,0.053412798792123795,0.0540199838578701,0.053330693393945694,1.0039946775705701,1.0,4958,0.05346722528338432,1.7891156462585034,0.9285714285714286,0.05351830646395683,0.7272727272727273,0.05316836014389992,0.05375950038433075,0.0540199838578701,0.8775510204081632,0.05398020148277283,0.05370159447193146,0.05380233749747276,19,0.8181818181818182,0.05376472696661949,0.05351169779896736,0.05356638506054878,667.4559326171875,0.053591713309288025,0.12244897959183673,1e-05,0.5797661542892456,37.70297576785087,-0.003179229248962656,0.12339248657226562,0.9230769230769231,0.1,0.002386009,0.0,13,0.2,0.16930726970313117,0.05360490083694458,23,0.7007474899291992,370,129,1.0
1031,953.17,0.053989239037036896,39,0.05383417010307312,0.05347590893507004,23,0.05375662446022034,0.053575921803712845,0.0,5111808,16,19,22,0.053621042519807816,0.7368421052631579,0.053687818348407745,0.053255755454301834,0.053768571466207504,0.05365050584077835,0.05401023477315903,0.05368630588054657,1.3792640000000014,0.05354997515678406,0.05416688323020935,0.053405120968818665,1.0855688729908106,1.0,4957,0.05362963676452637,1.648,0.8947368421052632,0.05361508950591087,0.8181818181818182,0.053255755454301834,0.0539274737238884,0.05416688323020935,0.88,0.054129235446453094,0.0538439117372036,0.05392630025744438,19,0.8695652173913043,0.05383259057998657,0.05363482981920242,0.053707584738731384,689.357666015625,0.053751613944768906,0.12,1e-05,0.5820552110671997,37.645917078852655,-0.003029751874237263,0.12497711181640625,1.0,0.1,0.002441463,0.0,7,0.2,0.18461099079577253,0.053737297654151917,19,0.6863834857940674,380,110,0.9473684210526315
1057,958.48,0.054094117134809494,40,0.05397219583392143,0.05357201397418976,29,0.053831808269023895,0.05374816805124283,0.0,5242880,19,20,29,0.05377373844385147,0.9047619047619048,0.05381536856293678,0.05332732945680618,0.05386531725525856,0.053717151284217834,0.05410014092922211,0.05382371321320534,1.3981200000000011,0.0536930151283741,0.05429466441273689,0.05345553904771805,1.0636213573310591,1.0,4955,0.05372730642557144,1.88,0.95,0.053743813186883926,0.896551724137931,0.05332732945680618,0.0540294386446476,0.05429466441273689,0.9,0.054216984659433365,0.05396803095936775,0.05408046022057533,21,0.7586206896551724,0.053992412984371185,0.05373368784785271,0.05378248170018196,694.85400390625,0.05385772883892059,0.1,1e-05,0.5444846153259277,37.59015190601349,-0.00335508748448774,0.12274322509765626,0.8666666666666667,0.1,0.0024260667,0.0,15,0.2,0.16071483772830106,0.053848665207624435,17,0.7200419902801514,390,135,1.0
1084,908.88,0.054224636405706406,41,0.05413195863366127,0.05367604270577431,33,0.05388377606868744,0.053888268768787384,0.0,5373952,14,9,17,0.053885072469711304,0.8095238095238095,0.05391182750463486,0.053419992327690125,0.053950078785419464,0.05380210652947426,0.054262373596429825,0.053942568600177765,1.4063211678832128,0.05382978543639183,0.05444902926683426,0.053635697811841965,1.0477032181467727,1.0,4954,0.05378475412726402,1.9343065693430657,0.8888888888888888,0.05383621156215668,0.5882352941176471,0.053419992327690125,0.0541544035077095,0.05444902926683426,0.8102189781021898,0.05436035990715027,0.05407019704580307,0.05419367179274559,21,0.6666666666666666,0.05409134179353714,0.05389484018087387,0.053933121263980865,654.2031860351562,0.05397869646549225,0.1897810218978102,1e-05,0.5461636781692505,37.53618980050087,-0.003194020231603645,0.12628707885742188,0.9473684210526315,0.1,0.0024732437,0.0,19,0.2,0.16713423490873539,0.05396763235330582,24,0.7283049821853638,400,111,0.9166666666666666
1111,962.69,0.054348140954971313,42,0.05420517176389694,0.05379113927483559,25,0.05397815257310867,0.05398702248930931,0.0,5505024,18,27,13,0.05398489907383919,0.8235294117647058,0.05401626229286194,0.053571783006191254,0.05407485365867615,0.053985532373189926,0.05442988499999046,0.0540742464363575,1.3926293706293718,0.053924888372421265,0.054629359394311905,0.053737688809633255,0.9836294504258155,1.0,4953,0.05389505624771118,1.8111888111888113,0.9629629629629629,0.05394941195845604,0.7692307692307693,0.053571783006191254,0.05434156954288483,0.054629359394311905,0.8811188811188811,0.05448276549577713,0.0541970431804657,0.054286856204271317,17,0.68,0.05419045314192772,0.05402576923370361,0.054005831480026245,695.2346801757812,0.0541086308658123,0.11888111888111888,1e-05,0.5470113754272461,37.48101740181446,-0.003773348686263489,0.1286224365234375,0.9285714285714286,0.1,0.0025915792,0.0,14,0.2,0.22919042962021194,0.05408889800310135,29,0.7519664168357849,410,126,0.9655172413793104
1138,961.06,0.05455584451556206,43,0.05438061058521271,0.053922947496175766,24,0.05418143421411514,0.05414809286594391,0.0,5636096,16,21,17,0.05417576804757118,0.8235294117647058,0.054131507873535156,0.05364876985549927,0.05426318943500519,0.05408385396003723,0.054547715932130814,0.05425814166665077,1.393250000000001,0.05403086915612221,0.054794471710920334,0.05394994094967842,1.0336264672009756,1.0,4952,0.05400079861283302,2.0555555555555554,0.8571428571428571,0.054025087505578995,0.9411764705882353,0.05364876985549927,0.05446944013237953,0.054794471710920334,0.9166666666666666,0.054641444236040115,0.054346390068531036,0.05446615442633629,17,0.7916666666666666,0.054289110004901886,0.054153114557266235,0.054125670343637466,691.377685546875,0.05430465564131737,0.08333333333333333,1e-05,0.5872330665588379,37.418185487389565,-0.0033413716725590346,0.12304534912109374,1.0,0.1,0.002445104,0.0,25,0.2,0.1659985986945685,0.054235801100730896,24,0.7069581747055054,420,132,1.0
1164,965.78,0.054660651832818985,44,0.05454232916235924,0.054037462919950485,17,0.054277192801237106,0.05433392524719238,0.0,5767168,15,15,24,0.054225631058216095,0.8125,0.05426890775561333,0.05374183878302574,0.05438431724905968,0.05423559993505478,0.054636262357234955,0.05430019274353981,1.3870307692307702,0.05411413684487343,0.05481432005763054,0.05413467809557915,0.9925508044884463,1.0,4951,0.054089296609163284,1.7076923076923076,0.8666666666666667,0.05417541787028313,0.9166666666666666,0.05374183878302574,0.05459314584732056,0.05481432005763054,0.9076923076923077,0.054764214903116226,0.054480984807014465,0.05463782325387001,16,0.7058823529411765,0.05435328185558319,0.054203230887651443,0.0542420819401741,697.0025024414062,0.05441660061478615,0.09230769230769231,1e-05,0.528436005115509,37.35899948477745,-0.0032020028513215946,0.12695465087890626,1.0,0.1,0.0024728258,0.0,18,0.2,0.14180996754439548,0.05434654280543327,25,0.7179367542266846,430,118,1.0
1191,955.33,0.054807160049676895,45,0.05461142957210541,0.05413149297237396,24,0.05438021942973137,0.05447562038898468,0.0,5898240,13,18,14,0.05442473292350769,0.8333333333333334,0.054394662380218506,0.05387584865093231,0.05453333258628845,0.05436632037162781,0.054796915501356125,0.05435947701334953,1.405296551724139,0.054234668612480164,0.05494273826479912,0.05421583354473114,0.8368817363313967,1.0,4950,0.0542537085711956,1.7379310344827585,0.9444444444444444,0.05426192283630371,0.8571428571428571,0.05387584865093231,0.054713234305381775,0.05494273826479912,0.9103448275862069,0.05494004115462303,0.05461393669247627,0.05474057048559189,18,0.7083333333333334,0.05450652912259102,0.05435308814048767,0.05436616390943527,693.1095581054688,0.054573431611061096,0.0896551724137931,1e-05,0.5225294232368469,37.30407400429249,-0.00322826156307201,0.12564315795898437,1.0,0.1,0.0024353627,0.0,22,0.2,0.12947910535731352,0.05447492375969887,36,0.7239269018173218,440,132,1.0
1218,949.67,0.05489823594689369,46,0.054678574204444885,0.05423729494214058,21,0.054555464535951614,0.05460229888558388,0.0,6029312,19,17,15,0.0545157827436924,0.9473684210526315,0.0545407310128212,0.05401022359728813,0.054615993052721024,0.05447632446885109,0.05488103628158569,0.0545479990541935,1.3954240000000009,0.05437992140650749,0.05507363751530647,0.05435856804251671,0.969502980629181,1.0,4949,0.054320767521858215,1.984,0.8235294117647058,0.05444377288222313,1.0,0.05401022359728813,0.05483348295092583,0.05500264838337898,0.936,0.05507363751530647,0.054736457765102386,0.05478504300117493,19,0.8571428571428571,0.05460602045059204,0.05451062694191933,0.054485663771629333,686.5488891601562,0.054740726947784424,0.064,1e-05,0.47615760564804077,37.2476031601429,-0.0031291108620280284,0.12575836181640626,0.9333333333333333,0.1,0.0024780417,0.0,15,0.2,0.14054592049797066,0.054593488574028015,19,0.7520120143890381,450,117,1.0
1244,957.66,0.055058449506759644,47,0.05482573062181473,0.054382096976041794,24,0.05463187396526337,0.05468031018972397,0.0,6160384,17,16,32,0.05463980510830879,0.7619047619047619,0.05465453863143921,0.05419805273413658,0.05469818040728569,0.054549772292375565,0.05507517606019974,0.05463029444217682,1.4055600000000013,0.054535411298274994,0.05521506443619728,0.05456464737653732,1.0583049858870444,1.0,4949,0.05445118248462677,1.66,0.875,0.054597027599811554,0.875,0.05419805273413658,0.054901767522096634,0.05513304844498634,0.9,0.05521506443619728,0.05482078716158867,0.0549461729824543,21,0.8333333333333334,0.05462631955742836,0.05464204400777817,0.054508596658706665,689.792724609375,0.0548369437456131,0.1,1e-05,0.5115503072738647,37.19321646988392,-0.0035063198849456965,0.12841949462890626,1.0,0.1,0.0024555228,0.0,16,0.2,0.11441312015231234,0.05471213161945343,24,0.7226889133453369,460,135,1.0
1271,943.3,0.05526285991072655,48,0.05502249300479889,0.05450797080993652,26,0.05468103662133217,0.05483536049723625,0.0,6291456,20,12,15,0.05475886911153793,0.7894736842105263,0.054793842136859894,0.054324690252542496,0.05481687933206558,0.054615605622529984,0.0551360584795475,0.05479759722948074,1.3911627906976756,0.05465150624513626,0.055302612483501434,0.05463092029094696,1.110378792684557,0.9,4948,0.05452355742454529,2.294573643410853,0.6666666666666666,0.05465356260538101,0.9333333333333333,0.054324690252542496,0.05496140941977501,0.05527017265558243,0.8682170542635659,0.055302612483501434,0.054988931864500046,0.05500305816531181,19,0.7692307692307693,0.05470762401819229,0.05474075302481651,0.05459420010447502,682.5720825195312,0.05491439998149872,0.13178294573643412,1e-05,0.45395296812057495,37.142521667480466,-0.003452085614480893,0.1270843505859375,1.0,0.1,0.0024983492,0.0,22,0.2,0.1480091203993652,0.05481984093785286,15,0.7605230212211609,470,112,1.0
1298,973.5,0.05539202690124512,49,0.05511737987399101,0.05459913611412048,25,0.054829731583595276,0.05495881289243698,0.0,6422528,13,19,20,0.054903797805309296,0.75,0.05489683523774147,0.05450550466775894,0.05501387640833855,0.05465742200613022,0.05533760413527489,0.05496760457754135,1.3902446043165477,0.05474092438817024,0.05545993521809578,0.05475270748138428,0.9861402706431562,1.0,4947,0.05462362617254257,1.589928057553957,0.9473684210526315,0.05478203669190407,0.75,0.05450550466775894,0.055019620805978775,0.05544988811016083,0.8705035971223022,0.05545993521809578,0.05514134094119072,0.05508396029472351,20,0.76,0.0548502579331398,0.05481238663196564,0.0547260083258152,702.236328125,0.055023789405822754,0.12949640287769784,1e-05,0.498684287071228,37.08859179317951,-0.0038460698064227473,0.12769012451171874,0.9230769230769231,0.1,0.0024591559,0.0,13,0.2,0.16492501567699946,0.054945848882198334,29,0.7551831603050232,480,121,1.0
1325,949.29,0.055535558611154556,50,0.055249735713005066,0.05476115643978119,23,0.05495044216513634,0.055099789053201675,0.0,6553600,11,20,22,0.05502729490399361,0.8421052631578947,0.05510701611638069,0.05464344099164009,0.05519677326083183,0.054777659475803375,0.055452097207307816,0.05515417456626892,1.3903970588235302,0.05482928827404976,0.05559369921684265,0.0548635832965374,1.0149199892073977,1.0,4945,0.05471585690975189,1.6691176470588236,1.0,0.054861489683389664,0.8636363636363636,0.05464344099164009,0.055146247148513794,0.055557847023010254,0.8897058823529411,0.05559369921684265,0.055307306349277496,0.055238235741853714,19,0.6956521739130435,0.054948728531599045,0.054941169917583466,0.05482310429215431,685.33837890625,0.05517841503024101,0.11029411764705882,1e-05,0.5615106821060181,37.02973793148995,-0.0036008650889925776,0.12957916259765626,0.875,0.1,0.0025458252,0.0,16,0.2,0.1719246111053508,0.055078402161598206,25,0.7214808464050293,490,121,1.0
1352,968.33,0.05568883195519447,51,0.05541298910975456,0.05494288355112076,25,0.055125001817941666,0.05526234582066536,0.0,6684672,14,20,21,0.055201295763254166,0.8333333333333334,0.05522961542010307,0.0547950454056263,0.05529215931892395,0.05486657842993736,0.055595993995666504,0.055284932255744934,1.3946074074074084,0.05495082214474678,0.05575932562351227,0.055055323988199234,1.0399559785186954,1.0,4944,0.05487699434161186,1.6592592592592592,0.85,0.05500723794102669,0.9047619047619048,0.0547950454056263,0.05529585853219032,0.0557551383972168,0.8888888888888888,0.05575932562351227,0.05538790673017502,0.05542518198490143,24,0.76,0.05505221337080002,0.05499602481722832,0.05501657351851463,700.099853515625,0.05533575639128685,0.1111111111111111,1e-05,0.5129953622817993,36.966202688217166,-0.0030350158658620785,0.13316268920898439,1.0,0.1,0.0025728536,0.0,10,0.2,0.156001369736623,0.055224478244781494,21,0.7668824195861816,500,120,1.0
1378,965.92,0.05579908564686775,52,0.05559099465608597,0.055087730288505554,16,0.05520984157919884,0.05545827001333237,0.0,6815744,19,17,29,0.05524510145187378,0.8095238095238095,0.055393386632204056,0.05479569733142853,0.055443212389945984,0.054954804480075836,0.055734988301992416,0.055404454469680786,1.3949333333333345,0.05510272830724716,0.055875264108181,0.05518125742673874,1.0570658873543362,0.9473684210526315,4943,0.054975077509880066,1.6592592592592592,0.9411764705882353,0.05515993386507034,0.8620689655172413,0.05479569733142853,0.055454354733228683,0.055875264108181,0.9111111111111111,0.05584139749407768,0.05555438995361328,0.055564772337675095,21,0.875,0.05518769100308418,0.05515880137681961,0.055144812911748886,697.8088989257812,0.05551454797387123,0.08888888888888889,1e-05,0.5048478841781616,36.90384182333946,-0.0032432867439638356,0.12769622802734376,1.0,0.1,0.0025203226,0.0,13,0.2,0.1400202318385709,0.055353302508592606,20,0.778203010559082,510,123,1.0
1405,966.72,0.05596078559756279,53,0.05573643743991852,0.05523613467812538,20,0.05532874912023544,0.055575888603925705,0.0,6946816,18,25,17,0.05537618324160576,0.9411764705882353,0.05554765835404396,0.054872963577508926,0.05556749179959297,0.05505577102303505,0.05587005242705345,0.055587153881788254,1.402581560283689,0.05516920983791351,0.056007638573646545,0.055284105241298676,0.9862380869126456,0.9444444444444444,4942,0.05504218861460686,1.9929078014184398,0.96,0.05528939887881279,0.8823529411764706,0.054872963577508926,0.05560605600476265,0.056007638573646545,0.9219858156028369,0.05597870796918869,0.05564653128385544,0.05568854138255119,17,0.7,0.05518659949302673,0.0553075447678566,0.05519667640328407,698.01123046875,0.05558786541223526,0.07801418439716312,1e-05,0.4940311908721924,36.84904510974884,-0.003180485043230874,0.12760391235351562,1.0,0.1,0.0024853062,0.0,21,0.2,0.12247041432419792,0.055468253791332245,23,0.7581101655960083,520,130,1.0
1432,971.21,0.056098997592926025,54,0.05588020384311676,0.05536329373717308,17,0.0554070845246315,0.05566692724823952,0.0,7077888,18,14,15,0.055519141256809235,0.7647058823529411,0.05573960021138191,0.054966848343610764,0.05571701377630234,0.05512659251689911,0.05600590258836746,0.05570913478732109,1.410078125000001,0.055224597454071045,0.05612244829535484,0.055436957627534866,1.0105962203283179,1.0,4942,0.055197954177856445,1.6953125,0.9285714285714286,0.055425290018320084,1.0,0.054966848343610764,0.05570908263325691,0.05609756335616112,0.9296875,0.05612244829535484,0.05574426427483559,0.05577849969267845,17,0.7647058823529411,0.05528324469923973,0.05541215464472771,0.05535231530666351,704.7114868164062,0.05568091571331024,0.0703125,1e-05,0.5199105739593506,36.796933284401895,-0.0037287988518073687,0.12466201782226563,1.0,0.1,0.0024660288,0.0,16,0.2,0.11928765857010148,0.055586643517017365,31,0.7812402248382568,530,119,1.0
1458,947.83,0.056311361491680145,55,0.055991414934396744,0.05550013855099678,20,0.0554766021668911,0.0557718500494957,0.0,7208960,17,19,21,0.055599045008420944,0.7,0.05586960166692734,0.05512323975563049,0.055819205939769745,0.055200207978487015,0.05617746710777283,0.0558624230325222,1.3983916083916095,0.055294476449489594,0.056311361491680145,0.05550091713666916,1.2379024655764757,1.0,4941,0.05532814562320709,2.2797202797202796,1.0,0.05551191419363022,0.7619047619047619,0.05512323975563049,0.05583994835615158,0.05622900277376175,0.8881118881118881,0.056204088032245636,0.05593438819050789,0.055897582322359085,20,0.85,0.05538288876414299,0.05555127561092377,0.055534325540065765,682.8739013671875,0.055812712758779526,0.11188811188811189,1e-05,0.4469330608844757,36.7419352054596,-0.003123770725687791,0.1266998291015625,0.9354838709677419,0.1,0.0024826839,0.0,31,0.2,0.11326438991236501,0.05570897087454796,15,0.6865105628967285,540,127,1.0
