train/action_std_14,train/action_std_23,train/action_std_01,train/action_std_20,train/std_max,train/action_std_12,time/total_timesteps,rollout/recovery_noforce,train/action_std_17,rollout/force_requested_impulse_mean,train/action_std_02,train/action_std_11,train/action_std_13,rollout/is_timeout_mean,train/std_min,rollout/action_saturation_fraction,train/action_std_04,train/action_std_24,rollout/force_onset_mean,train/action_std_15,train/action_std_00,time/time_elapsed,rollout/ep_len_mean,train/action_std_22,rollout/force_direction_mean,rollout/episodes_noforce,train/action_std_10,train/action_std_06,train/action_std_21,train/action_std_16,train/action_std_08,time/iterations,train/action_std_19,train/action_std_07,train/action_std_18,train/action_std_05,rollout/is_fall_mean,rollout/ep_rew_mean,time/fps,train/action_std_03,train/action_std_09,train/approx_kl,train/n_updates,train/std,rollout/timeout_without_onset_fraction,train/clip_fraction,train/learning_rate,train/clip_range_vf,train/explained_variance,rollout/timeouts,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/clip_range,train/loss
0.0713014155626297,0.07124383002519608,0.07159881293773651,0.07079198211431503,0.07239887118339539,0.07041221857070923,1441792,0.7804878048780488,0.07071804255247116,0.0,0.07027139514684677,0.07099267095327377,0.0706530436873436,0.7804878048780488,0.07008104026317596,0.0,0.07239887118339539,0.07067497074604034,1.3966829268292693,0.0717056542634964,0.07042257487773895,319,955.03,0.07021995633840561,-1.0,41,0.07106952369213104,0.07143188267946243,0.07146795094013214,0.07008104026317596,0.07103025913238525,11,0.07103025913238525,0.07025797665119171,0.07097925245761871,0.07159992307424545,0.21951219512195122,672.4951782226562,4507,0.07203217595815659,0.07220642268657684,0.0012712001,2400,0.07106368243694305,0.0,0.025977325439453126,1e-06,0.2,0.7581696510314941,32,-0.002331695710654458,30.63524125367403,0.06803870003932388,0.1,0.3555333614349365
0.07132841646671295,0.07126253098249435,0.07162628322839737,0.0708087757229805,0.07241323590278625,0.07043179124593735,1572864,0.9814814814814815,0.07073454558849335,0.0,0.07028532028198242,0.07101808488368988,0.07066461443901062,0.9814814814814815,0.0700916051864624,0.0,0.07241323590278625,0.07069510966539383,1.3962962962962975,0.0717347040772438,0.07042835652828217,350,998.37,0.07024098932743073,-1.0,216,0.07109403610229492,0.07145621627569199,0.07148178666830063,0.0700916051864624,0.07105214893817902,12,0.07104761898517609,0.07027968764305115,0.07100677490234375,0.07161954045295715,0.018518518518518517,702.6504516601562,4491,0.07205503433942795,0.07224103808403015,0.0013914071,2410,0.0710839331150055,0.0,0.03153839111328125,1e-06,0.2,0.7479210495948792,212,-0.002333070889380906,30.628466583788395,0.13192337029904594,0.1,0.43965229392051697
0.07133428752422333,0.0712805762887001,0.07164353132247925,0.07081840187311172,0.07242516428232193,0.0704546719789505,1703936,0.7884615384615384,0.07076016813516617,0.0,0.0703044906258583,0.07103271782398224,0.07067248225212097,0.7884615384615384,0.07009698450565338,0.0,0.07242516428232193,0.07071822881698608,1.4123076923076934,0.0717625543475151,0.07044262439012527,379,930.08,0.07025375217199326,-1.0,52,0.07111010700464249,0.07147353887557983,0.07149343192577362,0.07009698450565338,0.07106374949216843,13,0.07108001410961151,0.07030423730611801,0.07102464139461517,0.07163006067276001,0.21153846153846154,654.339599609375,4489,0.0720861405134201,0.07225877791643143,0.001370959,2420,0.07110100984573364,0.0,0.032251739501953126,1e-06,0.2,0.7825939655303955,41,-0.002487548836325004,30.621850353479385,0.0656675755759352,0.1,0.3653721511363983
0.07135820388793945,0.07129494100809097,0.07167059928178787,0.0708407610654831,0.07244979590177536,0.07047614455223083,1835008,0.966183574879227,0.07076386362314224,0.0,0.07033683359622955,0.07104893028736115,0.0706910714507103,0.966183574879227,0.07012183219194412,0.0,0.07244979590177536,0.07074566930532455,1.3994589371980686,0.07177704572677612,0.07045586407184601,410,1000.0,0.07026182860136032,-1.0,207,0.0711216852068901,0.07149752229452133,0.07151233404874802,0.07012183219194412,0.07108449190855026,14,0.0711035281419754,0.07031947374343872,0.07104382663965225,0.0716576799750328,0.033816425120772944,707.025634765625,4474,0.07211340218782425,0.0722869336605072,0.001370328,2430,0.07112137228250504,0.0,0.031307220458984375,1e-06,0.2,0.816311240196228,200,-0.0024264120826046564,30.615366664528846,0.12326358926657122,0.1,0.442447304725647
0.0713714063167572,0.07131846249103546,0.07169517129659653,0.07085998356342316,0.07246825844049454,0.07050928473472595,1966080,0.7692307692307693,0.07078376412391663,0.0,0.0703650414943695,0.0710715726017952,0.07070588320493698,0.7692307692307693,0.07013166695833206,0.0,0.07246825844049454,0.07076354324817657,1.4049230769230778,0.07179231196641922,0.07045828551054001,439,932.68,0.07026994973421097,-1.0,65,0.07114239782094955,0.07151567935943604,0.07151784002780914,0.07013166695833206,0.07110367715358734,15,0.07112327963113785,0.07033086568117142,0.07105980068445206,0.07167787849903107,0.23076923076923078,657.245849609375,4474,0.0721343457698822,0.07230731099843979,0.0013772543,2440,0.07113910466432571,0.0,0.03079071044921875,1e-06,0.2,0.7874063849449158,50,-0.002387932719102537,30.608656293153764,0.11279226394108263,0.1,0.439092755317688
0.0713915005326271,0.07133853435516357,0.0717218816280365,0.07088378816843033,0.07248777151107788,0.07053209841251373,2097152,0.9646464646464646,0.07079813629388809,0.0,0.07037366926670074,0.0710943266749382,0.0707252249121666,0.9646464646464646,0.07014697045087814,0.0,0.07248777151107788,0.07078412920236588,1.4008686868686877,0.07180869579315186,0.07047007232904434,470,995.27,0.07028491795063019,-1.0,198,0.07116485387086868,0.07153104245662689,0.0715266540646553,0.07014697045087814,0.07113264501094818,16,0.07114573568105698,0.07035591453313828,0.07108600437641144,0.07170315086841583,0.03535353535353535,705.3384399414062,4459,0.07215704768896103,0.07232794910669327,0.001383391,2450,0.07115890085697174,0.0,0.03115997314453125,1e-06,0.2,0.8326067328453064,191,-0.0027937560185819165,30.60210292339325,0.1377739523013588,0.1,0.461498886346817
0.07140106707811356,0.07136332243680954,0.0717446431517601,0.07090400159358978,0.07251478731632233,0.0705530196428299,2228224,0.821917808219178,0.07082304358482361,0.0,0.07038895785808563,0.07111436128616333,0.07073564827442169,0.821917808219178,0.07016906887292862,0.0,0.07251478731632233,0.07080129534006119,1.4147397260273982,0.0718265026807785,0.07049286365509033,499,928.29,0.07030545920133591,-1.0,73,0.07116897404193878,0.07155103236436844,0.07154952734708786,0.07016906887292862,0.07115837186574936,17,0.07116836309432983,0.07036151736974716,0.07109896838665009,0.07172483950853348,0.1780821917808219,653.1317138671875,4458,0.07218143343925476,0.07235128432512283,0.0013087147,2460,0.07117809355258942,0.0,0.0277252197265625,1e-06,0.2,0.8076452016830444,60,-0.0022614852319748024,30.595168888568878,0.10153708895668387,0.1,0.3686886429786682
0.07141897827386856,0.07138515263795853,0.07177922129631042,0.07091747969388962,0.07254281640052795,0.07057660818099976,2359296,0.9576719576719577,0.07083940505981445,0.0,0.07039906084537506,0.07113554328680038,0.07076339423656464,0.9576719576719577,0.07018974423408508,0.0,0.07254281640052795,0.0708167627453804,1.415936507936509,0.0718434602022171,0.07052150368690491,530,992.13,0.07033444941043854,-1.0,189,0.07118605077266693,0.07156572490930557,0.07156169414520264,0.07018974423408508,0.07118306308984756,18,0.07119358330965042,0.07037440687417984,0.07111683487892151,0.07173614203929901,0.042328042328042326,699.911376953125,4446,0.07220005989074707,0.07237903773784637,0.0014087618,2470,0.07119841128587723,0.0,0.03162460327148438,1e-06,0.2,0.8184744119644165,181,-0.00263944781409009,30.588267049193384,0.1366078653751174,0.1,0.3689209520816803
0.07143684476613998,0.07139982283115387,0.07180439680814743,0.07093202322721481,0.07255887240171432,0.07060060650110245,2490368,0.875,0.07085277885198593,0.0,0.07043157517910004,0.07115872949361801,0.07079128921031952,0.875,0.0702095776796341,0.0,0.07255887240171432,0.07084394991397858,1.407050000000001,0.07185759395360947,0.07054398953914642,560,943.22,0.0703507512807846,-1.0,80,0.0712004080414772,0.0715874657034874,0.07157869637012482,0.0702095776796341,0.07120534777641296,19,0.07121890038251877,0.07038374990224838,0.07113737612962723,0.0717509537935257,0.125,666.0263061523438,4446,0.07221007347106934,0.07240237295627594,0.0013424155,2480,0.07121792435646057,0.0,0.0303680419921875,1e-06,0.2,0.8156285285949707,70,-0.0025243275980756153,30.581274700164794,0.09882475461345167,0.1,0.376389741897583
0.07145188748836517,0.07142264395952225,0.07183069735765457,0.0709548071026802,0.07258967310190201,0.07062267512083054,2621440,0.9782608695652174,0.07087841629981995,0.0,0.07044202089309692,0.07118572294712067,0.07080072164535522,0.9782608695652174,0.07022290676832199,0.0,0.07258967310190201,0.07085913419723511,1.40908695652174,0.07187914848327637,0.07056668400764465,590,1000.0,0.07038243860006332,-1.0,184,0.07122697681188583,0.07159797847270966,0.07160050421953201,0.07022290676832199,0.07121940702199936,20,0.07124063372612,0.07041525840759277,0.07116281986236572,0.07177253067493439,0.021739130434782608,708.4110717773438,4438,0.07223225384950638,0.07243464887142181,0.0014003695,2490,0.07123970240354538,0.0,0.031786346435546876,1e-06,0.2,0.8275773525238037,180,-0.0023915379815207414,30.574008810520173,0.13454693583480548,0.1,0.4092572331428528
0.0714733675122261,0.07145342230796814,0.07184366136789322,0.07096046954393387,0.07261746376752853,0.07064081728458405,2752512,0.8902439024390244,0.07089491188526154,0.0,0.0704631507396698,0.07119282335042953,0.07081063836812973,0.8902439024390244,0.07023627310991287,0.0,0.07261746376752853,0.07088436186313629,1.392951219512196,0.07189782708883286,0.07059656828641891,620,955.18,0.0704115778207779,-1.0,82,0.07124503701925278,0.07161315530538559,0.07161173969507217,0.07023627310991287,0.07123778015375137,21,0.0712631568312645,0.07043710350990295,0.0711825042963028,0.07179530709981918,0.10975609756097561,674.52490234375,4438,0.07225088775157928,0.0724644586443901,0.0012744148,2500,0.07125913351774216,0.0,0.030621337890625,1e-06,0.2,0.7468735575675964,73,-0.0024543056279071607,30.566762731969355,0.06557836771244183,0.1,0.3670436441898346
0.07148492336273193,0.07147030532360077,0.07185603678226471,0.0709865465760231,0.0726427286863327,0.07064716517925262,2883584,0.9562841530054644,0.07091578841209412,0.0,0.07048287987709045,0.07121570408344269,0.07082753628492355,0.9562841530054644,0.07025420665740967,0.0,0.0726427286863327,0.07091548293828964,1.397639344262296,0.07190915942192078,0.07061725109815598,650,977.21,0.07043471187353134,-1.0,183,0.07125420868396759,0.07163991779088974,0.0716283842921257,0.07025420665740967,0.07126452028751373,22,0.07128137350082397,0.07044924050569534,0.07120256125926971,0.07181642204523087,0.04371584699453552,694.0538330078125,4430,0.07227039337158203,0.0724785253405571,0.001344291,2510,0.07127784192562103,0.0,0.029448699951171876,1e-06,0.2,0.7983521223068237,175,-0.0023575867468025534,30.560104262828826,0.13580829848069698,0.1,0.3684122562408447
0.07150759547948837,0.07149101048707962,0.07187283784151077,0.07100928574800491,0.07265650480985641,0.07067877054214478,3014656,0.9404761904761905,0.07093039900064468,0.0,0.07049297541379929,0.0712432786822319,0.07085391879081726,0.9404761904761905,0.07026710361242294,0.0,0.07265650480985641,0.07093024253845215,1.4105714285714295,0.07192898541688919,0.07064802199602127,680,973.74,0.0704551562666893,-1.0,84,0.07127612829208374,0.07166723161935806,0.07164380699396133,0.07026710361242294,0.0712769404053688,23,0.07130792737007141,0.07046498358249664,0.07122901827096939,0.07182609289884567,0.05952380952380952,689.4021606445312,4427,0.0722830519080162,0.07250700891017914,0.0012965079,2520,0.07129792869091034,0.0,0.028624725341796876,1e-06,0.2,0.8500601053237915,79,-0.0022807235372056312,30.55324453562498,0.08612822060822509,0.1,0.3539014160633087
0.07151932269334793,0.07151687145233154,0.07188929617404938,0.07102140784263611,0.07267849147319794,0.07068073749542236,3145728,0.9719101123595506,0.07094548642635345,0.0,0.07049132883548737,0.07126307487487793,0.07086236774921417,0.9719101123595506,0.07029656320810318,0.0,0.07267849147319794,0.07095251977443695,1.3997078651685404,0.07194939255714417,0.0706719234585762,711,990.38,0.07047481089830399,-1.0,178,0.07130823284387589,0.07169074565172195,0.07165732234716415,0.07029656320810318,0.07129572331905365,24,0.07132097333669662,0.07048163563013077,0.07122927159070969,0.07184962183237076,0.028089887640449437,704.03076171875,4420,0.072282575070858,0.07253289222717285,0.0013036169,2530,0.0713145062327385,0.0,0.0292205810546875,1e-06,0.2,0.7775901556015015,173,-0.0024137508137755505,30.54686502367258,0.08583964396530064,0.1,0.3994758725166321
0.07153646647930145,0.07153907418251038,0.07190591841936111,0.07104296237230301,0.0726955384016037,0.07069054245948792,3276800,0.9213483146067416,0.07096712291240692,0.0,0.07050706446170807,0.07129422575235367,0.07087880373001099,0.9213483146067416,0.0703151524066925,0.0,0.0726955384016037,0.07096226513385773,1.401640449438203,0.07196536660194397,0.07069040089845657,741,963.86,0.07048195600509644,-1.0,89,0.07132166624069214,0.07171237468719482,0.07168314605951309,0.0703151524066925,0.07130138576030731,25,0.07134738564491272,0.0705006942152977,0.07125235348939896,0.07187659293413162,0.07865168539325842,685.4676513671875,4419,0.07229841500520706,0.07255419343709946,0.0012989681,2540,0.07133284211158752,0.0,0.028783416748046874,1e-06,0.2,0.7866179347038269,82,-0.002390716506761237,30.540792132914067,0.0817077925777994,0.1,0.33904969692230225
0.07156314700841904,0.07156097888946533,0.07191872596740723,0.07105724513530731,0.07271261513233185,0.07069414108991623,3407872,0.9662921348314607,0.07098895311355591,0.0,0.07052649557590485,0.07131069898605347,0.07088878750801086,0.9662921348314607,0.07033022493124008,0.0,0.07271261513233185,0.0709700956940651,1.404505617977529,0.0719929113984108,0.07071246206760406,772,979.7,0.07049664109945297,-1.0,178,0.071332648396492,0.07173862308263779,0.07169030606746674,0.07033022493124008,0.07132142782211304,26,0.0713619589805603,0.07052408158779144,0.07128278911113739,0.07189743965864182,0.033707865168539325,698.1104736328125,4413,0.07231472432613373,0.07257816195487976,0.0013688172,2550,0.07135064899921417,0.0,0.03014984130859375,1e-06,0.2,0.7515401244163513,172,-0.0024204395905144337,30.534462101757526,0.08874817527394044,0.1,0.3428024351596832
0.07158717513084412,0.07159236073493958,0.07192858308553696,0.07107295095920563,0.07273150980472565,0.07070498913526535,3538944,0.9213483146067416,0.0710158497095108,0.0,0.07054590433835983,0.0713244155049324,0.07090748846530914,0.9213483146067416,0.07034844160079956,0.0,0.07273150980472565,0.07098975032567978,1.3979775280898887,0.0720120295882225,0.07072952389717102,802,958.52,0.07051589339971542,-1.0,89,0.07135257124900818,0.07175425440073013,0.07169775664806366,0.07034844160079956,0.07134360074996948,27,0.07137791812419891,0.07054536789655685,0.07129199802875519,0.07190437614917755,0.07865168539325842,681.4182739257812,4412,0.07233807444572449,0.07259863615036011,0.0013383224,2560,0.07136845588684082,0.0,0.02776031494140625,1e-06,0.2,0.7800045013427734,82,-0.002552876952540828,30.528232188522814,0.09116599506232888,0.1,0.37250882387161255
0.0716022402048111,0.07161031663417816,0.07194700837135315,0.0711020827293396,0.07276467978954315,0.07071278244256973,3670016,0.9659090909090909,0.07104745507240295,0.0,0.0705687627196312,0.07134812325239182,0.07092633843421936,0.9659090909090909,0.07037601619958878,0.0,0.07276467978954315,0.07101672887802124,1.4244545454545465,0.07203371822834015,0.07073984295129776,832,993.27,0.07054086029529572,-1.0,176,0.07137511670589447,0.07177915424108505,0.07172288745641708,0.07037601619958878,0.07136255502700806,28,0.07140213996171951,0.07055813819169998,0.07131168246269226,0.07193263620138168,0.03409090909090909,706.4484252929688,4407,0.07235553115606308,0.07261671870946884,0.001422825,2570,0.07139013707637787,0.0,0.03700714111328125,1e-06,0.2,0.8025924563407898,170,-0.002619150554164662,30.521252793073653,0.09329864927276503,0.1,0.39068958163261414
0.07162167876958847,0.07163415849208832,0.0719698891043663,0.07112409174442291,0.07279001176357269,0.070723757147789,3801088,0.9204545454545454,0.07105841487646103,0.0,0.07059207558631897,0.07137113064527512,0.07094153016805649,0.9204545454545454,0.07038534432649612,0.0,0.07279001176357269,0.07104199379682541,1.4040681818181828,0.0720590278506279,0.07076302170753479,862,962.48,0.07055887579917908,-1.0,88,0.07140573859214783,0.07179385423660278,0.07174231857061386,0.07038534432649612,0.07138200104236603,29,0.07142476737499237,0.07057806849479675,0.0713198110461235,0.0719493106007576,0.07954545454545454,686.6303100585938,4407,0.07236889749765396,0.07262839376926422,0.0013822373,2580,0.07140912115573883,0.0,0.034383392333984374,1e-06,0.2,0.831169605255127,81,-0.0024884189520889776,30.51407994180918,0.08035213760158513,0.1,0.41504961252212524
0.0716356411576271,0.07165282964706421,0.07198958098888397,0.071144238114357,0.07281021028757095,0.07073966413736343,3932160,0.9717514124293786,0.07107535749673843,0.0,0.07061612606048584,0.07139326632022858,0.07096700370311737,0.9717514124293786,0.07039949297904968,0.0,0.07281021028757095,0.07105801999568939,1.404734463276837,0.07207946479320526,0.07078831642866135,893,984.02,0.07058614492416382,-1.0,177,0.07142647355794907,0.07180605828762054,0.0717625543475151,0.07039949297904968,0.0713992491364479,30,0.07143505662679672,0.07059845328330994,0.07134581357240677,0.0719781294465065,0.02824858757062147,699.888671875,4402,0.07238922268152237,0.07265118509531021,0.0013462675,2590,0.07142910361289978,0.0,0.0302886962890625,1e-06,0.2,0.8177409768104553,172,-0.0022736208416063164,30.50727219134569,0.08276092809101102,0.1,0.4226803779602051
0.07165612280368805,0.07167406380176544,0.07202712446451187,0.07116463035345078,0.0728277862071991,0.07076655328273773,4063232,0.8924731182795699,0.07110074907541275,0.0,0.0706370398402214,0.07141827791929245,0.07098311185836792,0.8924731182795699,0.07041577994823456,0.0,0.0728277862071991,0.0710797980427742,1.4020215053763447,0.0720989778637886,0.07081380486488342,923,953.33,0.0706058219075203,-1.0,93,0.07144670933485031,0.07182136923074722,0.07177925854921341,0.07041577994823456,0.07141899317502975,31,0.07145627588033676,0.07061471045017242,0.07135273516178131,0.07200554013252258,0.10752688172043011,677.474609375,4399,0.07241188734769821,0.07268604636192322,0.0013494252,2600,0.07145052403211594,0.0,0.03154067993164063,1e-06,0.2,0.7980509400367737,83,-0.0025153607479296626,30.50006864219904,0.0859840467950562,0.1,0.3997650146484375
0.07168015092611313,0.07169293612241745,0.07204203307628632,0.07117462903261185,0.07284926623106003,0.07079410552978516,4194304,0.9766081871345029,0.07111885398626328,0.0,0.07066096365451813,0.07144422084093094,0.07100838422775269,0.9766081871345029,0.07042878866195679,0.0,0.07284926623106003,0.0710856094956398,1.3958713450292408,0.07213000953197479,0.07084264606237411,953,996.61,0.07062055915594101,-1.0,171,0.07147087901830673,0.07183553278446198,0.07180313766002655,0.07042878866195679,0.07143990695476532,32,0.07147584110498428,0.07063961774110794,0.07135753333568573,0.07201908528804779,0.023391812865497075,710.1298217773438,4396,0.07243138551712036,0.07271219789981842,0.0013964733,2610,0.07147032767534256,0.0,0.0324981689453125,1e-06,0.2,0.8008182644844055,167,-0.002536118184525549,30.492901363968848,0.13387694923439994,0.1,0.4299706220626831
