elapsed_step,reset_marker,body_x,body_y,body_z,quat_w,quat_x,quat_y,quat_z,FR_abad,FR_hip,FR_knee,FL_abad,FL_hip,FL_knee,HR_abad,HR_hip,HR_knee,HL_abad,HL_hip,HL_knee,reward_total,healthy_reward,penalty_base_xvel,penalty_base_zvel,penalty_base_zpos,penalty_base_orientation,penalty_base_straight,penalty_base_linear_accel,penalty_base_angular_vel,penalty_action_smooth,ctrl_cost,contact_cost,is_healthy,x_position,y_position,x_velocity,y_velocity,pBody_des_z,desired_h,cmd_vel_x,cmd_vel_y,cmd_vel_yaw,reward_base_xvel,reward_base_zvel,reward_base_zpos,reward_base_orientation,reward_base_straight,reward_base_linear_accel,reward_base_angular_vel,reward_action_smooth,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45
55,0,0.0253903,-0.00428191,0.257552,0.99939,-0.0106012,-0.0332488,0.00126918,-0.0928265,-1.49596,2.03481,0.144863,-1.02172,2.34195,-0.184416,-1.35154,2.36852,0.2415,-1.53646,2.15487,0.5872,1,7.34303,0.791695,0.168311,0.0304962,0.279563,45.4203,0.536863,0.00817447,6.88924,0,1,0.0253903,-0.00428191,0.552322,-0.0860511,0.313656,0.332874,3,0,0,0.000647084,0.453076,0.845091,0.969964,0.756114,1.88026e-20,0.584579,0.991859,-0.0597729,-0.0188424,-0.0218096,-0.0551949,0.0983132,0.0200208,0.195291,-0.124492,0.0529635,-0.0371984,-0.0415699,0.217186,0.27035,0.0958986,-0.00870987,0.0050649,0.119661,-0.0967021,0.0709219,0.0294828,-0.0399875,-0.0574363,-0.0173486,0.00646542,3,0.568351,-0.0926574,0.224719,0.107238,-0.724347,0.0261588,3.12044,-3.07506,-3.13976,-0.0934547,-1.49388,2.03931,0.140874,-1.0368,2.3596,-0.189355,-1.36028,2.37967,0.240644,-1.53232,2.15717,0.34665,-1.07309,-2.19885,2.18509,7.97054,-8.73367,2.49762,4.42351,-5.34755,0.462596,-2.09301,-1.0813,1,0,0,1,0.167166,-0.193555,-0.257112,0.334279,0.197634,-0.19256,0.90942,-0.415879
60,0,0.03129,-0.00522017,0.260326,0.999274,-0.00963415,-0.0368304,0.00151066,-0.0902046,-1.50549,2.01083,0.158336,-0.96124,2.25551,-0.15767,-1.3091,2.30943,0.245235,-1.55626,2.14127,0.578009,1,7.15621,0.857617,0.167611,0.0363026,0.323887,43.4684,0.587404,0.00789432,6.4858,0,1,0.03129,-0.00522017,0.614595,-0.099262,0.316196,0.332874,3,0,0,0.000780002,0.424172,0.845683,0.964348,0.723332,1.32406e-19,0.555768,0.992137,-0.060673,-0.0296352,-0.00396112,-0.0409368,0.087095,0.0173844,0.194486,-0.12765,0.0511106,-0.0331795,-0.0489899,0.196771,0.260025,0.0968184,-0.0092671,0.00431353,0.14067,-0.0762212,0.0687652,0.0217732,-0.039524,-0.0543278,-0.033615,-0.000586495,3,0.633589,-0.106199,0.237887,0.269005,-0.716641,0.038286,3.1224,-3.06789,-3.13928,-0.090624,-1.50368,2.01581,0.156355,-0.97165,2.27273,-0.16292,-1.31735,2.32186,0.244596,-1.55241,2.14426,0.238021,-0.924044,-2.44548,1.15265,5.59533,-8.62372,2.67975,4.20055,-6.05985,0.347844,-1.95126,-1.42924,1,0,0,1,0.158548,-0.193075,-0.25962,0.341967,0.203771,-0.211235,0.833216,-0.552947
65,0,0.0378044,-0.00629273,0.263317,0.999153,-0.00782783,-0.0403489,0.00185526,-0.0887683,-1.51402,1.98465,0.161807,-0.923486,2.17508,-0.131191,-1.26956,2.24528,0.247852,-1.57442,2.12419,0.568129,1,6.9733,0.922933,0.168333,0.0423367,0.37081,42.49,0.675477,0.00890075,6.2124,0,1,0.0378044,-0.00629273,0.675567,-0.113115,0.319428,0.332874,3,0,0,0.000936558,0.397352,0.845072,0.958547,0.690175,3.52215e-19,0.508913,0.991139,-0.0615453,-0.0382734,0.0126691,-0.0231239,0.0739083,0.01227,0.191647,-0.123432,0.0492762,-0.0302714,-0.0554455,0.173998,0.240607,0.0950138,-0.00911365,0.00204256,0.162851,-0.0601585,0.0636939,0.0122069,-0.0376806,-0.0479304,-0.0477114,-0.00255857,3,0.697668,-0.120037,0.250362,0.426475,-0.700409,0.0549829,3.12605,-3.06085,-3.13851,-0.0889653,-1.51237,1.99005,0.161726,-0.929433,2.19072,-0.136318,-1.27713,2.25843,0.247406,-1.57092,2.12788,0.120737,-0.838039,-2.65974,0.170864,3.34599,-7.91694,2.62246,3.8865,-6.50052,0.241282,-1.7815,-1.77656,1,0,0,1,0.14953,-0.192903,-0.262147,0.345173,0.20809,-0.230585,0.73673,-0.676187
70,0,0.0447943,-0.00750539,0.2665,0.99903,-0.00560509,-0.0436212,0.00208527,-0.0875701,-1.52176,1.95714,0.157365,-0.907937,2.10592,-0.117897,-1.26375,2.21239,0.249562,-1.59069,2.10403,0.563704,1,6.85835,1.00267,0.169614,0.0484878,0.411715,37.8078,0.402883,0.0103913,6.28018,0,1,0.0447943,-0.00750539,0.713885,-0.124729,0.323038,0.332874,3,0,0,0.00105065,0.3669,0.843991,0.952669,0.662513,3.80446e-17,0.66839,0.989663,-0.0617666,-0.0444549,0.0271598,-0.0031956,0.0598039,0.00469346,0.187935,-0.114025,0.0474222,-0.028581,-0.0609008,0.148758,0.21437,0.0899988,-0.00862247,-0.000611352,0.185116,-0.048776,0.0569536,0.00164134,-0.035236,-0.0396693,-0.0618126,0.000670359,3,0.739703,-0.13115,0.269318,0.32699,-0.543934,-0.00986742,3.13053,-3.0543,-3.1379,-0.0880899,-1.52039,1.96266,0.158291,-0.909476,2.1188,-0.119643,-1.26229,2.21624,0.249158,-1.58785,2.10841,0.168822,-0.741875,-2.76092,-0.497156,1.13585,-6.66818,1.02198,-0.267302,-2.40799,0.180084,-1.54946,-2.0922,1,0,0,1,0.140282,-0.192776,-0.264641,0.343448,0.21031,-0.249162,0.621798,-0.783178
75,0,0.0521657,-0.0087175,0.2702,0.99897,-0.00503911,-0.0450496,0.00178161,-0.0829185,-1.5266,1.92966,0.15059,-0.913428,2.05244,-0.111601,-1.27753,2.19988,0.251458,-1.60031,2.07868,0.565583,1,6.73981,1.18522,0.169524,0.0514772,0.397019,58.2624,0.0261396,0.0178696,6.30606,0,1,0.0521657,-0.0087175,0.753398,-0.11781,0.326708,0.332874,3,0,0,0.00118288,0.305679,0.844066,0.949825,0.672321,4.97699e-26,0.974199,0.982289,-0.0594229,-0.0408332,0.031371,0.0183592,0.0510364,-0.018501,0.190529,-0.076938,0.0417348,-0.0447971,-0.0588285,0.135622,0.185343,0.0764449,0.00472226,-0.0153838,0.193535,-0.0533863,0.0543506,-0.026495,-0.0356383,-0.0203727,-0.0638936,0.0178865,3,0.785414,-0.124184,0.324458,-0.0542729,-0.112434,-0.102726,3.13164,-3.05145,-3.13847,-0.0841407,-1.52593,1.93518,0.152026,-0.910739,2.06205,-0.11276,-1.27438,2.20201,0.251063,-1.599,2.0842,0.539779,-0.41171,-2.74876,-0.709853,-0.958106,-5.05354,0.580663,-1.52939,-1.10022,0.191307,-0.807148,-2.64979,1,0,0,1,0.13171,-0.191711,-0.267705,0.336951,0.211305,-0.264738,0.489178,-0.872184
80,0,0.0600046,-0.00978294,0.274485,0.998991,-0.00591489,-0.0445168,0.00102074,-0.0761146,-1.52811,1.90162,0.138631,-0.943475,2.01766,-0.106459,-1.29307,2.18825,0.252463,-1.60293,2.04787,0.562448,1,6.58462,1.34644,0.166793,0.0504697,0.348644,54.5301,0.161605,0.0296602,5.6473,0,1,0.0600046,-0.00978294,0.805127,-0.0999098,0.330083,0.332874,3,0,0,0.00138145,0.260164,0.846374,0.950783,0.705644,2.07919e-24,0.850777,0.970775,-0.0553806,-0.0430696,0.0368381,0.0372701,0.0429727,-0.0475683,0.187536,-0.0219457,0.0310503,-0.062756,-0.0560404,0.0986172,0.147669,0.0528222,0.0150024,-0.0171022,0.18603,-0.0798365,0.0554968,-0.0455367,-0.0449569,-0.00718099,-0.0712087,0.032057,3,0.841592,-0.106465,0.374212,-0.282862,0.234144,-0.163616,3.12982,-3.05252,-3.14007,-0.0776026,-1.52805,1.90734,0.141366,-0.935525,2.02345,-0.107534,-1.29006,2.19082,0.25231,-1.60286,2.05442,0.710521,-0.088171,-2.82492,-1.30466,-3.51074,-3.14777,0.511584,-1.53275,-1.21298,0.0791699,-0.136519,-3.18355,1,0,0,1,0.123804,-0.19006,-0.271365,0.324995,0.210197,-0.277047,0.341988,-0.939704
85,0,0.068426,-0.0106723,0.279171,0.999058,-0.00758936,-0.0427319,8.90932e-05,-0.0686835,-1.52726,1.872,0.12063,-0.999995,2.00688,-0.100945,-1.3076,2.17332,0.252596,-1.60074,2.01268,0.563539,1,6.39744,1.43485,0.160902,0.0471128,0.303488,48.6305,0.35419,0.0237152,4.83583,0,1,0.068426,-0.0106723,0.867519,-0.0833753,0.332805,0.332874,3,0,0,0.00166581,0.238151,0.851375,0.95398,0.738239,7.58678e-22,0.701741,0.976564,-0.054625,-0.0479405,0.0436684,0.0574246,0.0322615,-0.0668092,0.175628,0.0255738,0.0217728,-0.0705098,-0.0543268,0.0643819,0.107641,0.0320624,0.0188986,-0.014255,0.178614,-0.0996943,0.0529323,-0.0566766,-0.0498036,0.0104958,-0.0771008,0.0467114,3,0.905119,-0.090214,0.401145,-0.391226,0.417853,-0.162885,3.12638,-3.0561,3.14112,-0.0701981,-1.52756,1.8781,0.124156,-0.987149,2.00549,-0.102151,-1.3047,2.17655,0.252566,-1.60144,2.02,0.759539,0.122302,-2.99698,-1.8377,-6.14094,-0.291821,0.582092,-1.43226,-1.56833,0.0153611,0.301062,-3.59584,1,0,0,1,0.116039,-0.188231,-0.27542,0.307072,0.206216,-0.285352,0.183568,-0.983007
90,0,0.0775495,-0.0114624,0.284041,0.99912,-0.00874338,-0.0410226,-0.000455469,-0.0631596,-1.52558,1.8388,0.0962924,-1.08071,2.03281,-0.0935747,-1.32954,2.16073,0.252181,-1.59697,1.97447,0.558417,1,6.17358,1.47939,0.151423,0.044007,0.2933,54.9784,0.0998191,0.160353,4.67374,0,1,0.0775495,-0.0114624,0.94214,-0.0786628,0.334515,0.332874,3,0,0,0.00208376,0.227776,0.859484,0.956947,0.745798,1.32789e-24,0.905001,0.851843,-0.0440218,-0.0577448,0.120852,0.0651092,0.0146102,-0.0509055,0.0781164,-0.00349851,-0.0348381,-0.0318804,-0.01944,0.0760735,-0.0102079,-0.00282094,0.0540128,-0.0177972,0.136026,-0.0557173,0.0478009,-0.0479685,-0.0536306,0.0600127,0.0096228,0.0384176,3,0.979411,-0.0857146,0.412796,-0.147853,0.272545,-0.0606462,3.12402,-3.05954,3.13996,-0.0640567,-1.52595,1.84584,0.10229,-1.06208,2.02782,-0.0955071,-1.3237,2.16234,0.252295,-1.59768,1.98229,0.481806,0.174668,-3.42205,-2.691,-8.59546,2.72644,0.791383,-2.51988,-1.09875,-0.065872,0.365312,-3.869,1,0,0,1,0.107444,-0.18691,-0.279477,0.28808,0.199299,-0.284008,0.0214988,-0.999769
95,0,0.087244,-0.012225,0.288809,0.999132,-0.00954962,-0.0405303,-0.00127138,-0.0453418,-1.54536,1.82272,0.0704447,-1.16578,2.00788,-0.0876949,-1.35845,2.14812,0.242092,-1.61557,1.95416,0.579358,1,6.05198,1.38332,0.1356,0.0434068,0.277162,22.649,0.0874342,0.0117534,4.79381,0,1,0.087244,-0.012225,0.982674,-0.0720123,0.334009,0.332874,3,0,0,0.00235321,0.250744,0.873192,0.957522,0.757932,1.4577e-10,0.916279,0.988315,-0.0452938,-0.0564775,0.117462,0.0835072,0.00351993,-0.0517773,0.0600708,0.00883255,-0.0346085,-0.019936,-0.0220507,0.055694,-0.0308556,-0.0147283,0.0521905,-0.0157415,0.148512,-0.0543466,0.0374571,-0.0508021,-0.0458915,0.0804833,-0.0195032,0.0533367,3,1.01693,-0.0774934,0.378564,-0.227748,0.0646523,-0.177159,3.12234,-3.06054,3.13827,-0.050583,-1.53936,1.82367,0.0747754,-1.15007,2.01181,-0.0886914,-1.35289,2.1512,0.245103,-1.60992,1.95572,2.16275,-2.59599,-0.9864,-2.45613,-8.29134,-2.83822,0.533246,-2.82989,-1.42206,-1.25927,-2.43509,-1.42331,0,1,1,0,0.0973635,-0.18305,-0.280533,0.258888,0.191774,-0.290097,0.14346,0.989656
100,0,0.09721,-0.0129223,0.293276,0.999134,-0.0100733,-0.0403081,-0.00207816,-0.014276,-1.58382,1.83942,0.0549254,-1.22996,1.99785,-0.0843941,-1.38496,2.13023,0.210436,-1.64933,1.96473,0.567085,1,5.98475,1.30517,0.117249,0.0432822,0.268626,14.4309,0.0235753,0.238991,4.46938,0,1,0.09721,-0.0129223,1.00508,-0.0680049,0.33236,0.332874,3,0,0,0.00251683,0.271127,0.889363,0.957641,0.764429,5.40426e-07,0.9767,0.787422,-0.0516153,-0.0605602,0.111063,0.0153069,0.0018843,-0.0809991,0.175386,-0.0971383,-0.016848,-0.0201695,0.0212014,0.0927677,-0.0602068,-0.0523795,0.0156601,0.00657686,0.134369,-0.0688172,-0.00855042,0.0126601,-0.0367478,0.0633386,0.0611132,0.221944,3,1.03709,-0.0716849,0.351259,-0.0585446,0.0118964,-0.141444,3.12123,-3.061,3.13661,-0.0209248,-1.57515,1.83299,0.0573286,-1.21883,1.99947,-0.0849001,-1.37972,2.13402,0.21818,-1.64197,1.95965,3.2502,-4.11858,2.43571,-1.35473,-5.95437,-0.814593,0.283797,-2.62458,-1.85402,-3.615,-3.55632,1.7615,0,1,1,0,0.0897909,-0.174648,-0.276183,0.235908,0.186603,-0.292208,0.329618,0.944114
105,0,0.107381,-0.0135677,0.297426,0.999123,-0.0101207,-0.0405515,-0.00265354,0.0190466,-1.63126,1.89466,0.0458489,-1.27637,1.98284,-0.0824679,-1.41092,2.11042,0.168098,-1.68751,2.01292,0.595531,1,5.92171,1.20721,0.0949861,0.0438666,0.25447,13.8627,0.0183039,0.0133576,4.70278,0,1,0.107381,-0.0135677,1.0261,-0.0622107,0.329088,0.332874,3,0,0,0.00268061,0.299031,0.909386,0.957082,0.775327,9.53902e-07,0.981863,0.986731,-0.0658817,-0.0675984,0.0999772,-0.000523786,-0.00119675,-0.0778617,0.196741,-0.101981,-0.0215435,-0.0248113,0.0302043,0.128062,-0.0473801,-0.0599514,0.0257281,0.00688634,0.127551,-0.0516009,-0.00776802,0.0324313,-0.0137778,0.0616143,0.0657165,0.24058,3,1.05562,-0.0639655,0.316634,0.0167337,-0.090058,-0.0995661,3.12109,-3.06053,3.13545,0.0125378,-1.62148,1.88081,0.0476547,-1.26798,1.98988,-0.082773,-1.40573,2.11447,0.176809,-1.67992,2.00039,3.3145,-4.85575,6.27381,-0.768654,-4.33407,-1.15534,0.18087,-2.58752,-2.00836,-4.31684,-3.83969,5.5772,0,1,1,0,0.0904441,-0.165594,-0.266998,0.219182,0.183673,-0.292364,0.506196,0.862418
110,0,0.117745,-0.0141417,0.301193,0.999106,-0.0103054,-0.0408876,-0.00292234,0.047753,-1.67726,1.98135,0.0390642,-1.31452,1.95764,-0.0800691,-1.4356,2.08907,0.126604,-1.71901,2.09252,0.606287,1,5.86612,1.08796,0.0709805,0.0446834,0.235496,15.3628,0.00687543,0.0121608,3.90536,0,1,0.117745,-0.0141417,1.04463,-0.0549293,0.324853,0.332874,3,0,0,0.00283384,0.336903,0.93148,0.9563,0.790179,2.12816e-07,0.993148,0.987913,-0.0717732,-0.0642858,0.0844281,-0.0187548,-0.00312371,-0.0753172,0.226546,-0.116722,-0.0193235,-0.0270666,0.0364574,0.151371,-0.0359734,-0.0579674,0.0298977,0.0104481,0.112648,-0.0306418,-0.0094155,0.05251,-0.00320632,0.0714514,0.0816894,0.246101,3,1.07104,-0.0553175,0.274935,-0.0504533,-0.060103,-0.0267867,3.12069,-3.05986,3.13489,0.0426152,-1.66876,1.96215,0.0400436,-1.30769,1.96221,-0.0806071,-1.43079,2.09346,0.134669,-1.71383,2.07467,2.72937,-4.4732,9.19939,-0.592096,-3.636,-2.29599,0.25931,-2.43417,-2.16703,-4.08942,-2.91703,8.5024,0,1,1,0,0.100803,-0.158208,-0.254429,0.201196,0.181549,-0.295172,0.664262,0.7475
115,0,0.128347,-0.0146672,0.30464,0.999098,-0.0106788,-0.0410055,-0.00288367,0.0666449,-1.70781,2.08572,0.0356225,-1.34377,1.92204,-0.0767499,-1.45855,2.06604,0.0912343,-1.72834,2.18867,0.614992,1,5.78831,0.998482,0.0467138,0.0451154,0.226811,14.1026,0.0119732,0.0114215,3.46584,0,1,0.128347,-0.0146672,1.07056,-0.0511584,0.320211,0.332874,3,0,0,0.00306314,0.368438,0.95436,0.955887,0.797071,7.50413e-07,0.988098,0.988643,-0.0703927,-0.0531299,0.0722637,-0.0340628,-0.00101256,-0.0721271,0.258037,-0.133502,-0.0129478,-0.0344329,0.0419496,0.156355,-0.0312186,-0.0522402,0.0312427,0.0153636,0.0918747,-0.0214037,-0.00966502,0.0688665,0.00332348,0.0860945,0.108814,0.24466,3,1.09449,-0.0510629,0.242876,-0.101193,0.0154269,0.0386682,3.11994,-3.05963,3.13493,0.0637774,-1.70368,2.0642,0.0360432,-1.33847,1.92863,-0.0775389,-1.45415,2.07081,0.097748,-1.72905,2.16884,1.66306,-2.61622,10.6732,-0.307371,-2.83366,-3.55963,0.369719,-2.24325,-2.3447,-3.37624,-0.3473,9.82887,0,1,1,0,0.12019,-0.15384,-0.240724,0.184101,0.180493,-0.29828,0.796822,0.604214
120,0,0.139251,-0.0151794,0.307891,0.999109,-0.011143,-0.0406352,-0.00252588,0.0718812,-1.70504,2.19074,0.0351294,-1.36593,1.89326,-0.0723153,-1.47916,2.04075,0.0659643,-1.69526,2.28322,0.619727,1,5.68542,0.972388,0.0235218,0.0445639,0.23041,14.3016,0.0247114,0.0128097,3.5553,0,1,0.139251,-0.0151794,1.10486,-0.0515045,0.315732,0.332874,3,0,0,0.0033951,0.378179,0.976753,0.956414,0.794208,6.15012e-07,0.975591,0.987272,-0.0643944,-0.0385298,0.064511,-0.0445169,0.00731347,-0.0659968,0.284317,-0.15345,-0.00543138,-0.0397738,0.044216,0.150681,-0.0294697,-0.0437366,0.0307565,0.0232097,0.0680749,-0.0148305,-0.0105241,0.0796558,0.00837316,0.107927,0.139021,0.228692,3,1.12775,-0.0520646,0.232171,-0.0603387,0.108467,0.0964656,3.11905,-3.06036,3.13562,0.0719397,-1.70911,2.17055,0.03513,-1.36198,1.89873,-0.0732113,-1.47524,2.04603,0.0702923,-1.70613,2.26528,0.231161,1.09423,10.3703,-0.0122414,-2.08324,-2.77491,0.450963,-2.01453,-2.57874,-2.32187,4.31401,9.28214,0,1,1,0,0.147017,-0.152897,-0.228336,0.169701,0.180275,-0.300377,0.897919,0.44016
125,0,0.150529,-0.0157062,0.311196,0.999145,-0.0112542,-0.0397382,-0.00190687,0.0624439,-1.65012,2.27763,0.0352548,-1.38294,1.86626,-0.0676854,-1.4969,2.01195,0.0536661,-1.59894,2.35547,0.620563,1,5.57289,1.01157,0.00177861,0.0427537,0.238832,16.3002,0.069721,0.0157908,3.77057,0,1,0.150529,-0.0157062,1.14237,-0.0534335,0.311789,0.332874,3,0,0,0.0037995,0.363646,0.998223,0.958147,0.787547,8.33501e-08,0.932654,0.984333,-0.0550307,-0.0188212,0.061826,-0.0445274,0.0187017,-0.0557085,0.30208,-0.16912,0.00319938,-0.0397376,0.04503,0.126504,-0.0326763,-0.0376273,0.0301883,0.0357164,0.0400213,-0.0171184,-0.0122953,0.0856249,0.0191662,0.133952,0.169332,0.20469,3,1.1657,-0.0555769,0.244166,0.02565,0.219586,0.144378,3.11888,-3.06214,3.13687,0.0653502,-1.66595,2.26257,0.0352661,-1.37987,1.87171,-0.0685986,-1.49356,2.01808,0.0552622,-1.62378,2.34368,-1.2263,6.67174,8.18215,0.00830158,-1.61435,-2.70301,0.461586,-1.71243,-2.96149,-0.975117,11.03,6.62965,0,1,1,0,0.179246,-0.155032,-0.219639,0.157475,0.180335,-0.302018,0.964687,0.263399
130,0,0.162109,-0.0162625,0.314669,0.999199,-0.0110443,-0.0384536,-0.00101841,0.0428243,-1.53238,2.32895,0.0351192,-1.39624,1.83802,-0.0613699,-1.51302,1.97021,0.0563763,-1.43081,2.38381,0.614245,1,5.50582,1.05613,0.0172419,0.0400584,0.251485,3.11036,0.115009,0.0231402,3.20099,0,1,0.162109,-0.0162625,1.16473,-0.0567243,0.308921,0.332874,3,0,0,0.00406307,0.347799,0.982906,0.960733,0.777645,0.0445848,0.891358,0.977125,-0.0375035,0.0044332,0.0655084,-0.0408648,0.029238,-0.0437099,0.318409,-0.170273,0.0131452,-0.0383889,0.0429552,0.0833621,-0.0411248,-0.0286627,0.0252469,0.0486276,0.0123951,-0.037909,-0.0141161,0.0858227,0.0225919,0.162383,0.203982,0.176637,3,1.18841,-0.061093,0.260182,0.107039,0.253346,0.198413,3.11938,-3.06469,3.1387,0.0473461,-1.56082,2.32234,0.0352514,-1.39385,1.84387,-0.0626725,-1.5097,1.97817,0.0550988,-1.46927,2.38229,-2.1389,13.0509,4.28091,-0.0396673,-1.2594,-2.86958,0.675169,-1.67095,-4.20125,0.520988,18.1691,1.83647,0,1,1,0,0.214951,-0.159149,-0.216482,0.146032,0.18036,-0.303836,0.996663,0.081628
135,0,0.17381,-0.0168202,0.31821,0.999241,-0.0107403,-0.0374327,7.53486e-05,0.0206703,-1.36265,2.33092,0.0347941,-1.40669,1.8072,-0.0553369,-1.52747,1.93304,0.0701713,-1.21762,2.3559,0.612949,1,5.47924,1.05732,0.0318952,0.0379286,0.24048,3.54901,0.0770992,0.0281236,2.4513,0,1,0.17381,-0.0168202,1.17359,-0.0521264,0.307579,0.332874,3,0,0,0.0041725,0.347385,0.968608,0.962782,0.78625,0.0287532,0.925798,0.972268,-0.0158441,0.0238202,0.075682,-0.0346032,0.0336282,-0.0260065,0.328092,-0.162095,0.024438,-0.0358894,0.0354011,0.0258979,-0.051688,-0.0151372,0.0180162,0.0602772,-0.00306911,-0.0798118,-0.012156,0.0784356,0.017015,0.177032,0.233079,0.148847,3,1.19661,-0.0589143,0.262457,0.0685285,0.151609,0.222301,3.12007,-3.06671,3.14094,0.0250532,-1.39924,2.33479,0.0348895,-1.40477,1.8136,-0.056401,-1.52482,1.94028,0.0671449,-1.26115,2.36546,-2.21796,17.8232,-0.894814,-0.0334797,-0.995737,-3.14293,0.568515,-1.37766,-3.65235,1.504,21.773,-3.86583,0,1,1,0,0.251971,-0.163872,-0.22018,0.134662,0.180356,-0.305941,0.995129,-0.0985807
140,0,0.185655,-0.017251,0.32159,0.999251,-0.0107665,-0.0371619,0.00117406,0.00272827,-1.17865,2.28563,0.0344899,-1.41577,1.77372,-0.0502526,-1.53976,1.89715,0.08789,-1.01122,2.28386,0.62113,1,5.41664,0.977436,0.0412933,0.0374715,0.193466,23.4356,0.0454756,0.0151505,2.60687,0,1,0.185655,-0.017251,1.19445,-0.0357368,0.307826,0.332874,3,0,0,0.00444206,0.376274,0.959548,0.963222,0.824098,6.63825e-11,0.955543,0.984964,-0.00776235,0.0304829,0.0920029,-0.0207769,0.0323627,-0.00634081,0.326609,-0.153186,0.0342818,-0.0355822,0.0197691,-0.00210858,-0.0605012,0.000487992,0.0142673,0.0628438,0.00776276,-0.113358,-0.00252443,0.0627776,0.0134686,0.171462,0.252006,0.125134,3,1.21523,-0.0446141,0.235331,-0.0099894,-0.00752822,0.212883,3.1201,-3.06723,-3.14004,0.00593599,-1.21468,2.29779,0.0345893,-1.41401,1.78062,-0.0511678,-1.53739,1.90433,0.0844011,-1.0502,2.30082,-1.69045,18.3294,-5.36695,-0.0370658,-0.893113,-3.39739,0.487697,-1.2017,-3.58205,1.78832,20.1488,-7.92329,0,1,1,0,0.28748,-0.168045,-0.230361,0.122849,0.180384,-0.308075,0.962296,-0.272006
145,0,0.197793,-0.0174493,0.324751,0.999243,-0.0103291,-0.0374606,0.00177056,-0.00585635,-1.00259,2.20896,0.0327142,-1.4237,1.73674,-0.0487672,-1.55024,1.86049,0.0836817,-0.84606,2.20451,0.616254,1,5.31364,0.921271,0.0458666,0.0378423,0.124502,26.3552,0.0195006,0.188735,2.77349,0,1,0.197793,-0.0174493,1.22879,-0.0124186,0.309462,0.332874,3,0,0,0.00492395,0.398013,0.955169,0.962865,0.882936,3.58165e-12,0.980688,0.828006,-0.0402236,0.0269472,0.0468253,0.00630376,0.0218475,-0.00494402,0.426166,-0.100212,0.0816273,-0.0722087,-0.0225922,-0.0223117,0.0319992,0.0306907,-0.0151065,0.0615972,0.100363,-0.141927,0.0150569,0.0219585,0.0335576,0.144653,0.123306,0.0924276,3,1.24825,-0.0221928,0.213871,0.0839492,-0.083705,0.073801,3.12102,-3.06662,-3.13882,-0.00502231,-1.03654,2.22626,0.033081,-1.4222,1.7444,-0.0489119,-1.54831,1.86795,0.0858108,-0.875994,2.22105,-0.612733,17.3846,-8.20012,-0.191195,-0.767383,-3.76876,0.0915016,-1.00337,-3.69849,-0.874379,15.6883,-8.03527,0,1,1,0,0.321042,-0.170704,-0.244673,0.110293,0.179944,-0.310392,0.901716,-0.432329
150,0,0.210405,-0.0174894,0.327641,0.999226,-0.0100232,-0.0380014,0.00190199,-0.00305182,-0.853055,2.11756,0.0310155,-1.4306,1.6967,-0.048839,-1.55923,1.82208,0.0663967,-0.719291,2.12119,0.639762,1,5.14791,0.831295,0.0464602,0.0387198,0.0908702,45.4518,0.0147573,0.0208923,2.80621,0,1,0.210405,-0.0174894,1.28403,0.00114107,0.312154,0.332874,3,0,0,0.00581156,0.435485,0.954603,0.96202,0.913136,1.82195e-20,0.985351,0.979324,-0.0580442,0.00894119,0.0500222,0.0327282,0.0167249,-0.00189779,0.397688,-0.0792048,0.0752822,-0.0694516,-0.0433278,0.000576237,0.0487583,0.0259912,-0.0156431,0.0506767,0.109908,-0.109131,0.021664,0.0162021,0.0523047,0.134452,0.0909186,0.0800204,3,1.30135,-0.00835222,0.178702,0.0335309,-0.11676,-0.000272955,3.12165,-3.06554,-3.13854,-0.00421076,-0.880343,2.13653,0.0313062,-1.42929,1.7049,-0.0487789,-1.55754,1.82993,0.0702486,-0.741904,2.13814,0.464441,14.2963,-9.3375,-0.160308,-0.670623,-4.05588,-0.0233449,-0.874316,-3.87971,-1.874,11.9645,-8.41207,0,1,1,0,0.351689,-0.17058,-0.261192,0.0970262,0.179499,-0.312572,0.815778,-0.578365
