time/iterations,train/action_std_23,train/action_std_04,train/action_std_02,rollout/force_direction_mean,rollout/is_timeout_mean,rollout/ep_rew_mean,train/action_std_19,train/action_std_05,train/std_max,train/action_std_08,train/action_std_12,train/action_std_17,rollout/action_saturation_fraction,train/action_std_18,train/action_std_20,rollout/force_onset_mean,train/action_std_10,time/total_timesteps,train/action_std_00,train/action_std_13,time/fps,train/action_std_16,train/action_std_03,train/action_std_15,train/action_std_22,train/action_std_09,rollout/is_fall_mean,rollout/episodes_noforce,train/action_std_07,train/action_std_06,train/action_std_01,rollout/force_requested_impulse_mean,train/action_std_11,rollout/recovery_noforce,train/action_std_24,train/action_std_14,rollout/ep_len_mean,train/std_min,time/time_elapsed,train/action_std_21,train/entropy_loss,train/clip_fraction,train/clip_range,train/clip_range_vf,train/std,rollout/timeouts,rollout/timeout_without_onset_fraction,train/approx_kl,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/n_updates,train/policy_gradient_loss
11,0.05112675577402115,0.05098029971122742,0.05102935805916786,-1.0,0.5229885057471264,500.1947021484375,0.05116908252239227,0.05096469819545746,0.05116908252239227,0.051031436771154404,0.05090923234820366,0.051014237105846405,0.0,0.050990767776966095,0.05108125880360603,1.380896551724139,0.05091549828648567,1441792,0.05097665637731552,0.050983231514692307,2244,0.051093269139528275,0.051042888313531876,0.05086209997534752,0.05090595781803131,0.051017481833696365,0.47701149425287354,174,0.05087701976299286,0.05105018988251686,0.05092029273509979,0.0,0.05098666995763779,0.5229885057471264,0.050957344472408295,0.051113493740558624,766.13,0.05086209997534752,642,0.051008421927690506,38.94565183520317,0.10161056518554687,0.1,0.2,0.051000308245420456,91,0.0,0.002128358,0.9258134413510561,1.2937467098236084,0.31518012285232544,1e-05,100,-0.002507879380664235
12,0.05123034864664078,0.05113808065652847,0.05107351392507553,-1.0,0.46875,506.3273010253906,0.05128607898950577,0.05108284205198288,0.05128607898950577,0.05114615336060524,0.051029954105615616,0.05107541382312775,0.0,0.05107421055436134,0.05115247145295143,1.398937500000001,0.05105642229318619,1572864,0.05100933462381363,0.051060743629932404,2237,0.05123031511902809,0.051149725914001465,0.05101444199681282,0.05102143809199333,0.05109216272830963,0.53125,160,0.050988178700208664,0.05116000771522522,0.05098293721675873,0.0,0.0511527881026268,0.46875,0.051091428846120834,0.051235053688287735,781.69,0.05098293721675873,702,0.05114831030368805,38.89533611536026,0.10855865478515625,0.1,0.2,0.051107291132211685,75,0.0,0.0022422043,0.880035116057843,1.2415049076080322,0.4327043294906616,1e-05,110,-0.0027829764678244827
13,0.0513952374458313,0.05129990726709366,0.05113016813993454,-1.0,0.4712041884816754,495.63336181640625,0.05142765864729881,0.051214851438999176,0.05142765864729881,0.05123262107372284,0.05108798295259476,0.05115160346031189,0.0,0.05117153376340866,0.05128086730837822,1.4038219895287967,0.051134143024683,1703936,0.05106525868177414,0.05112559720873833,2230,0.05134907737374306,0.05125538259744644,0.05104820430278778,0.05118570104241371,0.05117711052298546,0.5287958115183246,191,0.05109839886426926,0.051240820437669754,0.051090359687805176,0.0,0.05126383900642395,0.4712041884816754,0.05121646448969841,0.05134499818086624,761.9,0.05104820430278778,763,0.051269277930259705,38.84441286921501,0.10782012939453126,0.1,0.2,0.05121028423309326,90,0.0,0.0022171852,0.8278262834995985,1.1651463508605957,0.4909552335739136,1e-05,120,-0.002804509128009158
14,0.051435165107250214,0.0514129102230072,0.05126282572746277,-1.0,0.48366013071895425,508.8888244628906,0.051531482487916946,0.051266320049762726,0.051531482487916946,0.05131908878684044,0.05120493844151497,0.05126847326755524,0.0,0.051222361624240875,0.05141487345099449,1.3633464052287592,0.05114567652344704,1835008,0.0511472262442112,0.051186591386795044,2226,0.05147811397910118,0.05134027451276779,0.05112720653414726,0.05131370574235916,0.0513460747897625,0.5163398692810458,153,0.05116083845496178,0.05133819207549095,0.051230814307928085,0.0,0.051365457475185394,0.48366013071895425,0.051372550427913666,0.051445599645376205,781.1,0.05112720653414726,824,0.05140632763504982,38.795038655400276,0.102435302734375,0.1,0.2,0.051309723407030106,74,0.0,0.0021208734,0.8055375300347805,1.2054532766342163,0.574147641658783,1e-05,130,-0.002629116224579775
15,0.05162207409739494,0.0514877513051033,0.05132203921675682,-1.0,0.5116279069767442,517.2297973632812,0.05162745341658592,0.051432784646749496,0.05162745341658592,0.05140554532408714,0.051287081092596054,0.05139248073101044,0.0,0.05136605724692345,0.05147229880094528,1.4043139534883733,0.05125245079398155,1966080,0.05124019458889961,0.05133180320262909,2221,0.05154797434806824,0.051402200013399124,0.05121304467320442,0.051506560295820236,0.05144780874252319,0.4883720930232558,172,0.05129257217049599,0.05146830901503563,0.05135228484869003,0.0,0.05145801603794098,0.5116279069767442,0.05147396773099899,0.05154087021946907,798.94,0.05121304467320442,885,0.051533348858356476,38.743646040558815,0.10690155029296874,0.1,0.2,0.051419083029031754,88,0.0,0.0022420378,0.731551405088976,1.0951248407363892,0.6125743985176086,1e-05,140,-0.0027481246061597632
16,0.051729507744312286,0.0515982024371624,0.05144781991839409,-1.0,0.4502923976608187,499.5176086425781,0.051734812557697296,0.0515269972383976,0.051734812557697296,0.05149924010038376,0.05132495239377022,0.05152452737092972,0.0,0.05145113170146942,0.05161992087960243,1.3844093567251472,0.051336027681827545,2097152,0.05135255306959152,0.05142795294523239,2217,0.05163402482867241,0.05149216949939728,0.0512227900326252,0.05155825987458229,0.05157598853111267,0.5497076023391813,171,0.05142311006784439,0.051544852554798126,0.05144869163632393,0.0,0.05150018632411957,0.4502923976608187,0.05163242667913437,0.051569681614637375,768.99,0.0512227900326252,945,0.05157557129859924,38.695477560162544,0.10449142456054687,0.1,0.2,0.05151005834341049,77,0.0,0.0021792972,0.7131666409783065,1.0628904104232788,0.628451943397522,1e-05,150,-0.002847256420955091
17,0.05188167840242386,0.05171583220362663,0.05155903473496437,-1.0,0.49707602339181284,487.76092529296875,0.05190105363726616,0.05154793709516525,0.05190105363726616,0.0515860877931118,0.05144141986966133,0.05165894702076912,0.0,0.05154911428689957,0.05174296721816063,1.395111111111112,0.05143258720636368,2228224,0.05136321857571602,0.05152445659041405,2212,0.05180038511753082,0.0516054593026638,0.05131557956337929,0.0516328439116478,0.051686570048332214,0.5029239766081871,171,0.051600098609924316,0.0515877828001976,0.051545023918151855,0.0,0.05156268551945686,0.49707602339181284,0.051753491163253784,0.0516364648938179,751.3,0.05131557956337929,1007,0.05168192461133003,38.648485532402994,0.10811080932617187,0.1,0.2,0.051612500101327896,85,0.0,0.0022554237,0.6770272537600249,1.1066436767578125,0.6817992925643921,1e-05,160,-0.002867844387037621
18,0.0519290491938591,0.05178888887166977,0.05161738395690918,-1.0,0.46551724137931033,487.1416320800781,0.05197538807988167,0.05161523073911667,0.05197538807988167,0.05167820304632187,0.05156604200601578,0.051775235682725906,0.0,0.051676195114851,0.051870062947273254,1.3727241379310355,0.0515429824590683,2359296,0.05148017778992653,0.05159921199083328,2208,0.051927823573350906,0.05174821987748146,0.05143769085407257,0.05175333097577095,0.05174834281206131,0.5344827586206896,174,0.051639970391988754,0.051669973880052567,0.05163947865366936,0.0,0.05160059034824371,0.46551724137931033,0.051865462213754654,0.05177343264222145,748.94,0.05143769085407257,1068,0.051768358796834946,38.60056012868881,0.10597457885742187,0.1,0.2,0.051707468926906586,81,0.0,0.0022299543,0.6351629564072937,1.0016049146652222,0.6531205177307129,1e-05,170,-0.0026320048204524936
19,0.052052296698093414,0.05194711685180664,0.05172484740614891,-1.0,0.484472049689441,515.27587890625,0.05206754058599472,0.05167003348469734,0.05206754058599472,0.05184606462717056,0.051664602011442184,0.051829613745212555,0.0,0.05175025761127472,0.052014485001564026,1.3957515527950322,0.05160660669207573,2490368,0.05155732482671738,0.0517575740814209,2204,0.05202087387442589,0.05191044509410858,0.051485419273376465,0.051816776394844055,0.051807548850774765,0.515527950310559,161,0.05173617973923683,0.05180928111076355,0.051752541214227676,0.0,0.051760461181402206,0.484472049689441,0.05197995901107788,0.05186501890420914,789.9,0.051485419273376465,1129,0.05187852308154106,38.55207899212837,0.10313949584960938,0.1,0.2,0.05181245878338814,78,0.0,0.0021696559,0.6237956505268812,0.9897425770759583,0.7045650482177734,1e-05,180,-0.0025808226625485984
20,0.05212610587477684,0.05202709883451462,0.05178416147828102,-1.0,0.5174418604651163,527.5316772460938,0.052157048135995865,0.051837414503097534,0.052157048135995865,0.051942721009254456,0.051755525171756744,0.05194148048758507,0.0,0.05187845975160599,0.05208810046315193,1.3813139534883732,0.05173248052597046,2621440,0.051669493317604065,0.05183558538556099,2201,0.052108485251665115,0.052013445645570755,0.05161396414041519,0.051919691264629364,0.05188595876097679,0.48255813953488375,172,0.05182429030537605,0.051885176450014114,0.05183667317032814,0.0,0.05187613517045975,0.5174418604651163,0.0520356222987175,0.051986195147037506,807.88,0.05161396414041519,1190,0.05199204385280609,38.503189826011656,0.10411911010742188,0.1,0.2,0.05191013216972351,89,0.0,0.0022025332,0.5881506048608571,0.9774957895278931,0.7357699871063232,1e-05,190,-0.002470594121587055
21,0.05218275636434555,0.052187684923410416,0.051918502897024155,-1.0,0.5,514.6408081054688,0.052274640649557114,0.05197671428322792,0.052274640649557114,0.051989998668432236,0.05181025713682175,0.05208904668688774,0.0,0.051958512514829636,0.05219811201095581,1.3930602409638564,0.05179839953780174,2752512,0.0518057718873024,0.05199439823627472,2199,0.052155617624521255,0.05206336826086044,0.051699597388505936,0.05202062427997589,0.051961272954940796,0.5,166,0.051937296986579895,0.05201815813779831,0.051913414150476456,0.0,0.05195586010813713,0.5,0.0521305650472641,0.0520700104534626,790.59,0.051699597388505936,1251,0.05209016427397728,38.45592211186886,0.10503082275390625,0.1,0.2,0.05200802907347679,83,0.0,0.0022167524,0.547186778136529,0.95029616355896,0.7341557145118713,1e-05,200,-0.0024049060900779295
22,0.05231067165732384,0.052371796220541,0.05204528570175171,-1.0,0.5061728395061729,482.6240539550781,0.05236789956688881,0.052096396684646606,0.052371796220541,0.05209868401288986,0.051904045045375824,0.052255090326070786,0.0,0.05206850916147232,0.05227915570139885,1.3903950617283962,0.05187121406197548,2883584,0.05197445675730705,0.05211704596877098,2197,0.05227386951446533,0.05216311663389206,0.05181964486837387,0.052144624292850494,0.052024632692337036,0.49382716049382713,162,0.05204135552048683,0.05214716121554375,0.05199666693806648,0.0,0.05206876993179321,0.5061728395061729,0.05220605060458183,0.05217562988400459,744.82,0.05181964486837387,1312,0.0521191842854023,38.40627040565014,0.10513153076171874,0.1,0.2,0.05211763456463814,82,0.0,0.002159812,0.5609806645428762,0.8811792135238647,0.7607153654098511,1e-05,210,-0.0023554334657092113
23,0.05241035670042038,0.052469342947006226,0.05211646109819412,-1.0,0.5,512.169677734375,0.05240228399634361,0.05219893157482147,0.052469342947006226,0.05220287665724754,0.05203915759921074,0.05233387649059296,0.0,0.052146293222904205,0.0523955263197422,1.3692941176470597,0.051962267607450485,3014656,0.05203462764620781,0.052185095846652985,2195,0.05240606889128685,0.052264049649238586,0.05192296952009201,0.05223830044269562,0.05215883627533913,0.5,170,0.05221014842391014,0.052242446690797806,0.05205417424440384,0.0,0.05215728282928467,0.5,0.052292294800281525,0.052312105894088745,788.61,0.05192296952009201,1373,0.052211228758096695,38.357135102152824,0.10323333740234375,0.1,0.2,0.05221468582749367,85,0.0,0.0021175598,0.5251708444207907,0.9091320037841797,0.78697669506073,1e-05,220,-0.002371925596435176
24,0.05250491946935654,0.05258123576641083,0.05215970799326897,-1.0,0.45251396648044695,489.00262451171875,0.05251335725188255,0.05232333391904831,0.05258123576641083,0.05228375270962715,0.05214987322688103,0.05231055989861488,0.0,0.05229645594954491,0.05241680517792702,1.3716648044692747,0.05208304896950722,3145728,0.05218072980642319,0.052308015525341034,2192,0.052488960325717926,0.05239759758114815,0.05194661021232605,0.05237404257059097,0.05226823687553406,0.547486033519553,179,0.052281733602285385,0.05225885286927223,0.052187610417604446,0.0,0.05227987840771675,0.45251396648044695,0.05238782986998558,0.05237733945250511,753.53,0.05194661021232605,1434,0.05230720713734627,38.311662796139714,0.10495834350585938,0.1,0.2,0.052306704223155975,81,0.0,0.0022155545,0.5180516781751067,0.8743374943733215,0.7939992547035217,1e-05,230,-0.0026654174463146773
25,0.05262567102909088,0.05270572006702423,0.052231837064027786,-1.0,0.4303030303030303,467.1858215332031,0.05251089110970497,0.05244709178805351,0.05270572006702423,0.05236993730068207,0.05224500223994255,0.05242295190691948,0.0,0.052475422620773315,0.052543941885232925,1.4012363636363647,0.05215368792414665,3276800,0.05230335146188736,0.05244050547480583,2190,0.052587416023015976,0.0525137223303318,0.05205342918634415,0.05250036343932152,0.05241701751947403,0.5696969696969697,165,0.052381061017513275,0.05236668884754181,0.05231144651770592,0.0,0.052376653999090195,0.4303030303030303,0.052450232207775116,0.05245942249894142,718.63,0.05205342918634415,1495,0.05244981870055199,38.263782599568366,0.10984268188476562,0.1,0.2,0.052413731813430786,71,0.0,0.0022529485,0.5275516116758808,0.913764238357544,0.8262326717376709,1e-05,240,-0.0026483722675038736
26,0.052745088934898376,0.052840523421764374,0.05236748978495598,-1.0,0.5416666666666666,527.0565795898438,0.052607495337724686,0.05255284905433655,0.052840523421764374,0.05250633507966995,0.05235988646745682,0.05255713313817978,0.0,0.0526014119386673,0.05264999344944954,1.3934880952380961,0.052244726568460464,3407872,0.0524454191327095,0.05251091718673706,2189,0.052657902240753174,0.052557773888111115,0.05216522887349129,0.05259401351213455,0.05251193046569824,0.4583333333333333,168,0.05246293917298317,0.052517328411340714,0.05245015770196915,0.0,0.052514057606458664,0.5416666666666666,0.052565742284059525,0.05245968699455261,810.48,0.05216522887349129,1556,0.05249356850981712,38.21369327008724,0.10959396362304688,0.1,0.2,0.05251757800579071,91,0.0,0.0022968638,0.541416080109775,0.8801224827766418,0.8158502578735352,1e-05,250,-0.00270761530564414
27,0.05285613611340523,0.05294013023376465,0.05243334174156189,-1.0,0.4715909090909091,490.4417724609375,0.0527893602848053,0.05262278392910957,0.05294013023376465,0.05260651558637619,0.052419453859329224,0.05266425386071205,0.0,0.0526520274579525,0.0526934415102005,1.377056818181819,0.05237150937318802,3538944,0.0525825135409832,0.05261882022023201,2186,0.05275781825184822,0.052652303129434586,0.05223376676440239,0.05264861136674881,0.052631694823503494,0.5284090909090909,176,0.05257134512066841,0.052597835659980774,0.05255768448114395,0.0,0.052636489272117615,0.4715909090909091,0.052644018083810806,0.05251791700720787,754.99,0.05223376676440239,1618,0.05256270989775658,38.167410320043565,0.10453338623046875,0.1,0.2,0.052610497921705246,83,0.0,0.0020902131,0.483063185820356,0.8570033311843872,0.8359988927841187,1e-05,260,-0.002436884806547823
28,0.05297552049160004,0.053012553602457047,0.052540309727191925,-1.0,0.48717948717948717,483.0557556152344,0.05295058339834213,0.05269148200750351,0.053012553602457047,0.05270388349890709,0.05248050391674042,0.05277810990810394,0.0,0.052711550146341324,0.05280089005827904,1.3827564102564112,0.052506446838378906,3670016,0.052651938050985336,0.05274246260523796,2185,0.05285989120602608,0.05271561071276665,0.05231405422091484,0.05269802734255791,0.0527612529695034,0.5128205128205128,156,0.05269624665379524,0.05262696370482445,0.05265281721949577,0.0,0.0527602843940258,0.48717948717948717,0.05276370421051979,0.05266008526086807,743.83,0.05231405422091484,1679,0.05267186462879181,38.12147340774536,0.10973358154296875,0.1,0.2,0.05270908400416374,76,0.0,0.0022753293,0.5150115170748905,0.8621530532836914,0.849280059337616,1e-05,270,-0.002781108970384594
29,0.05311309173703194,0.0530584417283535,0.05262257158756256,-1.0,0.5771428571428572,513.0689086914062,0.053073395043611526,0.05285831540822983,0.05311309173703194,0.052693117409944534,0.052543628960847855,0.05289844423532486,0.0,0.05281922593712807,0.05288292095065117,1.3719542857142868,0.05263696610927582,3801088,0.052729085087776184,0.05283523350954056,2183,0.052932947874069214,0.05275459960103035,0.05241117998957634,0.05277794599533081,0.05284002050757408,0.4228571428571429,175,0.052815407514572144,0.05273384973406792,0.05278326943516731,0.0,0.052918411791324615,0.5771428571428572,0.05284087732434273,0.052713774144649506,787.07,0.05241117998957634,1740,0.05281776189804077,38.075459632277486,0.10715103149414062,0.1,0.2,0.05280417576432228,101,0.0,0.002192984,0.44900224870070815,0.7706360220909119,0.8408763408660889,1e-05,280,-0.002770985490678868
30,0.053290240466594696,0.053152069449424744,0.05272277444601059,-1.0,0.49693251533742333,522.0733642578125,0.0531778410077095,0.05301681160926819,0.053290240466594696,0.05281443893909454,0.05270882323384285,0.05302141606807709,0.0,0.05289018526673317,0.052962034940719604,1.3841717791411052,0.05270644649863243,3932160,0.05282490327954292,0.05289250239729881,2181,0.05302419513463974,0.05285368859767914,0.05249086394906044,0.05289795249700546,0.05300334095954895,0.5030674846625767,163,0.05298050865530968,0.052763503044843674,0.05282998085021973,0.0,0.053022705018520355,0.49693251533742333,0.052956920117139816,0.052847955375909805,797.61,0.05249086394906044,1802,0.05296045541763306,38.02694365978241,0.11202774047851563,0.1,0.2,0.05291249603033066,81,0.0,0.0022315015,0.4689044844359159,0.8111010193824768,0.8377293348312378,1e-05,290,-0.0026610330051880736
31,0.053424056619405746,0.053218476474285126,0.05286365747451782,-1.0,0.5153374233128835,514.98828125,0.053361985832452774,0.053159866482019424,0.053424056619405746,0.0529322549700737,0.05286949500441551,0.05310193821787834,0.0,0.05299163982272148,0.053067397326231,1.3902699386503077,0.05274456366896629,4063232,0.052903514355421066,0.0530792661011219,2180,0.05318329110741615,0.052985284477472305,0.052590902894735336,0.05292859300971031,0.05310143157839775,0.48466257668711654,163,0.05303477868437767,0.052900850772857666,0.05293957516551018,0.0,0.05310050770640373,0.5153374233128835,0.053075458854436874,0.052944812923669815,794.35,0.052590902894735336,1863,0.05301418527960777,37.97622152268887,0.10661239624023437,0.1,0.2,0.05302071198821068,84,0.0,0.0021566222,0.46503934310749173,0.790198564529419,0.8478208780288696,1e-05,300,-0.002685750781893148
32,0.053564734756946564,0.053369924426078796,0.05296742543578148,-1.0,0.5153374233128835,525.92138671875,0.05339403077960014,0.05327291414141655,0.053564734756946564,0.05303234979510307,0.0530223622918129,0.05320156738162041,0.0,0.05312180519104004,0.0531550869345665,1.3843067484662588,0.0527881421148777,4194304,0.05297424644231796,0.053162626922130585,2179,0.05329757183790207,0.05314284563064575,0.05271704122424126,0.05301516875624657,0.053216081112623215,0.48466257668711654,163,0.0531180314719677,0.05300833284854889,0.053009405732154846,0.0,0.05318277329206467,0.5153374233128835,0.05317772552371025,0.053087685257196426,809.45,0.05271704122424126,1924,0.05314089357852936,37.92605505287647,0.10674896240234374,0.1,0.2,0.05312563106417656,84,0.0,0.0021879473,0.46070670390035956,0.8386059403419495,0.8564649224281311,1e-05,310,-0.0027105388971904176
