time/iterations,train/action_std_23,train/action_std_04,train/action_std_02,rollout/force_direction_mean,rollout/is_timeout_mean,rollout/ep_rew_mean,train/action_std_19,train/action_std_05,train/std_max,train/action_std_08,train/action_std_12,train/action_std_17,rollout/action_saturation_fraction,train/action_std_18,train/action_std_20,rollout/force_onset_mean,train/action_std_10,time/total_timesteps,train/action_std_00,train/action_std_13,time/fps,train/action_std_16,train/action_std_03,train/action_std_15,train/action_std_22,train/action_std_09,rollout/is_fall_mean,rollout/episodes_noforce,train/action_std_07,train/action_std_06,train/action_std_01,rollout/force_requested_impulse_mean,train/action_std_11,rollout/recovery_noforce,train/action_std_24,train/action_std_14,rollout/ep_len_mean,train/std_min,time/time_elapsed,train/action_std_21,train/entropy_loss,train/clip_fraction,train/clip_range,train/clip_range_vf,train/std,rollout/timeouts,rollout/timeout_without_onset_fraction,train/approx_kl,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/n_updates,train/policy_gradient_loss
33,0.053713541477918625,0.05347639322280884,0.05304432660341263,-1.0,0.4823529411764706,508.89666748046875,0.05353102833032608,0.053325917571783066,0.053713541477918625,0.05319908261299133,0.05310862138867378,0.053237754851579666,0.0,0.05323928967118263,0.05321276932954788,1.3997764705882363,0.05287327617406845,4325376,0.053043097257614136,0.053221914917230606,2177,0.05346838757395744,0.05324389785528183,0.052848298102617264,0.05310755968093872,0.05326945707201958,0.5176470588235295,170,0.05322941765189171,0.05311349779367447,0.053106773644685745,0.0,0.05326681584119797,0.4823529411764706,0.0532597191631794,0.053140196949243546,786.11,0.052848298102617264,1986,0.053229719400405884,37.87927095293999,0.11000289916992187,0.1,0.2,0.05322042852640152,82,0.0,0.0022314386,0.4968216877197847,0.8329678773880005,0.8608027100563049,1e-05,320,-0.0027592139288572072
34,0.05378957465291023,0.05351829156279564,0.053153831511735916,-1.0,0.54421768707483,518.9988403320312,0.05364018678665161,0.053411271423101425,0.05378957465291023,0.05328087881207466,0.05315331369638443,0.05327676236629486,0.0,0.0533817857503891,0.05328100547194481,1.3764761904761915,0.05295005068182945,4456448,0.053108468651771545,0.053334612399339676,2176,0.05358833819627762,0.05333426967263222,0.05297262966632843,0.05319485813379288,0.0533284991979599,0.4557823129251701,147,0.053349900990724564,0.05320264399051666,0.05320213735103607,0.0,0.053402915596961975,0.54421768707483,0.05336159095168114,0.053208429366350174,803.52,0.05295005068182945,2047,0.053298499435186386,37.83659455180168,0.10912704467773438,0.1,0.2,0.05330899357795715,80,0.0,0.0021752832,0.488895389274694,0.8450430631637573,0.8694838285446167,1e-05,330,-0.0028008102756302833
35,0.05387365445494652,0.0536603182554245,0.05327639356255531,-1.0,0.5229885057471264,509.3134765625,0.05379217863082886,0.0535111241042614,0.05387365445494652,0.05346697196364403,0.05326680466532707,0.053362760692834854,0.0,0.053511977195739746,0.05334736779332161,1.3643793103448285,0.05308734253048897,4587520,0.0531492717564106,0.053460702300071716,2175,0.053753383457660675,0.05344921723008156,0.05308636650443077,0.05333301052451134,0.05347352474927902,0.47701149425287354,174,0.05343962460756302,0.05332067981362343,0.05335203558206558,0.0,0.05345267057418823,0.5229885057471264,0.05347933992743492,0.05332186073064804,783.72,0.05308636650443077,2108,0.05333748832345009,37.788481178879735,0.10701446533203125,0.1,0.2,0.05342264100909233,91,0.0,0.0022105789,0.44581787146162244,0.7958989143371582,0.8727898597717285,1e-05,340,-0.0028023264653256772
36,0.053997308015823364,0.05375051125884056,0.05340450629591942,-1.0,0.5297619047619048,481.86834716796875,0.05391644313931465,0.05364816635847092,0.053997308015823364,0.05349830165505409,0.053363408893346786,0.05345866084098816,0.0,0.053606726229190826,0.053419750183820724,1.381238095238096,0.05319162458181381,4718592,0.05321161448955536,0.05357493832707405,2174,0.05389164015650749,0.05356995761394501,0.05322768911719322,0.053425535559654236,0.05361485853791237,0.47023809523809523,168,0.05363394320011139,0.05344381555914879,0.05344293639063835,0.0,0.053586333990097046,0.5297619047619048,0.05362963676452637,0.05341928079724312,739.84,0.05319162458181381,2169,0.05340376868844032,37.735753095149995,0.1085052490234375,0.1,0.2,0.05353325232863426,89,0.0,0.0022616284,0.4516293253051117,0.8236731290817261,0.8686972856521606,1e-05,350,-0.002596028930020111
37,0.05412255972623825,0.05386797711253166,0.05355308577418327,-1.0,0.5548387096774193,526.2550659179688,0.05400276556611061,0.0537446066737175,0.05412255972623825,0.05356759577989578,0.05343924090266228,0.05360230430960655,0.0,0.05373995378613472,0.05358436703681946,1.3915870967741946,0.053309377282857895,4849664,0.05322020500898361,0.053702808916568756,2173,0.0539424903690815,0.05372806638479233,0.05337977409362793,0.05355662479996681,0.05366319790482521,0.44516129032258067,155,0.05370301380753517,0.053548797965049744,0.05351587012410164,0.0,0.05361529067158699,0.5548387096774193,0.05370236188173294,0.05352730304002762,802.35,0.05322020500898361,2231,0.05344967544078827,37.68765729665756,0.11113662719726562,0.1,0.2,0.05363157391548157,86,0.0,0.0022184348,0.4767381178913638,0.7878440618515015,0.8719121217727661,1e-05,360,-0.0028366155514959247
38,0.054202884435653687,0.05396367982029915,0.053660765290260315,-1.0,0.5210526315789473,524.934814453125,0.05414658039808273,0.053858574479818344,0.054202884435653687,0.053706422448158264,0.053540244698524475,0.05365072563290596,0.0,0.05386456102132797,0.053632039576768875,1.4024736842105274,0.053453028202056885,4980736,0.05331442505121231,0.053771406412124634,2172,0.054047346115112305,0.05379202589392662,0.05349837988615036,0.053706228733062744,0.05373021587729454,0.4789473684210526,190,0.053868334740400314,0.053664885461330414,0.05364939570426941,0.0,0.05367724597454071,0.5210526315789473,0.05379948765039444,0.0536225400865078,805.97,0.05331442505121231,2292,0.05354708805680275,37.64020038843155,0.11152572631835937,0.1,0.2,0.05373474210500717,99,0.0,0.0022473487,0.4584981453139335,0.8527512550354004,0.8661291003227234,1e-05,370,-0.0028522222073661396
39,0.054344069212675095,0.05405903607606888,0.053650494664907455,-1.0,0.42567567567567566,468.4395446777344,0.05430138111114502,0.05399125814437866,0.054344069212675095,0.053785789757966995,0.05365205556154251,0.05377719923853874,0.0,0.05402646213769913,0.053664349019527435,1.3662297297297308,0.053578898310661316,5111808,0.05342228710651398,0.053909577429294586,2172,0.05417274311184883,0.05394096300005913,0.05366045981645584,0.05380145087838173,0.05382276326417923,0.5743243243243243,148,0.053978078067302704,0.05385364592075348,0.053714655339717865,0.0,0.05376403406262398,0.42567567567567566,0.05390903726220131,0.05376623943448067,726.05,0.05342228710651398,2353,0.053666919469833374,37.58974471092224,0.11186904907226562,0.1,0.2,0.05384855717420578,63,0.0,0.0023289411,0.5006902271648869,0.7728198766708374,0.8832849860191345,1e-05,380,-0.0027849374783727398
40,0.05446238815784454,0.05419012904167175,0.053765036165714264,-1.0,0.5222222222222223,541.7686157226562,0.054442018270492554,0.054129645228385925,0.05446238815784454,0.05386272445321083,0.05378849804401398,0.053869619965553284,0.0,0.05412399396300316,0.05379360169172287,1.406311111111112,0.053655724972486496,5242880,0.05354512110352516,0.054040297865867615,2171,0.05426053702831268,0.05404321104288101,0.053806453943252563,0.05385727807879448,0.05393604934215546,0.4777777777777778,180,0.0540945790708065,0.05393895506858826,0.053845491260290146,0.0,0.05383630096912384,0.5222222222222223,0.05406579002737999,0.0539509542286396,830.07,0.05354512110352516,2413,0.05376400798559189,37.53679949641228,0.10962371826171875,0.1,0.2,0.053962741047143936,94,0.0,0.0022384974,0.5265979153569788,0.8834470510482788,0.876926839351654,1e-05,390,-0.002771760015730251
41,0.0545562207698822,0.05432751402258873,0.05391087755560875,-1.0,0.4868421052631579,495.2690734863281,0.054524295032024384,0.054270099848508835,0.0545562207698822,0.05399315059185028,0.05391869321465492,0.054008740931749344,0.0,0.05420247092843056,0.05395939573645592,1.348000000000001,0.053790293633937836,5373952,0.053588900715112686,0.05416117236018181,2170,0.054291971027851105,0.054288215935230255,0.05387631058692932,0.053976185619831085,0.05407433584332466,0.5131578947368421,152,0.05423005297780037,0.054053518921136856,0.05401347950100899,0.0,0.053951021283864975,0.4868421052631579,0.05416397377848625,0.0540606714785099,763.8,0.053588900715112686,2475,0.05389946326613426,37.48185967803001,0.111102294921875,0.1,0.2,0.05408364161849022,74,0.0,0.0022539129,0.4802695294609293,0.9152992367744446,0.8880770802497864,1e-05,400,-0.0028912934016261716
42,0.054670918732881546,0.05445612967014313,0.05404532328248024,-1.0,0.5489130434782609,515.628662109375,0.054619744420051575,0.05441071838140488,0.054670918732881546,0.054098501801490784,0.053959086537361145,0.054157476872205734,0.0,0.0543375127017498,0.05411030352115631,1.3732282608695663,0.05385400354862213,5505024,0.05369660258293152,0.054290156811475754,2169,0.05438894405961037,0.05449283495545387,0.05392753705382347,0.05407325178384781,0.054147109389305115,0.45108695652173914,184,0.05425836518406868,0.05416175350546837,0.05411767214536667,0.0,0.05404089018702507,0.5489130434782609,0.05424117296934128,0.054164618253707886,792.02,0.05369660258293152,2537,0.054025109857320786,37.4300837635994,0.11024398803710937,0.1,0.2,0.054189831018447876,101,0.0,0.0022915604,0.4609084254829213,0.8336177468299866,0.8682946562767029,1e-05,410,-0.0027256032813511412
43,0.05476973205804825,0.054544396698474884,0.054188359528779984,-1.0,0.4713375796178344,509.9923400878906,0.054750386625528336,0.05447416752576828,0.05476973205804825,0.05417313054203987,0.05408436805009842,0.05425432696938515,0.0,0.05447489395737648,0.05424019321799278,1.3950828025477717,0.0539262630045414,5636096,0.05381021276116371,0.054442357271909714,2169,0.05451438948512077,0.054607752710580826,0.05401287600398064,0.054128989577293396,0.054266370832920074,0.5286624203821656,157,0.0544184148311615,0.05434746295213699,0.054189302027225494,0.0,0.05414053797721863,0.4713375796178344,0.05435032770037651,0.05426114425063133,780.84,0.05381021276116371,2598,0.05413195490837097,37.380421712994576,0.11216583251953124,0.1,0.2,0.05430009961128235,74,0.0,0.002274164,0.4655535769183189,0.8159254789352417,0.8789398074150085,1e-05,420,-0.0025581843647614734
44,0.054819416254758835,0.05464498698711395,0.054304953664541245,-1.0,0.5562130177514792,531.8595581054688,0.05486508831381798,0.05461534485220909,0.05486508831381798,0.05431827902793884,0.054194677621126175,0.054354552179574966,0.0,0.054538752883672714,0.05436042323708534,1.3909940828402376,0.054120779037475586,5767168,0.05390085279941559,0.05459185689687729,2168,0.05462967976927757,0.054731983691453934,0.05414753779768944,0.054196007549762726,0.054410796612501144,0.4437869822485207,169,0.05457034707069397,0.05450092628598213,0.05431384965777397,0.0,0.0542232021689415,0.5562130177514792,0.054439228028059006,0.05437474697828293,816.14,0.05390085279941559,2659,0.05424134060740471,37.32778087258339,0.11103439331054688,0.1,0.2,0.05441638082265854,94,0.0,0.0022349413,0.5141735035227611,0.9031409025192261,0.8809963464736938,1e-05,430,-0.0025472056703620184
45,0.05499602481722832,0.054719965904951096,0.054393377155065536,-1.0,0.5341614906832298,551.7535400390625,0.05497406795620918,0.054702263325452805,0.05499602481722832,0.05444914475083351,0.05428380146622658,0.054448988288640976,0.0,0.05467323958873749,0.05445106700062752,1.3772049689441002,0.054233428090810776,5898240,0.05401023477315903,0.05462521314620972,2167,0.0547742135822773,0.0548311285674572,0.05424078553915024,0.05431651696562767,0.05443258211016655,0.4658385093167702,161,0.05473572760820389,0.05457710102200508,0.05438975989818573,0.0,0.0543413870036602,0.5341614906832298,0.05451293662190437,0.054501134902238846,844.83,0.05401023477315903,2721,0.05427344888448715,37.27876317799091,0.11449661254882812,0.1,0.2,0.054515499621629715,86,0.0,0.0023096972,0.47375269145704807,0.8033485412597656,0.8761579394340515,1e-05,440,-0.0027968791189778132
46,0.055084459483623505,0.054767709225416183,0.054523322731256485,-1.0,0.5094339622641509,535.7899780273438,0.055139463394880295,0.05491633713245392,0.055139463394880295,0.05460253357887268,0.05437544733285904,0.05455346032977104,0.0,0.05476894974708557,0.05454935133457184,1.3803270440251583,0.05430372431874275,6029312,0.05411829054355621,0.05469771474599838,2166,0.054890524595975876,0.05490227788686752,0.054361600428819656,0.054404791444540024,0.05457397550344467,0.49056603773584906,159,0.054900314658880234,0.05475042387843132,0.054535191506147385,0.0,0.054481230676174164,0.5094339622641509,0.054630983620882034,0.054611578583717346,830.08,0.05411829054355621,2783,0.05434943363070488,37.2289018034935,0.11490859985351562,0.1,0.2,0.05463172495365143,81,0.0,0.002341052,0.5264955736929551,0.8479062914848328,0.8762627243995667,1e-05,450,-0.0029784259055304573
47,0.05516991764307022,0.05487533286213875,0.05466102808713913,-1.0,0.5269461077844312,526.900146484375,0.05525263771414757,0.05508796498179436,0.05525263771414757,0.054684828966856,0.05450725555419922,0.05464992672204971,0.0,0.05488220229744911,0.05460801348090172,1.4100718562874264,0.054417114704847336,6160384,0.054222527891397476,0.054818056523799896,2166,0.054990679025650024,0.05498206242918968,0.05447930842638016,0.054476283490657806,0.05469517037272453,0.47305389221556887,167,0.05502930283546448,0.05478455498814583,0.05462551489472389,0.0,0.05469995737075806,0.5269461077844312,0.05466008931398392,0.054675862193107605,812.04,0.054222527891397476,2844,0.05447906255722046,37.17858515679836,0.10955429077148438,0.1,0.2,0.05473659187555313,88,0.0,0.0022492656,0.49511946334969253,0.9190464019775391,0.8782852292060852,1e-05,460,-0.002636475235976832
48,0.055251505225896835,0.0550086684525013,0.05473857372999191,-1.0,0.577639751552795,552.8438720703125,0.05529976263642311,0.0551513209939003,0.05529976263642311,0.05475866049528122,0.05466543138027191,0.0547269731760025,0.0,0.05492766201496124,0.054692547768354416,1.384695652173914,0.05454452708363533,6291456,0.05432000011205673,0.05501782149076462,2165,0.055102232843637466,0.055114347487688065,0.054565414786338806,0.05465886369347572,0.0547986775636673,0.422360248447205,161,0.05513528361916542,0.05488065630197525,0.054850153625011444,0.0,0.054866723716259,0.577639751552795,0.054808203130960464,0.05486821383237839,847.39,0.05432000011205673,2905,0.054644543677568436,37.12721103727817,0.11814804077148437,0.1,0.2,0.05485587194561958,93,0.0,0.0023289109,0.47092408551834525,0.7981419563293457,0.8815210461616516,1e-05,470,-0.003070879429378692
49,0.05536360293626785,0.055136822164058685,0.054837558418512344,-1.0,0.5380116959064327,496.7030029296875,0.05543775483965874,0.055249448865652084,0.05543775483965874,0.05479716137051582,0.05475517734885216,0.05485338345170021,0.0,0.054990049451589584,0.05469457060098648,1.3914269005847963,0.05467604473233223,6422528,0.054363664239645004,0.055058568716049194,2164,0.05526396632194519,0.055235605686903,0.05472566559910774,0.05472882464528084,0.054898835718631744,0.4619883040935672,171,0.05517570674419403,0.05492463707923889,0.05497258901596069,0.0,0.05499209463596344,0.5380116959064327,0.054931554943323135,0.0550302192568779,767.43,0.054363664239645004,2966,0.05478490889072418,37.07734186947346,0.11576461791992188,0.1,0.2,0.0549551397562027,92,0.0,0.0022457242,0.4372395579703152,0.8897234201431274,0.8826897740364075,1e-05,480,-0.0029318097502255116
50,0.055459726601839066,0.05524631217122078,0.054910656064748764,-1.0,0.5286624203821656,529.188232421875,0.05554404482245445,0.0553504154086113,0.05554404482245445,0.05491013079881668,0.054798468947410583,0.054944757372140884,0.0,0.05508613958954811,0.05482063069939613,1.387936305732485,0.05477982759475708,6553600,0.054522592574357986,0.05511430650949478,2164,0.055329833179712296,0.05531434714794159,0.054845914244651794,0.054817911237478256,0.055020250380039215,0.4713375796178344,157,0.05527840927243233,0.05504502356052399,0.05514076352119446,0.0,0.05514656379818916,0.5286624203821656,0.05506208539009094,0.05505441874265671,809.21,0.054522592574357986,3027,0.05490197613835335,37.03188105225563,0.11455154418945312,0.1,0.2,0.055057819932699203,83,0.0,0.0022389172,0.5085712056839838,0.9052571058273315,0.8782808184623718,1e-05,490,-0.002920793732209859
51,0.05550120770931244,0.055364325642585754,0.0549895241856575,-1.0,0.5146198830409356,538.3618774414062,0.05566362291574478,0.05541446805000305,0.05566362291574478,0.05503746494650841,0.0548681765794754,0.05514873191714287,0.0,0.05523893982172012,0.05497165769338608,1.395473684210527,0.054834671318531036,6684672,0.054606035351753235,0.05532195791602135,2163,0.055417098104953766,0.05540294945240021,0.054929640144109726,0.05483059212565422,0.05514457821846008,0.4853801169590643,171,0.05536927655339241,0.05510470271110535,0.055194124579429626,0.0,0.0552055761218071,0.5146198830409356,0.05522669106721878,0.05517783761024475,831.17,0.054606035351753235,3089,0.05501159280538559,36.9859433978796,0.11201858520507812,0.1,0.2,0.05515901744365692,88,0.0,0.0022061097,0.45482773073017596,0.8766825199127197,0.8849246501922607,1e-05,500,-0.0026407135046611074
52,0.05562860891222954,0.0554463192820549,0.05512719973921776,-1.0,0.5031446540880503,517.3489990234375,0.05573388561606407,0.0555039718747139,0.05573388561606407,0.05508657544851303,0.05497468262910843,0.05520985275506973,0.0,0.05541473254561424,0.05507441237568855,1.4035345911949695,0.05495806783437729,6815744,0.05472719296813011,0.05545271933078766,2163,0.055568523705005646,0.05545061454176903,0.05506191402673721,0.05495553836226463,0.0552554689347744,0.4968553459119497,159,0.055478718131780624,0.05523581802845001,0.055272385478019714,0.0,0.05530700460076332,0.5031446540880503,0.05537373945116997,0.055315759032964706,794.8,0.05472719296813011,3150,0.055043723434209824,36.93793419599533,0.11297149658203125,0.1,0.2,0.05526629462838173,80,0.0,0.002309503,0.4843919611303136,0.8042515516281128,0.8985757827758789,1e-05,510,-0.0027636042796075344
53,0.05574064701795578,0.05556681379675865,0.0552840381860733,-1.0,0.48295454545454547,494.38653564453125,0.055833835154771805,0.05561480671167374,0.055833835154771805,0.055128905922174454,0.05506736412644386,0.05525311082601547,0.0,0.05554301291704178,0.05515710636973381,1.3879545454545466,0.055056244134902954,6946816,0.05489295721054077,0.05559217557311058,2162,0.05567548796534538,0.055585455149412155,0.05522138625383377,0.05504172667860985,0.05541063845157623,0.5170454545454546,176,0.05565889924764633,0.055342286825180054,0.05533772334456444,0.0,0.05543891713023186,0.48295454545454547,0.055457860231399536,0.05540240928530693,760.6,0.05489295721054077,3211,0.055203378200531006,36.88807619810105,0.11200408935546875,0.1,0.2,0.055380288511514664,85,0.0,0.0022511133,0.47562613771297035,0.8760910034179688,0.8942432999610901,1e-05,520,-0.002758427958997345
54,0.05585829168558121,0.055663157254457474,0.055408868938684464,-1.0,0.4567901234567901,505.9746398925781,0.05597158148884773,0.05574547126889229,0.05597158148884773,0.05530845373868942,0.055169325321912766,0.05532590299844742,0.0,0.055676788091659546,0.05527893826365471,1.3834814814814824,0.05514712631702423,7077888,0.05498825013637543,0.05566027760505676,2162,0.05575832724571228,0.055732570588588715,0.05539076030254364,0.05518946796655655,0.05547617748379707,0.5432098765432098,162,0.05573384463787079,0.055489618331193924,0.0553719699382782,0.0,0.05553801730275154,0.4567901234567901,0.0555693693459034,0.055480409413576126,778.73,0.05498825013637543,3273,0.05532773584127426,36.837798598408696,0.11313552856445312,0.1,0.2,0.05549042671918869,74,0.0,0.0022858144,0.5181041280506179,0.8425271511077881,0.8886735439300537,1e-05,530,-0.0027978333592272977
55,0.05594027042388916,0.055784549564123154,0.05553799122571945,-1.0,0.5314285714285715,512.38525390625,0.05608648806810379,0.05577731505036354,0.05608648806810379,0.05543862655758858,0.055279623717069626,0.055389609187841415,0.0,0.05584847927093506,0.055451132357120514,1.372662857142858,0.05530886352062225,7208960,0.05511797219514847,0.05569230765104294,2162,0.055919960141181946,0.055811166763305664,0.055465079843997955,0.05528261512517929,0.055571556091308594,0.4685714285714286,175,0.055852632969617844,0.055605802685022354,0.05550909414887428,0.0,0.055654626339673996,0.5314285714285715,0.05570455268025398,0.055673737078905106,791.48,0.05511797219514847,3334,0.05541080981492996,36.78694092035293,0.11480255126953125,0.1,0.2,0.05560459569096565,93,0.0,0.0023231355,0.5276625135215,0.9297948479652405,0.8827927708625793,1e-05,540,-0.003026806015714101
56,0.05609312281012535,0.055986035615205765,0.05556144937872887,-1.0,0.47619047619047616,507.5743408203125,0.05619078129529953,0.05589757859706879,0.05619078129529953,0.05559791624546051,0.05544598773121834,0.055482566356658936,0.0,0.05603090301156044,0.05557367578148842,1.3961785714285724,0.05543098598718643,7340032,0.055226732045412064,0.05576643720269203,2161,0.056076180189847946,0.05597398430109024,0.05556820333003998,0.055390309542417526,0.05569230765104294,0.5238095238095238,168,0.05595175549387932,0.055726151913404465,0.05559998378157616,0.0,0.05580339580774307,0.47619047619047616,0.055729739367961884,0.055768512189388275,782.32,0.055226732045412064,3395,0.055457133799791336,36.73489508032799,0.11467742919921875,0.1,0.2,0.055720873177051544,80,0.0,0.0023250235,0.4795121370116249,0.9409615397453308,0.8890961408615112,1e-05,550,-0.0029541820468693913
57,0.056223560124635696,0.05604640021920204,0.05571039766073227,-1.0,0.4936708860759494,515.7764282226562,0.0562586784362793,0.05602331459522247,0.0562586784362793,0.05565845966339111,0.055525414645671844,0.05556371435523033,0.0,0.05613362044095993,0.0556664876639843,1.4093291139240516,0.05556444078683853,7471104,0.05527597293257713,0.05584295094013214,2161,0.05617125332355499,0.05609142407774925,0.055702533572912216,0.055527109652757645,0.05580643191933632,0.5063291139240507,158,0.05610538646578789,0.055787887424230576,0.0557449534535408,0.0,0.05590575188398361,0.4936708860759494,0.05579443275928497,0.055909883230924606,790.26,0.05527597293257713,3456,0.05556972697377205,36.68633797764778,0.109490966796875,0.1,0.2,0.055824410170316696,78,0.0,0.0022621767,0.5313070161268115,0.9753029346466064,0.8863669037818909,1e-05,560,-0.002731590930125094
58,0.05631978064775467,0.05614279955625534,0.05585530772805214,-1.0,0.49404761904761907,548.6058349609375,0.0563385970890522,0.05614122003316879,0.05634363368153572,0.05578659474849701,0.05560055375099182,0.05563707277178764,0.0,0.05625765770673752,0.05579368770122528,1.3907857142857152,0.055656444281339645,7602176,0.055374741554260254,0.05593124032020569,2161,0.05634363368153572,0.05615958943963051,0.05575905740261078,0.05566534772515297,0.055912960320711136,0.5059523809523809,168,0.056189507246017456,0.055855803191661835,0.055862367153167725,0.0,0.0561312772333622,0.49404761904761907,0.05592913553118706,0.05601729080080986,840.97,0.055374741554260254,3517,0.05570598691701889,36.63805654644966,0.11074295043945312,0.1,0.2,0.05593470484018326,83,0.0,0.0022856111,0.49307078591082243,0.8059214353561401,0.8806520104408264,1e-05,570,-0.003062783431550997
59,0.05642886459827423,0.05623263493180275,0.05599568784236908,-1.0,0.546583850931677,522.3573608398438,0.05650188401341438,0.05626676604151726,0.05650188401341438,0.055858731269836426,0.05568418279290199,0.055779509246349335,0.0,0.05635294318199158,0.05596548318862915,1.3683726708074544,0.05572515353560448,7733248,0.05551464110612869,0.056018054485321045,2161,0.05648977681994438,0.05625411868095398,0.05593103915452957,0.055759962648153305,0.05605011433362961,0.453416149068323,161,0.05629357695579529,0.05594421923160553,0.055950913578271866,0.0,0.056211668998003006,0.546583850931677,0.056047603487968445,0.05614949390292168,799.57,0.05551464110612869,3578,0.055801283568143845,36.5880105316639,0.11520843505859375,0.1,0.2,0.056048329919576645,88,0.0,0.0023395997,0.49860154786147176,0.905765175819397,0.8888652324676514,1e-05,580,-0.0029664272848094696
60,0.05659186467528343,0.056375518441200256,0.056099727749824524,-1.0,0.5087719298245614,507.71136474609375,0.0566071942448616,0.05638162046670914,0.0566071942448616,0.056018441915512085,0.055769868195056915,0.05588517338037491,0.0,0.0564907044172287,0.05605781450867653,1.3809941520467846,0.05581283196806908,7864320,0.05563061311841011,0.056134019047021866,2160,0.056568242609500885,0.05637284368276596,0.056072890758514404,0.0558931939303875,0.05615857243537903,0.49122807017543857,171,0.0564517006278038,0.056054405868053436,0.05610335245728493,0.0,0.05628446489572525,0.5087719298245614,0.05617520213127136,0.05628092214465141,787.78,0.05563061311841011,3639,0.05590562894940376,36.5359914213419,0.11096420288085937,0.1,0.2,0.05616707354784012,87,0.0,0.0023001784,0.49148687631823124,0.8142750859260559,0.8840603828430176,1e-05,590,-0.0025811314354541536
61,0.05672743543982506,0.05649659037590027,0.05615183711051941,-1.0,0.5157232704402516,500.3359680175781,0.05674554780125618,0.0565451979637146,0.05674554780125618,0.056183505803346634,0.05591870844364166,0.056066419929265976,0.0,0.0565941296517849,0.056218720972537994,1.362553459119498,0.05594822019338608,7995392,0.055744703859090805,0.05623031407594681,2160,0.05672279745340347,0.056503716856241226,0.05615617334842682,0.056015849113464355,0.056281886994838715,0.48427672955974843,159,0.0565820150077343,0.05623512715101242,0.05621030554175377,0.0,0.05644115060567856,0.5157232704402516,0.05628898739814758,0.056342706084251404,777.25,0.055744703859090805,3701,0.05606674402952194,36.480545330047605,0.110980224609375,0.1,0.2,0.056296754628419876,82,0.0,0.0022843638,0.5369145375210792,0.8836301565170288,0.8861812353134155,1e-05,600,-0.002793208723232965
62,0.056771691888570786,0.05664469674229622,0.05626105144619942,-1.0,0.5393939393939394,543.2554931640625,0.05689677596092224,0.05672650411725044,0.05689677596092224,0.056306783109903336,0.05600929260253906,0.056138236075639725,0.0,0.05673322454094887,0.056283269077539444,1.3882424242424254,0.056105587631464005,8126464,0.05580945312976837,0.05630403384566307,2160,0.05679955706000328,0.05660462751984596,0.0562942735850811,0.056060511618852615,0.05641281604766846,0.46060606060606063,165,0.05667661875486374,0.056359246373176575,0.056280653923749924,0.0,0.056564196944236755,0.5393939393939394,0.056379687041044235,0.05647232383489609,832.65,0.05580945312976837,3762,0.05619024485349655,36.42859079241752,0.11153488159179688,0.1,0.2,0.05640341714024544,89,0.0,0.0022049872,0.45039339680224655,0.8166430592536926,0.8934946060180664,1e-05,610,-0.002583139514899813
63,0.056951116770505905,0.05675101652741432,0.05637432262301445,-1.0,0.4457831325301205,497.8887939453125,0.057050079107284546,0.05682828649878502,0.057050079107284546,0.05645075812935829,0.05609828606247902,0.05622914806008339,0.0,0.05683701112866402,0.05636226758360863,1.3776867469879526,0.056251704692840576,8257536,0.056009598076343536,0.05642172321677208,2159,0.056890930980443954,0.05680360645055771,0.05641303211450577,0.05613888055086136,0.056552235037088394,0.5542168674698795,166,0.05681368336081505,0.05656774342060089,0.05639251321554184,0.0,0.05667848512530327,0.4457831325301205,0.056517135351896286,0.05658917874097824,774.48,0.056009598076343536,3823,0.05632255971431732,36.37611373960972,0.1146759033203125,0.1,0.2,0.05653180927038193,74,0.0,0.0022888978,0.4899039642652497,0.7275404930114746,0.8890864253044128,1e-05,620,-0.002845621847609436
64,0.05703449621796608,0.05689341202378273,0.05649818107485771,-1.0,0.5238095238095238,509.1505432128906,0.05720273405313492,0.05696045979857445,0.05720273405313492,0.05660943314433098,0.056238990277051926,0.05636323615908623,0.0,0.056925296783447266,0.056452199816703796,1.399952380952382,0.056404802948236465,8388608,0.05616561323404312,0.05652492493391037,2159,0.05701136961579323,0.056840930134058,0.05648835003376007,0.05632353946566582,0.0566742829978466,0.47619047619047616,168,0.05690137669444084,0.05665623024106026,0.05648436024785042,0.0,0.05680720880627632,0.5238095238095238,0.056654393672943115,0.05666397139430046,781.28,0.05616561323404312,3884,0.05643906444311142,36.32211353480816,0.11693191528320312,0.1,0.2,0.056648753583431244,88,0.0,0.002409806,0.5105278303846716,0.9060298204421997,0.8940123915672302,1e-05,630,-0.002973334715807141
65,0.057139910757541656,0.05700886622071266,0.05661919340491295,-1.0,0.5527950310559007,523.8468627929688,0.05731750279664993,0.057119421660900116,0.05731750279664993,0.05666289106011391,0.05639934167265892,0.056420378386974335,0.0,0.056992191821336746,0.05654854327440262,1.4099503105590074,0.05659211799502373,8519680,0.05619102343916893,0.056637607514858246,2159,0.057147879153490067,0.056896425783634186,0.056608300656080246,0.056388478726148605,0.05677150562405586,0.4472049689440994,161,0.05703910440206528,0.05672214925289154,0.056557685136795044,0.0,0.05690351873636246,0.5527950310559007,0.05676726624369621,0.056808292865753174,804.44,0.05619102343916893,3945,0.0565972737967968,36.27322516739368,0.11032257080078126,0.1,0.2,0.056754276156425476,89,0.0,0.0022480465,0.4728847112739459,0.7719228267669678,0.8881832361221313,1e-05,640,-0.0027789299720097915
