time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/n_updates,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/loss,train/std,train/explained_variance,train/clip_range_vf,train/entropy_loss,train/value_loss,train/approx_kl
9568256,11241,559.64,19.44829750061035,73,851,2250,0.002852630615234375,0.1,-0.0011127557063446147,1e-06,1.0326206684112549,0.18907169997692108,0.8671966791152954,0.2,5.934060994163156,0.619145491742529,0.0007270196
9699328,11242,583.73,20.446287155151367,74,862,2260,0.00744476318359375,0.1,-0.001375520513556694,1e-06,0.7415083646774292,0.18924307823181152,0.891860842704773,0.2,5.911899273097515,0.50287158889696,0.0009418243
9830400,11244,597.67,21.055198669433594,75,874,2270,0.00547943115234375,0.1,-0.0012673256339439832,1e-06,0.7200669050216675,0.18942320346832275,0.873026430606842,0.2,5.889538128301501,0.5133682417683303,0.000900458
9961472,11244,639.77,22.79052734375,76,885,2280,0.00705413818359375,0.1,-0.0012637357314815745,1e-06,0.7921361923217773,0.1896066665649414,0.866172730922699,0.2,5.866508292406797,0.5522417812375352,0.00091924437
10092544,11228,576.85,20.31938934326172,77,898,2290,0.004935455322265625,0.1,-0.0011892881082530948,1e-06,0.9257484674453735,0.18979088962078094,0.859247624874115,0.2,5.84325432702899,0.5543872610898688,0.00085056364
10223616,11222,566.26,19.51417350769043,78,910,2300,0.005464935302734375,0.1,-0.001265534225240117,1e-06,0.8740954399108887,0.18997041881084442,0.8642143607139587,0.2,5.820289686322212,0.5470688066445291,0.00088467967
10354688,11224,572.51,20.36764144897461,79,922,2310,0.008126068115234374,0.1,-0.0013717930753955442,1e-06,0.8231387734413147,0.19015201926231384,0.8753477334976196,0.2,5.797466007992625,0.5367571176029742,0.00094569044
10485760,11225,674.48,24.91501235961914,80,934,2320,0.00570068359375,0.1,-0.0012459526502425432,1e-06,0.7541639804840088,0.19032637774944305,0.8749923706054688,0.2,5.7750525087118145,0.5303344015032053,0.00088659674
10616832,11228,635.58,23.47589874267578,81,945,2330,0.0043731689453125,0.1,-0.0011168849273417436,1e-06,0.9156005382537842,0.19050991535186768,0.8594820499420166,0.2,5.752417052164674,0.5642143336357549,0.00084122224
10747904,11231,639.39,23.5633487701416,82,956,2340,0.004451751708984375,0.1,-0.0011493120493469178,1e-06,0.7497977018356323,0.19068948924541473,0.8634750843048096,0.2,5.729592454060912,0.5494618084980175,0.0008255326
10878976,11225,543.15,19.72522735595703,83,969,2350,0.006159210205078125,0.1,-0.0012196231451525818,1e-06,0.8275750875473022,0.19086894392967224,0.8596184849739075,0.2,5.707014454528689,0.5691234123660251,0.00091700244
11010048,11230,607.54,21.82647705078125,84,980,2360,0.00617218017578125,0.1,-0.0011867495109981973,1e-06,0.9050140380859375,0.19104886054992676,0.8569746017456055,0.2,5.684395219758153,0.562828190298751,0.00090413797
11141120,11228,604.84,21.3195743560791,85,992,2370,0.009980010986328124,0.1,-0.0013498827238436206,1e-06,0.7866208553314209,0.19123224914073944,0.8569149971008301,0.2,5.6615790642797945,0.5782029862748459,0.0010167598
11272192,11228,581.85,20.570051193237305,86,1003,2380,0.00276947021484375,0.1,-0.001104821705212089,1e-06,0.7951306104660034,0.19140705466270447,0.8666329383850098,0.2,5.639172999933362,0.5688378426944837,0.000752362
11403264,11230,633.82,22.590314865112305,87,1015,2390,0.00528717041015625,0.1,-0.0012270817565877223,1e-06,0.7546297907829285,0.1915888488292694,0.8797829151153564,0.2,5.616782770305872,0.505764388665557,0.0008406778
11534336,11231,601.98,21.963987350463867,88,1026,2400,0.00547027587890625,0.1,-0.0011811189727268356,1e-06,0.8092725276947021,0.1917693018913269,0.8693909049034119,0.2,5.59407647922635,0.5440363612491638,0.0008658233
11665408,11236,688.22,25.562646865844727,89,1038,2410,0.005847930908203125,0.1,-0.001308538800367387,1e-06,0.8840301036834717,0.1919504851102829,0.8524414896965027,0.2,5.571467469632625,0.5932116567855701,0.0008876541
11796480,11238,582.75,20.57138442993164,90,1049,2420,0.004286956787109375,0.1,-0.0011218738602110534,1e-06,0.8284842371940613,0.1921350657939911,0.8650704622268677,0.2,5.54855126105249,0.5572623672196642,0.00084254565
11927552,11236,537.46,18.450115203857422,91,1061,2430,0.006215667724609375,0.1,-0.0012666643307966297,1e-06,0.8624986410140991,0.19231359660625458,0.8688843846321106,0.2,5.525970468297601,0.5706661534495652,0.00092310575
12058624,11234,591.45,20.637897491455078,92,1073,2440,0.00416259765625,0.1,-0.0011416986872063717,1e-06,0.8259865641593933,0.19249330461025238,0.8760278224945068,0.2,5.503606342896819,0.5332567657809705,0.00082585996
12189696,11232,598.12,21.33600616455078,93,1085,2450,0.0053497314453125,0.1,-0.0012930029985909642,1e-06,0.7757841348648071,0.19267277419567108,0.884181022644043,0.2,5.481203769519925,0.5263313692994416,0.0008537426
12320768,11219,595.21,21.295225143432617,94,1098,2460,0.008107757568359375,0.1,-0.0013578176138253184,1e-06,0.7196885347366333,0.19285833835601807,0.8462079763412476,0.2,5.458410512283445,0.5572041278006509,0.0010076149
12451840,11214,606.62,21.942819595336914,95,1110,2470,0.005175018310546875,0.1,-0.0011504538078952464,1e-06,1.0633131265640259,0.19304296374320984,0.8537644147872925,0.2,5.43540038280189,0.5972619226202369,0.0008590765
12582912,11214,598.83,21.501567840576172,96,1122,2480,0.004491424560546875,0.1,-0.0011213201195459988,1e-06,0.8066195845603943,0.19322428107261658,0.8663599491119385,0.2,5.412674594670534,0.559672341030091,0.0008258404
12713984,11216,630.51,22.86420249938965,97,1133,2490,0.00785064697265625,0.1,-0.0013512120730410971,1e-06,0.712393581867218,0.19340471923351288,0.8721879124641418,0.2,5.390217654779553,0.5201257281238213,0.0009776517
12845056,11218,670.53,24.82854652404785,98,1145,2500,0.00600433349609375,0.1,-0.0012568521133289323,1e-06,0.8817358613014221,0.19358742237091064,0.8675052523612976,0.2,5.367687071859836,0.5556741745211184,0.0008993207
12976128,11220,667.02,25.133756637573242,99,1156,2510,0.004764556884765625,0.1,-0.0011171874564752215,1e-06,0.8568735122680664,0.193776935338974,0.8685239553451538,0.2,5.344554606825113,0.5316662901546806,0.0008428961
13107200,11224,666.85,25.15435218811035,100,1167,2520,0.004630279541015625,0.1,-0.0010363304688326025,1e-06,0.8143836259841919,0.1939552277326584,0.8453402519226074,0.2,5.32189883030951,0.5850977438734845,0.0008168261
13238272,11220,579.92,21.223369598388672,101,1179,2530,0.00536651611328125,0.1,-0.001108904605916905,1e-06,0.7086614370346069,0.19413791596889496,0.852224588394165,0.2,5.299517314881086,0.5813314947998152,0.0008830553
13369344,11219,607.17,21.989086151123047,102,1191,2540,0.00758056640625,0.1,-0.0012935127771925182,1e-06,0.7655983567237854,0.19431881606578827,0.8771637678146362,0.2,5.277104924991727,0.5510326493298635,0.00093830354
13500416,11218,633.12,22.834716796875,103,1203,2550,0.0066802978515625,0.1,-0.00126108222093535,1e-06,0.8826603889465332,0.19449657201766968,0.873916506767273,0.2,5.254966777935624,0.5548265286721289,0.0009120923
13631488,11216,634.62,22.935087203979492,104,1215,2560,0.007678985595703125,0.1,-0.001312775312908343,1e-06,0.7990409135818481,0.19468140602111816,0.8704652190208435,0.2,5.2325423989444975,0.5287996528903023,0.0009650435
13762560,11215,680.55,24.77826499938965,105,1227,2570,0.002855682373046875,0.1,-0.0010529433315241477,1e-06,0.9128562211990356,0.19486449658870697,0.8498827815055847,0.2,5.209860164299608,0.5939489110838622,0.0007460488
13893632,11213,669.85,24.396255493164062,106,1238,2580,0.006645965576171875,0.1,-0.001307375307987968,1e-06,0.7847082614898682,0.19504599273204803,0.8549133539199829,0.2,5.1874453913420435,0.56694314123597,0.00092841045
14024704,11214,601.33,21.549062728881836,107,1250,2590,0.006468963623046875,0.1,-0.001324559627664712,1e-06,0.9183636903762817,0.19523295760154724,0.8545102477073669,0.2,5.16473142914474,0.561290022614412,0.00094639027
14155776,11212,626.51,22.436668395996094,108,1262,2600,0.0026611328125,0.1,-0.0010701798220907222,1e-06,0.8340436220169067,0.19541773200035095,0.8525255918502808,0.2,5.141905879974365,0.5754806302720681,0.0007564404
14286848,11211,636.69,23.46772003173828,109,1274,2610,0.007201385498046875,0.1,-0.0013523206902391395,1e-06,0.7303017377853394,0.19560013711452484,0.8512380123138428,0.2,5.119381375983357,0.5441777407424524,0.0009514702
14417920,11209,642.18,23.747753143310547,110,1286,2620,0.00503387451171875,0.1,-0.0011899745956725383,1e-06,0.7394347786903381,0.1957862377166748,0.8538324236869812,0.2,5.096758352965116,0.6117603275924921,0.0008642059
14548992,11212,620.53,22.743568420410156,111,1297,2630,0.005283355712890625,0.1,-0.0012238022309247754,1e-06,0.9272032976150513,0.19596891105175018,0.865474283695221,0.2,5.074161030724644,0.5526172468671575,0.0009171787
14680064,11217,620.1,22.094118118286133,112,1308,2640,0.006268310546875,0.1,-0.0012081671661690052,1e-06,0.8189094066619873,0.19614844024181366,0.8554516434669495,0.2,5.0520253125578165,0.5879486087709666,0.00090842304
14811136,11215,599.02,21.436269760131836,113,1320,2650,0.005352020263671875,0.1,-0.0013346724304028612,1e-06,0.7466917634010315,0.19633615016937256,0.8698033094406128,0.2,5.0295263335108755,0.514665157836862,0.00089932885
14942208,11213,628.17,22.493242263793945,114,1332,2660,0.006927490234375,0.1,-0.001217910967534408,1e-06,0.8575208187103271,0.19652459025382996,0.8529146313667297,0.2,5.0065503783524035,0.5961926333373413,0.0009303271
15073280,11209,636.04,22.85590171813965,115,1344,2670,0.007378387451171875,0.1,-0.0013110078210957,1e-06,0.7435468435287476,0.19670788943767548,0.875652551651001,0.2,4.98386960029602,0.5212241199798882,0.0009796079
15204352,11209,645.26,23.650880813598633,116,1356,2680,0.0061737060546875,0.1,-0.001203890413944464,1e-06,0.7589229345321655,0.19689755141735077,0.8676852583885193,0.2,4.961104990169406,0.5617114301305264,0.0008957224
15335424,11208,628.83,23.188705444335938,117,1368,2690,0.00577392578125,0.1,-0.0012452363981537927,1e-06,0.8052821755409241,0.1970839500427246,0.8568742275238037,0.2,4.938228133693338,0.5495490155881271,0.0009184598
15466496,11209,595.76,21.57391357421875,118,1379,2700,0.00589447021484375,0.1,-0.0011991758061412837,1e-06,0.7133520841598511,0.1972656548023224,0.864788830280304,0.2,4.915827237069607,0.599685403262265,0.00089993514
15597568,11211,614.83,22.346689224243164,119,1391,2710,0.01015777587890625,0.1,-0.0013595485945188557,1e-06,0.7973639369010925,0.19744914770126343,0.8862340450286865,0.2,4.89360581561923,0.5076923277927563,0.0010137181
15728640,11213,586.09,20.50307846069336,120,1402,2720,0.00517578125,0.1,-0.001113418923887366,1e-06,0.7586826086044312,0.19763314723968506,0.8544849157333374,0.2,4.871254800260067,0.6094401608686895,0.0008562433
15859712,11212,622.96,22.452926635742188,121,1414,2730,0.004498291015625,0.1,-0.001200704276561737,1e-06,0.7543870210647583,0.1978105753660202,0.8735307455062866,0.2,4.849336702749133,0.5371336335781962,0.0008492166
15990784,11217,555.26,19.42462921142578,122,1425,2740,0.006285858154296875,0.1,-0.0011791954130785597,1e-06,1.0331993103027344,0.1979975402355194,0.8635615110397339,0.2,4.8271943718194965,0.5922924409154803,0.0009377046
16121856,11220,678.06,24.525497436523438,123,1436,2750,0.006667327880859375,0.1,-0.0012373586547255399,1e-06,0.8426029086112976,0.19819003343582153,0.8691489696502686,0.2,4.804161858931184,0.55039529313799,0.00093921355
16252928,11223,649.38,23.278419494628906,124,1448,2760,0.0059478759765625,0.1,-0.0012435171934157552,1e-06,0.7932382225990295,0.19837960600852966,0.8631719350814819,0.2,4.781075262278319,0.5393810903187841,0.0008720722
16384000,11224,654.87,23.872411727905273,125,1459,2770,0.008094024658203126,0.1,-0.0014325132277008378,1e-06,0.7387097477912903,0.19857017695903778,0.864202082157135,0.2,4.7581056706607345,0.534551100875251,0.0010111581
16515072,11227,601.42,21.520858764648438,126,1470,2780,0.006472015380859375,0.1,-0.0012224134411553678,1e-06,0.7549229264259338,0.19875656068325043,0.8602662086486816,0.2,4.735324582830072,0.5557767542777583,0.00092162204
16646144,11229,655.35,23.496383666992188,127,1482,2790,0.003697967529296875,0.1,-0.0010579401237919227,1e-06,0.7730405330657959,0.19894394278526306,0.8621423840522766,0.2,4.712777759134769,0.530453045363538,0.00078197895
16777216,11233,610.21,21.405637741088867,128,1493,2800,0.00515594482421875,0.1,-0.0012201933706819546,1e-06,0.8850182890892029,0.19912776350975037,0.8652651309967041,0.2,4.690429663658142,0.5623724124161527,0.0008739361
16908288,11237,649.67,23.413745880126953,129,1504,2810,0.003558349609375,0.1,-0.0011144981125653431,1e-06,0.6675149202346802,0.19931356608867645,0.8798057436943054,0.2,4.668136603012681,0.4958994410466403,0.00081960525
