rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/clip_fraction,train/clip_range,train/value_loss,train/policy_gradient_loss,train/std,train/clip_range_vf,train/approx_kl,train/explained_variance,train/learning_rate,train/loss,train/n_updates
35.502357482910156,323,5983,59,1933312,987.18,8.59417908532279,0.023158482142857144,0.3,0.5112018308469227,0.002441276130931718,0.1364622712135315,0.3,0.006063149,0.7008049488067627,0.0001,0.7999324202537537,58
35.498104095458984,328,5983,60,1966080,982.98,8.589595653392651,0.026331018518518517,0.3,0.469885402807483,0.00028702530458017634,0.1364908367395401,0.3,0.0066059465,0.7026956677436829,0.0001,0.6015790104866028,59
35.83964920043945,334,5984,61,1998848,991.1,8.588397096704554,0.025752314814814815,0.3,0.4131405232129274,-0.0023458219064330615,0.1364978700876236,0.3,0.006141666,0.6659907102584839,0.0001,0.35981303453445435,60
36.11111831665039,339,5983,62,2031616,992.91,8.586544793227624,0.025592672413793104,0.3,0.46705710168542536,0.0028320751955796934,0.13651329278945923,0.3,0.006445533,0.7049269676208496,0.0001,0.6963664293289185,61
36.23967361450195,345,5983,63,2064384,995.27,8.585592053153299,0.02911931818181818,0.3,0.3995502997528423,0.0036334200042553925,0.1365227848291397,0.3,0.00631206,0.6459547281265259,0.0001,0.32511788606643677,62
36.43049240112305,350,5984,64,2097152,996.45,8.584765842982701,0.015997023809523808,0.3,0.47606469690799713,0.0007323912965754668,0.13652899861335754,0.3,0.0046476386,0.6028160452842712,0.0001,0.5978286862373352,63
36.61882400512695,355,5984,65,2129920,996.92,8.583369453748068,0.0205078125,0.3,0.4322299398481846,-0.0011179576686117798,0.1365402340888977,0.3,0.005565986,0.6730018854141235,0.0001,0.44086334109306335,64
36.79975891113281,361,5985,66,2162688,996.92,8.582432464317039,0.015046296296296295,0.3,0.45308643358725087,0.001148971013241896,0.13655608892440796,0.3,0.0051387716,0.5908879637718201,0.0001,0.7916438579559326,65
36.9745979309082,366,5985,67,2195456,999.94,8.580115795135498,0.020052083333333335,0.3,0.4850603481133779,0.0033121057320386173,0.1365746110677719,0.3,0.0062995777,0.5689712166786194,0.0001,0.5177599191665649,66
37.027565002441406,372,5986,68,2228224,999.94,8.578226089477539,0.015213815789473685,0.3,0.5101526740350222,-0.0021037700782088856,0.1365939825773239,0.3,0.004535087,0.6516188979148865,0.0001,0.33816882967948914,67
37.0284309387207,377,5985,69,2260992,999.94,8.576096590827493,0.02297794117647059,0.3,0.46686605364084244,0.0023739956291940283,0.13660982251167297,0.3,0.006499812,0.544584333896637,0.0001,0.5288322567939758,68
37.18156433105469,383,5985,70,2293760,1000.0,8.573704866262583,0.017127403846153848,0.3,0.4662742121861531,0.0019613086210133936,0.13664750754833221,0.3,0.005539515,0.513195812702179,0.0001,0.6300976276397705,69
37.194122314453125,388,5986,71,2326528,1000.0,8.570294737815857,0.015950520833333332,0.3,0.4428577913592259,-0.0022033183389188102,0.13667263090610504,0.3,0.00493287,0.6011979579925537,0.0001,0.500505268573761,70
37.30952453613281,394,5987,72,2359296,1000.0,8.567141763095197,0.01912715517241379,0.3,0.4780733785752592,0.0027087883509952448,0.13670463860034943,0.3,0.0062527,0.5580706596374512,0.0001,0.3384806215763092,71
37.42680740356445,399,5988,73,2392064,1000.0,8.56339497036404,0.016493055555555556,0.3,0.5071989215082593,0.00032754045807653,0.13673609495162964,0.3,0.004881909,0.586749792098999,0.0001,0.8457051515579224,72
37.543949127197266,404,5988,74,2424832,1000.0,8.560240350920578,0.023706896551724137,0.3,0.4784348550541648,-0.0007748029451688815,0.13675011694431305,0.3,0.00643836,0.589293360710144,0.0001,0.7852639555931091,73
37.532352447509766,410,5988,75,2457600,1000.0,8.559465665083666,0.018629807692307692,0.3,0.4627215988360919,0.001378096711750214,0.13675828278064728,0.3,0.005751731,0.6138843894004822,0.0001,0.4094337224960327,74
37.386165618896484,415,5988,76,2490368,996.83,8.558707580566406,0.0196875,0.3,0.4603689777851105,-0.000681321993470192,0.13677488267421722,0.3,0.005606515,0.6730670928955078,0.0001,0.6101471781730652,75
37.5289192199707,421,5989,77,2523136,996.83,8.55649481321636,0.02549342105263158,0.3,0.4863730331784801,0.0024703430305970343,0.13679318130016327,0.3,0.006526484,0.7079240083694458,0.0001,0.5290036797523499,76
37.64322280883789,426,5991,78,2555904,996.83,8.554870462417602,0.018359375,0.3,0.3906292326748371,0.0005897379713132977,0.13680218160152435,0.3,0.005318542,0.7251579761505127,0.0001,0.4884604811668396,77
37.861854553222656,432,5992,79,2588672,996.83,8.554677827017647,0.017857142857142856,0.3,0.39803779196171535,-0.0015825744540918442,0.1368003785610199,0.3,0.0057719145,0.7246456146240234,0.0001,0.42843934893608093,78
38.051231384277344,437,5991,80,2621440,1000.0,8.55438046228318,0.021205357142857144,0.3,0.4383315330459958,0.005170982552780991,0.13680952787399292,0.3,0.0059911124,0.7442454099655151,0.0001,0.7315149307250977,79
38.0494499206543,442,5992,81,2654208,1000.0,8.552223556920103,0.01768092105263158,0.3,0.39987080426592575,0.0006849509173710095,0.1368320733308792,0.3,0.0057533397,0.6910548210144043,0.0001,1.018962025642395,80
38.027679443359375,448,5994,82,2686976,1000.0,8.550225157486764,0.01850328947368421,0.3,0.38586200616861643,0.003165579192634476,0.13684627413749695,0.3,0.005632527,0.7283185720443726,0.0001,0.4394219219684601,81
38.09699630737305,453,5995,83,2719744,1000.0,8.54886589050293,0.0184375,0.3,0.4438596731424332,0.0007719262875616551,0.13686424493789673,0.3,0.0057345848,0.6961489915847778,0.0001,0.4574521481990814,82
38.222923278808594,459,5995,84,2752512,1000.0,8.545650730962338,0.021399456521739132,0.3,0.3865608469299648,-0.0012900767766911051,0.13689345121383667,0.3,0.006239792,0.7193724513053894,0.0001,0.48642757534980774,83
38.25859832763672,464,5997,85,2785280,1000.0,8.544091880321503,0.01953125,0.3,0.34043483156710863,0.0015917029231786728,0.13690277934074402,0.3,0.0053833527,0.723291277885437,0.0001,0.5742522478103638,84
38.300533294677734,470,5995,86,2818048,1000.0,8.541177169136379,0.022758152173913044,0.3,0.41197791825170105,0.0010933953175402205,0.13694925606250763,0.3,0.0057317205,0.7528819441795349,0.0001,0.7922375202178955,85
38.37999725341797,475,5995,87,2850816,1000.0,8.536115760803222,0.0171875,0.3,0.4570219403505325,-0.0020124118216335776,0.13698634505271912,0.3,0.005710565,0.7330121994018555,0.0001,0.5856534242630005,86
38.46403503417969,480,5996,88,2883584,1000.0,8.531873435974122,0.01625,0.3,0.36930249750614164,0.0006776726804673672,0.13701938092708588,0.3,0.005662352,0.7468484044075012,0.0001,0.6320911645889282,87
38.45930862426758,486,5997,89,2916352,1000.0,8.530160331726075,0.02265625,0.3,0.4640577964484692,-0.0052457308862358335,0.13703308999538422,0.3,0.005857523,0.7616094946861267,0.0001,0.42285794019699097,88
38.49814987182617,491,5998,90,2949120,1000.0,8.528790672620138,0.0224609375,0.3,0.43191040741900605,0.0024576299571587392,0.1370389461517334,0.3,0.006249542,0.7154204845428467,0.0001,0.5715820789337158,89
38.5024299621582,497,5997,91,2981888,1000.0,8.528380918502808,0.021484375,0.3,0.36094041019678114,-8.876149076968432e-05,0.13703984022140503,0.3,0.005437753,0.7680431604385376,0.0001,0.5826680660247803,90
38.55728530883789,502,5997,92,3014656,1000.0,8.526999820362438,0.020951704545454544,0.3,0.43764206767082214,-0.0010963699738071723,0.13706143200397491,0.3,0.005273296,0.7105047702789307,0.0001,0.8772085309028625,91
38.55574035644531,508,5998,93,3047424,1000.0,8.52646780014038,0.015980113636363636,0.3,0.4052630649371581,-0.00038499414751475507,0.13705863058567047,0.3,0.0047701267,0.7465569972991943,0.0001,0.5279678702354431,92
38.60466766357422,513,5998,94,3080192,1000.0,8.52559812252338,0.025540865384615384,0.3,0.43466059691630876,0.0023665246195518053,0.1370699256658554,0.3,0.0063420674,0.7631253004074097,0.0001,0.9704053401947021,93
38.70596694946289,518,5998,95,3112960,1000.0,8.5250336124051,0.026713709677419355,0.3,0.39758523962190073,0.0023701363693802587,0.13707558810710907,0.3,0.007018795,0.8017470836639404,0.0001,0.4002283215522766,94
38.80339813232422,524,5999,96,3145728,1000.0,8.524355484889103,0.02794471153846154,0.3,0.4623217284679413,0.003013965570761894,0.13708792626857758,0.3,0.007084206,0.7035841941833496,0.0001,0.4518556594848633,95
38.837650299072266,529,5998,97,3178496,1000.0,8.521586380004884,0.015625,0.3,0.353341258764267,-0.0006502575986087322,0.13711194694042206,0.3,0.0050330483,0.7914843559265137,0.0001,0.2803219258785248,96
38.80058670043945,535,5999,98,3211264,1000.0,8.519792954126993,0.01953125,0.3,0.463440990075469,0.003557792534896483,0.13712631165981293,0.3,0.005667372,0.6603128910064697,0.0001,1.0534367561340332,97
38.830684661865234,540,6000,99,3244032,1000.0,8.517938415209452,0.017578125,0.3,0.36784034222364426,0.0017380409796411793,0.13714618980884552,0.3,0.0053637414,0.7603879570960999,0.0001,0.2877740263938904,98
38.83650207519531,545,6001,100,3276800,1000.0,8.515483677387238,0.0234375,0.3,0.5102129150182009,-0.0006510259117931128,0.13716824352741241,0.3,0.0054343236,0.719184398651123,0.0001,0.4714120328426361,99
39.05513000488281,551,6001,101,3309568,1000.0,8.513504452175564,0.019675925925925927,0.3,0.40193096079208235,0.0003284531197062245,0.13718876242637634,0.3,0.005638757,0.7699308395385742,0.0001,0.6674264669418335,100
39.02545166015625,556,6001,102,3342336,1000.0,8.51062297821045,0.022372159090909092,0.3,0.34059314091097226,2.495425922626799e-05,0.13721926510334015,0.3,0.005723478,0.824546754360199,0.0001,0.40316054224967957,101
39.096500396728516,562,6001,103,3375104,1000.0,8.507821750640868,0.019140625,0.3,0.4478117197751999,-0.002730656461790204,0.1372373402118683,0.3,0.005531786,0.6934743523597717,0.0001,0.37661027908325195,102
39.04875183105469,567,6002,104,3407872,1000.0,8.504848251342773,0.0225,0.3,0.36001724064350127,0.003193863956257701,0.13727805018424988,0.3,0.0062799673,0.7787398099899292,0.0001,0.6362817883491516,103
39.142967224121094,573,6002,105,3440640,1000.0,8.500398884648861,0.018682065217391304,0.3,0.4288420716057653,0.002778800184150105,0.137311190366745,0.3,0.0057216818,0.7914644479751587,0.0001,0.6500248908996582,104
39.19136047363281,578,6003,106,3473408,1000.0,8.497559070587158,0.021875,0.3,0.34553764313459395,0.0006713959388434887,0.13732895255088806,0.3,0.006061447,0.7921435832977295,0.0001,0.27526748180389404,105
39.24652862548828,583,6004,107,3506176,1000.0,8.497078855832418,0.0234375,0.3,0.46367546543478966,-0.0034518654768665633,0.137319877743721,0.3,0.006167976,0.7463618516921997,0.0001,0.2725934684276581,106
39.27146911621094,589,6003,108,3538944,1000.0,8.496376249525282,0.024305555555555556,0.3,0.4144304262267219,-0.0006310081592312565,0.13735516369342804,0.3,0.0068434766,0.747109055519104,0.0001,0.37059199810028076,107
39.29442596435547,594,6003,109,3571712,1000.0,8.49214511871338,0.025625,0.3,0.4449425846338272,-0.002071149814873934,0.13737979531288147,0.3,0.0068399403,0.70905601978302,0.0001,0.39849063754081726,108
39.28984069824219,600,6004,110,3604480,1000.0,8.489921136335893,0.01740056818181818,0.3,0.38603991879658267,-0.000668544110588052,0.13740330934524536,0.3,0.0053799795,0.7784072160720825,0.0001,0.7849947214126587,109
39.369991302490234,605,6004,111,3637248,1000.0,8.487349593121072,0.02309782608695652,0.3,0.37858163727366406,0.00033027844746475637,0.13742074370384216,0.3,0.0058030696,0.7779034376144409,0.0001,0.6384207606315613,110
39.5645751953125,611,6004,112,3670016,1000.0,8.486067295074463,0.02794471153846154,0.3,0.45925183536914677,0.0003613202581898524,0.13743600249290466,0.3,0.006766801,0.8060332536697388,0.0001,0.30676400661468506,111
39.609893798828125,616,6004,113,3702784,1000.0,8.48426447974311,0.023003472222222224,0.3,0.3363334544830852,-0.002015229935447375,0.13744895160198212,0.3,0.0060643954,0.7897226810455322,0.0001,0.47437578439712524,112
39.417205810546875,622,6004,114,3735552,1000.0,8.48308971949986,0.012276785714285714,0.3,0.4535823804991586,-0.0008739112277648278,0.13745959103107452,0.3,0.004645396,0.7533955574035645,0.0001,0.425304651260376,113
39.39964294433594,627,6005,115,3768320,1000.0,8.481159316168892,0.023003472222222224,0.3,0.3930251614915,-0.0022095156730049187,0.13747848570346832,0.3,0.0057799974,0.7260128259658813,0.0001,0.5045703649520874,114
39.4439811706543,632,6005,116,3801088,1000.0,8.479627211888632,0.024739583333333332,0.3,0.3801303661117951,0.004571643134113401,0.13749384880065918,0.3,0.006373715,0.7664551138877869,0.0001,0.4656694531440735,115
39.7044792175293,638,6006,117,3833856,1000.0,8.478255271911621,0.018973214285714284,0.3,0.39424257831914084,0.0028988858463153953,0.13750436902046204,0.3,0.005648691,0.6792908906936646,0.0001,0.8531591892242432,116
39.79381561279297,643,6006,118,3866624,1000.0,8.476259918212891,0.0209375,0.3,0.39241974443197253,0.0037166380509734156,0.13753046095371246,0.3,0.006284313,0.782666027545929,0.0001,0.3108247220516205,117
39.8427848815918,649,6005,119,3899392,1000.0,8.47365613417192,0.024502840909090908,0.3,0.4551079347729683,0.0003439423374154351,0.13755717873573303,0.3,0.0063657924,0.6296371221542358,0.0001,0.8579856157302856,118
39.8158073425293,654,6005,120,3932160,1000.0,8.469569282531738,0.02,0.3,0.3377244544029236,0.0017637799493968487,0.13759073615074158,0.3,0.0057098055,0.7750334739685059,0.0001,0.4369359016418457,119
39.83305740356445,660,6005,121,3964928,1000.0,8.467104391618209,0.020241477272727272,0.3,0.5001724883913994,0.0016749293374067004,0.13761456310749054,0.3,0.006003763,0.7452576160430908,0.0001,0.6428338289260864,120
39.79479217529297,665,6006,122,3997696,1000.0,8.463781066562818,0.020040760869565216,0.3,0.4428576788176661,0.004039595227526582,0.13764935731887817,0.3,0.005957469,0.7681676149368286,0.0001,0.562402069568634,121
39.8404655456543,671,6006,123,4030464,1000.0,8.460950255393982,0.024088541666666668,0.3,0.4747419108947118,-0.0007250227693778774,0.13765756785869598,0.3,0.0061398814,0.6992303133010864,0.0001,0.5916873812675476,122
39.938819885253906,676,6005,124,4063232,1000.0,8.46017143943093,0.01953125,0.3,0.3790218220515685,0.000602286457168785,0.13766922056674957,0.3,0.005941903,0.723060667514801,0.0001,0.47038525342941284,123
40.007713317871094,682,6005,125,4096000,1000.0,8.45994047685103,0.026278409090909092,0.3,0.38164305551485583,-0.0028113142841241574,0.13766281306743622,0.3,0.0063712443,0.7486114501953125,0.0001,0.3687899708747864,124
40.13310623168945,687,6005,126,4128768,1000.0,8.460462114085322,0.025475543478260868,0.3,0.35047618267328845,-0.0017380452228953009,0.13766144216060638,0.3,0.00647659,0.7656910419464111,0.0001,0.3794778883457184,125
39.948020935058594,692,6006,127,4161536,1000.0,8.460865020751953,0.028125,0.3,0.3987502001225948,-0.002386519080027938,0.13766227662563324,0.3,0.0065203765,0.7501057386398315,0.0001,0.32526320219039917,126
39.77349853515625,698,6006,128,4194304,1000.0,8.459813318754497,0.021792763157894735,0.3,0.35177377885893774,0.0007983552978227013,0.13767428696155548,0.3,0.00588519,0.7379764318466187,0.0001,0.6278911232948303,127
39.906280517578125,703,6006,129,4227072,1000.0,8.458554137836803,0.0234375,0.3,0.5186821493235502,0.0042466373309831724,0.1376909613609314,0.3,0.0063119587,0.7549464106559753,0.0001,0.8325650095939636,128
39.96480178833008,709,6006,130,4259840,1000.0,8.45551702250605,0.017323369565217392,0.3,0.4837878100250078,0.0010530182727329109,0.1377270221710205,0.3,0.0053044376,0.761314332485199,0.0001,0.3779445290565491,129
40.12282943725586,714,6006,131,4292608,1000.0,8.452299276987711,0.015190972222222222,0.3,0.545401382777426,0.0008860040559536881,0.13774943351745605,0.3,0.004913687,0.7432712316513062,0.0001,0.6851125359535217,130
40.08205795288086,720,6006,132,4325376,1000.0,8.44929325580597,0.017903645833333332,0.3,0.44090357422828674,-0.0005336824979167432,0.1377744972705841,0.3,0.005556093,0.7466922998428345,0.0001,0.2979956865310669,131
40.19808578491211,725,6007,133,4358144,1000.0,8.447609538123722,0.016741071428571428,0.3,0.5475152447110131,-0.0019856090213926066,0.13778695464134216,0.3,0.005382883,0.805169403553009,0.0001,0.4908898174762726,132
