time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,train/clip_range,train/explained_variance,train/clip_range_vf,train/clip_fraction,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/loss,train/policy_gradient_loss,train/n_updates
57,615,7471104,12135,589.38,20.89514923095703,0.20550742745399475,0.1,0.8598103523254395,0.2,0.0,1.2222197e-05,3.9240450652316214,0.5981793437851592,1e-07,0.8623137474060059,-0.0001134876310970867,3620
58,626,7602176,12136,713.0,25.994935989379883,0.20553366839885712,0.1,0.8812665939331055,0.2,0.0,1.4769863e-05,3.921098223887384,0.5213023717748001,1e-07,0.8019555807113647,-0.0001341498235888139,3630
59,637,7733248,12135,641.78,23.538660049438477,0.20556049048900604,0.1,0.8538364171981812,0.2,0.0,1.5940606e-05,3.917994214221835,0.5805535241728649,1e-07,0.7375978231430054,-0.00013561442483478459,3640
60,648,7864320,12134,649.92,24.38326644897461,0.2055865228176117,0.1,0.8661680817604065,0.2,0.0,1.0430154e-05,3.9149249652400613,0.5799385319231078,1e-07,0.783963143825531,-0.0001237027616298292,3650
61,658,7995392,12134,662.98,24.638141632080078,0.20561251044273376,0.1,0.8512941002845764,0.2,0.0,1.2573373e-05,3.9118900706991555,0.5658546786755323,1e-07,0.5950872898101807,-0.00012279613811188027,3660
62,669,8126464,12139,707.13,25.826562881469727,0.20563971996307373,0.1,0.8409153819084167,0.2,0.0,1.5776215e-05,3.908773015998304,0.6024279810721055,1e-07,1.0074961185455322,-0.00013208015789132333,3670
63,680,8257536,12134,687.06,25.495311737060547,0.2056657075881958,0.1,0.8593544960021973,0.2,0.0,1.3198369e-05,3.9056757861748337,0.5488201376050711,1e-07,0.7102094888687134,-0.00013389902478593284,3680
64,691,8388608,12136,635.77,23.2963924407959,0.20569126307964325,0.1,0.8593108057975769,0.2,0.0,1.3074414e-05,3.902677443251014,0.5986423639347777,1e-07,0.772225022315979,-0.0001215480845530692,3690
65,702,8519680,12134,612.01,21.848094940185547,0.2057170569896698,0.1,0.8569591045379639,0.2,0.0,1.5424055e-05,3.8996780393645167,0.5582765530096367,1e-07,0.8009237051010132,-0.00013517887164198327,3700
66,712,8650752,12136,675.71,24.906652450561523,0.2057429552078247,0.1,0.8686258792877197,0.2,0.0,1.386511e-05,3.896665901131928,0.5549000568222254,1e-07,0.6401953101158142,-0.00012994580374652286,3710
67,723,8781824,12138,703.84,27.157960891723633,0.20576898753643036,0.1,0.8586755394935608,0.2,0.0,1.6635837e-05,3.8936438906937836,0.5480117068393155,1e-07,0.9379265308380127,-0.00013708396181755234,3720
68,734,8912896,12137,719.66,27.03070640563965,0.20579592883586884,0.1,0.8177944421768188,0.2,0.0,2.0865697e-05,3.8905390545725824,0.6170250146882609,1e-07,0.8041743040084839,-0.00014028733476152412,3730
69,745,9043968,12138,650.53,23.311567306518555,0.20582211017608643,0.1,0.8357823491096497,0.2,0.0,1.0895561e-05,3.887447176501155,0.5942699150415137,1e-07,0.7243804931640625,-0.00010027899224951398,3740
70,755,9175040,12137,640.64,22.942049026489258,0.20584726333618164,0.1,0.8627678155899048,0.2,0.0,1.5770827e-05,3.8844596149399875,0.5810311552602798,1e-07,0.8804546594619751,-0.00013668257397512207,3750
71,766,9306112,12139,685.29,24.373062133789062,0.20587307214736938,0.1,0.8684296607971191,0.2,0.0,1.333905e-05,3.8814846303313972,0.5307162502314895,1e-07,0.7836574912071228,-0.00013402560148279008,3760
72,777,9437184,12136,586.16,20.8554630279541,0.20589864253997803,0.1,0.8587368726730347,0.2,0.0,1.6541559e-05,3.8785009058192372,0.5608535464620218,1e-07,0.7970890402793884,-0.0001370500429402455,3770
73,788,9568256,12138,627.77,22.51141357421875,0.20592401921749115,0.1,0.8700879216194153,0.2,0.0,1.4882257e-05,3.8755208598449826,0.5346496415790171,1e-07,0.7098785042762756,-0.00012270527695363854,3780
74,799,9699328,12136,671.03,24.59644317626953,0.2059497833251953,0.1,0.8555911779403687,0.2,0.0,1.3369136e-05,3.8725482687354087,0.5664965871023014,1e-07,0.7711488008499146,-0.00012150466573075391,3790
75,810,9830400,12135,642.08,22.566001892089844,0.20597651600837708,0.1,0.863986611366272,0.2,0.0,1.5974343e-05,3.869488183967769,0.5477098976029083,1e-07,0.6981428265571594,-0.00012996164086871432,3800
76,820,9961472,12135,691.13,24.874231338500977,0.20600281655788422,0.1,0.8683823943138123,0.2,0.0,1.1923907e-05,3.866403790190816,0.559966589603573,1e-07,0.7772712707519531,-0.00012027013435726986,3810
77,831,10092544,12138,739.25,27.75763702392578,0.206028014421463,0.1,0.8662955164909363,0.2,0.0,1.2624272e-05,3.863404509983957,0.521672454639338,1e-07,0.7096506357192993,-0.00012731792721751845,3820
78,842,10223616,12137,629.83,23.246570587158203,0.20605406165122986,0.1,0.8494752645492554,0.2,0.0,1.0642703e-05,3.860419350862503,0.5694690984673798,1e-07,0.7413778305053711,-0.0001113861153498874,3830
79,852,10354688,12141,666.07,24.964313507080078,0.20608088374137878,0.1,0.8621382713317871,0.2,0.0,1.1811123e-05,3.8573346070945265,0.5421312917256728,1e-07,0.7826329469680786,-0.0001177550158899976,3840
80,863,10485760,12139,760.21,28.997556686401367,0.20610642433166504,0.1,0.858627438545227,0.2,0.0,1.6817236e-05,3.8542999017983677,0.5302581066498533,1e-07,0.7050535678863525,-0.00013339622955754749,3850
81,874,10616832,12139,629.38,22.91173553466797,0.20613321661949158,0.1,0.8353829979896545,0.2,0.0,1.2492334e-05,3.85124530158937,0.6068878760328517,1e-07,0.7526702880859375,-0.00012177119042462436,3860
82,885,10747904,12141,635.09,23.37006187438965,0.2061588019132614,0.1,0.8618662357330322,0.2,0.0,1.5878777e-05,3.848208294250071,0.5848478416446596,1e-07,0.8843934535980225,-0.00014243791820263142,3870
83,896,10878976,12139,649.11,23.990270614624023,0.20618456602096558,0.1,0.8390967845916748,0.2,0.0,1.1528263e-05,3.8452106406912208,0.6007648337865248,1e-07,0.5619462728500366,-0.0001258518082977389,3880
84,906,11010048,12140,627.0,22.46021270751953,0.20621059834957123,0.1,0.8495578169822693,0.2,0.0,1.4091527e-05,3.8421930951997636,0.597193735698238,1e-07,0.7737964391708374,-0.0001339045329586952,3890
85,917,11141120,12139,594.08,21.013011932373047,0.2062356173992157,0.1,0.8606363534927368,0.2,0.0,1.6917025e-05,3.839229223690927,0.5712008572882041,1e-07,0.7838741540908813,-0.00014253623503464042,3900
86,928,11272192,12142,652.06,24.065866470336914,0.20626181364059448,0.1,0.8676541447639465,0.2,0.0,1.1813739e-05,3.836243761703372,0.5683065700344742,1e-07,0.7249062061309814,-0.00012266805233593914,3910
87,939,11403264,12140,637.42,23.808996200561523,0.20628830790519714,0.1,0.8542248606681824,0.2,0.0,1.5803133e-05,3.833182877115905,0.5540751702385023,1e-07,0.7110283374786377,-0.00013332902608453878,3920
88,950,11534336,12141,655.32,24.546785354614258,0.20631396770477295,0.1,0.8569880127906799,0.2,0.0,1.1726992e-05,3.8301548441872,0.5671838350128382,1e-07,0.7874392867088318,-0.00012928153546454269,3930
89,960,11665408,12140,651.5,23.542461395263672,0.20634029805660248,0.1,0.8462668657302856,0.2,0.0,1.5792428e-05,3.827125247940421,0.6080505919642747,1e-07,0.6436760425567627,-0.00012471409600038895,3940
90,971,11796480,12138,622.99,22.273330688476562,0.20636653900146484,0.1,0.8437373638153076,0.2,0.0,1.1311597e-05,3.8240726383402945,0.5829514330718666,1e-07,0.6957760453224182,-0.00010867676091947942,3950
91,982,11927552,12137,585.02,20.598804473876953,0.2063918113708496,0.1,0.865598201751709,0.2,0.0,1.6688598e-05,3.821093061938882,0.5720302373170852,1e-07,0.7906556129455566,-0.00012738633367916918,3960
92,993,12058624,12135,590.56,21.214223861694336,0.20641601085662842,0.1,0.8743128776550293,0.2,0.0,1.09303e-05,3.818207615427673,0.5640081071294845,1e-07,0.8370893001556396,-0.00012200535456940997,3970
93,1004,12189696,12132,640.79,23.385269165039062,0.20644275844097137,0.1,0.8596158623695374,0.2,0.0,1.1217505e-05,3.8152348754927514,0.5722014869563281,1e-07,0.806472897529602,-0.0001175938266896992,3980
94,1015,12320768,12130,597.45,21.86284637451172,0.20646804571151733,0.1,0.8719398975372314,0.2,0.0,1.2186925e-05,3.812215792015195,0.5416489140596241,1e-07,0.7490376830101013,-0.0001306370520978817,3990
95,1026,12451840,12130,611.11,22.499547958374023,0.20649459958076477,0.1,0.8712517619132996,0.2,0.0,1.7861712e-05,3.8092015324160458,0.5434541082009673,1e-07,0.6125224232673645,-0.00015099051579454682,4000
96,1037,12582912,12129,636.42,23.667137145996094,0.20652179419994354,0.1,0.85662442445755,0.2,0.0,1.6215023e-05,3.8060752496123316,0.5813235202571377,1e-07,0.8830006122589111,-0.00013682403932762098,4010
97,1048,12713984,12128,698.8,26.0096435546875,0.2065480649471283,0.1,0.8467885255813599,0.2,0.0,1.038937e-05,3.802975800819695,0.5622235972899944,1e-07,0.7299684286117554,-0.00010915084531006868,4020
98,1059,12845056,12128,613.07,22.471813201904297,0.20657235383987427,0.1,0.8512637615203857,0.2,0.0,1.1836457e-05,3.8000499250367286,0.5946088274940848,1e-07,0.685757040977478,-0.00011723262596206042,4030
99,1070,12976128,12124,631.99,23.94207763671875,0.20659825205802917,0.1,0.8607912063598633,0.2,0.0,1.2950381e-05,3.797131012752652,0.5692259565461427,1e-07,0.8054848313331604,-0.00011801313994510564,4040
100,1080,13107200,12126,613.26,22.841344833374023,0.20662400126457214,0.1,0.8568878173828125,0.2,0.0,1.5888369e-05,3.794126592762768,0.6003716958453879,1e-07,0.7888439893722534,-0.0001355588381557027,4050
101,1091,13238272,12126,692.25,25.364721298217773,0.2066488265991211,0.1,0.8686661720275879,0.2,0.0,1.8310973e-05,3.7911996556445957,0.5735197097994387,1e-07,0.8397363424301147,-0.0001388901806421927,4060
102,1102,13369344,12127,676.8,25.511825561523438,0.20667533576488495,0.1,0.8672546744346619,0.2,0.0,1.1451575e-05,3.788220620341599,0.5523054921301082,1e-07,0.733893871307373,-0.00011732850871339905,4070
103,1113,13500416,12129,596.71,21.613243103027344,0.20670226216316223,0.1,0.8468055725097656,0.2,0.0,1.1393893e-05,3.7851086875423787,0.620863413112238,1e-07,0.9199444055557251,-0.00011224745121580781,4080
104,1123,13631488,12128,678.74,25.441526412963867,0.20672762393951416,0.1,0.8486273288726807,0.2,0.0,1.3521085e-05,3.7820802230387924,0.5675278524169698,1e-07,0.8553662896156311,-0.0001276194435376965,4090
105,1134,13762560,12129,581.69,20.770401000976562,0.2067534625530243,0.1,0.8296114206314087,0.2,0.0,1.4934304e-05,3.7791010526940227,0.6053743700729683,1e-07,0.7863705158233643,-0.0001268860901291191,4100
106,1145,13893632,12126,684.55,25.018688201904297,0.2067795991897583,0.1,0.8572927117347717,0.2,0.0,1.5568778e-05,3.7760898236185314,0.5874769855989144,1e-07,0.8857826590538025,-0.0001404096763508278,4110
107,1156,14024704,12127,659.05,24.044275283813477,0.20680618286132812,0.1,0.8348163366317749,0.2,0.0,1.3889544e-05,3.7730237094685437,0.5879103195620701,1e-07,0.8117647767066956,-0.000125955966541369,4120
108,1167,14155776,12123,600.1,21.648168563842773,0.20683246850967407,0.1,0.8529788255691528,0.2,0.0,1.28164575e-05,3.76995730381459,0.6281000511953607,1e-07,0.9562140107154846,-0.00010513473716855515,4130
109,1178,14286848,12125,603.67,22.060453414916992,0.20685820281505585,0.1,0.8754757046699524,0.2,0.0,1.1024119e-05,3.766953806951642,0.563083114544861,1e-07,0.7185885310173035,-0.0001235400633959216,4140
110,1189,14417920,12125,618.76,22.548856735229492,0.20688506960868835,0.1,0.8508092761039734,0.2,0.0,1.572975e-05,3.7638917727395893,0.5873995610047131,1e-07,0.8394525647163391,-0.00012861812774644932,4150
111,1200,14548992,12122,627.19,22.554719924926758,0.2069108486175537,0.1,0.8528963327407837,0.2,0.0,1.2373379e-05,3.760846686735749,0.587967989477329,1e-07,0.848019003868103,-0.0001170369600004051,4160
112,1210,14680064,12123,680.75,25.342613220214844,0.20693665742874146,0.1,0.8657187223434448,0.2,0.0,9.521878e-06,3.7578547170385717,0.5589548833668232,1e-07,0.824660062789917,-0.00011541396033862839,4170
113,1221,14811136,12123,670.0,25.3790340423584,0.20696339011192322,0.1,0.8514777421951294,0.2,0.0,1.6575968e-05,3.7548003660514953,0.5829305874416605,1e-07,0.7456672787666321,-0.00013802405246678972,4180
114,1232,14942208,12126,592.52,21.63396453857422,0.20699024200439453,0.1,0.8532301187515259,0.2,0.0,1.8750186e-05,3.7517025304958223,0.5727351031033322,1e-07,0.8867611289024353,-0.0001464253534322779,4190
115,1243,15073280,12126,696.75,25.910703659057617,0.2070161998271942,0.1,0.8687378168106079,0.2,0.0,1.0529791e-05,3.7486401725560428,0.5570945103187114,1e-07,0.7907863855361938,-0.00011595966661843704,4200
116,1253,15204352,12126,597.63,22.177934646606445,0.2070431113243103,0.1,0.8575713634490967,0.2,0.0,1.5124293e-05,3.7455783944576977,0.5660149167524651,1e-07,0.752903401851654,-0.0001360416896204697,4210
117,1264,15335424,12125,580.76,20.94916534423828,0.20706886053085327,0.1,0.852308452129364,0.2,0.0,1.2965385e-05,3.742528155632317,0.5829338728450238,1e-07,0.7013131976127625,-0.0001287545158447756,4220
118,1275,15466496,12125,609.65,22.31084442138672,0.2070944905281067,0.1,0.8709689378738403,0.2,0.0,1.4645755e-05,3.7395559273660184,0.5577464838745072,1e-07,0.6137113571166992,-0.00013175939120628754,4230
119,1286,15597568,12125,611.45,21.693593978881836,0.20712170004844666,0.1,0.8715909719467163,0.2,0.0,1.2582686e-05,3.7364907732233403,0.5518877454800531,1e-07,0.7329891920089722,-0.000126415211980202,4240
120,1297,15728640,12124,606.22,21.0513916015625,0.20714792609214783,0.1,0.8652040958404541,0.2,0.0,1.5088795e-05,3.733400454185903,0.566832800838165,1e-07,0.7555177211761475,-0.000139718161062774,4250
121,1308,15859712,12123,576.64,20.446107864379883,0.2071729153394699,0.1,0.8746568560600281,0.2,0.0,1.4520723e-05,3.730441867560148,0.573196443519555,1e-07,0.7364214658737183,-0.00013251137843326433,4260
122,1318,15990784,12124,621.38,23.112934112548828,0.2071990817785263,0.1,0.8705919981002808,0.2,0.0,1.8366722e-05,3.7274614507332444,0.5420229305978864,1e-07,0.6975264549255371,-0.00014564027105734567,4270
123,1329,16121856,12122,664.08,24.41277313232422,0.20722603797912598,0.1,0.840904176235199,0.2,0.0,1.3972003e-05,3.7243780426681043,0.6107964255614207,1e-07,0.8475852608680725,-0.0001219746201968519,4280
124,1340,16252928,12123,670.4,24.96902847290039,0.20725104212760925,0.1,0.8719983100891113,0.2,0.0,1.2582487e-05,3.721375610679388,0.5402687833178789,1e-07,0.9549171328544617,-0.00012493307713157265,4290
125,1351,16384000,12124,627.57,23.04974365234375,0.2072770595550537,0.1,0.8587115406990051,0.2,0.0,1.8403669e-05,3.7184226360172032,0.5483729652129113,1e-07,0.7172427773475647,-0.00014136628569758614,4300
126,1362,16515072,12123,605.9,21.439037322998047,0.2073041796684265,0.1,0.8453552722930908,0.2,0.0,1.1024834e-05,3.715351184271276,0.60217688488774,1e-07,0.8664957880973816,-0.0001127818653912982,4310
127,1373,16646144,12120,680.87,25.2694091796875,0.2073308676481247,0.1,0.8637199401855469,0.2,0.0,1.407174e-05,3.7122362850233914,0.5583857521647587,1e-07,0.6983660459518433,-0.00012305967438805965,4320
128,1383,16777216,12122,662.59,25.097881317138672,0.20735716819763184,0.1,0.8515509366989136,0.2,0.0,1.963537e-05,3.7091768005862833,0.621211335202679,1e-07,0.7486919164657593,-0.00013907572447351412,4330
