time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,train/clip_range,train/explained_variance,train/clip_range_vf,train/clip_fraction,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/loss,train/policy_gradient_loss,train/n_updates
129,1394,16908288,12122,601.07,21.81104278564453,0.20738284289836884,0.1,0.8663457036018372,0.2,0.0,1.2218708e-05,3.7061750942841174,0.5196845143567771,1e-07,0.7491858005523682,-0.00012311699601923464,4340
130,1405,17039360,12124,621.48,23.235960006713867,0.2074107974767685,0.1,0.8721444010734558,0.2,0.0,1.6860044e-05,3.7030647909268737,0.5880589566426352,1e-07,0.8911471366882324,-0.00014244118583519593,4350
131,1416,17170432,12123,650.28,24.160356521606445,0.20743654668331146,0.1,0.8597994446754456,0.2,0.0,1.4104177e-05,3.6999653996899724,0.5496720222756266,1e-07,0.8052035570144653,-0.0001351023855022504,4360
132,1426,17301504,12125,594.76,21.807004928588867,0.20746251940727234,0.1,0.854610800743103,0.2,0.0,1.5955762e-05,3.6969728294759987,0.6152919640298933,1e-07,0.896250307559967,-0.00013830745838276924,4370
133,1437,17432576,12125,674.12,25.4977970123291,0.20748910307884216,0.1,0.8700076341629028,0.2,0.0,1.5319732e-05,3.693935300037265,0.5541767750866711,1e-07,0.774853527545929,-0.00014397982358786975,4380
134,1448,17563648,12125,712.3,26.930217742919922,0.2075144499540329,0.1,0.8485792279243469,0.2,0.0,1.801526e-05,3.690926571749151,0.5826955609954894,1e-07,0.8316928744316101,-0.00014473069186351494,4390
135,1459,17694720,12123,660.27,24.224632263183594,0.20754075050354004,0.1,0.853400468826294,0.2,0.0,1.3481738e-05,3.6879383705556394,0.581958930613473,1e-07,0.6041452288627625,-0.00011791964725489379,4400
136,1470,17825792,12123,682.53,25.73183822631836,0.2075665444135666,0.1,0.863344132900238,0.2,0.0,1.7689868e-05,3.684927565418184,0.5710930250817909,1e-07,0.7295649647712708,-0.00012759412220475497,4410
137,1480,17956864,12125,708.35,26.805662155151367,0.2075926959514618,0.1,0.8436801433563232,0.2,0.0,1.3671894e-05,3.681927479431033,0.5952149509219453,1e-07,0.7819045186042786,-0.00013200473267716006,4420
138,1491,18087936,12125,717.99,27.75162124633789,0.20761895179748535,0.1,0.8316938877105713,0.2,0.0,1.3751343e-05,3.6789017634466292,0.5966083710081875,1e-07,0.6026478409767151,-0.00011998659356322605,4430
139,1502,18219008,12124,697.54,26.448261260986328,0.2076456993818283,0.1,0.826318085193634,0.2,0.0,1.7736998e-05,3.6758404675871135,0.6231928091030567,1e-07,0.7366964817047119,-0.00014000862483953824,4440
140,1513,18350080,12124,648.39,23.727554321289062,0.2076721489429474,0.1,0.8428618907928467,0.2,0.0,1.5622367e-05,3.672777533531189,0.6016944469185546,1e-07,0.9168853759765625,-0.0001298405240959255,4450
141,1524,18481152,12124,625.19,22.790306091308594,0.20769745111465454,0.1,0.8479297161102295,0.2,0.0,1.639262e-05,3.6697866639122365,0.624594995402731,1e-07,0.8099335432052612,-0.0001343522842034872,4460
142,1534,18612224,12125,592.37,21.520950317382812,0.20772406458854675,0.1,0.8689635396003723,0.2,0.0,1.2465593e-05,3.666781650669873,0.5484342897310853,1e-07,0.7874418497085571,-0.00012976076995983022,4470
143,1545,18743296,12123,566.83,20.213109970092773,0.2077491730451584,0.1,0.8584513664245605,0.2,0.0,1.2395219e-05,3.663798958621919,0.6147814157186076,1e-07,0.8748957514762878,-0.00012335093988440348,4480
144,1556,18874368,12124,678.76,25.52609634399414,0.2077760398387909,0.1,0.8691412210464478,0.2,0.0,1.4655949e-05,3.66079320628196,0.5572783073410392,1e-07,0.5887850522994995,-0.0001376029050334182,4490
145,1567,19005440,12124,663.0,25.17632293701172,0.20780286192893982,0.1,0.8623688817024231,0.2,0.0,1.4412613e-05,3.6576885318383576,0.591915350407362,1e-07,0.720567524433136,-0.00012901947238788125,4500
146,1578,19136512,12126,656.03,25.185216903686523,0.20782971382141113,0.1,0.8515292406082153,0.2,0.0,1.165584e-05,3.6545891243964435,0.6031507197301835,1e-07,0.746155321598053,-0.00011989248405370745,4510
147,1588,19267584,12126,706.13,26.885377883911133,0.20785555243492126,0.1,0.8332915902137756,0.2,0.0,1.2689938e-05,3.6515475740656256,0.6808551691938192,1e-07,0.9045553803443909,-0.00011049843024011353,4520
148,1599,19398656,12125,697.27,26.370494842529297,0.2078818678855896,0.1,0.8531324863433838,0.2,0.0,1.2758719e-05,3.6485405078157784,0.5974479528144002,1e-07,0.8693177700042725,-0.00012032636223011651,4530
149,1611,19529728,12122,655.05,23.800426483154297,0.20790845155715942,0.1,0.8603374361991882,0.2,0.0,1.2380079e-05,3.6454887602478268,0.5656943357549608,1e-07,0.6040401458740234,-0.00012581946330101346,4540
150,1621,19660800,12122,652.29,23.760417938232422,0.2079341858625412,0.1,0.860987663269043,0.2,0.0,1.2844631e-05,3.6424679758027194,0.6094237197889015,1e-07,0.6866427063941956,-0.00012964964553248138,4550
151,1632,19791872,12123,641.34,23.466968536376953,0.20796063542366028,0.1,0.8644236326217651,0.2,0.0,1.3520414e-05,3.639463434740901,0.5598128516459837,1e-07,0.619652509689331,-0.00011229194069528603,4560
152,1643,19922944,12122,658.51,23.831708908081055,0.2079867571592331,0.1,0.8536905646324158,0.2,0.0,1.2249799e-05,3.636425932496786,0.5959718445781619,1e-07,0.7515093088150024,-0.0001225244775923784,4570
153,1654,20054016,12122,656.7,24.341598510742188,0.2080126851797104,0.1,0.8701434135437012,0.2,0.0,1.6132173e-05,3.6334343722090123,0.5688421538798138,1e-07,0.7246504426002502,-0.00013212999028837656,4580
