rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/n_updates,train/learning_rate,train/entropy_loss,train/std,train/loss,train/clip_range_vf,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/approx_kl
563.91,20.40199089050293,3501,9043968,2582,69,4140,5e-06,-12.447182607650756,0.40732118487358093,-0.17264947295188904,0.2,0.5618810300482437,-0.0021440325427192876,0.8869781494140625,0.1,0.03843231201171875,0.0015762479
558.16,20.09712028503418,3553,9175040,2581,70,4150,5e-06,-12.554871837794781,0.4091660678386688,-0.10224997997283936,0.2,0.5391242270357907,-0.002235071452560078,0.8826289176940918,0.1,0.03962554931640625,0.0015796594
539.06,19.450550079345703,3604,9306112,2581,71,4160,5e-06,-12.663980836421251,0.41104066371917725,-0.12564903497695923,0.2,0.5764487518463284,-0.002318399883552047,0.8830794095993042,0.1,0.04247894287109375,0.0016501176
500.77,18.215856552124023,3655,9437184,2581,72,4170,5e-06,-12.772232539951801,0.4128827750682831,-0.06217551231384277,0.2,0.5805075942771509,-0.0020255174121302844,0.8807481527328491,0.1,0.0366424560546875,0.0015612916
494.57,18.006750106811523,3705,9568256,2581,73,4180,5e-06,-12.880369319021701,0.41476011276245117,-0.07449209690093994,0.2,0.6054904244141653,-0.0021308596133621906,0.8720337152481079,0.1,0.03812484741210938,0.0016171245
495.73,18.079587936401367,3756,9699328,2581,74,4190,5e-06,-12.99008168950677,0.4166675806045532,-0.10122120380401611,0.2,0.62114648160059,-0.0021352862121602812,0.8738878965377808,0.1,0.03818435668945312,0.0015944925
519.91,18.755586624145508,3807,9830400,2582,75,4200,5e-06,-13.099461437761784,0.4185582101345062,-0.07365882396697998,0.2,0.5812920925207437,-0.0022548423673470095,0.8808592557907104,0.1,0.042124176025390626,0.0016331277
536.42,19.3820743560791,3857,9961472,2582,76,4210,5e-06,-13.207619947195052,0.42044734954833984,-0.1162918210029602,0.2,0.5930440415162593,-0.0021182902705731976,0.8852010369300842,0.1,0.0400115966796875,0.0015893623
550.38,19.667020797729492,3907,10092544,2582,77,4220,5e-06,-13.316450778394938,0.4223652184009552,-0.15098202228546143,0.2,0.5873322242870926,-0.0022552696197635667,0.8777027130126953,0.1,0.04150238037109375,0.0016213505
532.52,18.969703674316406,3957,10223616,2583,78,4230,5e-06,-13.425636291503906,0.42429113388061523,-0.06023108959197998,0.2,0.5856725794961676,-0.002385550889403021,0.8790101408958435,0.1,0.041065216064453125,0.0016459788
507.29,18.37358856201172,4007,10354688,2583,79,4240,5e-06,-13.533528653532267,0.4261898994445801,-0.14332127571105957,0.2,0.5928810197627172,-0.001986178576316888,0.8745571374893188,0.1,0.03554458618164062,0.0015448232
