time/time_elapsed,time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/approx_kl,train/value_loss,train/std,train/n_updates,train/learning_rate,train/adaptive_lr,train/loss,train/clip_range_vf,train/clip_range
823,13,477.84,1703936,18.74959373474121,2069,0.0031298651826091374,0.30285110473632815,0.8025455474853516,38.672595670819284,0.0065672267,0.4171411962946877,0.051550161093473434,120,5e-05,5e-05,0.8065306544303894,0.2,0.1
888,14,511.94,1835008,20.127422332763672,2064,0.002910983309993753,0.3010734558105469,0.8196333646774292,38.59547555446625,0.006642337,0.39219778846018016,0.05170650780200958,130,5e-05,5e-05,0.7549679279327393,0.2,0.1
953,15,489.8,1966080,18.820039749145508,2061,0.00319180244441668,0.29613265991210935,0.827350378036499,38.520468178391454,0.0065568155,0.39063535719178616,0.051869768649339676,140,5e-05,5e-05,0.7491593360900879,0.2,0.1
1019,16,436.53,2097152,17.071332931518555,2056,0.0032052640176516434,0.29571075439453126,0.8346220850944519,38.44182082414627,0.0064554927,0.3784822047222406,0.05203215777873993,150,5e-05,5e-05,0.7606921195983887,0.2,0.1
1085,17,440.74,2228224,17.295719146728516,2053,0.0027389117700295173,0.29838027954101565,0.8469427824020386,38.36410717666149,0.0064654294,0.3918413915671408,0.05218691751360893,160,5e-05,5e-05,0.7824490070343018,0.2,0.1
1150,18,479.6,2359296,18.130252838134766,2050,0.0027901896950425,0.2936309814453125,0.8707979917526245,38.29254186451435,0.006533315,0.3667522047646344,0.05233972892165184,170,5e-05,5e-05,0.76008540391922,0.2,0.1
1215,19,599.65,2490368,22.275489807128906,2048,0.002722649323368387,0.2907722473144531,0.8854676485061646,38.213892084360126,0.0065028993,0.3429539006203413,0.0525028221309185,180,5e-05,5e-05,0.7268262505531311,0.2,0.1
1281,20,538.18,2621440,20.564619064331055,2045,0.0028266888284179,0.2945465087890625,0.8835698366165161,38.13457072377205,0.0063688355,0.35301841306500137,0.05267304554581642,190,5e-05,5e-05,0.7284706830978394,0.2,0.1
1346,21,488.81,2752512,19.13866424560547,2044,0.002529481932970157,0.2879447937011719,0.8849708437919617,38.0638941437006,0.006422436,0.3842451920034364,0.05281757190823555,200,5e-05,5e-05,0.7214639782905579,0.2,0.1
1411,22,476.57,2883584,18.931781768798828,2043,0.0027046189493376005,0.28870468139648436,0.8925204277038574,37.990505057573316,0.006435807,0.4212604220025241,0.05297217518091202,210,5e-05,5e-05,0.7931728959083557,0.2,0.1
1476,23,459.91,3014656,18.17009735107422,2041,0.0023094180616681113,0.28278579711914065,0.8973875641822815,37.91597960293293,0.006189862,0.43457108170259745,0.05313706398010254,220,5e-05,5e-05,0.8775638937950134,0.2,0.1
1542,24,466.72,3145728,18.47140884399414,2039,0.002329404622378206,0.28136215209960935,0.897854208946228,37.83812612593174,0.006006169,0.48150158890057354,0.053301434963941574,230,5e-05,5e-05,0.8600119352340698,0.2,0.1
1608,25,451.32,3276800,17.98398208618164,2037,0.002336423759743411,0.2824577331542969,0.8933733105659485,37.750316032767294,0.0060294927,0.5230645868927241,0.05349588394165039,240,5e-05,5e-05,0.866084635257721,0.2,0.1
1674,26,448.47,3407872,17.460880279541016,2035,0.0022455160098161287,0.27905960083007814,0.9057042598724365,37.66267109215259,0.0062209973,0.4880761357257143,0.05368370562791824,250,5e-05,5e-05,0.7895176410675049,0.2,0.1
1738,27,474.67,3538944,18.401460647583008,2035,0.0021814469123455638,0.27784271240234376,0.9032137989997864,37.57928089499474,0.0061196713,0.4726513723377138,0.05386295169591904,260,5e-05,5e-05,0.8420855402946472,0.2,0.1
1804,28,461.03,3670016,18.15949058532715,2033,0.0022973477985942735,0.27910842895507815,0.9075397253036499,37.50119325518608,0.006127194,0.4693104529287666,0.05403035506606102,270,5e-05,5e-05,0.8684818744659424,0.2,0.1
1873,29,471.49,3801088,17.97993278503418,2029,0.0020894864280307955,0.27454376220703125,0.9113137722015381,37.41031101644039,0.0060332,0.4447213996667415,0.05423160642385483,280,5e-05,5e-05,0.7406582832336426,0.2,0.1
1938,30,463.53,3932160,18.057743072509766,2028,0.0017744003043844714,0.2756683349609375,0.9076668620109558,37.3258417725563,0.006268888,0.47265559469815344,0.05441054329276085,290,5e-05,5e-05,0.7862032651901245,0.2,0.1
2003,31,509.25,4063232,19.51691246032715,2027,0.0017907075231960335,0.27042388916015625,0.9072437882423401,37.24168028831482,0.0060344534,0.46670294625218955,0.05459374934434891,300,5e-05,5e-05,0.788011372089386,0.2,0.1
2068,32,484.75,4194304,18.771482467651367,2027,0.0019809096745120767,0.26723556518554686,0.8998358249664307,37.155488806962964,0.006061946,0.48646111418493093,0.05478594824671745,310,5e-05,5e-05,0.8365117311477661,0.2,0.1
2133,33,524.77,4325376,20.27751922607422,2027,0.001936681254483119,0.26374664306640627,0.9029779434204102,37.06613229215145,0.0058460683,0.44431370811071247,0.05498587712645531,320,5e-05,5e-05,0.7660844326019287,0.2,0.1
2198,34,527.37,4456448,19.98394012451172,2026,0.0018330624356167392,0.25856170654296873,0.9053278565406799,36.984168249368665,0.005764379,0.4444634827086702,0.055154550820589066,330,5e-05,5e-05,0.8400580883026123,0.2,0.1
2264,35,502.53,4587520,19.325027465820312,2025,0.001667865165063631,0.2609230041503906,0.9193540215492249,36.904018610715866,0.0060245907,0.40781407211907206,0.05533498153090477,340,5e-05,5e-05,0.7764524817466736,0.2,0.1
2330,36,488.79,4718592,19.125890731811523,2024,0.0014486709284483369,0.263885498046875,0.9138648509979248,36.81949326992035,0.0059290705,0.4231627557659522,0.0555204302072525,350,5e-05,5e-05,0.7854650020599365,0.2,0.1
2395,37,509.0,4849664,19.79107093811035,2024,0.001814918092395601,0.2604217529296875,0.9102818965911865,36.73223257362842,0.005887977,0.4448040378978476,0.0557173490524292,360,5e-05,5e-05,0.7811483144760132,0.2,0.1
2459,38,594.63,4980736,22.826148986816406,2024,0.0015004450895503396,0.2504081726074219,0.9081838130950928,36.65095653831959,0.0058693937,0.40740924286656083,0.05589451640844345,370,5e-05,5e-05,0.729751706123352,0.2,0.1
2524,39,582.23,5111808,22.306869506835938,2024,0.0013664136793977376,0.2531951904296875,0.9050016403198242,36.56233588159084,0.00579079,0.40175721324048935,0.056101106107234955,380,5e-05,5e-05,0.7387674450874329,0.2,0.1
2590,40,587.12,5242880,22.797086715698242,2024,0.0013443406907981625,0.2554840087890625,0.9139757752418518,36.47295598089695,0.0060867593,0.4009607196552679,0.05630068853497505,390,5e-05,5e-05,0.7505995035171509,0.2,0.1
2655,41,523.17,5373952,20.403867721557617,2023,0.001492718519648406,0.25127716064453126,0.9074158668518066,36.39118913710117,0.0056807105,0.4315139282261953,0.05647872015833855,400,5e-05,5e-05,0.754042387008667,0.2,0.1
2721,42,528.89,5505024,20.38494873046875,2023,0.0015457491474990092,0.2480194091796875,0.9087202548980713,36.31648577451706,0.0056122565,0.4556139299878851,0.05664849281311035,410,5e-05,5e-05,0.743242621421814,0.2,0.1
