train/action_std_19,train/action_std_17,train/action_std_22,train/action_std_16,train/action_std_03,rollout/recovery_noforce,train/action_std_00,train/action_std_20,rollout/episodes_noforce,train/action_std_01,train/action_std_05,train/action_std_13,time/iterations,rollout/ep_rew_mean,train/action_std_04,train/action_std_08,train/action_std_07,train/action_std_14,train/action_std_24,rollout/is_timeout_mean,train/std_min,train/action_std_06,time/time_elapsed,train/std_max,train/action_std_11,train/action_std_15,rollout/is_fall_mean,time/total_timesteps,train/action_std_18,rollout/force_onset_mean,train/action_std_23,train/action_std_12,rollout/force_requested_impulse_mean,rollout/force_direction_mean,rollout/action_saturation_fraction,rollout/ep_len_mean,train/action_std_09,train/action_std_10,train/action_std_21,train/action_std_02,time/fps,train/n_updates,rollout/timeouts,train/clip_fraction,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/clip_range_vf,rollout/timeout_without_onset_fraction,train/loss,train/approx_kl,train/entropy_loss,train/std,train/explained_variance
0.07006151229143143,0.07073669135570526,0.07006652653217316,0.07114694267511368,0.07178597897291183,0.7096774193548387,0.06940419971942902,0.06963379681110382,31,0.07008003443479538,0.07088397443294525,0.07021674513816833,11,674.8265380859375,0.07017640769481659,0.07008914649486542,0.07048743218183517,0.06988990306854248,0.0708579421043396,0.7096774193548387,0.06910441815853119,0.07084709405899048,325,0.07178597897291183,0.06994395703077316,0.07010321319103241,0.2903225806451613,1441792,0.06910441815853119,1.4143225806451625,0.07071252912282944,0.0710897147655487,0.0,-1.0,0.0,955.81,0.07118500024080276,0.07018263638019562,0.06995220482349396,0.06954000890254974,4432,2400,22,0.03272171020507812,0.06854008812078974,1e-06,-0.002585113011264184,0.1,0.2,0.0,0.3633645176887512,0.0013848736,30.89569173902273,0.07032711803913116,0.845734715461731
0.07008020579814911,0.07074742019176483,0.07008804380893707,0.07115752249956131,0.07181017100811005,0.947136563876652,0.06941606849431992,0.06965823471546173,227,0.07011924684047699,0.0709129124879837,0.07023081183433533,12,707.1493530273438,0.07020151615142822,0.0701005607843399,0.07050389796495438,0.06991023570299149,0.07087372988462448,0.947136563876652,0.06913453340530396,0.07087089866399765,356,0.07181017100811005,0.06996142119169235,0.07012996822595596,0.05286343612334802,1572864,0.06913453340530396,1.425127753303966,0.07073041796684265,0.07111161947250366,0.0,-1.0,0.0,1000.0,0.0712079256772995,0.07020775973796844,0.06996599584817886,0.06956249475479126,4408,2410,215,0.03532257080078125,0.11214177284564357,1e-06,-0.0026602486375850278,0.1,0.2,0.0,0.43603694438934326,0.0014623518,30.888863843679427,0.07034774124622345,0.8172765374183655
0.07009534537792206,0.07076746225357056,0.07010694593191147,0.07117493450641632,0.07182136923074722,0.8648648648648649,0.0694347620010376,0.06967732310295105,37,0.07013280689716339,0.07093801349401474,0.0702412948012352,13,685.123779296875,0.07021576166152954,0.0701245442032814,0.07051663100719452,0.06993190199136734,0.07089359313249588,0.8648648648648649,0.06914526224136353,0.07087565958499908,386,0.07182136923074722,0.06997901201248169,0.07015739381313324,0.13513513513513514,1703936,0.06914526224136353,1.4377297297297307,0.07074355334043503,0.07114100456237793,0.0,-1.0,0.0,967.08,0.07122000306844711,0.07022188603878021,0.06997890770435333,0.06957878172397614,4403,2420,32,0.02837677001953125,0.1243025708317873,1e-06,-0.0026951360673592717,0.1,0.2,0.0,0.39807021617889404,0.0013500298,30.882274870574474,0.0703645646572113,0.818985104560852
0.07011765986680984,0.07079160958528519,0.07011303305625916,0.07118262350559235,0.07183872908353806,0.9819004524886877,0.06945125013589859,0.06969272345304489,221,0.0701509490609169,0.07095576822757721,0.07025797665119171,14,701.238525390625,0.07023606449365616,0.07014653831720352,0.07053034752607346,0.06994309276342392,0.07090791314840317,0.9819004524886877,0.0691588968038559,0.07089251279830933,418,0.07183872908353806,0.07000250369310379,0.07018434256315231,0.01809954751131222,1835008,0.0691588968038559,1.4173212669683268,0.07077133655548096,0.07115735858678818,0.0,-1.0,0.0,990.11,0.07123755663633347,0.07023961842060089,0.06998608261346817,0.06960328668355942,4386,2430,217,0.03460617065429687,0.08044691519899061,1e-06,-0.0024969258584860653,0.1,0.2,0.0,0.3572814464569092,0.0013933016,30.87611947953701,0.07038199156522751,0.7303317785263062
0.07013911008834839,0.07081328332424164,0.07013768702745438,0.07119494676589966,0.07185814529657364,0.9285714285714286,0.06946752965450287,0.06971387565135956,42,0.07016604393720627,0.07097214460372925,0.07027841359376907,15,690.1752319335938,0.07025367021560669,0.07015719264745712,0.07055835425853729,0.06996256113052368,0.07092882692813873,0.9285714285714286,0.06917376816272736,0.0709027647972107,448,0.07185814529657364,0.07002244889736176,0.07020611315965652,0.07142857142857142,1966080,0.06917376816272736,1.4223333333333343,0.07077976316213608,0.071183942258358,0.0,-1.0,0.0,973.23,0.07125444710254669,0.0702555775642395,0.07001131772994995,0.06961626559495926,4384,2440,39,0.02838897705078125,0.050122377515072,1e-06,-0.002292557444798149,0.1,0.2,0.0,0.3607393503189087,0.0012567975,30.869711646437644,0.07040031999349594,0.8643340468406677
0.07015728950500488,0.07082608342170715,0.07014036178588867,0.07120804488658905,0.07187332212924957,0.9814814814814815,0.06947113573551178,0.0697379857301712,216,0.0701889768242836,0.07099330425262451,0.07028616964817047,16,712.6760864257812,0.07028193026781082,0.07017574459314346,0.07057079672813416,0.06997785717248917,0.0709521472454071,0.9814814814814815,0.06920856237411499,0.07092133909463882,480,0.07187332212924957,0.07003990560770035,0.07021740078926086,0.018518518518518517,2097152,0.06920856237411499,1.4289722222222234,0.0708000659942627,0.07120183110237122,0.0,-1.0,0.0,1000.0,0.07128085196018219,0.0702783465385437,0.07002559304237366,0.06963077932596207,4368,2450,212,0.0288848876953125,0.07724218522635055,1e-06,-0.0023364938957456615,0.1,0.2,0.0,0.41754230856895447,0.0013095364,30.86335169672966,0.07041782885789871,0.7201805114746094
0.07017681747674942,0.07085209339857101,0.07015658915042877,0.07122597843408585,0.0718861073255539,0.8695652173913043,0.06947576254606247,0.06974739581346512,46,0.07020139694213867,0.07100941985845566,0.07028555124998093,17,694.241943359375,0.07030089199542999,0.07019579410552979,0.07059095799922943,0.06999198347330093,0.07097216695547104,0.8695652173913043,0.0692303255200386,0.07092726975679398,510,0.0718861073255539,0.07003899663686752,0.07022759318351746,0.13043478260869565,2228224,0.0692303255200386,1.4366086956521749,0.07082214206457138,0.07121714949607849,0.0,-1.0,0.0,977.38,0.07129935920238495,0.07030733674764633,0.07004939764738083,0.06965307146310806,4364,2460,40,0.028582763671875,0.05514620809844928,1e-06,-0.002274000092438655,0.1,0.2,0.0,0.33285385370254517,0.0012734712,30.857475264370443,0.07043366134166718,0.8387183547019958
0.07020282000303268,0.07086991518735886,0.07016219198703766,0.07124197483062744,0.07191550731658936,0.9629629629629629,0.06949378550052643,0.06976629048585892,216,0.07021751999855042,0.07103623449802399,0.0702870562672615,18,703.701416015625,0.07031317800283432,0.07021793723106384,0.07060901820659637,0.07000233232975006,0.07098259031772614,0.9629629629629629,0.06925119459629059,0.07093251496553421,542,0.07191550731658936,0.07005240768194199,0.07024578750133514,0.037037037037037035,2359296,0.06925119459629059,1.433250000000001,0.07084968686103821,0.07122835516929626,0.0,-1.0,0.0,985.47,0.07131141424179077,0.07032821327447891,0.07007501274347305,0.0696803480386734,4350,2470,208,0.026474761962890624,0.09983607013418805,1e-06,-0.002340194888984115,0.1,0.2,0.0,0.3772464394569397,0.0012929166,30.851587957143785,0.07045093178749084,0.7824723720550537
0.07022011280059814,0.07089362293481827,0.07018078118562698,0.07127045094966888,0.0719231516122818,0.9183673469387755,0.06951375305652618,0.06978549063205719,49,0.07024446129798889,0.0710507407784462,0.07031075656414032,19,694.0578002929688,0.07033155113458633,0.07023945450782776,0.07062141597270966,0.07003140449523926,0.07101373374462128,0.9183673469387755,0.06925760209560394,0.07094499468803406,572,0.0719231516122818,0.07006966322660446,0.07027216255664825,0.08163265306122448,2490368,0.06925760209560394,1.430122448979593,0.0708773136138916,0.07125230878591537,0.0,-1.0,0.0,969.56,0.07132470607757568,0.07033656537532806,0.07011185586452484,0.06969808787107468,4352,2480,45,0.029521942138671875,0.0799081215809565,1e-06,-0.002431059816717607,0.1,0.2,0.0,0.3518996834754944,0.0013427325,30.84492955952883,0.07047104835510254,0.8698684573173523
0.0702393501996994,0.07092343270778656,0.07019195705652237,0.0712803527712822,0.07195157557725906,0.9811320754716981,0.06952394545078278,0.06979899853467941,212,0.07026998698711395,0.07107700407505035,0.07033096253871918,20,705.6896362304688,0.07035273313522339,0.07025059312582016,0.070643350481987,0.07004354149103165,0.07105311006307602,0.9811320754716981,0.06927154213190079,0.07096676528453827,603,0.07195157557725906,0.07009021192789078,0.07028436660766602,0.018867924528301886,2621440,0.06927154213190079,1.414301886792454,0.07089380919933319,0.07127660512924194,0.0,-1.0,0.0,986.68,0.07134591788053513,0.07035841792821884,0.07013287395238876,0.0697207823395729,4340,2490,208,0.03307418823242188,0.07430002764594974,1e-06,-0.002630904683883273,0.1,0.2,0.0,0.3543281555175781,0.0013625284,30.83785036355257,0.07049088180065155,0.7555687427520752
0.07026402652263641,0.07093633711338043,0.07021279633045197,0.07129728049039841,0.07197073847055435,0.8181818181818182,0.06954539567232132,0.06981605291366577,55,0.07029123604297638,0.07109354436397552,0.07034987956285477,21,669.2235717773438,0.0703699067234993,0.07026112824678421,0.07067054510116577,0.07005017250776291,0.07107725739479065,0.8181818181818182,0.06928358227014542,0.0709972158074379,634,0.07197073847055435,0.07011495530605316,0.07030600309371948,0.18181818181818182,2752512,0.06928358227014542,1.4222909090909102,0.07091127336025238,0.07130517065525055,0.0,-1.0,0.0,941.12,0.07136315107345581,0.07037695497274399,0.07015138864517212,0.06974796205759048,4340,2500,45,0.03601150512695313,0.07643605447083246,1e-06,-0.0026325771608753713,0.1,0.2,0.0,0.3435315787792206,0.0014032625,30.830883824825285,0.07051055878400803,0.7868895530700684
0.0702793151140213,0.07095322757959366,0.0702476054430008,0.0713268518447876,0.07198963314294815,0.9607843137254902,0.06956768780946732,0.0698411613702774,204,0.07031772285699844,0.07109905779361725,0.07036422193050385,22,714.43212890625,0.07039110362529755,0.07027958333492279,0.07069095224142075,0.07006416469812393,0.07109388709068298,0.9607843137254902,0.06930185109376907,0.07101169228553772,665,0.07198963314294815,0.07013526558876038,0.07031511515378952,0.0392156862745098,2883584,0.06930185109376907,1.4163137254901972,0.07092340290546417,0.07132601737976074,0.0,-1.0,0.0,995.6,0.07138578593730927,0.07040759921073914,0.07016073912382126,0.06977055221796036,4330,2510,196,0.031633758544921876,0.1063492647226667,1e-06,-0.002548103858589457,0.1,0.2,0.0,0.369662344455719,0.0013869943,30.82399736195803,0.0705297663807869,0.8403298258781433
0.07029488682746887,0.07098470628261566,0.07027421146631241,0.07134739309549332,0.07200047373771667,0.9272727272727272,0.06959180533885956,0.06986704468727112,55,0.07034780085086823,0.0711095780134201,0.07037904858589172,23,709.8213500976562,0.07041963934898376,0.07029500603675842,0.0707084983587265,0.07008545100688934,0.07110246270895004,0.9272727272727272,0.06932145357131958,0.0710366815328598,696,0.07200047373771667,0.07015445083379745,0.07034754753112793,0.07272727272727272,3014656,0.06932145357131958,1.4431636363636375,0.07092384248971939,0.07135659456253052,0.0,-1.0,0.0,988.17,0.07140808552503586,0.0704197883605957,0.07017883658409119,0.06979577243328094,4329,2520,51,0.03335723876953125,0.09554856705071871,1e-06,-0.0024653569299516675,0.1,0.2,0.0,0.43580353260040283,0.001409095,30.817022965848444,0.07055004686117172,0.8416988849639893
0.07031181454658508,0.0710020512342453,0.07029609382152557,0.07136362791061401,0.07202925533056259,0.970873786407767,0.06961711496114731,0.0698721781373024,206,0.07035087049007416,0.07113216817378998,0.07039019465446472,24,696.84326171875,0.0704222247004509,0.07032571732997894,0.07073082774877548,0.07009954005479813,0.07112805545330048,0.970873786407767,0.06933107227087021,0.07104726880788803,728,0.07202925533056259,0.07017574459314346,0.0703698918223381,0.02912621359223301,3145728,0.06933107227087021,1.4314563106796128,0.07093703001737595,0.07136435806751251,0.0,-1.0,0.0,975.65,0.0714244470000267,0.07043631374835968,0.07019460201263428,0.06981370598077774,4320,2530,200,0.025543975830078124,0.07298401533334982,1e-06,-0.0022070573651944867,0.1,0.2,0.0,0.3718782961368561,0.0012094574,30.810394552350044,0.07056664675474167,0.8022461533546448
0.07032191008329391,0.071014903485775,0.07032227516174316,0.07137640565633774,0.07203945517539978,0.9310344827586207,0.06963486224412918,0.06988563388586044,58,0.07037358731031418,0.07115438580513,0.07040733098983765,25,688.96875,0.07043971866369247,0.07033908367156982,0.07073783874511719,0.07011165469884872,0.0711466521024704,0.9310344827586207,0.0693439170718193,0.07107113301753998,758,0.07203945517539978,0.07019061595201492,0.0703732818365097,0.06896551724137931,3276800,0.0693439170718193,1.44344827586207,0.07095622271299362,0.07139531522989273,0.0,-1.0,0.0,963.75,0.07144449651241302,0.07046468555927277,0.07021135836839676,0.06984154880046844,4321,2540,54,0.033406829833984374,0.08442384976660833,1e-06,-0.0024434684209154512,0.1,0.2,0.0,0.3764241337776184,0.0013390852,30.804390159249305,0.07058393210172653,0.8245481848716736
0.07034213095903397,0.0710340216755867,0.07034143805503845,0.07138852030038834,0.07205495238304138,0.9707317073170731,0.06966432929039001,0.06989973038434982,205,0.07039465755224228,0.07117433845996857,0.07040830701589584,26,690.564453125,0.07044994831085205,0.07035526633262634,0.07075654715299606,0.0701265037059784,0.07117217779159546,0.9707317073170731,0.06935945898294449,0.07108736038208008,789,0.07205495238304138,0.070209801197052,0.07038940489292145,0.02926829268292683,3407872,0.06935945898294449,1.4413658536585379,0.07096312940120697,0.07141860574483871,0.0,-1.0,0.0,972.17,0.07145704329013824,0.07048452645540237,0.0702381283044815,0.06985853612422943,4314,2550,199,0.029436492919921876,0.08900342523120344,1e-06,-0.002440639738779282,0.1,0.2,0.0,0.3762779235839844,0.0012921041,30.798316943645478,0.07060115039348602,0.7418272495269775
0.07036328315734863,0.07104809582233429,0.07036752253770828,0.07140348851680756,0.07206403464078903,0.84375,0.06968031078577042,0.06992878764867783,64,0.07040669769048691,0.07120052725076675,0.07042736560106277,27,659.0867309570312,0.0704709142446518,0.07037180662155151,0.0707702785730362,0.07014956325292587,0.07119465619325638,0.84375,0.06937780231237411,0.07109957933425903,819,0.07206403464078903,0.07022695988416672,0.0704062283039093,0.15625,3538944,0.06937780231237411,1.421437500000001,0.0709870234131813,0.07144065946340561,0.0,-1.0,0.0,922.98,0.0714612752199173,0.07049699127674103,0.07026319950819016,0.06988575309515,4316,2560,54,0.03070526123046875,0.08097807517478942,1e-06,-0.0024618208277388475,0.1,0.2,0.0,0.3826965093612671,0.001341671,30.791961522400378,0.07061970978975296,0.8321196436882019
0.07038920372724533,0.07107362896203995,0.07039275020360947,0.07141698896884918,0.07208436727523804,0.9601990049751243,0.06970229744911194,0.06995468586683273,201,0.07042904198169708,0.07122784852981567,0.07043926417827606,28,703.7955322265625,0.07049565017223358,0.07039598375558853,0.07078879326581955,0.0701737031340599,0.07121706008911133,0.9601990049751243,0.06940582394599915,0.07110844552516937,851,0.07208436727523804,0.07023905217647552,0.07041943818330765,0.03980099502487562,3670016,0.06940582394599915,1.4377512437810958,0.07101099193096161,0.0714605376124382,0.0,-1.0,0.0,982.72,0.07148003578186035,0.07052261382341385,0.07028008997440338,0.06991489976644516,4310,2570,193,0.03739776611328125,0.1261043728911318,1e-06,-0.0025803369308050605,0.1,0.2,0.0,0.41909778118133545,0.0014518402,30.78495877236128,0.0706409215927124,0.8221185803413391
0.07040578871965408,0.0711064487695694,0.0704072117805481,0.07143191993236542,0.0720987543463707,0.9365079365079365,0.06973547488451004,0.06998261064291,63,0.07044710963964462,0.07125354558229446,0.07044492661952972,29,691.4829711914062,0.07051263004541397,0.07041193544864655,0.07079813629388809,0.07019657641649246,0.07123757898807526,0.9365079365079365,0.06941795349121094,0.07112087309360504,881,0.0720987543463707,0.07026693969964981,0.07044722884893417,0.06349206349206349,3801088,0.06941795349121094,1.4336825396825408,0.07103120535612106,0.07149049639701843,0.0,-1.0,0.0,964.42,0.07150477916002274,0.07054627686738968,0.07029663026332855,0.06993754208087921,4309,2580,59,0.03479766845703125,0.0908138876184239,1e-06,-0.00263295730601385,0.1,0.2,0.0,0.39190250635147095,0.0013959856,30.777602362632752,0.07066122442483902,0.8237753510475159
0.07041715085506439,0.07111997157335281,0.07042182236909866,0.07146091014146805,0.07211922854185104,0.9748743718592965,0.06975416839122772,0.06999702751636505,199,0.07045255601406097,0.07128096371889114,0.07045965641736984,30,702.1486206054688,0.07052459567785263,0.0704289898276329,0.07082241773605347,0.07020653039216995,0.07126505672931671,0.9748743718592965,0.06944002211093903,0.07113765925168991,913,0.07211922854185104,0.07028426229953766,0.07046609371900558,0.02512562814070352,3932160,0.06944002211093903,1.4328442211055286,0.07104536890983582,0.07150699943304062,0.0,-1.0,0.0,976.39,0.07152379304170609,0.07056190073490143,0.07029915601015091,0.06995542347431183,4305,2590,194,0.0293304443359375,0.0733227332792012,1e-06,-0.002397627654590906,0.1,0.2,0.0,0.3613938093185425,0.0013039217,30.770990878343582,0.07067806273698807,0.7842447757720947
0.07043162733316422,0.07114548236131668,0.07042128592729568,0.07148025184869766,0.07214634865522385,0.9295774647887324,0.06977696716785431,0.07001932710409164,71,0.07047948241233826,0.07131039351224899,0.07048071175813675,31,681.9385986328125,0.07052721828222275,0.07045987993478775,0.07084361463785172,0.07021937519311905,0.07129842042922974,0.9295774647887324,0.0694555714726448,0.07114500552415848,943,0.07214634865522385,0.07030320167541504,0.0704878717660904,0.07042253521126761,4063232,0.0694555714726448,1.4082535211267617,0.07106298208236694,0.07152130454778671,0.0,-1.0,0.0,950.13,0.0715365782380104,0.07058566063642502,0.07033030688762665,0.06997571885585785,4304,2600,66,0.033686065673828126,0.08684949631860946,1e-06,-0.002498608928908652,0.1,0.2,0.0,0.3671964108943939,0.0013637426,30.764558325707913,0.07069778442382812,0.8153392672538757
0.07045833021402359,0.07116834819316864,0.07043643295764923,0.0714862197637558,0.07216126471757889,0.9897435897435898,0.06980004906654358,0.07004587352275848,195,0.070500947535038,0.07132912427186966,0.07050158083438873,32,705.14404296875,0.07055186480283737,0.07048913091421127,0.07084520161151886,0.07024047523736954,0.07132043689489365,0.9897435897435898,0.06946700066328049,0.07115915417671204,975,0.07216126471757889,0.070302814245224,0.07050568610429764,0.010256410256410256,4194304,0.06946700066328049,1.421856410256411,0.07108569890260696,0.07154011726379395,0.0,-1.0,0.0,988.1,0.07155632227659225,0.07062038779258728,0.07034246623516083,0.06999314576387405,4300,2610,193,0.03444671630859375,0.06558810296555748,1e-06,-0.0026159947799897056,0.1,0.2,0.0,0.41684043407440186,0.001383118,30.757733631134034,0.07071632146835327,0.8033699989318848
