time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/clip_range_vf,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/value_loss,train/std,train/explained_variance,train/entropy_loss
27,685.44,84,23.120542526245117,442368,5229,0.2,-0.007838040807109791,5e-06,0.0755615234375,1.5026707649230957,0.0023504198,4750,0.1,0.2950707611627877,0.08852887898683548,0.9228836894035339,23.133441972732545
28,708.57,87,23.976491928100586,458752,5231,0.2,-0.007813955120946047,5e-06,0.0814697265625,1.343704104423523,0.002387195,4760,0.1,0.2420724742114544,0.0885816439986229,0.9296016693115234,23.119761371612547
29,697.5,90,23.467018127441406,475136,5236,0.2,-0.007260156392294448,5e-06,0.095074462890625,1.4379768371582031,0.0027501709,4770,0.1,0.29920932846143844,0.08863824605941772,0.914063572883606,23.105533754825593
30,700.71,94,23.603065490722656,491520,5222,0.2,-0.006662359765323344,5e-06,0.0861083984375,1.4098706245422363,0.0025554784,4780,0.1,0.2823477926664054,0.08869395405054092,0.9093039035797119,23.09094008207321
31,697.3,97,23.472614288330078,507904,5223,0.2,-0.008230422144697514,5e-06,0.08232421875,1.5143747329711914,0.002441218,4790,0.1,0.306945987790823,0.08874545246362686,0.9394463896751404,23.077025973796843
32,716.79,100,24.303606033325195,524288,5228,0.2,-0.007045537828525994,5e-06,0.076904296875,1.3374931812286377,0.0022985842,4800,0.1,0.18449177220463753,0.08879946917295456,0.943206787109375,23.063462710380556
33,700.65,103,23.726064682006836,540672,5230,0.2,-0.006723891205911059,5e-06,0.081890869140625,1.4830493927001953,0.0024623505,4810,0.1,0.34607954500243066,0.08885312080383301,0.9008994698524475,23.049481773376463
34,700.18,106,23.599489212036133,557056,5232,0.2,-0.0073278473602840675,5e-06,0.0840087890625,1.291223168373108,0.002405075,4820,0.1,0.18674367116764187,0.08890894055366516,0.9344462752342224,23.035223484039307
35,687.4,109,23.006362915039062,573440,5234,0.2,-0.007918093545595185,5e-06,0.084521484375,1.3969470262527466,0.0025342405,4830,0.1,0.30608572633937003,0.08896443992853165,0.9198852777481079,23.02082669734955
36,652.71,112,21.642942428588867,589824,5237,0.2,-0.00737411157169845,5e-06,0.0760498046875,1.3944132328033447,0.0024402328,4840,0.1,0.2651316753588617,0.08901941031217575,0.9292149543762207,23.006597065925597
37,652.44,115,21.797901153564453,606208,5239,0.2,-0.007749345395131968,5e-06,0.081219482421875,1.4046705961227417,0.0025247126,4850,0.1,0.3204224741086364,0.08907581120729446,0.9193456172943115,22.992260527610778
38,654.59,118,22.05840301513672,622592,5241,0.2,-0.006890024173117126,5e-06,0.078973388671875,1.5436475276947021,0.002418012,4860,0.1,0.36957666287198665,0.08913276344537735,0.9014682769775391,22.977578592300414
39,689.25,122,23.500904083251953,638976,5230,0.2,-0.0076159290350915395,5e-06,0.07567138671875,1.3828896284103394,0.0022679723,4870,0.1,0.2607868412509561,0.08918409794569016,0.9357661008834839,22.963467240333557
40,696.8,125,23.854969024658203,655360,5221,0.2,-0.006259922357276082,5e-06,0.071783447265625,1.5139639377593994,0.0023049356,4880,0.1,0.36447530016303065,0.08924023807048798,0.9055898785591125,22.94981039762497
41,721.13,128,25.148178100585938,671744,5223,0.2,-0.007070781596121378,5e-06,0.077130126953125,1.3563534021377563,0.0022815662,4890,0.1,0.24888083892874419,0.08929437398910522,0.920138955116272,22.935524034500123
42,695.77,131,23.9521484375,688128,5227,0.2,-0.00666478018683847,5e-06,0.089642333984375,1.5758836269378662,0.0025737528,4900,0.1,0.5268550056964159,0.08935175836086273,0.8653125166893005,22.92122013568878
43,680.77,134,23.478836059570312,704512,5227,0.2,-0.007661183911841363,5e-06,0.072210693359375,1.324243187904358,0.0023348336,4910,0.1,0.19353027357719838,0.08940315246582031,0.947180986404419,22.907136273384094
44,661.89,137,22.206432342529297,720896,5229,0.2,-0.007833363725512753,5e-06,0.090509033203125,1.4025342464447021,0.0026401682,4920,0.1,0.32654730807989835,0.08945649862289429,0.92293381690979,22.89367641210556
45,622.45,140,20.457496643066406,737280,5230,0.2,-0.007436134469753597,5e-06,0.07239990234375,1.3117024898529053,0.0023082756,4930,0.1,0.27416973784565923,0.08950791507959366,0.9314668774604797,22.880227041244506
46,660.14,144,22.003276824951172,753664,5230,0.2,-0.007280016133154277,5e-06,0.078997802734375,1.4776021242141724,0.002410972,4940,0.1,0.2747741869650781,0.08956244587898254,0.9247189164161682,22.866568648815154
47,669.8,148,22.425058364868164,770048,5172,0.2,-0.006998002795444336,5e-06,0.083251953125,1.3895230293273926,0.0025138673,4950,0.1,0.29110546223819256,0.08962006866931915,0.9016445875167847,22.852228355407714
48,676.65,153,23.021726608276367,786432,5111,0.2,-0.006905191954865586,5e-06,0.075347900390625,1.5160634517669678,0.0023521238,4960,0.1,0.3399469333700836,0.0896768644452095,0.9167858958244324,22.83762809038162
49,675.59,158,22.990636825561523,802816,5072,0.2,-0.006970561774505768,5e-06,0.093316650390625,1.6190729141235352,0.00267334,4970,0.1,0.32455665012821555,0.08973890542984009,0.9056488275527954,22.822327649593355
50,702.76,162,24.090059280395508,819200,5036,0.2,-0.006833881931379437,5e-06,0.082867431640625,1.3669801950454712,0.0024285829,4980,0.1,0.33162180641666056,0.08979641646146774,0.9076437950134277,22.80692391395569
51,702.12,167,24.202417373657227,835584,4999,0.2,-0.006826233393803704,5e-06,0.083892822265625,1.4107470512390137,0.0024438384,4990,0.1,0.28193906517699363,0.08985232561826706,0.8941816091537476,22.79246805906296
52,721.5,171,24.592506408691406,851968,4971,0.2,-0.007088456003111787,5e-06,0.08880615234375,1.3607847690582275,0.0025837803,5000,0.1,0.2691650351509452,0.08990968763828278,0.9136425852775574,22.778073728084564
53,744.85,175,25.346399307250977,868352,4941,0.2,-0.0066464899529819375,5e-06,0.085888671875,1.3509306907653809,0.0025599706,5010,0.1,0.25815283032134173,0.08996109664440155,0.9098479151725769,22.76400008201599
54,745.29,179,25.144699096679688,884736,4918,0.2,-0.006937080179341137,5e-06,0.079815673828125,1.5062682628631592,0.0023967156,5020,0.1,0.48062107134610416,0.09001567214727402,0.8723536729812622,22.7504914522171
55,743.13,185,25.271495819091797,901120,4870,0.2,-0.007543051573156845,5e-06,0.075775146484375,1.325164794921875,0.0023046436,5030,0.1,0.22857670607045294,0.09006792306900024,0.9387164115905762,22.7367932677269
56,731.25,189,24.720239639282227,917504,4842,0.2,-0.00678748103309772,5e-06,0.079241943359375,1.4327954053878784,0.0024326502,5040,0.1,0.31744751557707784,0.09012386202812195,0.9096888899803162,22.72299278974533
57,734.2,193,24.709314346313477,933888,4817,0.2,-0.007863397730397991,5e-06,0.0939453125,1.5374447107315063,0.0026161186,5050,0.1,0.3662639123387635,0.09018130600452423,0.9092534780502319,22.708579862117766
58,741.0,198,25.218494415283203,950272,4797,0.2,-0.007036303733184468,5e-06,0.08072509765625,1.3142054080963135,0.002410158,5060,0.1,0.25818640980869534,0.09023631364107132,0.912752628326416,22.69422459602356
59,727.23,202,24.417585372924805,966656,4776,0.2,-0.0075252425311191475,5e-06,0.088787841796875,1.5154139995574951,0.002625835,5070,0.1,0.380086284596473,0.09028927236795425,0.8842196464538574,22.680499339103697
60,739.29,206,24.886377334594727,983040,4756,0.2,-0.008256704438827001,5e-06,0.07421875,1.2590274810791016,0.0022596908,5080,0.1,0.16189106442034246,0.09034554660320282,0.9559149146080017,22.66657289266586
61,702.7,210,23.578384399414062,999424,4740,0.2,-0.0067815566653735004,5e-06,0.075750732421875,1.3741682767868042,0.0024417182,5090,0.1,0.3167172991670668,0.09040403366088867,0.90203857421875,22.65195941925049
62,709.73,215,23.932506561279297,1015808,4715,0.2,-0.007581503812980372,5e-06,0.081793212890625,1.429486870765686,0.0024028958,5100,0.1,0.3239828297868371,0.09046177566051483,0.921351969242096,22.637206852436066
63,719.95,219,24.123350143432617,1032192,4694,0.2,-0.007410537806572392,5e-06,0.07908935546875,1.31170654296875,0.0023955982,5110,0.1,0.23868254031985997,0.09051749855279922,0.9168586730957031,22.622710049152374
64,687.61,225,22.884794235229492,1048576,4652,0.2,-0.00770826966909226,5e-06,0.091436767578125,1.5787137746810913,0.0026516025,5120,0.1,0.43195764627307653,0.09056981652975082,0.8859070539474487,22.60896340608597
65,719.79,231,24.252822875976562,1064960,4591,0.2,-0.007348534664197359,5e-06,0.07608642578125,1.34373939037323,0.0023770146,5130,0.1,0.2462127385661006,0.09062692523002625,0.9252819418907166,22.595210921764373
66,700.05,236,23.523229598999023,1081344,4577,0.2,-0.007274475030862959,5e-06,0.07548828125,1.395423173904419,0.0023657568,5140,0.1,0.21856857240200042,0.09067872166633606,0.9276633262634277,22.58124876022339
67,656.64,240,21.8760986328125,1097728,4564,0.2,-0.008472277225519066,5e-06,0.085302734375,1.3831340074539185,0.002527759,5150,0.1,0.3307222499512136,0.09073416888713837,0.9261041879653931,22.567725121974945
68,648.74,246,21.94928741455078,1114112,4525,0.2,-0.007258646695117932,5e-06,0.088946533203125,1.433988332748413,0.002541394,5160,0.1,0.2949852542951703,0.09078861027956009,0.9189146757125854,22.553722751140594
69,613.4,250,20.547914505004883,1130496,4507,0.2,-0.007280953314329963,5e-06,0.08350830078125,1.454174280166626,0.0025385856,5170,0.1,0.37971067568287253,0.09084594994783401,0.8972501754760742,22.539596712589265
70,646.45,255,21.710664749145508,1146880,4490,0.2,-0.007779836787085515,5e-06,0.076800537109375,1.421366810798645,0.0023667025,5180,0.1,0.23343787500634788,0.09090255945920944,0.9346457123756409,22.52524789571762
71,621.61,261,20.821481704711914,1163264,4453,0.2,-0.006194000798859634,5e-06,0.06922607421875,1.5425727367401123,0.0022527743,5190,0.1,0.3684113405644894,0.0909569039940834,0.9043701887130737,22.511085474491118
72,632.87,265,21.26608657836914,1179648,4440,0.2,-0.007022192925796844,5e-06,0.07042236328125,1.4643504619598389,0.002329037,5200,0.1,0.2800648449920118,0.0910143032670021,0.9284114837646484,22.497144174575805
73,663.82,270,22.357044219970703,1196032,4428,0.2,-0.006840536457457347,5e-06,0.081646728515625,1.5156588554382324,0.0024506245,5210,0.1,0.2888685569167137,0.0910743698477745,0.9191341400146484,22.482217729091644
74,669.31,274,22.986095428466797,1212416,4416,0.2,-0.0067943983667646535,5e-06,0.07745361328125,1.3415662050247192,0.0023442144,5220,0.1,0.3354609806090593,0.09113067388534546,0.8935149908065796,22.46739605665207
75,698.74,278,24.192399978637695,1228800,4407,0.2,-0.007245497376425191,5e-06,0.09237060546875,1.4124033451080322,0.0027354725,5230,0.1,0.4092033078894019,0.09118438512086868,0.8677358031272888,22.453607892990114
76,679.98,283,23.13042640686035,1245184,4399,0.2,-0.007660872257838491,5e-06,0.07734375,1.3552507162094116,0.0024181362,5240,0.1,0.2331297387368977,0.09123630076646805,0.9288543462753296,22.440327882766724
77,664.94,287,22.452600479125977,1261568,4390,0.2,-0.007838069916761014,5e-06,0.067156982421875,1.3431620597839355,0.00217209,5250,0.1,0.19578971015289426,0.0912909284234047,0.9454614520072937,22.42685487270355
78,657.22,291,22.010438919067383,1277952,4383,0.2,-0.007061219273600728,5e-06,0.080694580078125,1.30893874168396,0.0024040528,5260,0.1,0.24519182993099092,0.09134726226329803,0.9334591031074524,22.412866699695588
79,680.0,295,23.296791076660156,1294336,4375,0.2,-0.007274984748801216,5e-06,0.086376953125,1.4655253887176514,0.0025783437,5270,0.1,0.339901708252728,0.09140634536743164,0.9162490367889404,22.398425710201263
80,703.81,299,24.4605655670166,1310720,4369,0.2,-0.0070445641613332555,5e-06,0.088238525390625,1.4933488368988037,0.002518978,5280,0.1,0.3542117333970964,0.09146300703287125,0.9080122113227844,22.383725786209105
81,701.19,304,24.614133834838867,1327104,4351,0.2,-0.006831265703658574,5e-06,0.0879150390625,1.4557926654815674,0.0025874511,5290,0.1,0.3915910737589002,0.09152350574731827,0.8863956928253174,22.368993270397187
82,726.54,309,25.3460636138916,1343488,4345,0.2,-0.007777983535197564,5e-06,0.093524169921875,1.320983648300171,0.002524456,5300,0.1,0.2944048414938152,0.0915822982788086,0.9171391129493713,22.354115867614745
83,726.24,313,25.141084671020508,1359872,4340,0.2,-0.006761858785466757,5e-06,0.08292236328125,1.505115270614624,0.0024765572,5310,0.1,0.3523904456757009,0.09163843095302582,0.8925185203552246,22.339598631858827
84,698.37,317,23.555896759033203,1376256,4333,0.2,-0.007127940647478681,5e-06,0.082452392578125,1.3884096145629883,0.0024936409,5320,0.1,0.2631449235603213,0.09169170260429382,0.9178940653800964,22.32592248916626
85,672.76,321,22.14580726623535,1392640,4327,0.2,-0.008483363932464271,5e-06,0.06988525390625,1.4267686605453491,0.0022550123,5330,0.1,0.24456632649526,0.09174317866563797,0.9445505142211914,22.312799394130707
86,664.77,325,22.233314514160156,1409024,4322,0.2,-0.007598871308437083,5e-06,0.07347412109375,1.3786596059799194,0.0023045572,5340,0.1,0.25451562758535146,0.09180016815662384,0.9363899230957031,22.299142324924468
87,654.75,330,21.739782333374023,1425408,4316,0.2,-0.007136079031624831,5e-06,0.0802490234375,1.3164920806884766,0.0024697168,5350,0.1,0.2871334871277213,0.09185758978128433,0.9251171946525574,22.2848224401474
88,667.26,334,22.5101318359375,1441792,4306,0.2,-0.006676437168789562,5e-06,0.08245849609375,1.4318594932556152,0.0024688786,5360,0.1,0.29448736226186156,0.09191525727510452,0.9152839183807373,22.27038859128952
89,689.91,339,23.5192813873291,1458176,4301,0.2,-0.007425093513302272,5e-06,0.0885498046875,1.3368003368377686,0.002575645,5370,0.1,0.2983731451444328,0.09196735173463821,0.907443106174469,22.2566281914711
90,714.75,343,24.578027725219727,1474560,4295,0.2,-0.007182429961540037,5e-06,0.07950439453125,1.38325834274292,0.0024005792,5380,0.1,0.33879663664847615,0.09202620387077332,0.9008253812789917,22.242855930328368
91,683.68,347,23.182640075683594,1490944,4291,0.2,-0.00666182575878338,5e-06,0.088140869140625,1.5737916231155396,0.0026356908,5390,0.1,0.43326334059238436,0.09208440035581589,0.8755567669868469,22.228099739551546
92,679.04,351,22.7806453704834,1507328,4285,0.2,-0.008150694568757898,5e-06,0.084716796875,1.3226341009140015,0.0026384566,5400,0.1,0.2571456209756434,0.09213841706514359,0.9320659637451172,22.214179694652557
93,660.37,355,22.339393615722656,1523712,4280,0.2,-0.007126509342924692,5e-06,0.074908447265625,1.3229100704193115,0.0023219432,5410,0.1,0.2606944238767028,0.09219919890165329,0.9354417324066162,22.19994786977768
94,648.15,360,21.43228530883789,1540096,4275,0.2,-0.007137636345578358,5e-06,0.084417724609375,1.4086308479309082,0.0024250944,5420,0.1,0.2598509174771607,0.0922614112496376,0.9331135153770447,22.184527933597565
95,636.17,364,21.298667907714844,1556480,4268,0.2,-0.006983633455092786,5e-06,0.077294921875,1.3430529832839966,0.0024086535,5430,0.1,0.33439499139785767,0.0923168957233429,0.9205594658851624,22.169709432125092
96,630.01,368,21.04448890686035,1572864,4263,0.2,-0.007271196765941568,5e-06,0.07972412109375,1.416581153869629,0.0025045453,5440,0.1,0.2638709467835724,0.09237721562385559,0.9282397627830505,22.155451512336732
97,654.01,373,21.727903366088867,1589248,4259,0.2,-0.006869862719759113,5e-06,0.079132080078125,1.3889498710632324,0.0025251182,5450,0.1,0.2971278355456889,0.09242738038301468,0.9183406829833984,22.14157826900482
98,672.29,377,22.570398330688477,1605632,4254,0.2,-0.0075879265132243745,5e-06,0.0863037109375,1.397445559501648,0.002433573,5460,0.1,0.291317072045058,0.09248283505439758,0.9189603328704834,22.128521370887757
99,733.25,381,24.787927627563477,1622016,4251,0.2,-0.006578734039794654,5e-06,0.079107666015625,1.4580399990081787,0.0025253547,5470,0.1,0.36170469745993616,0.09254312515258789,0.8866772651672363,22.114183378219604
100,730.53,385,24.634571075439453,1638400,4245,0.2,-0.006946527569380123,5e-06,0.0759765625,1.3380781412124634,0.002297632,5480,0.1,0.242898681294173,0.09259684383869171,0.918178141117096,22.099896490573883
101,736.5,390,24.832773208618164,1654784,4240,0.2,-0.007272466232825537,5e-06,0.07716064453125,1.4060887098312378,0.0024416423,5490,0.1,0.36370849432423713,0.09265492111444473,0.91191565990448,22.086081552505494
102,773.48,394,26.408231735229492,1671168,4231,0.2,-0.0076221800911298486,5e-06,0.084393310546875,1.2896676063537598,0.0025155102,5500,0.1,0.24212238425388932,0.0927116796374321,0.9276445508003235,22.07187855243683
103,736.49,399,25.297773361206055,1687552,4226,0.2,-0.006450449032126926,5e-06,0.076873779296875,1.5009913444519043,0.0024195276,5510,0.1,0.4131730517372489,0.09277188032865524,0.8608393669128418,22.057301473617553
104,728.68,404,25.067800521850586,1703936,4209,0.2,-0.007927433065196965,5e-06,0.08983154296875,1.358009934425354,0.0025754971,5520,0.1,0.25165711240842936,0.09283272176980972,0.9358457922935486,22.042341041564942
105,760.99,410,26.3656063079834,1720320,4188,0.2,-0.006652684410801158,5e-06,0.06046142578125,1.2695664167404175,0.0021086307,5530,0.1,0.24338268600404261,0.09289012104272842,0.9308133125305176,22.027690088748933
106,712.96,415,24.630971908569336,1736704,4183,0.2,-0.006333258813538123,5e-06,0.085174560546875,1.4615654945373535,0.002500662,5540,0.1,0.3499858105555177,0.09294428676366806,0.9005427360534668,22.0137921333313
107,714.21,419,24.625333786010742,1753088,4177,0.2,-0.007218484552868176,5e-06,0.087579345703125,1.354001522064209,0.0025470008,5550,0.1,0.347200595960021,0.09300313144922256,0.9188026785850525,21.999897301197052
108,699.0,424,24.139623641967773,1769472,4173,0.2,-0.0071589181214221755,5e-06,0.075982666015625,1.388839602470398,0.0023944431,5560,0.1,0.2947998926974833,0.09305708110332489,0.9245059490203857,21.985887861251832
109,693.4,428,23.634599685668945,1785856,4167,0.2,-0.007022682052047457,5e-06,0.08870849609375,1.3713569641113281,0.0025127758,5570,0.1,0.3647401892580092,0.09311943501234055,0.8693544268608093,21.971628880500795
110,678.5,433,22.9766845703125,1802240,4155,0.2,-0.007211757275217679,5e-06,0.07581787109375,1.4403800964355469,0.0023802428,5580,0.1,0.4261503903195262,0.09317643940448761,0.8832570314407349,21.95676099061966
111,724.25,438,24.798757553100586,1818624,4147,0.2,-0.006852363239158876,5e-06,0.080108642578125,1.4590482711791992,0.0023983126,5590,0.1,0.28442204333841803,0.09323088079690933,0.9184805750846863,21.94300549030304
112,732.77,443,24.979021072387695,1835008,4141,0.2,-0.006145672249840572,5e-06,0.08292236328125,1.6100566387176514,0.0024474817,5600,0.1,0.41432409482076765,0.09328997880220413,0.8468692898750305,21.9290678024292
113,723.89,447,24.853992462158203,1851392,4138,0.2,-0.006782523420406505,5e-06,0.07601318359375,1.3647953271865845,0.0023351177,5610,0.1,0.32325404761359094,0.09334726631641388,0.9007388949394226,21.91468552350998
114,720.84,451,24.92937660217285,1867776,4134,0.2,-0.007038947122055106,5e-06,0.0689453125,1.4112584590911865,0.0022729693,5620,0.1,0.2771056598983705,0.09340540319681168,0.9010637402534485,21.900509667396545
115,710.43,456,24.220937728881836,1884160,4130,0.2,-0.007388978924427647,5e-06,0.08050537109375,1.28816556930542,0.0024637773,5630,0.1,0.262367697712034,0.09346278011798859,0.9321489334106445,21.88624299764633
116,701.63,460,24.06903839111328,1900544,4124,0.2,-0.006973852682858705,5e-06,0.08653564453125,1.349014163017273,0.0024662293,5640,0.1,0.2519464522600174,0.0935184508562088,0.9181200265884399,21.872307503223418
117,693.06,465,23.472557067871094,1916928,4119,0.2,-0.006595571302750613,5e-06,0.082763671875,1.5117007493972778,0.0024647512,5650,0.1,0.4382817229256034,0.09357952326536179,0.876140296459198,21.8580050945282
118,722.4,470,24.643667221069336,1933312,4113,0.2,-0.007015692746790592,5e-06,0.081402587890625,1.3071309328079224,0.002504754,5660,0.1,0.2857743676751852,0.09364181011915207,0.9187610149383545,21.842821633815767
119,715.37,475,24.23455810546875,1949696,4102,0.2,-0.006888594981865026,5e-06,0.077642822265625,1.3844847679138184,0.0024022781,5670,0.1,0.304736268799752,0.09369754046201706,0.9030386209487915,21.82830717563629
120,726.41,480,24.452543258666992,1966080,4092,0.2,-0.006994234259764198,5e-06,0.070513916015625,1.3036870956420898,0.0022421167,5680,0.1,0.20384079129435123,0.09375203400850296,0.9407004117965698,21.81477941274643
121,737.21,485,24.853591918945312,1982464,4084,0.2,-0.008033123532368337,5e-06,0.087567138671875,1.5001944303512573,0.0025742336,5690,0.1,0.38570204060524704,0.09381363540887833,0.9026814699172974,21.800560557842253
122,739.77,490,25.043170928955078,1998848,4077,0.2,-0.007068281473766547,5e-06,0.0936279296875,1.392176628112793,0.0026590861,5700,0.1,0.2810166115872562,0.09387337416410446,0.9027122855186462,21.785638654232024
123,734.45,495,24.734968185424805,2015232,4070,0.2,-0.006962134146306198,5e-06,0.082550048828125,1.4873604774475098,0.002492588,5710,0.1,0.3604804205708206,0.09393024444580078,0.8935947418212891,21.771369016170503
124,750.42,499,26.02721405029297,2031616,4063,0.2,-0.007129597302991897,5e-06,0.077923583984375,1.1927483081817627,0.002346899,5720,0.1,0.22580137155018748,0.09398844093084335,0.9358339309692383,21.757498502731323
125,752.48,504,25.85169219970703,2048000,4057,0.2,-0.006869755392835941,5e-06,0.08642578125,1.5095338821411133,0.0024944833,5730,0.1,0.47150341179221866,0.09405093640089035,0.8407108783721924,21.74259135723114
126,707.57,509,24.47357749938965,2064384,4052,0.2,-0.007391222583828494,5e-06,0.078729248046875,1.3674030303955078,0.0024348525,5740,0.1,0.3343937074765563,0.09410839527845383,0.9126443862915039,21.727853977680205
127,702.27,514,24.288040161132812,2080768,4042,0.2,-0.007238173342193477,5e-06,0.08929443359375,1.4267538785934448,0.0026171193,5750,0.1,0.3595051184296608,0.09416577965021133,0.8853364586830139,21.71385853290558
128,663.26,519,22.381799697875977,2097152,4034,0.2,-0.007435795608034823,5e-06,0.078375244140625,1.3157539367675781,0.0024866972,5760,0.1,0.31231843708083035,0.09422243386507034,0.9049238562583923,21.699961054325104
