time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/loss,train/learning_rate,train/clip_range,train/approx_kl,train/value_loss,train/clip_range_vf,train/explained_variance,train/clip_fraction
1970,33.3743896484375,735.34,7717,15204352,116,0.06258296966552734,1150,-0.0025435653882595944,33.83129132091999,0.9176519513130188,1e-05,0.1,0.0021588672,0.6340464829001575,0.2,0.8896703124046326,0.10374984741210938
1987,34.678321838378906,755.47,7717,15335424,117,0.06270817667245865,1160,-0.0025573189431270294,33.78094635307789,0.9333786368370056,1e-05,0.1,0.0021555163,0.6341618307866156,0.2,0.8848415017127991,0.10215606689453124
2003,34.08134460449219,743.86,7717,15466496,118,0.0628366693854332,1170,-0.002751227780618137,33.730219691991806,0.9449695348739624,1e-05,0.1,0.002188447,0.6178677899762988,0.2,0.8900442123413086,0.10425033569335937
2020,33.70813751220703,734.89,7717,15597568,119,0.06294942647218704,1180,-0.0023563727309920067,33.682625237107274,0.9580550193786621,1e-05,0.1,0.002056159,0.6703878093045205,0.2,0.8814812898635864,0.09623641967773437
2037,34.48727798461914,752.88,7717,15728640,120,0.06307923048734665,1190,-0.0026144014277633687,33.63409593105316,0.8628476858139038,1e-05,0.1,0.0021085166,0.6155615620547905,0.2,0.8899631500244141,0.09768447875976563
2054,35.396610260009766,764.6,7718,15859712,121,0.06321317702531815,1200,-0.0026977768956840007,33.58167622685433,0.9152151942253113,1e-05,0.1,0.0021074652,0.6051444901153445,0.2,0.8914163708686829,0.10090713500976563
2071,35.77146530151367,777.81,7717,15990784,122,0.06333320587873459,1210,-0.002370204476392246,33.53207364678383,1.0495349168777466,1e-05,0.1,0.0020163003,0.632572244736366,0.2,0.8775617480278015,0.09908905029296874
2088,34.78228759765625,761.13,7717,16121856,123,0.06345904618501663,1220,-0.0025562559012541897,33.48339241743088,0.9771562814712524,1e-05,0.1,0.0020530904,0.604563296912238,0.2,0.8885764479637146,0.09726486206054688
2105,33.61692810058594,729.45,7718,16252928,124,0.06357953697443008,1230,-0.0027221118945817578,33.434912860393524,0.836331307888031,1e-05,0.1,0.0020526366,0.5724672273965552,0.2,0.9022694230079651,0.09892349243164063
2122,34.54423904418945,752.44,7718,16384000,125,0.06370054185390472,1240,-0.0025334969322329927,33.38738392591476,0.9214102029800415,1e-05,0.1,0.0020682472,0.5958405488170684,0.2,0.9007436037063599,0.09706497192382812
2139,36.76156997680664,803.9,7718,16515072,126,0.06383122503757477,1250,-0.002675852355741881,33.33820955753326,0.9165186285972595,1e-05,0.1,0.002139628,0.5738766086054966,0.2,0.8947524428367615,0.10143051147460938
2156,36.98631286621094,806.93,7719,16646144,127,0.06395000219345093,1260,-0.00243590539298566,33.289176335930826,0.8602298498153687,1e-05,0.1,0.0021430866,0.5903267686953768,0.2,0.8929615616798401,0.10027008056640625
2173,38.033870697021484,829.35,7719,16777216,128,0.06407845765352249,1270,-0.002433913914956065,33.24118235707283,0.8752745985984802,1e-05,0.1,0.0021225084,0.5651608271989972,0.2,0.8765633702278137,0.10056304931640625
2190,36.53355407714844,793.89,7718,16908288,129,0.06419966369867325,1280,-0.0025418041356715547,33.19238978028297,1.009824275970459,1e-05,0.1,0.0021668335,0.6192359980661422,0.2,0.8764457702636719,0.10226364135742187
2207,37.35017013549805,810.49,7718,17039360,130,0.06432690471410751,1290,-0.0025755638424925565,33.143850326538086,0.9506228566169739,1e-05,0.1,0.0021674861,0.6202807670459152,0.2,0.879045307636261,0.10150985717773438
2224,36.4095344543457,789.99,7719,17170432,131,0.06445413827896118,1300,-0.0025385525504589166,33.09436855912209,0.8194962739944458,1e-05,0.1,0.0021406077,0.5826933787669987,0.2,0.8856227397918701,0.10139236450195313
2241,37.03643035888672,812.55,7719,17301504,132,0.0645764172077179,1310,-0.002484331801770168,33.04638216793537,0.938164234161377,1e-05,0.1,0.002117945,0.5689669173909351,0.2,0.886481523513794,0.09861297607421875
2258,37.0555305480957,816.39,7719,17432576,133,0.06469938904047012,1320,-0.0025683772848424267,32.998908281326294,0.933456540107727,1e-05,0.1,0.0022126574,0.6020927103701978,0.2,0.8808729648590088,0.10409011840820312
2275,36.35843276977539,796.31,7719,17563648,134,0.0648200735449791,1330,-0.0029338141404878114,32.95187618732452,0.9307703971862793,1e-05,0.1,0.002163565,0.5446982967900112,0.2,0.8955898880958557,0.1025360107421875
2292,35.952396392822266,781.8,7719,17694720,135,0.06494022160768509,1340,-0.0026810199279225346,32.90525360107422,0.9182107448577881,1e-05,0.1,0.0021425206,0.59846448127646,0.2,0.8968905806541443,0.099993896484375
2309,37.46739196777344,813.33,7719,17825792,136,0.0650724545121193,1350,-0.0025043568190994845,32.856432154774666,0.8243157863616943,1e-05,0.1,0.0021258066,0.5887076130602509,0.2,0.8850650191307068,0.100042724609375
2326,35.152923583984375,763.99,7719,17956864,137,0.06519564241170883,1360,-0.0026619805180416733,32.80755552947521,0.9378025531768799,1e-05,0.1,0.0021481197,0.606173842260614,0.2,0.8854264616966248,0.1028106689453125
2343,33.98029708862305,747.37,7719,18087936,138,0.06532439589500427,1370,-0.002558848839271377,32.7592033624649,0.8776960968971252,1e-05,0.1,0.0020740912,0.5719649468315765,0.2,0.8938195705413818,0.09747161865234374
2359,35.88896942138672,789.97,7720,18219008,139,0.06545467674732208,1380,-0.002544941580572413,32.70981611907482,0.9073666334152222,1e-05,0.1,0.002093533,0.6214055185206234,0.2,0.8876389861106873,0.09912796020507812
2377,31.508729934692383,683.67,7719,18350080,140,0.06557361036539078,1390,-0.0027107289331070204,32.662702643871306,0.8967615962028503,1e-05,0.1,0.0021136934,0.5776783748529851,0.2,0.8942821025848389,0.10324020385742187
2394,33.4560661315918,745.27,7719,18481152,141,0.06570939719676971,1400,-0.002749946890071442,32.613350707292554,0.9065655469894409,1e-05,0.1,0.0020617647,0.6180686165578664,0.2,0.8993805646896362,0.09908218383789062
2410,34.050716400146484,755.12,7720,18612224,142,0.06582275778055191,1410,-0.0028948186239176723,32.566468581557274,0.8473402261734009,1e-05,0.1,0.00219141,0.5304299697047099,0.2,0.9111497402191162,0.1042755126953125
2428,35.92802429199219,789.65,7718,18743296,143,0.06595588475465775,1420,-0.0027507986692398845,32.519319608807564,0.860378623008728,1e-05,0.1,0.0020849323,0.5540612796088681,0.2,0.9065746068954468,0.09824981689453124
2445,36.122406005859375,802.31,7719,18874368,144,0.06607484072446823,1430,-0.0027988408874989545,32.47171763777733,0.9037293195724487,1e-05,0.1,0.0021281333,0.5862984441919252,0.2,0.8901475667953491,0.10355224609375
2462,36.88334655761719,805.11,7718,19005440,145,0.06620864570140839,1440,-0.0026138404576158793,32.42391799390316,0.9630119204521179,1e-05,0.1,0.0020745294,0.5968301246874035,0.2,0.8863851428031921,0.09883193969726563
2478,37.109527587890625,810.34,7719,19136512,146,0.06633725762367249,1450,-0.002488738691408798,32.37435815632343,0.8154107332229614,1e-05,0.1,0.0020574955,0.5737661581719294,0.2,0.8852731585502625,0.09692459106445313
2495,37.49565887451172,816.41,7719,19267584,147,0.06647185236215591,1460,-0.0023711052626367744,32.32461588680744,0.8444004058837891,1e-05,0.1,0.0020656975,0.6009624459547922,0.2,0.874427318572998,0.09864883422851563
2512,36.63755798339844,799.32,7719,19398656,148,0.06660597026348114,1470,-0.002403357362618408,32.274172788858415,0.8923249244689941,1e-05,0.1,0.002071245,0.5932303102454171,0.2,0.8711690902709961,0.09644241333007812
2529,36.66143035888672,796.61,7719,19529728,149,0.06674287468194962,1480,-0.002453106885604939,32.223179060220716,0.9446988105773926,1e-05,0.1,0.0021212434,0.6246230894466862,0.2,0.8740639686584473,0.10111236572265625
2546,36.497074127197266,788.24,7720,19660800,150,0.0668550357222557,1490,-0.0027316000609971525,32.17702559232712,0.941120982170105,1e-05,0.1,0.0021176212,0.5986943166004494,0.2,0.884601354598999,0.10334625244140624
2563,37.353302001953125,814.22,7720,19791872,151,0.06699711829423904,1500,-0.002488536317832768,32.128788995742795,0.8277437090873718,1e-05,0.1,0.002087757,0.58426672257483,0.2,0.8877754807472229,0.09798812866210938
2580,36.302391052246094,787.77,7721,19922944,152,0.06713299453258514,1510,-0.002613696326807258,32.077360743284224,0.9580572843551636,1e-05,0.1,0.0020883116,0.6120327309938147,0.2,0.8733793497085571,0.0999786376953125
2597,36.53834533691406,802.71,7720,20054016,153,0.06727106869220734,1520,-0.0025845074622338872,32.025939798355104,0.9789029359817505,1e-05,0.1,0.0021760021,0.6085047920700163,0.2,0.8738845586776733,0.10222320556640625
