train/action_std_03,rollout/episodes_down,train/action_std_04,rollout/ep_rew_mean,time/fps,train/action_std_11,train/action_std_16,train/action_std_12,train/action_std_18,train/action_std_06,train/action_std_21,time/total_timesteps,train/std_min,rollout/force_requested_impulse_mean,train/action_std_01,train/action_std_13,rollout/force_direction_mean,rollout/action_saturation_fraction,rollout/is_timeout_mean,rollout/force_onset_mean,train/action_std_05,rollout/episodes_noforce,rollout/recovery_down,rollout/ep_len_mean,train/action_std_20,rollout/recovery_noforce,train/action_std_24,train/action_std_00,train/action_std_17,train/action_std_14,train/action_std_22,train/action_std_23,time/time_elapsed,train/action_std_10,train/action_std_19,rollout/is_fall_mean,train/action_std_02,train/action_std_07,train/action_std_08,train/action_std_15,time/iterations,train/action_std_09,train/std_max,train/clip_range,rollout/recovery_left,train/approx_kl,rollout/episodes_back,train/learning_rate,rollout/episodes_up,train/loss,train/explained_variance,train/std,rollout/episodes_left,train/entropy_loss,rollout/timeout_without_onset_fraction,rollout/episodes_right,train/clip_range_vf,rollout/recovery_fwd,rollout/episodes_fwd,rollout/recovery_back,rollout/recovery_up,rollout/timeouts,train/clip_fraction,rollout/recovery_right,train/policy_gradient_loss,train/value_loss,train/n_updates
0.1923222690820694,9,0.19297407567501068,423.3052978515625,7559,0.19128437340259552,0.19218266010284424,0.19172286987304688,0.19151900708675385,0.19172833859920502,0.19310374557971954,21233664,0.19004283845424652,2.0743616170172454,0.19298338890075684,0.1926007717847824,2.107142857142857,6.103515625e-07,0.3673469387755102,1.4219285714285725,0.19494175910949707,15,0.7777777777777778,691.77,0.19157104194164276,1.0,0.19456374645233154,0.19004283845424652,0.19374124705791473,0.1920384019613266,0.1934000849723816,0.19298020005226135,2809,0.19119948148727417,0.19093401730060577,0.6326530612244898,0.1929548978805542,0.19524677097797394,0.1916365921497345,0.19242727756500244,162,0.19184760749340057,0.19524677097797394,0.1,0.17647058823529413,0.0031408253,16,1e-05,37,0.7888637185096741,0.7715314030647278,0.19247789680957794,51,5.820733579620719,0.0,39,0.2,0.20689655172413793,29,0.9375,0.2972972972972973,72,0.109417724609375,0.23076923076923078,-0.002472639962024914,0.5722265716642141,1610
0.19397875666618347,9,0.19471360743045807,377.35662841796875,7554,0.19296158850193024,0.19378575682640076,0.1933394819498062,0.19322994351387024,0.1933472454547882,0.19468975067138672,21364736,0.19152061641216278,2.2063167259578553,0.19437670707702637,0.1943044662475586,2.2964824120603016,0.0,0.3316582914572864,1.4291256281407045,0.19667601585388184,11,1.0,616.89,0.1931048333644867,0.9090909090909091,0.196258082985878,0.19152061641216278,0.19533251225948334,0.19388726353645325,0.19488057494163513,0.19465139508247375,2828,0.1929393708705902,0.1926266998052597,0.6683417085427136,0.19465510547161102,0.19686363637447357,0.193400040268898,0.19402195513248444,163,0.19345666468143463,0.19686363637447357,0.1,0.19607843137254902,0.0031940874,14,1e-05,40,0.9710476398468018,0.7789319753646851,0.19412007927894592,51,5.606453961506486,0.0,49,0.2,0.32,25,0.5,0.325,66,0.11276321411132813,0.1836734693877551,-0.002501131768849518,0.5884145261719823,1620
0.19573912024497986,7,0.19655756652355194,440.0425720214844,7557,0.19462846219539642,0.1954180747270584,0.195045605301857,0.1948351413011551,0.1949400156736374,0.1962972730398178,21495808,0.19325675070285797,2.026695401437324,0.19602416455745697,0.1960507333278656,2.021857923497268,6.103515625e-07,0.4207650273224044,1.4359125683060119,0.19831223785877228,18,1.0,717.29,0.1947709023952484,1.0,0.19773823022842407,0.19325675070285797,0.19702722132205963,0.19555160403251648,0.19663657248020172,0.19649910926818848,2844,0.194558784365654,0.19428828358650208,0.5792349726775956,0.19641971588134766,0.1984095722436905,0.19509835541248322,0.19554458558559418,164,0.19512175023555756,0.1984095722436905,0.1,0.21951219512195122,0.0031669703,12,1e-05,34,0.7193974256515503,0.7884271740913391,0.19579078257083893,41,5.392363505810499,0.0,41,0.2,0.4,30,0.5833333333333334,0.47058823529411764,77,0.11310501098632812,0.1951219512195122,-0.002764085069884459,0.5924204516224563,1630
0.19744810461997986,10,0.19831249117851257,423.2281494140625,7559,0.19637176394462585,0.19718115031719208,0.19658920168876648,0.19658376276493073,0.1965574473142624,0.19801008701324463,21626880,0.19495555758476257,2.044151081329746,0.19777318835258484,0.19751010835170746,2.2346938775510203,9.1552734375e-07,0.37755102040816324,1.4112959183673484,0.19983212649822235,16,1.0,685.32,0.19648252427577972,1.0,0.199417844414711,0.19495555758476257,0.1987362653017044,0.19724565744400024,0.19832025468349457,0.19813792407512665,2860,0.19611380994319916,0.19602367281913757,0.6224489795918368,0.19815993309020996,0.200068861246109,0.19658634066581726,0.19728098809719086,165,0.19676367938518524,0.200068861246109,0.1,0.17543859649122806,0.0031749695,17,1e-05,42,0.8823392987251282,0.7873199582099915,0.19745849072933197,57,5.180168629437685,0.0,35,0.2,0.3157894736842105,19,0.5882352941176471,0.2619047619047619,74,0.11594009399414062,0.3142857142857143,-0.003010947306665912,0.5168545083375647,1640
0.19904692471027374,15,0.19996900856494904,383.1341552734375,7555,0.1979585587978363,0.1988026350736618,0.19829344749450684,0.19842024147510529,0.1981770396232605,0.1995738297700882,21757952,0.19656141102313995,2.0476480671021373,0.19962841272354126,0.19926197826862335,2.1989795918367347,3.0517578125e-07,0.3520408163265306,1.4331938775510216,0.20174889266490936,16,0.9333333333333333,626.88,0.1982165426015854,0.9375,0.20128992199897766,0.19656141102313995,0.20031841099262238,0.1987544745206833,0.20016294717788696,0.1999044120311737,2879,0.19768841564655304,0.1979590356349945,0.6479591836734694,0.1999029517173767,0.20174284279346466,0.19825506210327148,0.19883066415786743,166,0.19832900166511536,0.20174889266490936,0.1,0.13157894736842105,0.003082064,15,1e-05,32,0.7210246324539185,0.8029425144195557,0.199151873588562,38,4.966586830839515,0.0,51,0.2,0.3103448275862069,29,0.6666666666666666,0.25,69,0.1057952880859375,0.1568627450980392,-0.002584450442918751,0.5570593307493255,1650
0.20069655776023865,15,0.2018222063779831,434.96807861328125,7557,0.19961965084075928,0.20049676299095154,0.20009908080101013,0.20018695294857025,0.19985918700695038,0.20136120915412903,21889024,0.198278546333313,2.0313783741001736,0.20117492973804474,0.20093096792697906,2.11340206185567,3.0517578125e-07,0.3917525773195876,1.419845360824743,0.2035275101661682,19,0.8666666666666667,721.84,0.19997486472129822,0.9473684210526315,0.20297637581825256,0.198278546333313,0.20214909315109253,0.20050492882728577,0.20186445116996765,0.20156428217887878,2896,0.19956913590431213,0.19958409667015076,0.6082474226804123,0.20173311233520508,0.20361730456352234,0.20005051791667938,0.2005336880683899,167,0.20007501542568207,0.20361730456352234,0.1,0.1282051282051282,0.003113972,19,1e-05,29,0.7775624394416809,0.8003423810005188,0.20089001953601837,39,4.751344898343087,0.0,47,0.2,0.3076923076923077,26,0.7368421052631579,0.27586206896551724,76,0.11069793701171875,0.2127659574468085,-0.0026355587210673548,0.5764341117581353,1660
0.20223499834537506,14,0.20340746641159058,407.555419921875,7560,0.20132046937942505,0.2021828591823578,0.20168079435825348,0.2019122987985611,0.20141483843326569,0.20310084521770477,22020096,0.20007449388504028,2.0992417897565225,0.20290711522102356,0.2027369737625122,2.143617021276596,1.220703125e-06,0.35638297872340424,1.42408510638298,0.20537696778774261,18,0.9285714285714286,668.45,0.20159146189689636,0.8888888888888888,0.20479007065296173,0.20007449388504028,0.20370979607105255,0.2019902616739273,0.20354397594928741,0.20330528914928436,2912,0.20119619369506836,0.2013925164937973,0.6436170212765957,0.20341797173023224,0.20532286167144775,0.2016206681728363,0.20212475955486298,168,0.2014627754688263,0.20537696778774261,0.1,0.2,0.0030099452,17,1e-05,30,0.8550309538841248,0.7813473343849182,0.20255275070667267,35,4.540563959255815,0.0,48,0.2,0.3076923076923077,26,0.5882352941176471,0.2,67,0.10495223999023437,0.14583333333333334,-0.0025682606369628047,0.5668781526852399,1670
0.20411847531795502,15,0.20506267249584198,401.8631286621094,7555,0.20300397276878357,0.20383426547050476,0.20348617434501648,0.2036002278327942,0.20309169590473175,0.2049083262681961,22151168,0.20186643302440643,2.0874543287491276,0.2047153264284134,0.20457032322883606,2.3541666666666665,1.220703125e-06,0.3697916666666667,1.430250000000001,0.20717868208885193,15,0.8666666666666667,659.49,0.2032763808965683,1.0,0.20622102916240692,0.20186643302440643,0.20542429387569427,0.2037155032157898,0.20538295805454254,0.2051972597837448,2931,0.20294509828090668,0.20322348177433014,0.6302083333333334,0.20498308539390564,0.20710894465446472,0.2032776176929474,0.2041141390800476,169,0.20327550172805786,0.20717868208885193,0.1,0.3170731707317073,0.003176807,10,1e-05,39,0.7038698196411133,0.7884376645088196,0.20430326461791992,41,4.329207734763623,0.0,48,0.2,0.2916666666666667,24,0.7,0.2564102564102564,71,0.11280975341796876,0.125,-0.0028355982520224645,0.5553227522876114,1680
0.20589576661586761,15,0.20677295327186584,409.3243103027344,7558,0.204786479473114,0.20558087527751923,0.2052966207265854,0.20548802614212036,0.20460349321365356,0.20664158463478088,22282240,0.20350195467472076,2.0962986037707174,0.20645016431808472,0.20641030371189117,2.1055276381909547,9.1552734375e-07,0.3869346733668342,1.4352261306532677,0.20919226109981537,12,0.8666666666666667,680.49,0.20472128689289093,0.8333333333333334,0.2080603688955307,0.20350195467472076,0.2071615606546402,0.20557519793510437,0.2071681022644043,0.20707635581493378,2948,0.20472033321857452,0.20501179993152618,0.6130653266331658,0.20662371814250946,0.2090776115655899,0.20517948269844055,0.20598100125789642,170,0.2050253450870514,0.20919226109981537,0.1,0.19230769230769232,0.0031391857,19,1e-05,29,0.8219039440155029,0.7692697048187256,0.2060801088809967,52,4.112755841389299,0.0,39,0.2,0.30303030303030304,33,0.7894736842105263,0.41379310344827586,77,0.11206893920898438,0.1794871794871795,-0.0027161176446270476,0.5960311802336946,1690
0.2075863927602768,9,0.20856186747550964,429.5069580078125,7560,0.2065524309873581,0.20718654990196228,0.20691470801830292,0.2070518434047699,0.20651564002037048,0.2082633078098297,22413312,0.20508474111557007,2.03424761110866,0.20812511444091797,0.20795217156410217,2.164102564102564,9.1552734375e-07,0.37435897435897436,1.4230153846153855,0.21101942658424377,16,0.8888888888888888,704.5,0.20640966296195984,1.0,0.20999975502490997,0.20508474111557007,0.20892085134983063,0.20726580917835236,0.2088133841753006,0.20865818858146667,2964,0.20660096406936646,0.20669011771678925,0.6256410256410256,0.20831890404224396,0.21091467142105103,0.20686833560466766,0.20765481889247894,171,0.20674891769886017,0.21101942658424377,0.1,0.3611111111111111,0.0030572526,11,1e-05,40,0.821875810623169,0.7977441549301147,0.20778712630271912,36,3.9027740880846977,0.0,50,0.2,0.3333333333333333,33,0.8181818181818182,0.225,73,0.11029586791992188,0.14,-0.0026948078815621558,0.5775300378678366,1700
0.2093154489994049,8,0.2102096676826477,458.556396484375,7556,0.20832370221614838,0.20890149474143982,0.20883294939994812,0.20887373387813568,0.20811480283737183,0.21005193889141083,22544384,0.2067757099866867,2.1306794360507713,0.20995624363422394,0.2098091095685959,2.101123595505618,3.0517578125e-06,0.34831460674157305,1.4105730337078664,0.21275292336940765,16,0.875,752.34,0.20806236565113068,1.0,0.21171380579471588,0.2067757099866867,0.21063627302646637,0.20896469056606293,0.21064898371696472,0.21040180325508118,2983,0.2083040326833725,0.20850297808647156,0.651685393258427,0.2100006490945816,0.212624654173851,0.20848752558231354,0.20941795408725739,172,0.20837321877479553,0.21275292336940765,0.1,0.2,0.0030524,12,1e-05,28,0.7349318861961365,0.7838481664657593,0.20952226221561432,50,3.695261068455875,0.0,42,0.2,0.22727272727272727,22,0.5833333333333334,0.21428571428571427,62,0.10772705078125,0.2619047619047619,-0.0027434761263975815,0.5617837155470624,1710
0.21115972101688385,13,0.21169593930244446,412.01409912109375,7558,0.21016715466976166,0.2107217013835907,0.2107495218515396,0.21044357120990753,0.20983657240867615,0.21210694313049316,22675456,0.20843662321567535,1.9440703455652841,0.21173658967018127,0.21156278252601624,1.8870967741935485,3.0517578125e-06,0.3978494623655914,1.4242580645161298,0.21437636017799377,27,1.0,677.54,0.21001403033733368,0.8518518518518519,0.21357016265392303,0.20843662321567535,0.212495356798172,0.2108495682477951,0.21252088248729706,0.21221278607845306,2999,0.20993635058403015,0.21023006737232208,0.6021505376344086,0.21179969608783722,0.21424385905265808,0.2101641148328781,0.21115460991859436,173,0.21018382906913757,0.21437636017799377,0.1,0.2564102564102564,0.003155848,13,1e-05,24,0.6211467981338501,0.8104294538497925,0.2112947702407837,39,3.4859407426789404,0.0,42,0.2,0.35714285714285715,28,0.6153846153846154,0.20833333333333334,74,0.11079559326171876,0.11904761904761904,-0.002639828482278972,0.51685509479139,1720
0.21288801729679108,9,0.21363410353660583,412.2187194824219,7560,0.21183905005455017,0.21240323781967163,0.21254226565361023,0.21216875314712524,0.21168725192546844,0.21395163238048553,22806528,0.21027037501335144,2.090322530959977,0.21346010267734528,0.2133788764476776,2.127551020408163,3.96728515625e-06,0.40816326530612246,1.4210204081632665,0.21621040999889374,18,1.0,673.35,0.21174292266368866,1.0,0.21546438336372375,0.21027037501335144,0.21432055532932281,0.2126915156841278,0.21435777842998505,0.2140215039253235,3016,0.21157993376255035,0.21196343004703522,0.5918367346938775,0.21347753703594208,0.21629445254802704,0.21194803714752197,0.2130928933620453,174,0.21204738318920135,0.21629445254802704,0.1,0.1590909090909091,0.003052412,19,1e-05,34,0.780265212059021,0.7929296493530273,0.2130974531173706,44,3.2744444254785776,0.0,49,0.2,0.43478260869565216,23,0.5789473684210527,0.3235294117647059,80,0.104840087890625,0.2857142857142857,-0.0025299361369889085,0.5667915539350361,1730
0.21480552852153778,12,0.21543645858764648,440.9969482421875,7556,0.21372731029987335,0.2142145186662674,0.21434572339057922,0.21385690569877625,0.21345564723014832,0.2156148999929428,22937600,0.212032288312912,2.0323703160321624,0.21518364548683167,0.21507979929447174,2.152173913043478,3.0517578125e-06,0.3967391304347826,1.4157282608695663,0.2179688662290573,20,1.0,722.51,0.2137148529291153,0.9,0.21731285750865936,0.212032288312912,0.21627694368362427,0.21443596482276917,0.21628420054912567,0.21588082611560822,3035,0.21341033279895782,0.2139516919851303,0.6032608695652174,0.21537573635578156,0.21823719143867493,0.2135901302099228,0.2149752378463745,175,0.2136492282152176,0.21823719143867493,0.1,0.2558139534883721,0.0030754828,16,1e-05,35,0.8734099864959717,0.7962846755981445,0.21491268277168274,43,3.0618510214611887,0.0,38,0.2,0.35,20,0.625,0.17142857142857143,73,0.10681304931640626,0.23684210526315788,-0.0025302955714778365,0.546943453210406,1740
0.21664437651634216,13,0.21731974184513092,417.7066345214844,7559,0.21550263464450836,0.2159726768732071,0.21624378859996796,0.21557670831680298,0.21542853116989136,0.21744711697101593,23068672,0.21378639340400696,2.050054146890862,0.21702738106250763,0.21694639325141907,2.136842105263158,6.103515625e-06,0.37894736842105264,1.4339263157894748,0.2199171632528305,24,0.9230769230769231,688.08,0.2154068499803543,0.875,0.21907281875610352,0.21378639340400696,0.21824735403060913,0.21636977791786194,0.21811455488204956,0.21759209036827087,3051,0.2151183933019638,0.21575230360031128,0.6210526315789474,0.21735846996307373,0.22011224925518036,0.21531863510608673,0.2168002873659134,176,0.21544668078422546,0.22011224925518036,0.1,0.18604651162790697,0.00297467,9,1e-05,39,0.6349681615829468,0.8056982755661011,0.2167409360408783,43,2.850700414553285,0.0,38,0.2,0.375,24,0.3333333333333333,0.28205128205128205,72,0.1021759033203125,0.21052631578947367,-0.0024276871173697146,0.5042162765050306,1750
0.2183649092912674,10,0.21910910308361053,423.9366455078125,7561,0.21727094054222107,0.2175367921590805,0.21825091540813446,0.21765616536140442,0.2173444777727127,0.21927152574062347,23199744,0.21578121185302734,2.0982307998644556,0.21895791590213776,0.218730166554451,2.142857142857143,4.577636718750001e-06,0.37566137566137564,1.433798941798943,0.22176697850227356,13,0.8,696.91,0.21711553633213043,0.9230769230769231,0.22092261910438538,0.21578121185302734,0.22005271911621094,0.21826304495334625,0.21995429694652557,0.21931162476539612,3068,0.21709977090358734,0.2174503207206726,0.6243386243386243,0.2189239114522934,0.22190792858600616,0.21708311140537262,0.21863144636154175,177,0.21725164353847504,0.22190792858600616,0.1,0.17073170731707318,0.0030291209,17,1e-05,26,0.6777186989784241,0.791986346244812,0.2185603678226471,41,2.6402009515091778,0.0,55,0.2,0.4074074074074074,27,0.5882352941176471,0.3076923076923077,71,0.10589218139648438,0.2727272727272727,-0.0026023370756774965,0.5512533439788967,1760
0.22042889893054962,5,0.22097277641296387,415.37274169921875,7557,0.21909144520759583,0.21956411004066467,0.22014720737934113,0.21965095400810242,0.21916252374649048,0.22112059593200684,23330816,0.21764640510082245,2.052319351442969,0.22088351845741272,0.2205417901277542,2.1256544502617802,6.40869140625e-06,0.4031413612565445,1.4150575916230377,0.22368226945400238,17,1.0,675.69,0.21898753941059113,0.9411764705882353,0.2230854034423828,0.21764640510082245,0.22182200849056244,0.21997739374637604,0.22178876399993896,0.22118748724460602,3087,0.21897441148757935,0.2190370261669159,0.5968586387434555,0.22086264193058014,0.22403427958488464,0.21882347762584686,0.2203788161277771,178,0.21906018257141113,0.22403427958488464,0.1,0.2727272727272727,0.0031197001,15,1e-05,37,0.7174662351608276,0.7993934750556946,0.22043649852275848,44,2.4280976882204413,0.0,49,0.2,0.5416666666666666,24,0.5333333333333333,0.2972972972972973,77,0.10935134887695312,0.24489795918367346,-0.00274938083316556,0.5591523943468928,1770
