time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/clip_range_vf,train/entropy_loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/std,train/value_loss,train/loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,train/adaptive_lr
692,483.55,2270,12,19.077756881713867,1572864,0.2,39.08994151055813,0.0018834727,0.08003082275390624,-0.0029891435994613856,0.05070006474852562,0.5550202685175464,0.8919774293899536,6.6666666666666675e-06,0.1,0.660058319568634,110,6.6666666666666675e-06
753,469.03,2260,13,18.280515670776367,1703936,0.2,39.052807769179346,0.0018433852,0.08075027465820313,-0.0030492735235384317,0.05077525973320007,0.5403665351914242,0.9104376435279846,6.6666666666666675e-06,0.1,0.6823787689208984,120,6.6666666666666675e-06
814,506.28,2253,14,19.625642776489258,1835008,0.2,39.01501443386078,0.0018738398,0.08002548217773438,-0.0029524785778903607,0.05085260793566704,0.5098311587469653,0.86390221118927,6.6666666666666675e-06,0.1,0.7215882539749146,130,6.6666666666666675e-06
874,523.62,2248,15,20.302635192871094,1966080,0.2,38.97676773369312,0.0018196236,0.0782745361328125,-0.002987453047626332,0.0509319007396698,0.4866002968046814,0.8758116960525513,6.6666666666666675e-06,0.1,0.7346552610397339,140,6.6666666666666675e-06
935,444.9,2242,16,17.307151794433594,2097152,0.2,38.9352119743824,0.001817962,0.07892684936523438,-0.0029975572131661467,0.051020555198192596,0.4639578483067453,0.7924797534942627,6.6666666666666675e-06,0.1,0.7627241611480713,150,6.6666666666666675e-06
996,484.98,2236,17,18.56937026977539,2228224,0.2,38.890539932250974,0.0019033201,0.08114242553710938,-0.0029793581894409726,0.05111357569694519,0.46666558613069353,0.8477796912193298,6.6666666666666675e-06,0.1,0.7838870882987976,160,6.6666666666666675e-06
1057,529.04,2231,18,20.173473358154297,2359296,0.2,38.847817060351375,0.0018942696,0.07993011474609375,-0.0030786650777372415,0.05119655653834343,0.4266956116305664,0.8029162883758545,6.6666666666666675e-06,0.1,0.8163681626319885,170,6.6666666666666675e-06
1118,567.96,2227,19,21.2077579498291,2490368,0.2,38.80648701786995,0.0018850351,0.08065032958984375,-0.0030532643239439493,0.05128290504217148,0.41883658098522575,0.8113794326782227,6.6666666666666675e-06,0.1,0.8345953822135925,180,6.6666666666666675e-06
1179,559.39,2222,20,21.165790557861328,2621440,0.2,38.764519694447515,0.0018730874,0.08118438720703125,-0.0031940737238528526,0.05136839300394058,0.41751843369565905,0.8038468360900879,6.6666666666666675e-06,0.1,0.8308627009391785,190,6.6666666666666675e-06
1240,511.01,2219,21,19.78535270690918,2752512,0.2,38.724939587712285,0.001820111,0.07574691772460937,-0.0027133489796142387,0.05144618824124336,0.4231371668633074,0.783598780632019,6.6666666666666675e-06,0.1,0.8385095596313477,200,6.6666666666666675e-06
1301,457.63,2214,22,17.78813362121582,2883584,0.2,38.685678920149805,0.0017702039,0.0766693115234375,-0.0027284655953735636,0.0515284538269043,0.4498158915201202,0.8181633353233337,6.6666666666666675e-06,0.1,0.845426082611084,210,6.6666666666666675e-06
1363,482.56,2211,23,18.784198760986328,3014656,0.2,38.64583802819252,0.0018373649,0.0795196533203125,-0.002915663454496098,0.05161120742559433,0.4816795642953366,0.8943398594856262,6.6666666666666675e-06,0.1,0.8532142043113708,220,6.6666666666666675e-06
1424,426.29,2208,24,16.95102882385254,3145728,0.2,38.60541854202747,0.0018265788,0.07860183715820312,-0.00266886143776901,0.05169452726840973,0.514791790349409,0.8530137538909912,6.6666666666666675e-06,0.1,0.8615432381629944,230,6.6666666666666675e-06
1484,459.17,2206,25,18.190885543823242,3276800,0.2,38.56439488530159,0.0017871507,0.07822952270507813,-0.002508291925005324,0.05178143456578255,0.5967441278276965,0.9263029098510742,6.6666666666666675e-06,0.1,0.8577576279640198,240,6.6666666666666675e-06
1545,439.89,2205,26,17.110816955566406,3407872,0.2,38.52599768936634,0.0018017408,0.07932510375976562,-0.0025808790577684705,0.051854781806468964,0.5780890569556505,0.9327231645584106,6.6666666666666675e-06,0.1,0.8599454164505005,250,6.6666666666666675e-06
1604,457.94,2205,27,17.726078033447266,3538944,0.2,38.48487715125084,0.001968857,0.08520355224609374,-0.0027711990034276824,0.05194905772805214,0.593651125812903,1.0370441675186157,6.6666666666666675e-06,0.1,0.8648356199264526,260,6.6666666666666675e-06
1664,481.68,2204,28,18.541141510009766,3670016,0.2,38.44253001511097,0.001941463,0.08555068969726562,-0.0026877335523749933,0.05203245207667351,0.5823268039384857,0.9625962376594543,6.6666666666666675e-06,0.1,0.8702191114425659,270,6.6666666666666675e-06
1724,467.46,2204,29,18.224403381347656,3801088,0.2,38.40348311364651,0.0018656906,0.07944107055664062,-0.002538233288532865,0.05211193487048149,0.5982415927108378,0.9127311706542969,6.6666666666666675e-06,0.1,0.8727176785469055,280,6.6666666666666675e-06
