time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/clip_range,train/clip_fraction,train/clip_range_vf,train/explained_variance,train/std,train/entropy_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates
11120,29,341,743.92,3801088,32.389461517333984,1e-07,0.1,0.0,0.2,0.8213197588920593,0.1746874302625656,7.822774624451995,1.2113909721374512,-0.00018273740161021124,1.7524226e-05,0.7215015001129359,1810
11115,30,353,745.65,3932160,32.35094451904297,1e-07,0.1,0.0,0.2,0.8380172848701477,0.1747090071439743,7.819786617159844,1.1145963668823242,-0.00017406199622200803,1.6377393e-05,0.698761026468128,1820
11116,31,365,760.94,4063232,33.08067321777344,1e-07,0.1,0.0,0.2,0.8096380829811096,0.17473053932189941,7.816832020133734,1.0805699825286865,-0.00017345890319120372,1.7014956e-05,0.723786207428202,1830
11118,32,377,793.48,4194304,34.65151596069336,1e-07,0.1,0.0,0.2,0.8059390783309937,0.17475156486034393,7.813901487737894,1.2505383491516113,-0.00017019021156556847,1.6602908e-05,0.7726555887609721,1840
11114,33,389,760.72,4325376,33.022926330566406,1e-07,0.1,0.0,0.2,0.8240908980369568,0.1747734248638153,7.8109553076326845,1.0957691669464111,-0.0001556637946578121,1.3236292e-05,0.718226955179125,1850
11113,34,401,797.05,4456448,34.7247428894043,1e-07,0.1,0.0,0.2,0.8047094941139221,0.17479518055915833,7.807962059602142,1.191453218460083,-0.00017538958863951847,1.8433018e-05,0.7224891381338239,1860
11114,35,412,766.16,4587520,33.32999801635742,1e-07,0.1,0.0,0.2,0.7855755090713501,0.17481718957424164,7.804959939420224,1.1053009033203125,-0.00015603553965775062,1.7210263e-05,0.7903403107542545,1870
11112,36,424,758.95,4718592,32.59846496582031,1e-07,0.1,0.0,0.2,0.7992864847183228,0.17483949661254883,7.80192361138761,1.0614051818847656,-0.00016803284797788364,1.9648534e-05,0.7161392145324499,1880
11115,37,436,768.97,4849664,33.600772857666016,1e-07,0.1,0.0,0.2,0.8273091316223145,0.17486092448234558,7.798925327882171,1.2394123077392578,-0.00013901469837946935,1.2126305e-05,0.7423715626820921,1890
11114,38,448,763.06,4980736,32.91561508178711,1e-07,0.1,0.0,0.2,0.8364087343215942,0.17488276958465576,7.795954928547144,1.0326029062271118,-0.00015699423775004107,1.3911182e-05,0.6692428460111841,1900
11115,39,459,699.44,5111808,30.28429412841797,1e-07,0.1,0.0,0.2,0.8414753079414368,0.17490428686141968,7.792987708747387,1.0925655364990234,-0.00016906214577829814,1.85409e-05,0.726026994176209,1910
11116,40,471,760.62,5242880,32.922245025634766,1e-07,0.1,0.0,0.2,0.8579502701759338,0.17492572963237762,7.790038705989718,0.9047361612319946,-0.00015523171605309473,1.39910335e-05,0.656948369788006,1920
11112,41,483,769.89,5373952,33.38152313232422,1e-07,0.1,0.0,0.2,0.8298475742340088,0.174947589635849,7.787061874940991,1.1063320636749268,-0.00017550082729940187,1.710307e-05,0.6947341487742961,1930
11114,42,495,761.45,5505024,32.89306640625,1e-07,0.1,0.0,0.2,0.8251999616622925,0.17496991157531738,7.784029480814934,1.0894653797149658,-0.0001616241417650599,1.4991286e-05,0.7348437604494393,1940
11110,43,507,704.74,5636096,30.25567054748535,1e-07,0.1,0.0,0.2,0.8392300605773926,0.17499187588691711,7.781000186502934,1.0865532159805298,-0.0001797580144739186,1.88431e-05,0.6751338777597994,1950
11109,44,519,712.88,5767168,30.9036865234375,1e-07,0.1,0.0,0.2,0.8346585035324097,0.17501449584960938,7.777940322831273,1.3160285949707031,-0.00017887402532323904,1.8313076e-05,0.7778988987673074,1960
11101,45,531,712.32,5898240,30.584875106811523,1e-07,0.1,0.0,0.2,0.8515916466712952,0.17503628134727478,7.774899175390601,1.0925582647323608,-0.0001670364846177108,1.450088e-05,0.6683414555154741,1970
11098,46,543,754.64,6029312,32.535274505615234,1e-07,0.1,0.0,0.2,0.8620287775993347,0.17505869269371033,7.771866399049759,1.1198424100875854,-0.0001484940476984775,1.2076385e-05,0.7169900560751558,1980
11096,47,555,711.4,6160384,30.9483699798584,1e-07,0.1,0.0,0.2,0.8431249856948853,0.17508047819137573,7.768841397762299,1.1853773593902588,-0.0001717335632747563,1.4315064e-05,0.738284989213571,1990
11097,48,566,770.94,6291456,33.59886169433594,1e-07,0.1,0.0,0.2,0.8318817615509033,0.17510253190994263,7.765828320756555,1.1230276823043823,-0.0001510556296125287,1.31662255e-05,0.7340423664543778,2000
11098,49,578,740.84,6422528,32.04525375366211,1e-07,0.1,0.0,0.2,0.8481169939041138,0.17512395977973938,7.762860068678856,1.1277172565460205,-0.00015015817116363904,1.3659479e-05,0.6942523286677897,2010
11096,50,590,747.57,6553600,32.4987907409668,1e-07,0.1,0.0,0.2,0.8346772789955139,0.1751459538936615,7.759884909167885,1.115455985069275,-0.00016876052523002728,1.6825623e-05,0.6929242886602879,2020
11095,51,602,716.11,6684672,30.871227264404297,1e-07,0.1,0.0,0.2,0.8099644184112549,0.17516785860061646,7.756871533766389,0.9994778037071228,-0.0001534417493530782,1.3183953e-05,0.7726433289702982,2030
11094,52,614,744.83,6815744,32.624149322509766,1e-07,0.1,0.0,0.2,0.8331748247146606,0.17519018054008484,7.753845338895917,1.079458475112915,-0.00015245092572513386,1.4138115e-05,0.741849230742082,2040
11095,53,626,793.01,6946816,35.38367462158203,1e-07,0.1,0.0,0.2,0.8244094848632812,0.1752120852470398,7.750814506039023,1.0510146617889404,-0.00017221902453457005,1.671607e-05,0.7442281471565366,2050
11093,54,638,782.43,7077888,35.04503631591797,1e-07,0.1,0.0,0.2,0.7905951142311096,0.17523495852947235,7.747748631983995,0.993080735206604,-0.00014167431422720255,1.4362242e-05,0.7375657268799841,2060
11092,55,649,757.42,7208960,33.924598693847656,1e-07,0.1,0.0,0.2,0.7769710421562195,0.1752568781375885,7.744686018675566,1.1295487880706787,-0.00014386703533091348,1.4924699e-05,0.8048384726513177,2070
11090,56,661,790.51,7340032,34.89455795288086,1e-07,0.1,0.0,0.2,0.7890868782997131,0.17527854442596436,7.741704834997654,1.2253038883209229,-0.00018987539669979014,2.344331e-05,0.7497184311039746,2080
11090,57,673,780.51,7471104,34.441043853759766,1e-07,0.1,0.0,0.2,0.8064329624176025,0.17530135810375214,7.73865259103477,1.1017398834228516,-0.00016638287206660607,1.650253e-05,0.7767632636707276,2090
11088,58,685,753.46,7602176,33.38629913330078,1e-07,0.1,0.0,0.2,0.80413419008255,0.17532318830490112,7.7355967532843355,1.051355242729187,-0.00015029987562229508,1.4338339e-05,0.742175423935987,2100
11086,59,697,691.98,7733248,30.106708526611328,1e-07,0.1,0.0,0.2,0.8183593153953552,0.1753440797328949,7.732681431993842,1.0590581893920898,-0.00014618532850363408,1.4486726e-05,0.791534865507856,2110
11082,60,709,729.73,7864320,31.715660095214844,1e-07,0.1,0.0,0.2,0.8437557816505432,0.17536494135856628,7.729824043437839,1.0626198053359985,-0.00015884254471529858,1.6739257e-05,0.7409298034850508,2120
11077,61,721,741.64,7995392,32.0815315246582,1e-07,0.1,0.0,0.2,0.8267736434936523,0.175387442111969,7.726848438754677,1.1591458320617676,-0.0001429985783943266,1.2173621e-05,0.7493465685285627,2130
11079,62,733,739.86,8126464,32.20246124267578,1e-07,0.1,0.0,0.2,0.8464552164077759,0.17540979385375977,7.7237784042954445,1.1808912754058838,-0.00016498721879543155,1.3958648e-05,0.7266039933543652,2140
11078,63,745,725.68,8257536,31.70083236694336,1e-07,0.1,0.0,0.2,0.8462483882904053,0.1754310429096222,7.720806568488479,1.0867059230804443,-0.00015289112552636653,1.4274503e-05,0.7030093043111265,2150
11077,64,757,745.77,8388608,32.45637893676758,1e-07,0.1,0.0,0.2,0.8460603952407837,0.1754530370235443,7.717838038131594,1.235727071762085,-0.00015348678753070998,1.2909044e-05,0.7236463317647577,2160
11075,65,769,776.53,8519680,34.205135345458984,1e-07,0.1,0.0,0.2,0.8400046825408936,0.17547500133514404,7.7148349191993475,1.0059869289398193,-0.00015259289993991844,1.3312728e-05,0.6911766991019249,2170
11074,66,781,777.06,8650752,34.20588302612305,1e-07,0.1,0.0,0.2,0.8181872367858887,0.1754978746175766,7.71176526285708,1.1459264755249023,-0.00015517557476414369,1.4845475e-05,0.7185739905107766,2180
11073,67,793,759.36,8781824,33.6014404296875,1e-07,0.1,0.0,0.2,0.8128341436386108,0.1755196452140808,7.708713848516345,1.242600917816162,-0.00015082718409757944,1.3349517e-05,0.7826738921925426,2190
11074,68,804,821.42,8912896,36.642879486083984,1e-07,0.1,0.0,0.2,0.8219078779220581,0.17554210126399994,7.7056927744299175,1.0731674432754517,-0.0001520003685982374,1.3149009e-05,0.7183322941418737,2200
11073,69,816,750.64,9043968,32.79819869995117,1e-07,0.1,0.0,0.2,0.8018179535865784,0.17556464672088623,7.702619028836489,1.0481218099594116,-0.0001752849494550901,1.5786687e-05,0.7346863334532827,2210
11072,70,828,803.23,9175040,35.792362213134766,1e-07,0.1,0.0,0.2,0.8298333287239075,0.17558686435222626,7.6995629642158745,1.1710855960845947,-0.0001413947422406636,1.1278624e-05,0.7631347950082272,2220
11071,71,840,718.18,9306112,31.966140747070312,1e-07,0.1,0.0,0.2,0.8120436072349548,0.1756085604429245,7.696566732227803,1.2246062755584717,-0.00017679191259958315,1.8228402e-05,0.7598661138210445,2230
11065,72,852,781.66,9437184,34.752967834472656,1e-07,0.1,0.0,0.2,0.8104672431945801,0.17563089728355408,7.693551674485207,1.2141327857971191,-0.00014219158119885834,1.4444356e-05,0.7526208498515189,2240
11062,73,864,722.7,9568256,32.082183837890625,1e-07,0.1,0.0,0.2,0.806320309638977,0.1756531447172165,7.690513072535396,1.143193006515503,-0.0001664760156927514,1.5991465e-05,0.814029786689207,2250
11059,74,877,769.71,9699328,33.638797760009766,1e-07,0.1,0.0,0.2,0.8146718740463257,0.17567452788352966,7.687530222535133,1.105176568031311,-0.00016695625154170557,1.5166423e-05,0.7579653101973236,2260
11055,75,889,719.37,9830400,31.80263900756836,1e-07,0.1,0.0,0.2,0.8124746084213257,0.17569606006145477,7.68459662348032,1.1948000192642212,-0.00017819394133766764,1.8535098e-05,0.7699972283095121,2270
11053,76,901,720.2,9961472,31.668895721435547,1e-07,0.1,0.0,0.2,0.8170248866081238,0.17571894824504852,7.681555321440101,1.1203289031982422,-0.0001795455108549504,1.7562204e-05,0.7699877977836878,2280
11054,77,912,737.01,10092544,32.65997314453125,1e-07,0.1,0.0,0.2,0.8241479396820068,0.1757412850856781,7.678474848344922,1.1321983337402344,-0.00014395202224477545,1.3964966e-05,0.7974209097214043,2290
11052,78,925,795.75,10223616,35.355159759521484,1e-07,0.1,0.0,0.2,0.8317084312438965,0.17576360702514648,7.675428357720375,1.0844812393188477,-0.00016499285702593626,1.8716339e-05,0.6988962608622387,2300
11049,79,937,790.22,10354688,35.020164489746094,1e-07,0.1,0.0,0.2,0.8121194839477539,0.17578642070293427,7.672343740984798,1.1154258251190186,-0.00017490609088781638,1.7756363e-05,0.7370425842236727,2310
11049,80,948,765.61,10485760,34.1477165222168,1e-07,0.1,0.0,0.2,0.8108676671981812,0.17580758035182953,7.66935762502253,1.0915765762329102,-0.00016693312354618684,1.667223e-05,0.7888274029828608,2320
11049,81,960,831.8,10616832,37.22800064086914,1e-07,0.1,0.0,0.2,0.7869091033935547,0.1758299320936203,7.666387806087732,1.188082218170166,-0.0001637538184695586,1.7187152e-05,0.7780780855566263,2330
11048,82,972,801.46,10747904,35.55402374267578,1e-07,0.1,0.0,0.2,0.7745575904846191,0.17585209012031555,7.663336905837059,1.1115319728851318,-0.0001617449166587903,1.711923e-05,0.8096956071443856,2340
11048,83,984,791.38,10878976,35.29299545288086,1e-07,0.1,0.0,0.2,0.7957624793052673,0.17587444186210632,7.660299972444773,1.110549807548523,-0.00014138841943349688,1.2522657e-05,0.7664395924191922,2350
11049,84,996,757.62,11010048,33.52318572998047,1e-07,0.1,0.0,0.2,0.8004059195518494,0.17589625716209412,7.657286847010255,1.1007248163223267,-0.00016595274737483124,1.9204253e-05,0.737977553345263,2360
11049,85,1008,788.85,11141120,35.111236572265625,1e-07,0.1,0.0,0.2,0.8193037509918213,0.17591843008995056,7.654292740300297,1.041172981262207,-0.00016304868204315427,1.6464608e-05,0.7824206354562193,2370
11047,86,1020,790.06,11272192,34.967159271240234,1e-07,0.1,0.0,0.2,0.7904176712036133,0.175940603017807,7.651268750056625,1.2275068759918213,-0.0001659073803239153,1.7709259e-05,0.7945205704309046,2380
11047,87,1032,800.15,11403264,35.8112678527832,1e-07,0.1,0.0,0.2,0.8166303634643555,0.17596273124217987,7.648244094103575,1.1057301759719849,-0.00015959400288920734,1.5335263e-05,0.7275894032325596,2390
11047,88,1044,768.35,11534336,34.24201965332031,1e-07,0.1,0.0,0.2,0.7804431915283203,0.17598502337932587,7.645211179181933,0.9944602847099304,-0.00015105987949937116,1.5736618e-05,0.8170538723003119,2400
11046,89,1056,801.25,11665408,36.05659484863281,1e-07,0.1,0.0,0.2,0.8042694926261902,0.17600688338279724,7.642206394299865,1.2661819458007812,-0.00016337465185642941,1.598733e-05,0.7872076177038252,2410
11044,90,1068,791.77,11796480,35.58556365966797,1e-07,0.1,0.0,0.2,0.7977778911590576,0.17602908611297607,7.639206053689122,1.3008716106414795,-0.0001576618291437626,1.6321243e-05,0.7825330546591431,2420
11043,91,1080,771.75,11927552,34.417152404785156,1e-07,0.1,0.0,0.2,0.812649667263031,0.17605218291282654,7.63611511848867,1.2878403663635254,-0.0001639763231651159,2.0153488e-05,0.799672071961686,2430
11042,92,1092,765.57,12058624,33.930084228515625,1e-07,0.1,0.0,0.2,0.8140659928321838,0.17607346177101135,7.633097534999251,1.0076909065246582,-0.00017343414028800908,1.8646715e-05,0.7414286212762817,2440
11041,93,1103,785.94,12189696,34.96846008300781,1e-07,0.1,0.0,0.2,0.8188285231590271,0.1760958880186081,7.630109908059239,1.2031491994857788,-0.00015491410749746137,1.6096034e-05,0.7991497476119548,2450
11040,94,1115,762.43,12320768,33.236122131347656,1e-07,0.1,0.0,0.2,0.8242974281311035,0.17611782252788544,7.627091699466109,0.9869534373283386,-0.00016678275696904165,1.8752187e-05,0.7305692155612633,2460
11039,95,1127,804.41,12451840,35.45454406738281,1e-07,0.1,0.0,0.2,0.8326982259750366,0.1761394441127777,7.624130091816187,1.1365195512771606,-0.00016356342530343682,1.6838314e-05,0.756184850120917,2470
11039,96,1139,779.07,12582912,34.25434112548828,1e-07,0.1,0.0,0.2,0.823811411857605,0.17616066336631775,7.621207094565034,1.1403260231018066,-0.00014851680489300634,1.305028e-05,0.7433249992318451,2480
11039,97,1151,741.14,12713984,32.25944900512695,1e-07,0.1,0.0,0.2,0.8307571411132812,0.17618310451507568,7.618225887045265,1.2176322937011719,-0.00017642984257690842,1.806098e-05,0.7389311146922409,2490
11039,98,1163,795.39,12845056,35.080867767333984,1e-07,0.1,0.0,0.2,0.8414779901504517,0.17620551586151123,7.615175821632147,1.2572872638702393,-0.00016084349690572707,1.5276906e-05,0.7068740512942895,2500
11037,99,1175,775.72,12976128,34.03160095214844,1e-07,0.1,0.0,0.2,0.8281745910644531,0.17622840404510498,7.612087124213576,1.036368727684021,-0.00015723874103059642,1.6334476e-05,0.7317766809370368,2510
11037,100,1187,778.63,13107200,34.08877944946289,1e-07,0.1,0.0,0.2,0.841822624206543,0.17625057697296143,7.6090298388153315,1.2339775562286377,-0.00017780685657271534,1.6009388e-05,0.7099998609628528,2520
11038,101,1199,810.3,13238272,35.4664306640625,1e-07,0.1,0.0,0.2,0.8234701752662659,0.17627254128456116,7.606030436232686,1.180060863494873,-0.0001710966231257771,1.7594577e-05,0.7347270529251546,2530
11040,102,1210,742.49,13369344,32.746612548828125,1e-07,0.1,0.0,0.2,0.8146263957023621,0.17629538476467133,7.602969667688012,1.0927989482879639,-0.00015079697468536323,1.5251884e-05,0.7561914657242597,2540
11039,103,1222,762.56,13500416,33.59511947631836,1e-07,0.1,0.0,0.2,0.83267742395401,0.17631813883781433,7.599868489801883,1.0453523397445679,-0.00019467338415779523,2.4453022e-05,0.7356382960919291,2550
11039,104,1234,773.71,13631488,34.17906188964844,1e-07,0.1,0.0,0.2,0.8335173726081848,0.17634040117263794,7.596811555325985,1.1238877773284912,-0.00015537446151938638,1.7657509e-05,0.7412753310985863,2560
11039,105,1246,808.53,13762560,36.08730697631836,1e-07,0.1,0.0,0.2,0.8299027681350708,0.17636215686798096,7.593815525248647,0.96868896484375,-0.00016731775294829277,1.7697137e-05,0.7078968029469251,2570
11038,106,1258,766.5,13893632,34.1891975402832,1e-07,0.1,0.0,0.2,0.8225986361503601,0.1763835847377777,7.590873418003321,1.2523752450942993,-0.0001510973308540997,1.3704383e-05,0.7506867805030197,2580
11038,107,1270,786.04,14024704,34.965301513671875,1e-07,0.1,0.0,0.2,0.8224905133247375,0.17640641331672668,7.58787309192121,1.1222376823425293,-0.0001730171351482568,1.5290818e-05,0.760891294805333,2590
11038,108,1282,798.1,14155776,35.637603759765625,1e-07,0.1,0.0,0.2,0.8121815919876099,0.17642951011657715,7.58473431430757,1.2726458311080933,-0.00014457049719567293,1.2577371e-05,0.746394874015823,2600
11038,109,1294,745.28,14286848,33.18014907836914,1e-07,0.1,0.0,0.2,0.81019127368927,0.17645108699798584,7.581710773333907,1.1566040515899658,-0.00016420568581452245,1.5444504e-05,0.7895854061935097,2610
11038,110,1306,852.25,14417920,37.8676872253418,1e-07,0.1,0.0,0.2,0.801284670829773,0.1764732301235199,7.578734780475497,1.0370323657989502,-0.00013272335545480018,1.0759521e-05,0.7688050862867385,2620
11038,111,1318,822.47,14548992,36.477603912353516,1e-07,0.1,0.0,0.2,0.8075640797615051,0.17649593949317932,7.575679701194167,1.018391489982605,-0.00014820294654782629,1.2648878e-05,0.7413794155232608,2630
11038,112,1329,771.92,14680064,34.04475784301758,1e-07,0.1,0.0,0.2,0.7976745367050171,0.1765175759792328,7.572672117501497,1.2356027364730835,-0.00014713458385813284,1.8569779e-05,0.7767281087115407,2640
11039,113,1341,785.41,14811136,34.72294998168945,1e-07,0.1,0.0,0.2,0.795480489730835,0.1765398234128952,7.569686964899302,1.04812490940094,-0.00017953104511434504,1.8802039e-05,0.8020490077324212,2650
11037,114,1353,802.01,14942208,35.6688346862793,1e-07,0.1,0.0,0.2,0.8163272738456726,0.17656144499778748,7.566708286479115,1.0463745594024658,-0.00017557822557137114,1.8417377e-05,0.7053648579400033,2660
11037,115,1365,800.59,15073280,35.39741516113281,1e-07,0.1,0.0,0.2,0.8034325838088989,0.17658409476280212,7.5636972922831776,1.3136532306671143,-0.00017079065373764023,1.7738625e-05,0.7997241500765085,2670
11037,116,1377,806.75,15204352,35.92121124267578,1e-07,0.1,0.0,0.2,0.8019460439682007,0.17660686373710632,7.560606209561229,1.1490809917449951,-0.0001539893010885862,1.4234798e-05,0.7758278850000352,2680
11036,117,1389,811.75,15335424,35.879764556884766,1e-07,0.1,0.0,0.2,0.812252402305603,0.17662964761257172,7.557517529278994,1.183923602104187,-0.00015358644259322318,1.3999037e-05,0.7625730584375561,2690
11036,118,1401,797.07,15466496,35.53804397583008,1e-07,0.1,0.0,0.2,0.8088157176971436,0.17665168642997742,7.554475647583604,0.9669829607009888,-0.00016520244062121492,1.5295851e-05,0.7384567578323186,2700
11036,119,1413,772.35,15597568,34.24260330200195,1e-07,0.1,0.0,0.2,0.8111858367919922,0.17667433619499207,7.55144216939807,1.1722209453582764,-0.00013727172126891672,1.2824465e-05,0.7457116006407887,2710
11036,120,1425,778.54,15728640,34.49850082397461,1e-07,0.1,0.0,0.2,0.814363956451416,0.17669503390789032,7.548509857431054,1.0612609386444092,-0.00016959365811999305,1.6761915e-05,0.7763208378106355,2720
11037,121,1436,781.09,15859712,34.55167770385742,1e-07,0.1,0.0,0.2,0.8265875577926636,0.17671698331832886,7.545596180483699,1.0811824798583984,-0.00017453253822168334,1.9235988e-05,0.7523001531139016,2730
11037,122,1448,782.47,15990784,34.629547119140625,1e-07,0.1,0.0,0.2,0.8338335156440735,0.17673945426940918,7.542574796453119,1.206567406654358,-0.00014584208047381254,1.1394737e-05,0.7296404050663113,2740
11036,123,1460,785.05,16121856,34.48283767700195,1e-07,0.1,0.0,0.2,0.832069993019104,0.17676249146461487,7.539487612619996,0.9455417394638062,-0.0001585491317200649,1.4500494e-05,0.7699160011485219,2750
11034,124,1472,769.32,16252928,34.055171966552734,1e-07,0.1,0.0,0.2,0.8177356123924255,0.17678388953208923,7.536482553556562,1.1817518472671509,-0.00015440207525898585,1.5651167e-05,0.7303539091255515,2760
11034,125,1484,799.04,16384000,35.634464263916016,1e-07,0.1,0.0,0.2,0.819035530090332,0.17680668830871582,7.53347511254251,1.0919616222381592,-0.00016632432725600667,1.5818938e-05,0.7949631749186665,2770
11034,126,1496,756.86,16515072,33.55883026123047,1e-07,0.1,0.0,0.2,0.8208279013633728,0.17682874202728271,7.5304341547191145,1.2464426755905151,-0.00013641887808262253,1.26515715e-05,0.7781841201242059,2780
11033,127,1508,778.5,16646144,34.508182525634766,1e-07,0.1,0.0,0.2,0.8274779319763184,0.17685100436210632,7.527427265048027,1.134596586227417,-0.00014456378539762227,1.3789873e-05,0.7454176401253789,2790
11034,128,1520,775.07,16777216,34.19822311401367,1e-07,0.1,0.0,0.2,0.7945913076400757,0.17687305808067322,7.5244238715618845,1.194348692893982,-0.00016388714693675864,1.6772601e-05,0.8230451560113579,2800
