time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/clip_range,train/clip_fraction,train/clip_range_vf,train/explained_variance,train/std,train/entropy_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates
11034,129,1532,828.39,16908288,36.672584533691406,1e-07,0.1,0.0,0.2,0.8125702142715454,0.17689548432826996,7.521406953036785,1.141611099243164,-0.00016177373117898242,1.544485e-05,0.7651683006901294,2810
11034,130,1544,765.92,17039360,34.170475006103516,1e-07,0.1,0.0,0.2,0.8104597330093384,0.17691805958747864,7.518354008346796,1.0867586135864258,-0.0001439375964764622,1.492717e-05,0.7584481453057379,2820
11034,131,1556,833.22,17170432,37.04989242553711,1e-07,0.1,0.0,0.2,0.7940930724143982,0.17693984508514404,7.515344351902604,1.1885616779327393,-0.00014713154832861618,1.4894424e-05,0.7840731345582753,2830
11035,132,1567,812.12,17301504,36.05293273925781,1e-07,0.1,0.0,0.2,0.8040346503257751,0.1769622266292572,7.512347475066781,1.0143189430236816,-0.00015486916399822803,1.7445494e-05,0.7319879617076367,2840
11034,133,1579,790.31,17432576,35.355220794677734,1e-07,0.1,0.0,0.2,0.8000466227531433,0.17698423564434052,7.509344573691488,1.1492186784744263,-0.00013702143314731074,1.1517976e-05,0.7781047325581312,2850
11036,134,1591,764.37,17563648,34.10025405883789,1e-07,0.1,0.0,0.2,0.8048593997955322,0.1770065724849701,7.506347687542439,0.9517959356307983,-0.0001577814564370783,1.4295225e-05,0.7792236296925694,2860
11036,135,1603,798.17,17694720,35.45067596435547,1e-07,0.1,0.0,0.2,0.8158162236213684,0.1770292967557907,7.50328328832984,1.1829328536987305,-0.0001519683550213813,1.4102257e-05,0.749232669128105,2870
11036,136,1615,794.17,17825792,35.26750564575195,1e-07,0.1,0.0,0.2,0.8203187584877014,0.17705115675926208,7.500261069834233,1.0679686069488525,-0.00016078665785244085,1.6538299e-05,0.722824139194563,2880
11036,137,1627,766.54,17956864,33.687137603759766,1e-07,0.1,0.0,0.2,0.8260918855667114,0.17707304656505585,7.497304656356573,1.0945384502410889,-0.00014251131815399277,1.3128154e-05,0.7458039224613457,2890
11036,138,1638,794.52,18087936,35.21254348754883,1e-07,0.1,0.0,0.2,0.8238139748573303,0.17709492146968842,7.494341771304607,1.1234204769134521,-0.00014311249378806679,1.2175599e-05,0.7198357393499464,2900
11037,139,1650,786.1,18219008,34.80891418457031,1e-07,0.1,0.0,0.2,0.8244363069534302,0.17711719870567322,7.491341175511479,1.1662925481796265,-0.00015912609842416714,1.5339978e-05,0.7166828714311123,2910
11037,140,1662,744.16,18350080,32.900482177734375,1e-07,0.1,0.0,0.2,0.8293855786323547,0.1771387904882431,7.488374550640583,1.0875914096832275,-0.00014774430856050457,1.2626442e-05,0.7297327725216747,2920
11038,141,1674,819.9,18481152,36.58071517944336,1e-07,0.1,0.0,0.2,0.8161539435386658,0.17716121673583984,7.485383922979236,1.2171417474746704,-0.00015367610276371125,1.4445148e-05,0.7625223848503083,2930
11040,142,1685,779.13,18612224,34.555179595947266,1e-07,0.1,0.0,0.2,0.8046549558639526,0.177183598279953,7.482352638617158,1.1317417621612549,-0.0001379875623570115,1.4805265e-05,0.7953642781823873,2940
11041,143,1697,797.16,18743296,35.75910186767578,1e-07,0.1,0.0,0.2,0.8208094835281372,0.1772056519985199,7.479342633113265,1.0548477172851562,-0.0001601437858880672,1.3726738e-05,0.7569173160474747,2950
11042,144,1709,750.69,18874368,33.35606002807617,1e-07,0.1,0.0,0.2,0.8097149133682251,0.17722730338573456,7.476388844102621,1.1049132347106934,-0.00013000168792132172,1.126339e-05,0.7829054870642722,2960
11041,145,1721,844.98,19005440,38.06105422973633,1e-07,0.1,0.0,0.2,0.828004002571106,0.177249476313591,7.473424531519413,1.1215319633483887,-0.00014870105351292296,1.3480321e-05,0.7160961897810921,2970
11042,146,1733,780.85,19136512,34.92503356933594,1e-07,0.1,0.0,0.2,0.7799607515335083,0.17727188766002655,7.470401059836149,1.0193352699279785,-0.00014396409133041744,1.3680743e-05,0.7892784500028938,2980
11043,147,1744,796.09,19267584,35.802284240722656,1e-07,0.1,0.0,0.2,0.800244927406311,0.17729398608207703,7.467391345649958,1.3445674180984497,-0.00014804665070187185,1.50758515e-05,0.8202424455899745,2990
11043,148,1756,821.53,19398656,36.91785430908203,1e-07,0.1,0.0,0.2,0.8033016920089722,0.17731592059135437,7.464423366636038,1.1153569221496582,-0.00015573376867905608,1.6629168e-05,0.7692691519390792,3000
11042,149,1768,790.05,19529728,35.22361373901367,1e-07,0.1,0.0,0.2,0.7976152896881104,0.17733824253082275,7.461413868144154,1.286504864692688,-0.00015939921977405901,1.5370983e-05,0.8241746149491519,3010
11041,150,1780,823.26,19660800,36.533485412597656,1e-07,0.1,0.0,0.2,0.8253145813941956,0.1773601472377777,7.4584335193037985,1.1957192420959473,-0.00017068780025510932,1.5734662e-05,0.7414907918311655,3020
11042,151,1792,801.47,19791872,35.45114517211914,1e-07,0.1,0.0,0.2,0.7999898791313171,0.17738263309001923,7.455420005694032,1.1766421794891357,-0.00015817800704098772,1.3645105e-05,0.8057585380971432,3030
11041,152,1804,817.3,19922944,36.290740966796875,1e-07,0.1,0.0,0.2,0.8117256164550781,0.17740392684936523,7.452464969456196,1.1170381307601929,-0.0001553349218738731,1.6408692e-05,0.7728897935245186,3040
11041,153,1816,780.0,20054016,34.80226516723633,1e-07,0.1,0.0,0.2,0.8091050982475281,0.17742681503295898,7.449471625685692,1.2472100257873535,-0.0001433386501048517,1.321457e-05,0.8199179258197546,3050
