Wall time,Step,Value
1760862464.5781214,26869760,1000.0
1760862483.8732662,27000832,1000.0
1760862502.6998527,27131904,1000.0
1760862520.2090218,27262976,1000.0
1760862537.2684152,27394048,1000.0
1760862555.8879156,27525120,1000.0
1760862573.67674,27656192,1000.0
1760862591.0398576,27787264,1000.0
1760862609.8472383,27918336,1000.0
1760862629.3429377,28049408,1000.0
1760862647.9708896,28180480,1000.0
1760862666.0052128,28311552,1000.0
1760862684.4318032,28442624,1000.0
1760862702.4623883,28573696,1000.0
1760862721.7691162,28704768,1000.0
1760862740.0929227,28835840,1000.0
1760862758.6603463,28966912,1000.0
1760862777.5090122,29097984,1000.0
1760862796.1995354,29229056,1000.0
1760862814.7697618,29360128,1000.0
1760862832.9858313,29491200,1000.0
1760862851.3640404,29622272,1000.0
1760862869.40984,29753344,1000.0
1760862887.1675298,29884416,1000.0
1760862904.9985366,30015488,1000.0
1760862924.2552888,30146560,1000.0
1760862942.5858514,30277632,1000.0
1760862960.3801837,30408704,1000.0
1760862978.7270625,30539776,1000.0
1760862998.300658,30670848,1000.0
1760863015.7733395,30801920,1000.0
1760863034.810309,30932992,1000.0
1760863052.879193,31064064,1000.0
1760863071.0218601,31195136,1000.0
1760863088.7243056,31326208,1000.0
1760863106.368179,31457280,1000.0
1760863123.911017,31588352,1000.0
1760863141.3553035,31719424,1000.0
1760863159.1723003,31850496,1000.0
1760863176.7271788,31981568,1000.0
1760863194.3693037,32112640,1000.0
1760863211.999287,32243712,1000.0
1760863229.658315,32374784,1000.0
1760863247.4291916,32505856,1000.0
1760863265.1064122,32636928,1000.0
1760863282.8044763,32768000,999.7100219726562
1760863300.9214728,32899072,1000.0
1760863319.1665807,33030144,1000.0
1760863337.8218555,33161216,1000.0
1760863356.0116856,33292288,1000.0
1760863375.2218363,33423360,1000.0
1760863393.3370886,33554432,1000.0
1760863412.767713,33685504,1000.0
1760863430.5709193,33816576,998.9199829101562
1760863448.7643425,33947648,998.77001953125
1760863466.7616558,34078720,1000.0
1760863484.5026703,34209792,1000.0
1760863503.024782,34340864,1000.0
1760863521.689467,34471936,1000.0
1760863540.4073277,34603008,1000.0
1760863558.4787378,34734080,1000.0
1760863577.0144265,34865152,1000.0
1760863595.3485496,34996224,999.6799926757812
1760863614.0511174,35127296,1000.0
1760863632.1946554,35258368,998.6400146484375
1760863650.166261,35389440,998.9500122070312
1760863668.2923243,35520512,993.219970703125
1760863686.2855587,35651584,997.7999877929688
1760863704.6416955,35782656,998.780029296875
1760863722.871876,35913728,1000.0
1760863740.853457,36044800,996.9099731445312
