Wall time,Step,Value
1760858875.7235978,131072,25.970603942871094
1760858894.2903097,262144,17.799734115600586
1760858911.966127,393216,12.656108856201172
1760858929.5020502,524288,10.986435890197754
1760858947.109475,655360,10.56053352355957
1760858964.5919967,786432,8.579651832580566
1760858982.223092,917504,11.050276756286621
1760858999.706541,1048576,12.433126449584961
1760859017.0319023,1179648,15.642951965332031
1760859034.2968714,1310720,16.292573928833008
1760859051.7092464,1441792,18.44999885559082
1760859069.1345327,1572864,19.37854766845703
1760859086.586809,1703936,19.235801696777344
1760859104.0034754,1835008,20.1638126373291
1760859121.4724917,1966080,22.170520782470703
1760859139.056811,2097152,21.571086883544922
1760859156.6756318,2228224,23.563247680664062
1760859174.7458286,2359296,23.677288055419922
1760859192.8919678,2490368,24.24217987060547
1760859211.1780407,2621440,24.95859146118164
1760859229.155692,2752512,25.253110885620117
1760859247.0589023,2883584,26.364574432373047
1760859264.7194595,3014656,26.82773208618164
1760859282.2948534,3145728,26.816268920898438
1760859299.8672998,3276800,27.20232391357422
1760859317.5871782,3407872,28.750253677368164
1760859335.2849977,3538944,28.069669723510742
1760859352.8940532,3670016,29.063148498535156
1760859370.5206175,3801088,28.64313507080078
1760859388.2243648,3932160,30.226537704467773
1760859405.8606894,4063232,30.342084884643555
1760859423.545277,4194304,29.57146644592285
1760859441.1838174,4325376,30.350547790527344
1760859458.7361863,4456448,30.465368270874023
1760859476.3744297,4587520,30.814830780029297
1760859494.02049,4718592,31.80034637451172
1760859511.619996,4849664,31.261938095092773
1760859529.2485466,4980736,31.750158309936523
1760859546.864524,5111808,30.96161460876465
1760859564.3725288,5242880,31.733802795410156
1760859581.8894897,5373952,31.906190872192383
1760859599.54582,5505024,32.655799865722656
1760859617.0310912,5636096,32.99722671508789
1760859634.599604,5767168,33.54084777832031
1760859652.1831188,5898240,33.2889404296875
1760859670.1110508,6029312,33.56195068359375
1760859689.1394842,6160384,33.65058135986328
1760859707.176716,6291456,33.91606521606445
1760859726.7291713,6422528,34.179176330566406
1760859746.2791083,6553600,34.33699035644531
1760859763.9124851,6684672,34.460235595703125
1760859781.335441,6815744,34.418724060058594
1760859799.0054817,6946816,34.8503303527832
1760859816.7302992,7077888,35.01713943481445
1760859834.1055887,7208960,35.09548568725586
1760859851.763853,7340032,35.284854888916016
1760859869.2081378,7471104,35.34599304199219
1760859886.938174,7602176,35.42716979980469
1760859904.7483249,7733248,35.515289306640625
1760859922.3743477,7864320,35.6212272644043
1760859940.1131153,7995392,35.6120491027832
1760859957.646198,8126464,35.76014709472656
1760859975.3838005,8257536,35.82038497924805
1760859992.9209747,8388608,35.98222732543945
1760860010.5471761,8519680,36.077754974365234
1760860028.1344006,8650752,36.153076171875
1760860045.5478244,8781824,36.28407287597656
1760860063.1810021,8912896,36.31007385253906
1760860080.564285,9043968,36.363773345947266
1760860098.1984916,9175040,36.52912902832031
1760860115.6848936,9306112,36.65077590942383
1760860133.0465434,9437184,36.738922119140625
1760860150.6944587,9568256,36.72339630126953
1760860168.1788185,9699328,36.861473083496094
1760860185.7552717,9830400,36.983192443847656
1760860203.260145,9961472,36.956485748291016
1760860220.8838887,10092544,37.09061813354492
1760860238.4905236,10223616,37.174015045166016
1760860256.0281959,10354688,37.292625427246094
1760860273.6397808,10485760,37.300880432128906
1760860291.2682133,10616832,37.36790466308594
1760860308.99886,10747904,37.08472442626953
1760860326.6087825,10878976,36.41696548461914
1760860344.1444454,11010048,37.4161491394043
1760860361.8036008,11141120,37.57908630371094
1760860379.350962,11272192,37.8148307800293
1760860396.8933873,11403264,37.67290115356445
1760860414.1403685,11534336,37.67969512939453
1760860431.911235,11665408,37.95866394042969
1760860449.7245066,11796480,37.82241439819336
1760860467.2624676,11927552,37.8847541809082
1760860484.9970546,12058624,38.043392181396484
1760860502.6145334,12189696,38.278358459472656
1760860520.3809726,12320768,38.23591232299805
1760860537.9282537,12451840,38.23508071899414
1760860555.2902162,12582912,38.4003791809082
1760860572.8955142,12713984,38.47200012207031
1760860590.1728604,12845056,38.61749267578125
1760860608.2087169,12976128,38.51079559326172
1760860626.7653189,13107200,38.63712692260742
1760860644.1009755,13238272,38.89704513549805
1760860662.0001392,13369344,38.976173400878906
1760860679.6486874,13500416,39.024436950683594
1760860697.1085224,13631488,39.092159271240234
1760860714.678613,13762560,39.217926025390625
1760860732.751885,13893632,39.22486114501953
1760860750.9953837,14024704,39.344696044921875
1760860768.6893642,14155776,39.446773529052734
1760860786.1647584,14286848,39.51869583129883
1760860803.6371017,14417920,39.62196350097656
1760860821.0840964,14548992,39.59587097167969
1760860838.637913,14680064,39.727195739746094
1760860856.280608,14811136,39.75709533691406
1760860873.7988417,14942208,39.77738952636719
1760860891.2985458,15073280,39.95362854003906
1760860908.7231548,15204352,39.8826789855957
1760860926.1982033,15335424,40.06607437133789
1760860943.6555276,15466496,40.22809600830078
1760860961.0209835,15597568,40.37731170654297
1760860978.4973176,15728640,40.42057418823242
1760860995.9291265,15859712,40.432125091552734
1760861013.424794,15990784,40.397247314453125
1760861030.9681795,16121856,40.473411560058594
1760861048.4324753,16252928,40.5147705078125
1760861065.9913497,16384000,40.632530212402344
1760861083.600592,16515072,40.74238586425781
1760861101.1324022,16646144,40.547393798828125
1760861118.7012534,16777216,40.78555679321289
1760861136.1724777,16908288,41.058982849121094
1760861153.5998514,17039360,40.91999435424805
1760861171.0513399,17170432,41.144859313964844
1760861188.5386205,17301504,40.8842887878418
1760861206.0028036,17432576,40.92780685424805
1760861223.4960327,17563648,40.9200553894043
1760861241.0008786,17694720,41.226097106933594
1760861258.5253038,17825792,40.91874694824219
1760861276.0178378,17956864,41.07969284057617
1760861293.5251677,18087936,41.14991760253906
1760861311.0119302,18219008,40.94521713256836
1760861328.5404878,18350080,41.110511779785156
1760861346.0667942,18481152,41.50700759887695
1760861363.5244725,18612224,41.011173248291016
1760861380.982113,18743296,41.36636734008789
1760861398.4365659,18874368,40.469966888427734
1760861415.8800683,19005440,40.094478607177734
1760861433.338681,19136512,39.6796989440918
1760861450.8082714,19267584,40.269561767578125
1760861468.1731162,19398656,40.76311492919922
1760861485.6311867,19529728,41.305992126464844
1760861503.07373,19660800,41.2152099609375
1760861520.5009058,19791872,41.4576530456543
1760861537.8319058,19922944,41.463016510009766
1760861555.144887,20054016,41.41645812988281
1760861572.680514,20185088,41.319400787353516
1760861590.0634265,20316160,41.350341796875
1760861607.4519937,20447232,41.527862548828125
1760861624.8131764,20578304,41.569679260253906
1760861642.2361643,20709376,41.35098648071289
1760861659.7031143,20840448,41.241294860839844
1760861677.1899252,20971520,40.949310302734375
1760861694.6234183,21102592,41.104923248291016
1760861712.1181812,21233664,41.33013153076172
1760861729.5379546,21364736,41.227500915527344
1760861746.8808587,21495808,40.63936996459961
1760861764.3604772,21626880,40.96369934082031
1760861782.1232145,21757952,41.264183044433594
1760861799.6081736,21889024,41.19553756713867
1760861817.0309336,22020096,41.10780334472656
1760861834.4499907,22151168,41.0531120300293
1760861851.778048,22282240,41.17454147338867
1760861869.3247745,22413312,41.168697357177734
1760861886.9462748,22544384,41.18268585205078
1760861904.4002259,22675456,41.574092864990234
1760861921.7748966,22806528,41.222633361816406
1760861939.2757797,22937600,41.41815948486328
1760861956.7472587,23068672,41.388526916503906
1760861974.180076,23199744,41.47000503540039
1760861991.4595003,23330816,41.6974983215332
1760862008.7969308,23461888,41.75971603393555
1760862026.157394,23592960,41.5458869934082
1760862043.5574522,23724032,41.028221130371094
1760862060.964622,23855104,41.40318298339844
1760862078.2676327,23986176,41.55768966674805
1760862095.7264955,24117248,41.30843734741211
1760862113.3288014,24248320,41.883243560791016
1760862130.7580698,24379392,41.54713821411133
1760862148.1007755,24510464,41.7496337890625
1760862165.4925141,24641536,41.564796447753906
1760862182.9524252,24772608,41.95539474487305
1760862200.5167203,24903680,41.801551818847656
1760862218.1415396,25034752,41.7176399230957
1760862235.7750452,25165824,41.58550262451172
1760862253.3509781,25296896,41.799896240234375
1760862270.8631876,25427968,41.856842041015625
1760862288.5281453,25559040,41.83049392700195
