rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/clip_range_vf,train/loss,train/value_loss,train/std,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/learning_rate
543.16,230,2621440,20,11386,18.958677291870117,0.8910613059997559,6400,0.2,0.7187143564224243,0.526974197756499,0.21202051639556885,0.1,-0.0011755643469768984,0.0008443376,3.185038327425718,0.004929351806640625,1e-06
567.84,240,2752512,21,11426,19.65943145751953,0.8883926868438721,6410,0.2,0.6874885559082031,0.5489411537069827,0.21222007274627686,0.1,-0.0012327728853051667,0.0008645284,3.1627072915434837,0.005336761474609375,1e-06
583.53,251,2883584,22,11461,20.841045379638672,0.8876731991767883,6420,0.2,0.6763496994972229,0.5140983856283128,0.212422713637352,0.1,-0.0013185142487600388,0.00091597706,3.1399291535839438,0.006110382080078125,1e-06
578.61,262,3014656,23,11497,20.457942962646484,0.8782321810722351,6430,0.2,0.6348893642425537,0.5468938671518118,0.21261915564537048,0.1,-0.001184726275914727,0.0009155207,3.1174215698614716,0.007086944580078125,1e-06
562.19,272,3145728,24,11528,19.272794723510742,0.889525294303894,6440,0.2,0.6659906506538391,0.5299328923923895,0.21282105147838593,0.1,-0.001196873595836223,0.00082780066,3.094940839149058,0.0042633056640625,1e-06
554.86,283,3276800,25,11562,19.383068084716797,0.8882967233657837,6450,0.2,0.7012966275215149,0.5411320769460872,0.2130241096019745,0.1,-0.0012513119702816766,0.00083683734,3.072095291316509,0.00574188232421875,1e-06
550.06,294,3407872,26,11591,19.10930824279785,0.85734623670578,6460,0.2,0.7900888323783875,0.6090963700087741,0.21322444081306458,0.1,-0.0012440533229892026,0.0009896387,3.0493709079921247,0.00821990966796875,1e-06
533.2,304,3538944,27,11619,18.117368698120117,0.8646197319030762,6470,0.2,0.668321967124939,0.6167899804422632,0.21342359483242035,0.1,-0.0011049481718146126,0.0008309228,3.0269264059141276,0.004345703125,1e-06
541.26,315,3670016,28,11639,18.54975128173828,0.9029770493507385,6480,0.2,0.6852291226387024,0.4970263871829957,0.21361923217773438,0.1,-0.0012120620191126362,0.0008800345,3.0047735925763845,0.00610198974609375,1e-06
490.39,326,3801088,29,11657,15.865705490112305,0.8896435499191284,6490,0.2,0.6929723024368286,0.5651713959639892,0.21382293105125427,0.1,-0.0013353899452340557,0.00089863234,2.9823047066107393,0.00630035400390625,1e-06
492.2,336,3932160,30,11675,16.28050994873047,0.901793897151947,6500,0.2,0.6445682644844055,0.5088913069339469,0.21402475237846375,0.1,-0.0013267346464090224,0.0009277682,2.959549506753683,0.006096649169921875,1e-06
525.3,347,4063232,31,11693,17.57316780090332,0.8955134153366089,6510,0.2,0.5803519487380981,0.5349481747252867,0.21422676742076874,0.1,-0.0012153341446719424,0.00089509203,2.936923610791564,0.0066192626953125,1e-06
612.33,358,4194304,32,11711,21.297887802124023,0.891717791557312,6520,0.2,0.6604117155075073,0.5150787229416892,0.21443232893943787,0.1,-0.0011909751962775772,0.00087312266,2.9140541406348346,0.004869842529296875,1e-06
541.41,368,4325376,33,11730,18.026020050048828,0.8819019794464111,6530,0.2,0.6980822086334229,0.5759333999129013,0.21463283896446228,0.1,-0.0010722634461671986,0.0007181918,2.8913810620084406,0.002170562744140625,1e-06
495.77,379,4456448,34,11742,15.777878761291504,0.9035496711730957,6540,0.2,0.5724101066589355,0.4704391828738153,0.21482962369918823,0.1,-0.0013026535269091255,0.0008832609,2.8691951891407372,0.0066009521484375,1e-06
523.23,390,4587520,35,11757,16.960731506347656,0.8946489095687866,6550,0.2,0.5684574246406555,0.5062100253533572,0.21503160893917084,0.1,-0.00131124962163085,0.00087575556,2.8468665586784483,0.005157470703125,1e-06
488.26,400,4718592,36,11769,15.665355682373047,0.8937156796455383,6560,0.2,0.6660858392715454,0.5055550768971443,0.21523503959178925,0.1,-0.001331158657103515,0.00094803737,2.824243245087564,0.0069610595703125,1e-06
506.21,411,4849664,37,11783,16.8348331451416,0.9032889008522034,6570,0.2,0.5582817792892456,0.4751764152897522,0.2154393196105957,0.1,-0.0011162065195549076,0.0008157864,2.8015156792476774,0.004077911376953125,1e-06
552.53,422,4980736,38,11793,18.80858612060547,0.8907821178436279,6580,0.2,0.6603354811668396,0.5269784848438576,0.2156483232975006,0.1,-0.0012336206845247944,0.0008934473,2.7784836418926715,0.005764007568359375,1e-06
584.23,433,5111808,39,11804,20.038772583007812,0.8932883143424988,6590,0.2,0.6136969923973083,0.507878134236671,0.21584473550319672,0.1,-0.0012118988527618057,0.00084865245,2.7560267744585873,0.005511474609375,1e-06
512.39,443,5242880,40,11815,17.355775833129883,0.893240749835968,6600,0.2,0.7075092196464539,0.5217554821399972,0.21605214476585388,0.1,-0.0010691985973608098,0.0008071478,2.7335061125457285,0.003790283203125,1e-06
595.31,454,5373952,41,11827,21.004655838012695,0.8864855766296387,6610,0.2,0.7818951606750488,0.5005080840084701,0.21625784039497375,0.1,-0.0011042291972444217,0.0008267271,2.7105597844347358,0.00470733642578125,1e-06
589.51,465,5505024,42,11837,20.374866485595703,0.8833065032958984,6620,0.2,0.6262872815132141,0.537007376877591,0.21645930409431458,0.1,-0.0011293498434497451,0.00087422354,2.6880031595006586,0.00484619140625,1e-06
542.55,475,5636096,43,11849,18.526718139648438,0.8907912969589233,6630,0.2,0.6651195287704468,0.5022932163905353,0.2166651338338852,0.1,-0.001169695061071252,0.00086570723,2.6654401065781714,0.005306243896484375,1e-06
