time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/n_updates,train/adaptive_lr,train/approx_kl,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/std,train/clip_range_vf,train/clip_fraction
26,17.649499893188477,447.99,3407872,2139,1593,0.8472680449485779,250,5.062500000000001e-05,0.0060277944,0.1,5.062500000000001e-05,0.5198727659881115,0.8985415697097778,37.605904468894,0.002231599174638177,0.05380135029554367,0.2,0.277191162109375
27,17.992389678955078,462.94,3538944,2137,1655,0.7966923713684082,260,5.062500000000001e-05,0.006129289,0.1,5.062500000000001e-05,0.4747863325756043,0.906586766242981,37.518378257751465,0.0021197821707573893,0.0539977103471756,0.2,0.27941131591796875
28,17.800640106201172,466.27,3670016,2135,1718,0.891991376876831,270,5.062500000000001e-05,0.0060199373,0.1,5.062500000000001e-05,0.4907637215219438,0.904979944229126,37.42647742927075,0.00216613508782757,0.054197464138269424,0.2,0.28037490844726565
29,18.374126434326172,485.45,3801088,2132,1782,0.7915005683898926,280,5.062500000000001e-05,0.0061326814,0.1,5.062500000000001e-05,0.467105635558255,0.9088097214698792,37.3362580537796,0.0023207637945688473,0.05438932031393051,0.2,0.27580108642578127
30,17.915884017944336,457.96,3932160,2132,1843,0.8471927642822266,290,5.062500000000001e-05,0.0058626677,0.1,5.062500000000001e-05,0.45823780361097305,0.9095418453216553,37.25307294130325,0.002064539246975983,0.05456718057394028,0.2,0.2713432312011719
31,18.015979766845703,457.56,4063232,2131,1906,0.8002133369445801,300,5.062500000000001e-05,0.0062498217,0.1,5.062500000000001e-05,0.47373692630790176,0.910019040107727,37.163255071640016,0.0018267828982061474,0.054768871515989304,0.2,0.2687339782714844
32,18.938369750976562,479.29,4194304,2131,1967,0.8118457198143005,310,5.062500000000001e-05,0.005742189,0.1,5.062500000000001e-05,0.4683226227993146,0.9034642577171326,37.07384757995605,0.00186128660675422,0.054964352399110794,0.2,0.261920166015625
33,18.83136749267578,479.84,4325376,2131,2029,0.8921416997909546,320,5.062500000000001e-05,0.005656408,0.1,5.062500000000001e-05,0.46451214819680897,0.9014953374862671,36.98242412507534,0.0018269031710588025,0.05516394227743149,0.2,0.2562095642089844
34,19.678525924682617,502.87,4456448,2131,2091,0.8072540760040283,330,5.062500000000001e-05,0.005868554,0.1,5.062500000000001e-05,0.45089354284573346,0.9031364321708679,36.89813668727875,0.0017952359704850097,0.05535015091300011,0.2,0.25530242919921875
35,20.304365158081055,526.09,4587520,2131,2152,0.7469569444656372,340,5.062500000000001e-05,0.0058225133,0.1,5.062500000000001e-05,0.4287853146437556,0.9103922843933105,36.81865391731262,0.001708117131738618,0.055526137351989746,0.2,0.25756378173828126
36,20.461833953857422,532.48,4718592,2130,2214,0.7193343639373779,350,5.062500000000001e-05,0.005874726,0.1,5.062500000000001e-05,0.39528810603078457,0.9178613424301147,36.73725784420967,0.001477056855765113,0.05570387840270996,0.2,0.2590034484863281
37,20.354578018188477,521.68,4849664,2128,2278,0.7445694804191589,360,5.062500000000001e-05,0.0058871373,0.1,5.062500000000001e-05,0.4201842632610351,0.9140021204948425,36.653899523615834,0.0017107607243815437,0.05589615926146507,0.2,0.2576622009277344
38,21.093547821044922,551.36,4980736,2126,2341,0.8391556143760681,370,5.062500000000001e-05,0.0058258595,0.1,5.062500000000001e-05,0.4197409669868648,0.9115386605262756,36.57021714448929,0.0014227160423615714,0.05607856437563896,0.2,0.2544189453125
39,21.983726501464844,568.77,5111808,2122,2408,0.7670691609382629,380,5.062500000000001e-05,0.005746606,0.1,5.062500000000001e-05,0.40972111965529623,0.9137275218963623,36.491004067659375,0.0013737903600031132,0.05625221133232117,0.2,0.25057144165039064
40,21.994565963745117,564.87,5242880,2121,2471,0.7727258205413818,390,5.062500000000001e-05,0.005753995,0.1,5.062500000000001e-05,0.414106402778998,0.9101033806800842,36.41269058585167,0.001365343485304038,0.05642906203866005,0.2,0.250360107421875
41,20.304170608520508,518.03,5373952,2119,2535,0.7228156328201294,400,5.062500000000001e-05,0.005812,0.1,5.062500000000001e-05,0.43701465951744467,0.9106994271278381,36.31954317390919,0.0012474389898670779,0.05665852129459381,0.2,0.252520751953125
42,20.04639434814453,522.33,5505024,2117,2599,0.8165793418884277,410,5.062500000000001e-05,0.005745889,0.1,5.062500000000001e-05,0.4583365668309852,0.908791184425354,36.22798002958298,0.0013353055275729276,0.056856799870729446,0.2,0.25144805908203127
43,20.098081588745117,514.71,5636096,2115,2664,0.7983876466751099,420,5.062500000000001e-05,0.005807073,0.1,5.062500000000001e-05,0.4555211809463799,0.9092835187911987,36.14114796519279,0.0012401972519000993,0.057053036987781525,0.2,0.24855117797851561
44,19.41924476623535,499.39,5767168,2111,2731,0.8478620052337646,430,5.062500000000001e-05,0.0056503834,0.1,5.062500000000001e-05,0.46585646546445786,0.908469557762146,36.04615227282047,0.0011375190963917702,0.0572727806866169,0.2,0.24957275390625
45,19.285303115844727,501.66,5898240,2105,2801,0.7363153696060181,440,5.062500000000001e-05,0.0059316843,0.1,5.062500000000001e-05,0.4558534123701975,0.9167259335517883,35.954063922166824,0.0009511314372048219,0.05748530849814415,0.2,0.245660400390625
46,19.610790252685547,516.42,6029312,2100,2870,0.7640225887298584,450,5.062500000000001e-05,0.00594658,0.1,5.062500000000001e-05,0.43540360901970415,0.9216917753219604,35.8660473883152,0.0010322775863187417,0.05768394470214844,0.2,0.25304718017578126
47,19.89636993408203,514.08,6160384,2095,2939,0.8668277263641357,460,5.062500000000001e-05,0.006052848,0.1,5.062500000000001e-05,0.44443190800957383,0.9196827411651611,35.77730073332786,0.0009556434746627928,0.057894811034202576,0.2,0.25255126953125
48,19.518840789794922,494.02,6291456,2092,3006,0.790892481803894,470,5.062500000000001e-05,0.005673797,0.1,5.062500000000001e-05,0.46460560739506035,0.9167981147766113,35.69079088866711,0.0009598604118764342,0.05808883160352707,0.2,0.2475830078125
49,19.181859970092773,489.44,6422528,2090,3072,0.8411816358566284,480,5.062500000000001e-05,0.005717542,0.1,5.062500000000001e-05,0.4922810415737331,0.913588285446167,35.612171053886414,0.0008580115034874325,0.05827435478568077,0.2,0.24593734741210938
50,18.878664016723633,488.17,6553600,2083,3145,0.8922920227050781,490,5.062500000000001e-05,0.005814034,0.1,5.062500000000001e-05,0.5051043296931311,0.9104331135749817,35.51671623289585,0.000971063370752745,0.05850159749388695,0.2,0.24819793701171874
51,18.639707565307617,468.52,6684672,2079,3214,0.8719955682754517,500,5.062500000000001e-05,0.005817338,0.1,5.062500000000001e-05,0.5275620356900618,0.9107908606529236,35.42362664043903,0.0008431123983427824,0.05872394144535065,0.2,0.24905624389648437
52,17.827951431274414,454.45,6815744,2078,3279,0.8489683866500854,510,5.062500000000001e-05,0.005842483,0.1,5.062500000000001e-05,0.5290121688274667,0.9079108834266663,35.320456048846246,0.0007599296757234697,0.05896705761551857,0.2,0.2507026672363281
53,17.23982048034668,444.24,6946816,2077,3343,0.795884370803833,520,5.062500000000001e-05,0.005679237,0.1,5.062500000000001e-05,0.5402433136943727,0.9035641551017761,35.23452574014664,0.0009420180583219917,0.05916332080960274,0.2,0.24562835693359375
54,18.18877601623535,481.07,7077888,2077,3407,0.7939457893371582,530,5.062500000000001e-05,0.0058115562,0.1,5.062500000000001e-05,0.46742450245656075,0.9181529879570007,35.14970242977142,0.0008408507319472847,0.05936162918806076,0.2,0.24359893798828125
55,17.75067138671875,465.24,7208960,2076,3470,0.7197224497795105,540,5.062500000000001e-05,0.0059969844,0.1,5.062500000000001e-05,0.42938187466934324,0.9241790771484375,35.057937803864476,0.0006570730459316109,0.059589289128780365,0.2,0.24549789428710939
56,18.605382919311523,485.97,7340032,2076,3534,0.6858101487159729,550,5.062500000000001e-05,0.0058795447,0.1,5.062500000000001e-05,0.4207129833986983,0.9249425530433655,34.95775766670704,0.0006786153887787805,0.05982843413949013,0.2,0.24565963745117186
57,17.821460723876953,472.22,7471104,2076,3598,0.7371784448623657,560,5.062500000000001e-05,0.005929877,0.1,5.062500000000001e-05,0.41558563441503793,0.9240443110466003,34.871918806433676,0.0003297523666788038,0.06002447009086609,0.2,0.24707489013671874
58,19.679752349853516,511.62,7602176,2075,3662,0.7626432180404663,570,5.062500000000001e-05,0.005773637,0.1,5.062500000000001e-05,0.41293455520644784,0.9250780344009399,34.78566527068615,0.0006491392899079073,0.06023222580552101,0.2,0.23917388916015625
59,20.411174774169922,530.66,7733248,2075,3726,0.7579933404922485,580,5.062500000000001e-05,0.0055745216,0.1,5.062500000000001e-05,0.40347743800375613,0.9228363633155823,34.6974317073822,0.0005502388896275079,0.06044717878103256,0.2,0.23781661987304686
60,20.050006866455078,524.61,7864320,2075,3789,0.7047818899154663,590,5.062500000000001e-05,0.005599982,0.1,5.062500000000001e-05,0.40366680200677363,0.9197454452514648,34.611576893925665,0.0007334818699746392,0.06064838543534279,0.2,0.23825912475585936
61,20.42461585998535,529.25,7995392,2075,3852,0.6912221908569336,600,5.062500000000001e-05,0.0054955063,0.1,5.062500000000001e-05,0.38312387398909775,0.9213729500770569,34.52694855928421,0.000636176212628925,0.06085744872689247,0.2,0.23435745239257813
62,19.27815818786621,494.63,8126464,2075,3915,0.7493358850479126,610,5.062500000000001e-05,0.005659116,0.1,5.062500000000001e-05,0.4304587796330452,0.9162150025367737,34.43307776749134,0.000484697650790622,0.061096951365470886,0.2,0.24301223754882811
63,18.615097045898438,481.82,8257536,2075,3979,0.747221052646637,620,5.062500000000001e-05,0.0055098315,0.1,5.062500000000001e-05,0.41924651951994746,0.9155476689338684,34.342869341373444,0.00043079689493197293,0.06130874156951904,0.2,0.23462371826171874
64,18.806900024414062,479.02,8388608,2075,4042,0.8318172693252563,630,5.062500000000001e-05,0.005524723,0.1,5.062500000000001e-05,0.4397566474508494,0.9151832461357117,34.250348806381226,0.0005420671674983169,0.061538029462099075,0.2,0.237811279296875
65,18.609878540039062,473.95,8519680,2074,4106,0.91472327709198,640,5.062500000000001e-05,0.005701358,0.1,5.062500000000001e-05,0.48375850457232444,0.9115726947784424,34.159784987568855,0.0005007070271176417,0.061765156686306,0.2,0.23797760009765626
66,19.311033248901367,501.25,8650752,2074,4169,0.7698996663093567,650,5.062500000000001e-05,0.0056970743,0.1,5.062500000000001e-05,0.4678716987138614,0.916665256023407,34.070593026280406,0.0003758532736355846,0.061986543238162994,0.2,0.2353302001953125
67,20.2388858795166,520.69,8781824,2074,4232,0.7271441221237183,660,5.062500000000001e-05,0.005666153,0.1,5.062500000000001e-05,0.4251590989762917,0.9216512441635132,33.97758532464504,0.00019574841444409686,0.06221751123666763,0.2,0.23712310791015626
68,20.406749725341797,520.1,8912896,2074,4295,0.7037222385406494,670,5.062500000000001e-05,0.005445622,0.1,5.062500000000001e-05,0.4328726396895945,0.9168521761894226,33.88355050683022,0.00029928860058134885,0.06245533004403114,0.2,0.23046112060546875
69,20.452360153198242,527.44,9043968,2074,4358,0.6784402132034302,680,5.062500000000001e-05,0.005252758,0.1,5.062500000000001e-05,0.3891951703233644,0.9196299910545349,33.79006176888943,5.98196525061212e-06,0.06268050521612167,0.2,0.23057708740234376
70,19.305217742919922,501.88,9175040,2074,4422,0.7121313810348511,690,5.062500000000001e-05,0.005265588,0.1,5.062500000000001e-05,0.3926295374752954,0.9246755242347717,33.703287708759305,0.00044670611932815516,0.06290147453546524,0.2,0.22937774658203125
71,18.199115753173828,477.77,9306112,2074,4485,0.703357458114624,700,5.062500000000001e-05,0.005399475,0.1,5.062500000000001e-05,0.38588071684353054,0.9285580515861511,33.60968580543995,0.00026531079138294447,0.06313422322273254,0.2,0.23275299072265626
72,19.285181045532227,509.67,9437184,2074,4549,0.6965203285217285,710,5.062500000000001e-05,0.005438639,0.1,5.062500000000001e-05,0.3922623409423977,0.93112713098526,33.52011412084103,0.00040038573870333495,0.0633603036403656,0.2,0.238128662109375
73,18.570009231567383,483.13,9568256,2074,4612,0.7645227313041687,720,5.062500000000001e-05,0.0053331987,0.1,5.062500000000001e-05,0.41635074287187307,0.9285541772842407,33.43293121755123,0.00040445506465403014,0.06358900666236877,0.2,0.23304519653320313
74,18.548681259155273,477.53,9699328,2072,4678,0.7700861692428589,730,5.062500000000001e-05,0.005471145,0.1,5.062500000000001e-05,0.4207613967824727,0.9253151416778564,33.35060693919659,3.618454320530873e-05,0.0637877956032753,0.2,0.2379302978515625
75,18.210472106933594,465.89,9830400,2072,4742,0.7311034202575684,740,5.062500000000001e-05,0.0053869574,0.1,5.062500000000001e-05,0.4563713028095663,0.9177663326263428,33.260474264621735,0.0004008660989711643,0.06402114033699036,0.2,0.22974319458007814
76,19.45815086364746,503.64,9961472,2072,4806,0.7827355861663818,750,5.062500000000001e-05,0.00531759,0.1,5.062500000000001e-05,0.46572895962744953,0.9145481586456299,33.172850623726845,6.435479576794023e-05,0.06424906849861145,0.2,0.231402587890625
77,19.337875366210938,510.47,10092544,2073,4867,0.826789379119873,760,5.062500000000001e-05,0.005322438,0.1,5.062500000000001e-05,0.46224470224697145,0.9162198305130005,33.077817496657374,0.00032688096121091803,0.06450602412223816,0.2,0.23326339721679687
78,18.858882904052734,501.46,10223616,2075,4927,0.7698172330856323,770,5.062500000000001e-05,0.0052877446,0.1,5.062500000000001e-05,0.4100392610533163,0.9169731736183167,32.98766637146473,0.00010416069958409934,0.06472737342119217,0.2,0.23044662475585936
79,19.031343460083008,496.92,10354688,2076,4986,0.7351882457733154,780,5.062500000000001e-05,0.005336616,0.1,5.062500000000001e-05,0.4124769960064441,0.9202833771705627,32.908222270011905,0.00027267241880508665,0.0649212971329689,0.2,0.23001327514648437
80,19.257421493530273,506.81,10485760,2078,5045,0.6983267068862915,790,5.062500000000001e-05,0.005436346,0.1,5.062500000000001e-05,0.39217990753240883,0.9240345358848572,32.830999904870986,-0.00018314744661438454,0.0651228204369545,0.2,0.23579940795898438
81,19.054651260375977,503.47,10616832,2079,5105,0.7335760593414307,800,5.062500000000001e-05,0.005306893,0.1,5.062500000000001e-05,0.40726790614426134,0.9198191165924072,32.752247312664984,0.00020537626432997057,0.06533632427453995,0.2,0.23101043701171875
82,18.84455680847168,493.48,10747904,2081,5164,0.6776347160339355,810,5.062500000000001e-05,0.00538096,0.1,5.062500000000001e-05,0.3991102783242241,0.9214965105056763,32.663933447003366,2.881069096929423e-05,0.0655682384967804,0.2,0.2372039794921875
83,20.169811248779297,521.06,10878976,2082,5223,0.713057279586792,820,5.062500000000001e-05,0.0052041216,0.1,5.062500000000001e-05,0.39536549979820845,0.9171234369277954,32.57518588900566,0.00010499058093955682,0.06579510867595673,0.2,0.22790603637695311
84,20.40540885925293,532.52,11010048,2084,5282,0.7368248701095581,830,5.062500000000001e-05,0.0050713783,0.1,5.062500000000001e-05,0.40214622220955787,0.916999340057373,32.49621605873108,0.00021700683441849833,0.0659961998462677,0.2,0.22825469970703124
85,20.470430374145508,526.68,11141120,2085,5342,0.6530209183692932,840,5.062500000000001e-05,0.0052847476,0.1,5.062500000000001e-05,0.3948186718625948,0.9150381088256836,32.42027971446514,-0.0001603457417786558,0.0662057027220726,0.2,0.22905426025390624
86,20.990365982055664,541.2,11272192,2086,5401,0.6549975872039795,850,5.062500000000001e-05,0.0050598597,0.1,5.062500000000001e-05,0.39176478947047144,0.920347273349762,32.34434756040573,8.468024670946762e-05,0.06640388816595078,0.2,0.22128219604492189
87,20.968137741088867,552.12,11403264,2088,5460,0.706015944480896,860,5.062500000000001e-05,0.005218774,0.1,5.062500000000001e-05,0.447296650102362,0.9091798663139343,32.267830953001976,-0.00017399812945768646,0.06660974770784378,0.2,0.22686843872070311
88,20.073579788208008,520.22,11534336,2089,5520,0.7301297187805176,870,5.062500000000001e-05,0.0052208784,0.1,5.062500000000001e-05,0.45650092759169636,0.9116137623786926,32.185521519184114,6.602807352464878e-05,0.06683970987796783,0.2,0.22088470458984374
89,19.51090431213379,501.68,11665408,2090,5580,0.7692962288856506,880,5.062500000000001e-05,0.0054466133,0.1,5.062500000000001e-05,0.493152221897617,0.9117154479026794,32.09816036522388,-3.388539926163503e-05,0.06707131862640381,0.2,0.23016281127929689
90,19.67569351196289,511.98,11796480,2091,5639,0.786972165107727,890,5.062500000000001e-05,0.005352458,0.1,5.062500000000001e-05,0.46417316305451095,0.9157527685165405,32.01105037778616,-0.00011086926365351246,0.06730060279369354,0.2,0.23005523681640624
91,18.8513240814209,481.95,11927552,2092,5698,0.8886537551879883,900,5.062500000000001e-05,0.0054674167,0.1,5.062500000000001e-05,0.5056758386082947,0.9093174338340759,31.926082257926463,-0.00012938783474965022,0.06754212081432343,0.2,0.23398361206054688
92,19.43158721923828,503.97,12058624,2094,5758,0.8433353304862976,910,5.062500000000001e-05,0.005534425,0.1,5.062500000000001e-05,0.5092505409382284,0.9081418514251709,31.823694632947443,-0.00010532359933677072,0.06782101094722748,0.2,0.2285369873046875
93,18.430089950561523,486.59,12189696,2095,5817,0.8045355081558228,920,5.062500000000001e-05,0.0051856535,0.1,5.062500000000001e-05,0.4732912762556225,0.9135493636131287,31.727268120646478,8.923505383791052e-05,0.06807441264390945,0.2,0.22569961547851564
94,19.312475204467773,511.31,12320768,2096,5876,0.80512934923172,930,5.062500000000001e-05,0.0053748037,0.1,5.062500000000001e-05,0.4467280490556732,0.9162009358406067,31.64261476546526,-0.0003154898675347795,0.06829467415809631,0.2,0.23091049194335939
95,19.773033142089844,517.44,12451840,2097,5935,0.7098203897476196,940,5.062500000000001e-05,0.0051581673,0.1,5.062500000000001e-05,0.42909007135313004,0.9193426370620728,31.552109479904175,-0.00027042890728807835,0.06855586916208267,0.2,0.23317184448242187
96,20.437108993530273,542.11,12582912,2098,5994,0.7431403398513794,950,5.062500000000001e-05,0.005359607,0.1,5.062500000000001e-05,0.39868768767919394,0.9217703938484192,31.471621362864973,-0.0007498637453863921,0.06876270473003387,0.2,0.229833984375
97,20.537321090698242,544.89,12713984,2100,6053,0.7755293250083923,960,5.062500000000001e-05,0.0052042576,0.1,5.062500000000001e-05,0.3987034713150933,0.9216728806495667,31.384046837687492,-0.0004470585033232055,0.06901351362466812,0.2,0.22765579223632812
98,19.688251495361328,512.64,12845056,2101,6112,0.6751013994216919,970,5.062500000000001e-05,0.0051263757,0.1,5.062500000000001e-05,0.3926107324892655,0.9238928556442261,31.301226758956908,-0.000231890800750989,0.06924020498991013,0.2,0.22028884887695313
99,20.43067169189453,534.75,12976128,2102,6171,0.621823787689209,980,5.062500000000001e-05,0.005110515,0.1,5.062500000000001e-05,0.36544291947502644,0.9252459406852722,31.216310058534145,-0.0004052764839343581,0.0694737508893013,0.2,0.22188644409179686
100,20.121091842651367,532.73,13107200,2103,6231,0.6829007267951965,990,5.062500000000001e-05,0.0051661488,0.1,5.062500000000001e-05,0.36401546269189566,0.9271368384361267,31.127409125864506,-0.0006015498594024393,0.06972778588533401,0.2,0.22145843505859375
101,19.88544464111328,526.31,13238272,2104,6290,0.6997247934341431,1000,5.062500000000001e-05,0.0051968805,0.1,5.062500000000001e-05,0.36247792372014376,0.9290848970413208,31.047825722396375,-0.0003532160076247237,0.06994697451591492,0.2,0.22240371704101564
102,20.36349868774414,535.03,13369344,2105,6349,0.6626566648483276,1010,7.593750000000002e-05,0.00497436,0.1,5.062500000000001e-05,0.35983019454870374,0.9275476932525635,30.966745722293854,-0.0004126231183363416,0.07016574591398239,0.2,0.223052978515625
103,20.829599380493164,562.22,13500416,2106,6408,0.6883618235588074,1020,7.593750000000002e-05,0.007406152,0.1,7.593750000000002e-05,0.3751228588167578,0.9279203414916992,30.87796072214842,0.0021329429859633818,0.07040379196405411,0.2,0.29132843017578125
104,21.094514846801758,559.88,13631488,2107,6467,0.6455234885215759,1030,7.593750000000002e-05,0.00730896,0.1,7.593750000000002e-05,0.3497250944375992,0.9310920238494873,30.78897642493248,0.0021325901850104854,0.0706648901104927,0.2,0.2913032531738281
105,20.673912048339844,551.61,13762560,2108,6526,0.6185173988342285,1040,7.593750000000002e-05,0.0070194257,0.1,7.593750000000002e-05,0.36331984295975417,0.9287823438644409,30.707689452171326,0.0018621782871377946,0.07088140398263931,0.2,0.28591766357421877
106,21.49148178100586,568.75,13893632,2109,6584,0.6891080737113953,1050,7.593750000000002e-05,0.007064879,0.1,7.593750000000002e-05,0.3661423712503165,0.9272629022598267,30.624565464258193,0.0018195571610704064,0.07112579792737961,0.2,0.2888648986816406
107,20.753721237182617,549.96,14024704,2110,6643,0.7249323129653931,1060,7.593750000000002e-05,0.0067668147,0.1,7.593750000000002e-05,0.39212290206924083,0.9240796566009521,30.530946668982505,0.0019232039358030306,0.07139109820127487,0.2,0.2868537902832031
108,20.85818099975586,547.88,14155776,2112,6702,0.6977936029434204,1070,7.593750000000002e-05,0.00691626,0.1,7.593750000000002e-05,0.39909875132143496,0.9240566492080688,30.438567328453065,0.0019059434736846015,0.07165954262018204,0.2,0.29016799926757814
