rollout/force_direction_mean,train/action_std_10,train/std_max,train/action_std_15,train/action_std_05,rollout/is_timeout_mean,train/action_std_08,rollout/recovery_noforce,train/action_std_17,train/action_std_02,time/time_elapsed,train/action_std_24,rollout/episodes_noforce,rollout/ep_rew_mean,train/action_std_22,train/std_min,train/action_std_03,rollout/force_requested_impulse_mean,train/action_std_19,train/action_std_18,rollout/ep_len_mean,train/action_std_06,train/action_std_16,train/action_std_11,train/action_std_14,train/action_std_12,time/fps,rollout/force_onset_mean,train/action_std_13,train/action_std_01,time/total_timesteps,train/action_std_20,train/action_std_23,train/action_std_04,rollout/action_saturation_fraction,train/action_std_21,time/iterations,train/action_std_07,train/action_std_09,rollout/is_fall_mean,train/action_std_00,train/learning_rate,train/n_updates,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/std,rollout/timeouts,train/explained_variance,train/clip_range_vf,rollout/timeout_without_onset_fraction,train/loss,train/value_loss
-1.0,0.06921669840812683,0.07074566930532455,0.0691898837685585,0.06989705562591553,0.9868421052631579,0.06922915577888489,0.9868421052631579,0.06983689963817596,0.06864917278289795,1137,0.06979740411043167,76,687.337890625,0.06915362179279327,0.06815677136182785,0.07074566930532455,0.0,0.06911154091358185,0.06815677136182785,992.07,0.06993082165718079,0.07027385383844376,0.06896636635065079,0.06904547661542892,0.07010846585035324,4265,1.417578947368422,0.06931322067975998,0.0691419467329979,4849664,0.06880230456590652,0.06970585137605667,0.0693194568157196,0.0,0.06911442428827286,37,0.06956134736537933,0.07028143107891083,0.013157894736842105,0.06868035346269608,1e-06,1890,0.1,31.22423771619797,-0.0025559005562172388,0.032367706298828125,0.0013709373,0.06940916180610657,75,0.8310601711273193,0.2,0.0,0.37015315890312195,0.07823215539829106
-1.0,0.0692395567893982,0.07076874375343323,0.06919711083173752,0.06990926712751389,0.9787234042553191,0.06924939900636673,0.9787234042553191,0.06984949111938477,0.06867258250713348,1168,0.069806769490242,188,677.9931030273438,0.06917167454957962,0.0681796595454216,0.07076874375343323,0.0,0.06913108378648758,0.0681796595454216,983.21,0.069943368434906,0.07028689235448837,0.06899023801088333,0.06905758380889893,0.07011978328227997,4263,1.4041170212765965,0.06932290643453598,0.06914382427930832,4980736,0.06881900876760483,0.06973055005073547,0.0693303793668747,0.0,0.0691361278295517,38,0.0695723444223404,0.0702909305691719,0.02127659574468085,0.06868904083967209,1e-06,1900,0.1,31.21804081350565,-0.0023690558818088903,0.0314666748046875,0.001341467,0.06942432373762131,184,0.7263268232345581,0.2,0.0,0.36695393919944763,0.04959829150902806
-1.0,0.06925981491804123,0.07079506665468216,0.06921681016683578,0.06993024051189423,0.9367088607594937,0.06926421076059341,0.9367088607594937,0.06986214965581894,0.06868301331996918,1199,0.06981935352087021,79,673.4696655273438,0.06918386369943619,0.06820835173130035,0.07079506665468216,0.0,0.06915586441755295,0.06820835173130035,978.95,0.0699714794754982,0.07030574232339859,0.0690227672457695,0.06906708329916,0.07014218717813492,4261,1.3995696202531656,0.06934352219104767,0.06915879994630814,5111808,0.06884453445672989,0.06975559890270233,0.06933655589818954,0.0,0.06914737075567245,39,0.06958737224340439,0.07029664516448975,0.06329113924050633,0.0687028244137764,1e-06,1910,0.1,31.21214496344328,-0.002155447518453002,0.029611968994140626,0.0013216481,0.06944245100021362,74,0.8404396772384644,0.2,0.0,0.341677725315094,0.051841976228752175
-1.0,0.06927668303251266,0.07079794257879257,0.06923571228981018,0.06995687633752823,0.9836065573770492,0.0692792534828186,0.9836065573770492,0.06988033652305603,0.06869401782751083,1230,0.06985178589820862,183,684.1080322265625,0.06920310109853745,0.06822651624679565,0.07079794257879257,0.0,0.06918147206306458,0.06822651624679565,993.4,0.06998568028211594,0.07032624632120132,0.06904049217700958,0.0690738707780838,0.07014245539903641,4260,1.4092131147540994,0.06936660408973694,0.0691780373454094,5242880,0.0688585489988327,0.06978047639131546,0.06935106217861176,0.0,0.06916072964668274,40,0.06960206478834152,0.0703275203704834,0.01639344262295082,0.0687229260802269,1e-06,1920,0.1,31.205737398564814,-0.00245677616667308,0.028125762939453125,0.0013135847,0.06946001946926117,180,0.7365975379943848,0.2,0.0,0.37801414728164673,0.08606518299784512
-1.0,0.06928916275501251,0.07082952558994293,0.0692572072148323,0.06997273862361908,1.0,0.06929342448711395,1.0,0.06989622116088867,0.06872305274009705,1261,0.06987565755844116,77,688.6546020507812,0.06921505928039551,0.0682399719953537,0.07082952558994293,0.0,0.06919027864933014,0.0682399719953537,996.35,0.0700158104300499,0.07033092528581619,0.06905553489923477,0.0690888836979866,0.07016944885253906,4259,1.4136883116883125,0.06938238441944122,0.06919915974140167,5373952,0.0688866600394249,0.06981417536735535,0.06937806308269501,0.0,0.06917822360992432,41,0.0696183443069458,0.0703451856970787,0.0,0.06873736530542374,1e-06,1930,0.1,31.199089439213274,-0.002365710677258903,0.028746795654296876,0.0013103175,0.06947929412126541,77,0.8017619252204895,0.2,0.0,0.34569016098976135,0.05429312106716679
-1.0,0.06931811571121216,0.07085376232862473,0.06928825378417969,0.06998287886381149,0.978494623655914,0.06929929554462433,0.978494623655914,0.06990810483694077,0.06873784214258194,1292,0.06989959627389908,186,681.2650146484375,0.0692318007349968,0.06824468821287155,0.07085376232862473,0.0,0.06921710819005966,0.06824468821287155,983.27,0.0700387954711914,0.07034238427877426,0.06907191872596741,0.06911018490791321,0.07018114626407623,4258,1.416451612903227,0.06939538568258286,0.0692184641957283,5505024,0.06891327351331711,0.06982486695051193,0.06939393281936646,0.0,0.06919413059949875,42,0.06964374333620071,0.07036371529102325,0.021505376344086023,0.06875390559434891,1e-06,1940,0.1,31.19230800420046,-0.0021480039264133665,0.028203582763671874,0.0012715571,0.06949710100889206,182,0.7149376273155212,0.2,0.0,0.334942489862442,0.027019479243608657
-1.0,0.06932636350393295,0.07087424397468567,0.0693034753203392,0.07000752538442612,0.9791666666666666,0.06933097541332245,0.9791666666666666,0.06992967426776886,0.06874941289424896,1324,0.06992312520742416,192,692.2017211914062,0.0692577213048935,0.06826730817556381,0.07087424397468567,0.0,0.06923503428697586,0.06826730817556381,1000.0,0.07005386054515839,0.07036494463682175,0.06908821314573288,0.0691317617893219,0.07019145041704178,4255,1.4202708333333345,0.06942689418792725,0.06923871487379074,5636096,0.06891981512308121,0.06984864175319672,0.06941256672143936,0.0,0.06921809911727905,43,0.06966951489448547,0.07038063555955887,0.020833333333333332,0.06876490265130997,1e-06,1950,0.1,31.185725603997707,-0.0023853630715166218,0.031133270263671874,0.0013450481,0.06951659172773361,188,0.8081157207489014,0.2,0.0,0.39425861835479736,0.06251087349955924
-1.0,0.06935598701238632,0.07088558375835419,0.06932700425386429,0.07001637667417526,0.9571428571428572,0.06934591382741928,0.9571428571428572,0.06995698809623718,0.06876517832279205,1355,0.06993959099054337,70,683.19775390625,0.06927809864282608,0.06828238070011139,0.07088558375835419,0.0,0.06923580914735794,0.06828238070011139,988.27,0.07007439434528351,0.0703711211681366,0.0691167488694191,0.06915586441755295,0.07022266089916229,4255,1.410542857142858,0.06943896412849426,0.06925030797719955,5767168,0.06893320381641388,0.06986066699028015,0.06942156702280045,0.0,0.06923367828130722,44,0.06969565153121948,0.07039622217416763,0.04285714285714286,0.06877301633358002,1e-06,1960,0.1,31.17917594462633,-0.002335668170690042,0.03240890502929687,0.001328001,0.0695333182811737,67,0.8022048473358154,0.2,0.0,0.3499394953250885,0.051970884668116925
-1.0,0.0693720132112503,0.07089834660291672,0.06933882087469101,0.07004392147064209,0.9585492227979274,0.06936237215995789,0.9585492227979274,0.06997602432966232,0.06878923624753952,1386,0.06994849443435669,193,691.727294921875,0.06928960978984833,0.06831847131252289,0.07089834660291672,0.0,0.0692584291100502,0.06831847131252289,993.96,0.070088692009449,0.07038827985525131,0.06913074105978012,0.06916925311088562,0.07025248557329178,4254,1.4107668393782393,0.06945214420557022,0.0692637637257576,5898240,0.06894934922456741,0.06988020986318588,0.06943477690219879,0.0,0.069240503013134,45,0.06972470134496689,0.07041507214307785,0.04145077720207254,0.06878232955932617,1e-06,1970,0.1,31.173121765255928,-0.0027615349668849375,0.03407211303710937,0.0013963265,0.06955072283744812,185,0.7492860555648804,0.2,0.0,0.3752075433731079,0.07307899309234926
-1.0,0.06939515471458435,0.07091482728719711,0.06935837119817734,0.07006131112575531,0.9315068493150684,0.06938382238149643,0.9315068493150684,0.06998994946479797,0.06880778819322586,1417,0.06998061388731003,73,672.39306640625,0.06932136416435242,0.06834479421377182,0.07091482728719711,0.0,0.06926941126585007,0.06834479421377182,970.35,0.0701056718826294,0.07040846347808838,0.0691511258482933,0.06918317079544067,0.07026802748441696,4254,1.4281643835616449,0.06946928799152374,0.06928761303424835,6029312,0.06897282600402832,0.0698942020535469,0.06944519281387329,0.0,0.0692661702632904,46,0.06975514441728592,0.07042831927537918,0.0684931506849315,0.06880729645490646,1e-06,1980,0.1,31.16636406034231,-0.0024719340584852035,0.032297515869140626,0.0013786043,0.06957079470157623,68,0.8554527163505554,0.2,0.0,0.3874639868736267,0.07908330871432553
-1.0,0.06941545754671097,0.07094098627567291,0.06937581300735474,0.07008954882621765,0.9837837837837838,0.06940099596977234,0.9837837837837838,0.07001350820064545,0.06883075833320618,1448,0.06999519467353821,185,691.8128662109375,0.06934275478124619,0.06836219877004623,0.07094098627567291,0.0,0.06930380314588547,0.06836219877004623,1000.0,0.07013238966464996,0.0704362615942955,0.06917314231395721,0.06921034306287766,0.07029419392347336,4252,1.4132972972972981,0.06949061900377274,0.06931300461292267,6160384,0.06899484992027283,0.06991338729858398,0.06947075575590134,0.0,0.0692874938249588,47,0.06976878643035889,0.07046018540859222,0.016216216216216217,0.06882719695568085,1e-06,1990,0.1,31.158613494038583,-0.002417622232769645,0.031499481201171874,0.0013698768,0.06959374248981476,182,0.7920189499855042,0.2,0.0,0.46786609292030334,0.07827578458818607
